id,created_at,edit_history_tweet_ids,text,withheld,clean_text,non_english,nouns
1.4807529441108828e+18,2022-01-11 04:06:27+00:00,['1480752944110882817'],Me going back to work after forgetting what I do for a living. https://t.co/a7tOJAlAco,,going back work forgetting living,False,work forgetting living 
1.4805653475184886e+18,2022-01-10 15:41:01+00:00,['1480565347518488579'],Congratulations! 👏🏽🎉🥳 https://t.co/3YIwMOVYCC,,congratulation,True,congratulation 
1.4801402422963937e+18,2022-01-09 11:31:48+00:00,['1480140242296393731'],"Are any of my followers German-to-English translators? If so, what credentials would you say are the most important for landing translation gigs?",,follower germantoenglish translator credential would say important landing translation gig,False,translator credential translation gig 
1.479549450213376e+18,2022-01-07 20:24:12+00:00,['1479549450213376005'],"One of funny things about freelancing is being gleeful about getting paid on time. Thankfully, I've rarely been paid late, but I'm always happy to receive money I earned. 🤷🏽‍♀️",,one funny thing freelancing gleeful getting paid time thankfully i've rarely paid late i'm always happy receive money earned,False,thing time i money 
1.478584217533657e+18,2022-01-05 04:28:42+00:00,['1478584217533657091'],This cut too deep. Please send help. https://t.co/8VELMeBPYT,,cut deep please send help,False,cut please help 
1.4781126164468982e+18,2022-01-03 21:14:44+00:00,['1478112616446898178'],"if my editor is reading this, yes. https://t.co/I25Btx3Ghf",,editor reading yes,False,editor 
1.477817543796605e+18,2022-01-03 01:42:13+00:00,['1477817543796604929'],A favorable contract. https://t.co/ZydEpPsZ4z,,favorable contract,True,contract 
1.4774810305379574e+18,2022-01-02 03:25:02+00:00,['1477481030537957379'],This year will be better than the last. Speaking it into existence now. 🙌🏼🙏🏼,,year better last speaking existence,False,year speaking existence 
1.476230162786263e+18,2021-12-29 16:34:32+00:00,['1476230162786263044'],That part. It's much easier to produce great work when you're working for a living wage. https://t.co/BlyUCtM84X,,part much easier produce great work working living wage,False,part work living wage 
1.4749391985872568e+18,2021-12-26 03:04:42+00:00,['1474939198587256836'],Sending love and strength to everyone who's having a difficult holiday season. Merry Christmas ♥️🎄,,sending love strength everyone who's difficult holiday season merry christmas,False,love strength everyone holiday season merry christmas 
1.4722168804253573e+18,2021-12-18 14:47:11+00:00,['1472216880425357314'],"*Press 4, sinks into desk chair with shame* https://t.co/LVAQtQgrzA",,press sink desk chair shame,False,press sink desk chair shame 
1.472040001806422e+18,2021-12-18 03:04:20+00:00,['1472040001806422021'],I need 👏🏽 my money 👏🏽 on time 👏🏽,,need money time,False,money time 
1.471216753044824e+18,2021-12-15 20:33:02+00:00,['1471216753044824067'],"Y'all don't have the budget but are full of the audacity?

Freelancers have been alleging this behavior for years, only to be told that our fears are overblown. https://t.co/ntgRhG26jt",,y'all budget full audacity freelancer alleging behavior year told fear overblown,False,y'all budget audacity freelancer year fear 
1.4712121382828603e+18,2021-12-15 20:14:42+00:00,['1471212138282860552'],Me and my editor waiting on me to turn around and find out what it means https://t.co/MpyFwl0GZl https://t.co/EbuRNE2EuV,,editor waiting turn around find mean,False,editor turn 
1.470211869143097e+18,2021-12-13 01:59:59+00:00,['1470211869143097350'],A contract with good terms ✨ https://t.co/JEmI5zIUxI,,contract good term,False,contract term 
1.469705982733394e+18,2021-12-11 16:29:46+00:00,['1469705982733393921'],"Me, stuck in the middle of writing my draft. https://t.co/1TVvDbtouv",,stuck middle writing draft,False,writing draft 
1.4671658944681574e+18,2021-12-04 16:16:22+00:00,['1467165894468157440'],"It's already hard enough for journalists to do their jobs, because sources are rightfully skeptical of us. &amp; it's also hard to secure the rights to your work from media companies wanting to own it forever and ever in forms not even invented yet. So this is truly shocking! https://t.co/5Jn3DD2qor",,already hard enough journalist job source rightfully skeptical amp also hard secure right work medium company wanting forever ever form even invented yet truly shocking,False,journalist job source amp secure work medium company 
1.4669944426241966e+18,2021-12-04 04:55:05+00:00,['1466994442624196610'],Me reading that after I thought I did a good job https://t.co/bPiXsTjfBn https://t.co/ltS5v6FQsY,,reading thought good job,False,job 
1.466443398580167e+18,2021-12-02 16:25:26+00:00,['1466443398580166664'],"@weischoice Yep, me, too. I suspect my email filters are on vacation.",,yep suspect email filter vacation,False,yep email filter vacation 
1.4654089273073746e+18,2021-11-29 19:54:48+00:00,['1465408927307374592'],Paying $0.10 per word in 60–90 days. Contracts with “we only everything forever even in media forms not invented yet.” Lol bye ✌️ https://t.co/pGdUhKrLVn,,paying per word day contract everything forever even medium form invented yet lol bye,False,word day contract everything form bye 
1.4638970697987564e+18,2021-11-25 15:47:13+00:00,['1463897069798756362'],Someone sent me a PR email today. Turning off my notifications. https://t.co/GM27jUbmbZ,,someone sent email today turning notification,False,someone email today notification 
1.4636407571856998e+18,2021-11-24 22:48:44+00:00,['1463640757185699848'],I like listening to female rappers before I send my invoices just to hype myself up. https://t.co/1j5UsUM7aQ,,like listening female rapper send invoice hype,False,send invoice hype 
1.463228963099136e+18,2021-11-23 19:32:24+00:00,['1463228963099136001'],What especially upsets me is that these fellowship programs feel extractive. Media companies want to extract the communal knowledge from journalists of color without committing to a full-time position with a salary and benefits while requiring them to have expensive degrees.,,especially upset fellowship program feel extractive medium company want extract communal knowledge journalist color without committing fulltime position salary benefit requiring expensive degree,False,program feel medium company knowledge journalist color position benefit degree 
1.4632282378327245e+18,2021-11-23 19:29:32+00:00,['1463228237832724484'],"It's the illusion of diversity. You can hire fellows of color without having to commit to benefits and a salary long-term. It looks good from the outside, but it doesn't actually result in a long-term commitment in their growth. https://t.co/n3yBGSa6eo",,illusion diversity hire fellow color without commit benefit salary longterm look good outside actually result longterm commitment growth,False,illusion diversity hire color commit benefit look commitment growth 
1.4613258715083366e+18,2021-11-18 13:30:12+00:00,['1461325871508336651'],'Tis the season to not make your freelancers jump through hoops for payments.,,'tis season make freelancer jump hoop payment,False,'t season make freelancer jump payment 
1.4606693391416566e+18,2021-11-16 18:01:23+00:00,['1460669339141656577'],"Why do publication string along freelancers and their sources like this? This is unacceptable. If you don't want the reporting, let the journalist take the story elsewhere. https://t.co/VTOEp9ilZY",,publication string along freelancer source like unacceptable want reporting let journalist take story elsewhere,False,publication source story 
1.459161463776551e+18,2021-11-12 14:09:37+00:00,['1459161463776550921'],"Happy for you, Abby! 🎉🎉🎉 https://t.co/AfvCosi5j5",,happy abby,False,abby 
1.45719052944853e+18,2021-11-07 03:37:50+00:00,['1457190529448529920'],Drag meeeeeee https://t.co/HMMSBSajxB,,drag meeeeeee,True,drag meeeeeee 
1.4566430607382815e+18,2021-11-05 15:22:23+00:00,['1456643060738281477'],Haven't been able to start work before 10 am in...a while. https://t.co/GM6EDLkmCD,,able start work ina,False,start work ina 
1.4562981839576228e+18,2021-11-04 16:31:58+00:00,['1456298183957622784'],What in the entire fuck? https://t.co/BNocaBQ1VT,,entire fuck,False,fuck 
1.456076426155856e+18,2021-11-04 01:50:47+00:00,['1456076426155855874'],"I love what I do, and yet I'm ready to just retire. https://t.co/t6jddxuaQI",,love yet i'm ready retire,False,love retire 
1.4549674132467753e+18,2021-11-01 00:23:57+00:00,['1454967413246775299'],"I will never understand being rude to a job candidate. Interviews are nerve-wracking already, and we're in the middle of a plague and worker shortage.  Be kind.",,never understand rude job candidate interview nervewracking already we're middle plague worker shortage kind,False,job candidate interview plague worker shortage kind 
1.4529795804453317e+18,2021-10-26 12:45:01+00:00,['1452979580445331463'],Don't go above and beyond for publications that don't pay you well and coerce you into signing exploitative contracts.,,beyond publication pay well coerce signing exploitative contract,False,publication pay contract 
1.4520269926148383e+18,2021-10-23 21:39:47+00:00,['1452026992614838276'],@AkoredeNate Kept slowing down while on deadline. It was so annoying. Just might go to open office or Word as a backup.,,kept slowing deadline annoying might open office word backup,False,annoying office word backup 
1.451608797097644e+18,2021-10-22 17:58:01+00:00,['1451608797097644034'],I just would like to know what I've done to make Google Docs treat me like this.,,would like know i've done make google doc treat like,False,google doc treat 
1.4515838256208978e+18,2021-10-22 16:18:47+00:00,['1451583825620897793'],@MekitaRivas How I'm looking at these edits,,i'm looking edits,False,i 
1.4509879681608376e+18,2021-10-21 00:51:04+00:00,['1450987968160837636'],"@furochan_eats @restofworld You know what, I should have clarified that it's US-centric, but I adore Rest of World. They're doing really important work.",,know clarified uscentric adore rest world they're really important work,False,world work 
1.4509721183850373e+18,2021-10-20 23:48:05+00:00,['1450972118385037317'],Another helpful piece on the economics of freelance writing long form pieces just came out in Poynter recently by @BritSeeingStars https://t.co/HsRxtTtJd9,,another helpful piece economics freelance writing long form piece came poynter recently,False,piece freelance form piece 
1.4509715871765422e+18,2021-10-20 23:45:58+00:00,['1450971587176542215'],"Apropos of nothing, I highly recommend reading this piece by @sorayaroberts, which I still think about a lot. https://t.co/7dPQiK2oXY",,apropos nothing highly recommend reading piece still think lot,False,nothing piece lot 
1.450870197150265e+18,2021-10-20 17:03:05+00:00,['1450870197150265345'],"Whenever I think about getting a regular job again, a cautionary tale like this surfaces on the internet and slaps me back into reality. https://t.co/2gAYRoztOh",,whenever think getting regular job cautionary tale like surface internet slap back reality,False,job tale surface internet slap reality 
1.4508343454056038e+18,2021-10-20 14:40:37+00:00,['1450834345405603846'],Still wondering how [REDACTED] continues to fail up in media.,,still wondering redacted continues fail medium,False,medium 
1.4508259217416602e+18,2021-10-20 14:07:09+00:00,['1450825921741660166'],"I took a week off in August. I plan to take the week of Thanksgiving off and take the weeks between Christmas and my birthday off, too. https://t.co/rLa2tkKN4T",,took week august plan take week thanksgiving take week christmas birthday,False,week august plan week week birthday 
1.450666606925947e+18,2021-10-20 03:34:05+00:00,['1450666606925946881'],"If you had to pitch a longform story to a tech publication, where would you pitch it?",,pitch longform story tech publication would pitch,False,pitch longform story tech publication 
1.4505628933180662e+18,2021-10-19 20:41:58+00:00,['1450562893318066180'],Y'all could just @ me... https://t.co/ZrtkSVnCKZ,,y'all could,True,y'all 
1.4502865400857682e+18,2021-10-19 02:23:50+00:00,['1450286540085768192'],"I’ve been doing my best to meet deadlines or communicate with clients that I need more time to complete assignments. But honestly, I don’t understand how companies expect workers to continue apace during a plague. https://t.co/FlUwKRxZa9",,ive best meet deadline communicate client need time complete assignment honestly dont understand company expect worker continue apace plague,False,meet deadline client need time assignment company worker apace plague 
1.4485027939757752e+18,2021-10-14 04:15:52+00:00,['1448502793975775232'],"The TFB Newsletter will be out tomorrow! Today threw me a curve ball, and I have to get some rest. Thanks in advance for your patience!",,tfb newsletter tomorrow today threw curve ball get rest thanks advance patience,False,tfb newsletter tomorrow today ball advance patience 
1.448066921316954e+18,2021-10-12 23:23:52+00:00,['1448066921316954114'],"@MekitaRivas I'm so sorry for your loss, Mekita. Sending you strength 🙏🏼",,i'm sorry loss mekita sending strength,False,i loss mekita strength 
1.446664556969927e+18,2021-10-09 02:31:22+00:00,['1446664556969926657'],"@mollytolsky Breathe, regroup and try again! I published a story recently that was killed once then rejected 3 times.",,breathe regroup try published story recently killed rejected time,False,breathe regroup story time 
1.446625365191975e+18,2021-10-08 23:55:38+00:00,['1446625365191974917'],@metraux_julia I'm... on autopilot 🤷🏽‍♀️,,i'm autopilot,True,i autopilot 
1.4464761974588457e+18,2021-10-08 14:02:54+00:00,['1446476197458845705'],"That's so awful! Why are people like this? Also, one of my biggest pet peeves is having to resend information I already sent. I could see if it was lost in the email thread, but this situation seems like the person wasn't paying attention. https://t.co/rbXGY1kzes",,that's awful people like also one biggest pet peeve resend information already sent could see lost email thread situation seems like person paying attention,False,pet resend information thread situation person attention 
1.4463029163238154e+18,2021-10-08 02:34:20+00:00,['1446302916323815475'],I desperately want to get off the email list for holiday pitches. https://t.co/X95Z2BeurL,,desperately want get email list holiday pitch,False,list holiday pitch 
1.4463027216326124e+18,2021-10-08 02:33:34+00:00,['1446302721632612356'],"@RivanStinson I miss having pets, especially during this pandemic. But if I got a cat, it has to be one who adores me, because they can have such an attitude sometimes. (I've had dogs, cats &amp; fish growing up).",,miss pet especially pandemic got cat one adores attitude sometimes i've dog cat amp fish growing,False,pet attitude cat amp fish 
1.446287439652442e+18,2021-10-08 01:32:50+00:00,['1446287439652442115'],@lindseydanis One other option might be to find an attorney who is willing to write a demand letter on your behalf pro bono. There might be a nonprofit in your area that helps artists / writers with legal services.,,one option might find attorney willing write demand letter behalf pro bono might nonprofit area help artist writer legal service,False,option attorney demand letter area help service 
1.4462686005877842e+18,2021-10-08 00:17:59+00:00,['1446268600587784192'],"@lindseydanis Is the publication in NY? If they are, the law may apply to them. Notifying them of a late fee charge or sending them to collections might do the trick.",,publication law may apply notifying late fee charge sending collection might trick,False,publication law fee charge collection 
1.446250083289342e+18,2021-10-07 23:04:24+00:00,['1446250083289341955'],@AnnaGoldfarb I needed to hear this ✨ Thank you so much!,,needed hear thank much,False,thank 
1.4455889210064527e+18,2021-10-06 03:17:11+00:00,['1445588921006452742'],My boss once got mad at me for asking her to correct an error she added into my copy. https://t.co/uTywmueacO,,bos got mad asking correct error added copy,False,error copy 
1.4455708052664115e+18,2021-10-06 02:05:12+00:00,['1445570805266411524'],Seems like a good day to bring this back. https://t.co/7dmyDORvcT,,seems like good day bring back,False,day 
1.4453788491943526e+18,2021-10-05 13:22:26+00:00,['1445378849194352650'],"This part. This is the part I think about a lot. Media company is have been taking away the rights to journalists work so that they can profit off of adaptable projects. It's important to watch for this when you are a negotiating your contract.

https://t.co/PrGPBgGpWz https://t.co/VQnI3iUpG9",,part part think lot medium company taking away right journalist work profit adaptable project important watch negotiating contract,False,part part lot medium company journalist work profit project watch negotiating contract 
1.4441019079375217e+18,2021-10-02 00:48:19+00:00,['1444101907937521669'],"This. This is the tweet. It's rare that I encounter this, but when I do it's so upsetting. https://t.co/hNWNrMM0Ft",,tweet rare encounter upsetting,False,tweet encounter 
1.443988529160278e+18,2021-10-01 17:17:48+00:00,['1443988529160278016'],"A couple thoughts: 
- Don't ever send this many ideas to a potential client. If it feels scammy, it probably is.
- Why on earth would you put forth ideas that you don't agree with? https://t.co/boADL8wy3n",,couple thought ever send many idea potential client feel scammy probably earth would put forth idea agree,False,couple idea client feel scammy idea agree 
1.4439024407729807e+18,2021-10-01 11:35:42+00:00,['1443902440772980742'],"Not only are unpaid internships exploitative, but this internship prohibits people from having employment elsewhere so they can pay their bills. They may let you freelance, but freelance rates for a young journalist likely won't be enough to pay the bills. This has to stop now. https://t.co/jurEneSwo7",,unpaid internship exploitative internship prohibits people employment elsewhere pay bill may let freelance freelance rate young journalist likely enough pay bill stop,False,internship internship employment bill freelance rate journalist pay bill 
1.443395697345274e+18,2021-09-30 02:02:05+00:00,['1443395697345273858'],"An editor once highlighted a chunk of text and called my writing amateurish... Which, sure, I'm young-ish, but it's much more helpful for me to know what you'd like me to replace the copy with instead. Felt like a gut punch. https://t.co/xAFCpcH8nj",,editor highlighted chunk text called writing amateurish sure i'm youngish much helpful know like replace copy instead felt like gut punch,False,editor chunk text sure i copy gut punch 
1.4433113694372905e+18,2021-09-29 20:27:00+00:00,['1443311369437290497'],This thread is heartbreaking. Freelancers deserve to be paid on time without having to jump through so many hoops of fire. https://t.co/EXaaQJQxwz,,thread heartbreaking freelancer deserve paid time without jump many hoop fire,False,thread deserve time jump hoop fire 
1.4428358894036705e+18,2021-09-28 12:57:37+00:00,['1442835889403670528'],Feeling special this morning https://t.co/B8x69b5vMK,,feeling special morning,False,morning 
1.4426706409730908e+18,2021-09-28 02:00:58+00:00,['1442670640973090816'],"I love to answer questions I already answered but details were removed, and now I have to go back through my annotations to find the info.",,love answer question already answered detail removed back annotation find info,False,question detail annotation find info 
1.4421627475176448e+18,2021-09-26 16:22:47+00:00,['1442162747517644802'],"Are there any podcasts that discuss the mechanics of turning journalism into movies, TV, etc.?",,podcasts discus mechanic turning journalism movie etc,False,journalism movie etc 
1.441917336395522e+18,2021-09-26 00:07:37+00:00,['1441917336395522050'],Real hot girl shit 😛 https://t.co/QCahkl3ynl,,real hot girl shit,False,girl shit 
1.4419162721287127e+18,2021-09-26 00:03:23+00:00,['1441916272128712706'],"Still wondering how [REDACTED] is still working in the industry when they've been accused of [REDACTED]. But then again, journalism often fails to listen to victims and hold abusers accountable.",,still wondering redacted still working industry they've accused redacted journalism often fails listen victim hold abuser accountable,False,industry journalism victim abuser 
1.441407700823421e+18,2021-09-24 14:22:30+00:00,['1441407700823420928'],"Got a lot of writing and edits to do today, so now seems like a good time to fold my laundry.",,got lot writing edits today seems like good time fold laundry,False,lot today time laundry 
1.4410976672122962e+18,2021-09-23 17:50:32+00:00,['1441097667212296200'],"Me being happy about freelance work, then realizing I need to do that work: https://t.co/BodaNAkooT",,happy freelance work realizing need work,False,freelance work work 
1.4390306783022162e+18,2021-09-18 00:57:04+00:00,['1439030678302216194'],Who we pulling up on? https://t.co/mvxgJxLDBL,,pulling,False,
1.4386567727812485e+18,2021-09-17 00:11:18+00:00,['1438656772781248512'],On the first page https://t.co/iR53Lh9tE3,,first page,False,page 
1.4385035409393746e+18,2021-09-16 14:02:24+00:00,['1438503540939374596'],People telling exploitative employers to fuck off always warms my heart ❤️ https://t.co/KrTdZRHYmQ,,people telling exploitative employer fuck always warms heart,False,employer fuck heart 
1.438267838179971e+18,2021-09-15 22:25:49+00:00,['1438267838179971077'],"#SourceRequest: For Vox, I'm looking for people who've been charged account maintenance &amp; multiple overdrafts fees. I want to understand how bank fees have affected people's lives before/during the pandemic. If someone you know wants to be interviewed, email tatianawm@live.com",,vox i'm looking people who've charged account maintenance amp multiple overdraft fee want understand bank fee affected people's life beforeduring pandemic someone know want interviewed email tatianawmcom,False,vox i account maintenance amp multiple fee bank fee life beforeduring someone email tatianawmcom 
1.438235893194793e+18,2021-09-15 20:18:52+00:00,['1438235893194792967'],Yes. https://t.co/C8JRxZtXd6,,yes,True,
1.437950006703571e+18,2021-09-15 01:22:52+00:00,['1437950006703570944'],Me asking for an extension. https://t.co/pPFiJrRyJc,,asking extension,False,extension 
1.4379457846207857e+18,2021-09-15 01:06:05+00:00,['1437945784620785665'],"I'll speak for me. I was trained as a magazine journalist and have rarely made it into print magazines. Much of my assignments come from digital editors, and the rates for the digital side can vary widely from one publication to another other.",,i'll speak trained magazine journalist rarely made print magazine much assignment come digital editor rate digital side vary widely one publication another,False,i magazine journalist print magazine assignment editor rate side publication 
1.437944415872594e+18,2021-09-15 01:00:39+00:00,['1437944415872593921'],I regret to inform you that this is true https://t.co/n9AGSmt0Ai,,regret inform true,False,inform 
1.4361356924432998e+18,2021-09-10 01:13:25+00:00,['1436135692443299846'],This is me with my articles https://t.co/PwkOGkPghr,,article,False,article 
1.4357200029723116e+18,2021-09-08 21:41:37+00:00,['1435720002972311560'],"@MekitaRivas Yes, it is. Proud of you! If you're not paid enough for the work required, whatever satisfaction you would have gained might have waned by the time it was published, especially if it was from a publication that could afford to pay you more. https://t.co/i61Lul5HtL",,yes proud paid enough work required whatever satisfaction would gained might waned time published especially publication could afford pay,False,work satisfaction time publication 
1.4349747101865288e+18,2021-09-06 20:20:06+00:00,['1434974710186528775'],Vielleicht schreibe ich für ein Deutsch Magazin…,,vielleicht schreibe ich ein deutsch magazin,True,vielleicht schreibe ein deutsch magazin 
1.4349717138009743e+18,2021-09-06 20:08:11+00:00,['1434971713800974342'],I low-key like being paid in pounds. Something about being paid in another currency is kinda cool. Next on my list is euros.,,lowkey like paid pound something paid another currency kinda cool next list euro,False,lowkey pound something currency list euro 
1.4324568482722406e+18,2021-08-30 21:35:01+00:00,['1432456848272240641'],"You definitely don't need a degree from a fancy school or a degree at all to be a good journalist. In fact, the more experience you have in other industries will be very valuable compared to people who've only ever been journalists. https://t.co/xHzBHJMVqi",,definitely need degree fancy school degree good journalist fact experience industry valuable compared people who've ever journalist,False,school degree journalist fact experience industry journalist 
1.431713526465405e+18,2021-08-28 20:21:19+00:00,['1431713526465404931'],"@kaitarford Hold on. Clients are asking for edit tests now, too? I still think about that @CJR article about wild edit tests for full-time jobs. Asking for an extensive edit test from a freelance writer is too much. https://t.co/e6K8Rlr4Ve",,hold client asking edit test still think article wild edit test fulltime job asking extensive edit test freelance writer much,False,client edit test article test fulltime job edit test freelance writer 
1.4312662220086725e+18,2021-08-27 14:43:53+00:00,['1431266222008672268'],If only our expertise was valued... https://t.co/Y34iiL3nR4,,expertise valued,False,expertise 
1.43068203324484e+18,2021-08-26 00:02:32+00:00,['1430682033244839937'],I see the pay discourse has emerged again. Looks like the quote tweets further prove my point. https://t.co/4YpEp7eVH9,,see pay discourse emerged look like quote tweet prove point,False,pay look tweet point 
