,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,created_at,label
10863,10863,96940,96940,96940,walk make,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0223374222757814,False,@kathryn_hill6 @KatieRussellx I’ve saved my one walk a day for this. Make it worth it,2020-03-26 18:40:01+00:00,None
10864,10864,92021,92021,92021,staff learn person patient,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Storytelling Helps Hospital Staff Learn About The Person, Not Just The Patient https://t.co/EjFEcpT0LI",2020-03-26 18:45:14+00:00,None
10865,10865,504,504,504,feel sorry family,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,1.0,True,@piersmorgan Horrendous feel sorry for her family😥,2020-03-26 19:05:28+00:00,Life
10866,10866,14154,14154,14154,delivery unit staff tomorrow thank people premature baby time donate,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,We’ve ordered another big good delivery for the neonatal unit staff which will arrive tomorrow. If you can help to say ‘thank you’ to the people caring for sick premature babies at this difficult time please donate here: https://t.co/diN4kVCYn9 https://t.co/bbk4NDZhU3,2020-03-26 19:40:35+00:00,None
10867,10867,56177,56177,56177,everyone clap,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.879735157859951,False,Hearing everyone clap for the NHS has made me so emotional 😢💙,2020-03-26 20:10:24+00:00,None
10868,10868,122746,122746,122746,video world neighbour kind word colleague,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5717952606408313,False,God luv em 💕it’s not the best video in the world but you can hear my neighbours doing #clapforourcarers and all had such kind words. So I joined them and clapped for my colleagues too. 💕💕 #BCUHB https://t.co/AbHXygCuMl,2020-03-26 20:10:59+00:00,None
10869,10869,122745,122745,122745,care,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7122872219377667,False,@PustorinoGina @SonjaNi41294318 @TamiMa87574821 @Robin08139490 @AthanasiaTrian1 @odyssey158 @Pennyyo79 @IrishOutlanders @MakkOlga @barss_freddie @fee2360 @WrigleyGuinness @AngusAngels @auroretrav2014 @SamHeughan @caitrionambalfe @CostinaJ @nanfan15 @H50BabyG @DeborahHammon18 You too my lovely. Take care out there 💕💕,2020-03-26 20:11:48+00:00,None
10870,10870,56176,56176,56176,uncertainty fear doubt career,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@CarmenAustin99 After all the uncertainty, fear and doubt recently, it’s made me remember that we have chosen the most amazing career ❤️",2020-03-26 20:13:01+00:00,None
10871,10871,56175,56175,56175,wait help,4,4_thanks_follow_work_welcome,thanks - follow - work - welcome - wait - rest - glad - anything - dream - fire,1.0,False,@CarmenAustin99 Hobestly can’t wait to get back out there and help. We have so got this ✊🏻,2020-03-26 20:15:20+00:00,Life
10872,10872,40537,40537,40537,street evening please,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.0179694623508576,False,Definitely a little emotional at hearing my street stand out and clap this evening. I’m so proud to be a nurse. Please keep supporting our NHS ❤️❤️ #nhsclappers #nhs #nurse,2020-03-26 20:15:42+00:00,Life
10873,10873,90188,90188,90188,everyone balcony garden people people thank everyone healthcare moment,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Literally everyone out on their balconies and in their gardens just there. Wasn’t sure if people would show up-they did. People seem to be appreciating the NHS not taking it for granted anymore. Hope it lasts. Thank you to everyone working in healthcare at the moment (always!),2020-03-26 20:16:09+00:00,None
10874,10874,122744,122744,122744,care today patient team domesticsadminhcasnurses doctor everyone,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,#BCUHB #teamcentral #MHLD The care I have witnessed today for our patients showcased just how dedicated our team really is. The domestics/admin/HCA’s/nurses and doctors all have pulled together to keep everyone safe. So proud of them all💕💕💕💕 https://t.co/9I1QjuMGuy,2020-03-26 20:17:24+00:00,None
10875,10875,39504,39504,39504,whoaaah mess video sent friend baby outside,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Whoaaah im a mess @kmfm that was emotional to say least an all the video I got sent of my best friends babies clapping outside has broken me! Thank you is all I can say! #ClapForCarers,2020-03-26 20:18:42+00:00,None
10876,10876,56174,56174,56174,everything,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.8025425394365835,True,@rheaa_jay Hope you’re having a good day despite everything. I am so proud of you and we will 100% make up for it when this is all over ❤️,2020-03-26 20:19:47+00:00,Life
10877,10877,5309,5309,5309,tonight,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,0.9953085145288254,True,Are you following tonights #CovidSupportForNurses Tweetchat ? here is Q2 https://t.co/iMmLovp2ca,2020-03-26 20:33:23+00:00,Work
10878,10878,40536,40536,40536,kath people effort,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,0.8028613458028684,False,"@martinson5760 @Solelace84 And me Kath, was so nice though, lovely to see more people made an effort than I thought ever would ❤️",2020-03-26 20:36:05+00:00,Life
10879,10879,122743,122743,122743,support firework moment community solidarity isolation spirit,4,4_thanks_follow_work_welcome,thanks - follow - work - welcome - wait - rest - glad - anything - dream - fire,0.4349383526834866,False,Was so touched by the support shown to us - lots of fireworks went off after this too. My eyes did leak a little bit. Thank you so much #ClapForCarers A moment of community and solidarity during isolation has done so much to lift everyone’s spirit. #humanityatitsbest https://t.co/6SPTetV8ps,2020-03-26 20:38:17+00:00,Life
10880,10880,103609,103609,103609,heart part thank work patient london blue,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.7448131175417378,False,"WOW my heart is so so full and my eyes are watery, so proud right now to be part of the #NHS, thank you Britain we can do this💪🏻👩🏼‍⚕️🇬🇧 #clapforourcarers made all the more special that I was at work with my patients watching the london eye turn blue for US!!!💙💙",2020-03-26 20:39:00+00:00,Life
10881,10881,122742,122742,122742,stay,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5451537277156633,False,@PUNCjaykingRN 💕💕 stay safe,2020-03-26 20:50:04+00:00,None
10882,10882,103608,103608,103608,thank,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,True,@_fab_ab Thank you my darling!!💜💜💜,2020-03-26 20:50:31+00:00,Life
10883,10883,103607,103607,103607,thank,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,True,@HBeats4JessieJ Thank you 😚,2020-03-26 20:52:01+00:00,Life
10884,10884,14153,14153,14153,staff everyone university hospital foundation trust worker thank,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"A big 👏🏻 for the nnu staff, for everyone at St George's University Hospitals NHS Foundation Trust @StGeorgesTrust and for all NHS workers across the UK. Thank you all 🙏🏼#ClapForCarers #clapforNHS #tooting",2020-03-26 20:55:12+00:00,None
10885,10885,103606,103606,103606,heart fact london view work,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"my heart!!!!! (and the fact that the central London view is the one I had at work, amazing!!!)🥰🥰😭💙💙 https://t.co/BAS7V0SIIy",2020-03-26 20:56:22+00:00,None
10886,10886,5308,5308,5308,tonight question,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,1.0,True,Tonights question 4 #CovidSupportForNurses https://t.co/BypEcIOMFS,2020-03-26 21:04:29+00:00,Work
10887,10887,97832,97832,97832,work anything,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,0.9947757823392854,False,@berbar66 Unfortunately I was at work so I didn't hear anything!!... I am reading lots though 😊,2020-03-26 21:05:59+00:00,Life
10888,10888,122741,122741,122741,power staff staff worrying carrier patient family harm,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@WeNurses #CovidSupportForNurses I think the higher powers need to sort out the testing for all NHS staff. So many staff clinical and non clinical worrying they are silent carriers, risking patients and then their own families. How can we be sure we are first doing no harm without this?",2020-03-26 21:14:16+00:00,None
10889,10889,103605,103605,103605,thank,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,True,"@BestCouple2009 Thank you 💙 so so lovely how we can still all pull together, very heartwarming!!!",2020-03-26 21:18:21+00:00,Life
10890,10890,97831,97831,97831,facebook wish,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0385127659926782,False,@berbar66 @Sharonmuskebear Yes i have seen lots on here and on Facebook... I wish i had heard it all... 👏💜,2020-03-26 21:20:17+00:00,None
10891,10891,97830,97830,97830,work colleague,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,1.0,False,"I'm really sad I missed all the clapping, being at work..... Even through I probably would have blubbed anyway!! To all my colleagues in the NHS 👏👏👏👏👏👏👏👏👏👏👏👏💜💜💜💜💜 Your all my #NHSCovidHeroes @ALBSFC1981 @C1era https://t.co/a1YxMBSoeD",2020-03-26 21:21:54+00:00,Life
10892,10892,39503,39503,39503,club thank,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,I love my club. Thank you ❤️ https://t.co/7foH3RP3MI,2020-03-26 21:26:19+00:00,None
10893,10893,122740,122740,122740,limelight tonight risk retweet,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9003977957987872,False,I want to shine some of the limelight we #NHS are gratefully receiving tonight #emergencyservices #deliverydrivers #armedforces #foodretailerworkers #pharmacists #carehomecarers #socialservices #councilservices who are also just as at risk whilst #keepingtheukgoing pls retweet https://t.co/KtrP8ch7yQ,2020-03-26 22:12:08+00:00,None
10894,10894,39502,39502,39502,thank mean,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,1.0,True,@WiggzLFC Thank you mate means lot,2020-03-26 22:22:57+00:00,Life
10895,10895,39501,39501,39501,whirl chill time girl,4,4_thanks_follow_work_welcome,thanks - follow - work - welcome - wait - rest - glad - anything - dream - fire,0.3857765259282674,False,@Twinny_Connie @TanyaMiah91 Might give it a whirl. Could do with some chill time. Stay safe girl! X,2020-03-26 23:14:14+00:00,Life
10896,10896,122739,122739,122739,family crisis belt,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1004684441120864,False,@BPDFFS Me too Sue although realistically even if they want to it may take a while. All the much needed propping up of families not able to earn during this crises is not coming from thin air. There will be tightening of belts for ask for a while still 😞😞,2020-03-26 23:19:22+00:00,None
10897,10897,503,503,503,birthday,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.3079878268193863,True,@katiekins76 Happy Birthday Katie😊,2020-03-27 01:17:33+00:00,Life
10898,10898,14152,14152,14152,thanks everything thanks colleague,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@sophieraworth Thanks for everything - a big thanks to your colleagues too,2020-03-27 09:10:53+00:00,None
10899,10899,14151,14151,14151,breathing,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,0.1013902641244145,False,@DrNLK0 I automatically added the ‘huh huh huh’ breathing in there as I read/sang it!,2020-03-27 09:12:22+00:00,Work
10900,10900,39500,39500,39500,lorraine,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,0.7804873432849239,False,@SoccerAM Lorraine kelly,2020-03-27 09:28:36+00:00,Life
10901,10901,112145,112145,112145,resource practice,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Another resource to help support practice. https://t.co/gSwUltb1Yi,2020-03-27 10:21:20+00:00,None
10902,10902,92020,92020,92020,side deployment growth nurse iraq,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,A Positive Side of Deployment: Vicarious Posttraumatic Growth in U.S. Military Nurses Who Served in the Iraq and Afghanistan Wars https://t.co/pq0xg1Oij5,2020-03-27 10:24:24+00:00,None
10903,10903,112144,112144,112144,example contact service,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1797937021769299,False,@SouthendSN @SouthendBC Good to see encouragement and examples of non contact services,2020-03-27 10:25:15+00:00,None
10904,10904,112143,112143,112143,response night look everybody stay home,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Great response last night to #clapforNHS #clapforourcarers #clapfornurses we all appreciate what you are doing to keep us safe and well. Please all look after yourselves. Everybody else - stay at home.,2020-03-27 10:30:41+00:00,None
10905,10905,39499,39499,39499,friend heart mess,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.8649244741941506,False,@Medway_NHS_FT Here are my best friends boys clapping for the nhs 7 and 4 love their little hearts. Was a mess when I got this! 💙 https://t.co/fN4O5HoVIM,2020-03-27 11:28:28+00:00,Life
10906,10906,14150,14150,14150,staff delivery food thanks cash donation justgiving page order delivery food staff shift home,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.6959184173884634,False,Happy smiling neonatal staff with their latest delivery of fresh food. Thanks to your cash donations to our @FirstTouchNNU Justgiving page we can order deliveries of food for busy staff to eat on shift and to take home for later. #thankyounhs #charity #tooting #neonatal https://t.co/sitxMSyowq,2020-03-27 11:39:23+00:00,None
10907,10907,92019,92019,92019,erratum,6,6_week_mile_start_monday,week - mile - start - monday - hill - earth - office - sunset - shiv - tuesday,1.0,False,Erratum https://t.co/UjJbYrMHtm,2020-03-27 11:43:17+00:00,Life
10908,10908,108376,108376,108376,news morning funding food voucher school caterer meal voucher step direction,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Positive news this morning - funding has increased for food vouchers. We are supporting schools and caterers to provide hot, nutritious meals over vouchers, where possible, yet this remains a positive step in the right direction: https://t.co/DgHXEl9VcT #FreeSchoolMeals https://t.co/oLXcBQXO8e",2020-03-27 12:40:06+00:00,None
10909,10909,105691,105691,105691,loni channel,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5630809722561193,False,@LoniheartsOL @SamHeughan Where can you watch this Loni I have American tv channels so I can stream it ? And catch up too,2020-03-27 12:40:34+00:00,None
10910,10910,92018,92018,92018,lesson patient life,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1528541330309886,False,Lessons learned from sitting with patients during their last days of life https://t.co/WEybUWoYoc,2020-03-27 12:45:13+00:00,None
10911,10911,90187,90187,90187,session,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Discovered #lesmills app is free atm. Great find. 30 min session then 5 mins of skipping (515). https://t.co/k42FHUDPfe,2020-03-27 12:53:19+00:00,None
10912,10912,39498,39498,39498,reason,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9413393587734498,False,Another reason il never vote blue https://t.co/UuF9vWBaIt,2020-03-27 13:00:35+00:00,None
10913,10913,14149,14149,14149,thinking,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.4338063561281906,False,@LeighAKendall @StGeorgesTrust @DrNLK0 Thinking of you Leigh,2020-03-27 13:05:35+00:00,None
10914,10914,14148,14148,14148,photo,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.6013330791180007,False,@StGeorgesTrust @weareBATCA @balhamnewsie @TotterdellJac @tootingnewsie @DrRosena @oconnor71 @JennidomanDoman @KimCaddy @Gingrtom It’s a gorgeous photo,2020-03-27 13:06:29+00:00,None
10915,10915,14147,14147,14147,love,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7030313518529051,False,@LeighAKendall Sending love https://t.co/JxlL3UoExn,2020-03-27 13:08:15+00:00,None
10916,10916,108375,108375,108375,million people food government leadership response authority business thanks caterer,8,8_food_school_life_meal,food - school - life - meal - child - cream - community - poverty - machine - sense,1.0,False,"Millions of people in the UK will need food aid in the coming days. Government leadership is urgently needed to deliver a properly coordinated response with local authorities, charities businesses. A huge thanks to #FFL caterers already contributing! https://t.co/94VnuVLsdZ https://t.co/FE6IIh88cp",2020-03-27 13:10:12+00:00,Life
10917,10917,112142,112142,112142,staff professionalism time community staff guidance order manager issue plan priority,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,We would like to thank staff for their professionalism at this difficult time. Community staff should be aware of this guidance https://t.co/wzrepeGcb7 In order to do this safely the relevant PPE should be provided. Let your managers know where there are issues - plan priorities.,2020-03-27 14:49:05+00:00,None
10918,10918,108374,108374,108374,brilliant support programme founder rene elliott change food culture generation parent,8,8_food_school_life_meal,food - school - life - meal - child - cream - community - poverty - machine - sense,0.8859015944512081,False,"Brilliant to hear support for the @SAfoodforlife programme from @planetorganicuk founder, Renée Elliott, championing change in food culture starting with the younger generations , encouraging parents along the way🙌 https://t.co/UBOFV6ww7R https://t.co/CtwS1nqHwQ",2020-03-27 15:05:08+00:00,Life
10919,10919,39497,39497,39497,anthemask song team,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Not just an anthem...ask any Liverpool fan and they will tell you how much this song means to them but to see it being used like this just makes me love my team, my job and what I do even more ❤️ #YNWA https://t.co/PDknOQt1zP",2020-03-27 15:50:45+00:00,None
10920,10920,39496,39496,39496,world video,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.3655681164070371,False,In a world full of madness it’s little videos like this that we need to see 😂😂😂 https://t.co/1QlrSwoGpL,2020-03-27 15:51:52+00:00,None
10921,10921,23269,23269,23269,shortage clinician firing selfcare,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Amid PPE Shortage, Clinicians Face Harassment, Firing for Self-Care https://t.co/R59cFPi0TZ via @medscape",2020-03-27 15:52:40+00:00,None
10922,10922,92017,92017,92017,nurse doctor coronavirus face mask,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.567612688795944,False,“We Are Desperate”: 10 Nurses And Doctors Explain What It’s Like To Fight The Coronavirus Without Enough Face Masks https://t.co/BNeI3YRLHE,2020-03-27 15:55:15+00:00,None
10923,10923,112141,112141,112141,covid emergency register thank,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.8238650680519813,False,"The Covid-19 emergency register is now live.. thank you to all of those who have come forward. @ObiCPHVA, @thercal, @rubyted777",2020-03-27 16:10:00+00:00,None
10924,10924,130849,130849,130849,luke look luke week,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.4912799102226398,False,Luke gives me a sweet to open. I unintentionally eat it. 🤣🤣🤣 only realise when I see the look on lukes face. it’s been a long week.,2020-03-27 16:27:40+00:00,None
10925,10925,39495,39495,39495,stay,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.961644438773118,False,@WiggzLFC Amazing! Stay safe lad!,2020-03-27 16:29:18+00:00,None
