,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,clean_text,created_at,label,sentiment_index,sentiment
4003,4003,start attack watson labour aide quits party,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.647798624546841,False,"Not a good start to #LabConf19. First attacks on Watson, and now top Labour aide quits and says he has lost faith party will succeed. https://t.co/Z2UdFjyRXg",not a good start to  first attacks on watson and now top labour aide quits and says he has lost faith party will succeed ,2019-09-21 21:34:57+00:00,None,1,Positive
4004,4004,thing interview woman lawless activism politics agrade,9,9_woman_violence_rape_gender,woman - violence - rape - gender - misogyny - reporter - abuse - police - feminism - feminist,0.8619794807413359,False,"One of the cool things about my job is I get to interview fierce women. Here’s Lucy Lawless for @nzstuff #climatenow on her ⁦@GreenpeaceNZ⁩ activism, why she’ll never get into politics and some A-grade swearing. https://t.co/EHNEmDykeE",one of the cool things about my job is i get to interview fierce women here’s lucy lawless for   on her  activism why she’ll never get into politics and some agrade swearing ,2019-09-21 22:13:53+00:00,Life,1,Positive
4005,4005,home superb photo exhaustion cross country skier winter game,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,The ⁦@SundayStarTimes⁩ is a real home for great NZ #photojournalism - here’s a superb photo essay from ⁦@Iainmcgregor3⁩ on the exhaustion of cross country skiers at the Winter Games. 📸 https://t.co/ztqiYcskco,the  is a real home for great nz   here’s a superb photo essay from  on the exhaustion of cross country skiers at the winter games  ,2019-09-21 22:19:10+00:00,None,1,Positive
4006,4006,labour party woman,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.7520065745791952,False,The Labour Party is 'allergic to women' https://t.co/h5iEjnkGbV,the labour party is allergic to women ,2019-09-21 22:20:24+00:00,None,1,Positive
4007,4007,thing supporter process party year reason movement place organisation,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,@Acrosstic4 @MsWonderOutLoud @KarinMary1 The worst thing is actually Labour supporters pretending they care about due process when the party spent most of this year avoiding exactly that. The reason there is a #metoo movement in the first place is because of organisations not taking this seriously.,   the worst thing is actually labour supporters pretending they care about due process when the party spent most of this year avoiding exactly that the reason there is a  movement in the first place is because of organisations not taking this seriously,2019-09-22 02:13:08+00:00,None,1,Positive
4008,4008,thank koha part coverage,14,14_year_bloody_hell_culture,year - bloody - hell - culture - wifi - nottingham - people - thing - world - coverage,0.7920886411337652,False,@RealLucyLawless @NZStuff And thank you (and to beautiful Koha!) for being part of our coverage 🌏,  and thank you and to beautiful koha for being part of our coverage ,2019-09-22 06:32:53+00:00,Life,1,Positive
4009,4009,email today park dinos change,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.7022884340677243,False,This is my favourite email of today. Jurassic Park dinos caused climate change. https://t.co/xSOqmlOcy3,this is my favourite email of today jurassic park dinos caused climate change ,2019-09-22 06:50:37+00:00,None,0,None
4010,4010,allegation misconduct money johnson mayor,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.3764364205436784,False,These are some pretty serious allegations of misconduct with public money while Johnson was mayor. https://t.co/Gcdff3icjh,these are some pretty serious allegations of misconduct with public money while johnson was mayor ,2019-09-22 07:31:41+00:00,None,1,Positive
4011,4011,start centrehalf something,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.6891159550790098,False,@llannerch If Sarri starts doubling him up as a centre-half then we're onto something, if sarri starts doubling him up as a centrehalf then we're onto something,2019-09-22 08:27:00+00:00,None,0,None
4012,4012,lowe proof climate change year horror,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.9475374719737006,False,Dave Lowe found measurable proof of climate change 50 years ago - he's watched in horror ever since | https://t.co/Q2ouqovMdT https://t.co/mDUJtn17G6,dave lowe found measurable proof of climate change years ago  he's watched in horror ever since   ,2019-09-22 08:29:02+00:00,None,2,Negative
4013,4013,title book century list year adventure kavalier clay life life plot road,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,Some great titles on the Guardian's '100 best books of the 21st century' list. Few favourites: 1. The Year of Magical Thinking 2. The Amazing Adventures of Kavalier Clay 3. Life After Life 4. The plot against America 5. Outline 6. The Road 7.Moneyball https://t.co/sB1rvrhMZi https://t.co/1kqafHIr1o,some great titles on the guardian's  best books of the century list few favourites the year of magical thinking the amazing adventures of kavalier clay life after life the plot against america outline the road  ,2019-09-22 08:53:36+00:00,None,1,Positive
4014,4014,narrator character thing enjoyed,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"@jamieklingler Wow. I can see maybe why. The narrator being a character herself was one thing, but overall enjoyed.", wow i can see maybe why the narrator being a character herself was one thing but overall enjoyed,2019-09-22 09:14:25+00:00,None,1,Positive
4015,4015,porsche plan hybrid future state battery,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,1.0,False,"Porsche speaks about its plans for making a hybrid 911, and what the future holds for solid state batteries. @DRIVETRIBE https://t.co/Cxf17wrxft",porsche speaks about its plans for making a hybrid and what the future holds for solid state batteries  ,2019-09-22 09:14:50+00:00,None,1,Positive
4016,4016,visit goon didion year thinkibg,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,@galancantu I like a visit from the goon squad too. If you’ve never read any Didion give Year of Magical Thinkibg a go. We can all use some of that., i like a visit from the goon squad too if you’ve never read any didion give year of magical thinkibg a go we can all use some of that,2019-09-22 09:18:00+00:00,None,1,Positive
4017,4017,kind morning,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.7990909555306966,False,This is my kind of Sunday morning @rugbyworldcup @EnglandRugby #ENGvTGA https://t.co/YivGlo7ahv,this is my kind of sunday morning    ,2019-09-22 10:00:38+00:00,None,0,None
4018,4018,tracksuit experience,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,@andyshaw16 @AntoniaShaw Was thinking just the same the other day. Pretty sure I've still got my green tracksuit somewhere! Great experience.,  was thinking just the same the other day pretty sure i've still got my green tracksuit somewhere great experience,2019-09-22 10:19:49+00:00,None,1,Positive
4019,4019,city town championship,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"While Stoke City and Huddersfield Town are in the Championship, there's still hope for @LutonTown staying up.",while stoke city and huddersfield town are in the championship there's still hope for  staying up,2019-09-22 13:04:27+00:00,None,1,Positive
4020,4020,hear labour conference school child state system loss loss income shot elitism goal,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.9271873792024394,False,"Did I hear this correctly? The Labour conference has voted to ban private schools? If so, that will mean more children entering the under funded state system, the loss of jobs, and loss of income from abroad. A cheap shot at perceived elitism could end as an own goal.",did i hear this correctly the labour conference has voted to ban private schools if so that will mean more children entering the under funded state system the loss of jobs and loss of income from abroad a cheap shot at perceived elitism could end as an own goal,2019-09-22 16:48:59+00:00,None,2,Negative
4021,4021,handful favourite goodwood revival weekend,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,A handful of my favourites photos from the Goodwood Revival last weekend. https://t.co/maINCn94s6,a handful of my favourites photos from the goodwood revival last weekend ,2019-09-22 17:45:28+00:00,None,0,None
4022,4022,friend couple street incident luton paper year news luton shot crash house flame,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,1.0,False,"One of my friends, who lives a couple of streets from this dramatic incident, told me: ""Luton can sometimes be a bit lively."" I know. I worked on the local paper for 46 years. BBC News - Luton man shot before car crashes into house and bursts into flames https://t.co/shuHuTK2CQ",one of my friends who lives a couple of streets from this dramatic incident told me luton can sometimes be a bit lively i know i worked on the local paper for years bbc news  luton man shot before car crashes into house and bursts into flames ,2019-09-22 17:58:18+00:00,None,1,Positive
4023,4023,school opportunity child move direction,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.6586159148972673,False,@DPBusinessWales 're PS. Many private schools now give opportunities to under privileged children. Not enough maybe but a move in the right direction., re ps many private schools now give opportunities to under privileged children not enough maybe but a move in the right direction,2019-09-22 18:33:47+00:00,None,1,Positive
4024,4024,chester match time birthday dave couple week,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.7248949346991422,False,@_DavePowell Quite possibly my favourite Chester FC match of all time. Happy birthday Dave and hope all goes well in the next couple of weeks!, quite possibly my favourite chester fc match of all time happy birthday dave and hope all goes well in the next couple of weeks,2019-09-22 20:12:42+00:00,None,1,Positive
4025,4025,thanks start tomorrow,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"@JosephsGoal Thanks, guys - training starts tomorrow! https://t.co/kW4x8R2oZD", thanks guys  training starts tomorrow ,2019-09-22 20:17:41+00:00,None,1,Positive
4026,4026,state week,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,Back from the States next week. Hopefully. https://t.co/c25SBx9cwq,back from the states next week hopefully ,2019-09-22 21:11:32+00:00,None,1,Positive
4027,4027,guess knobhead flight york cook,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,Guess which knobhead has flights to New York for his 30th booked with Thomas Cook. https://t.co/E8qMPrIUmx,guess which knobhead has flights to new york for his booked with thomas cook ,2019-09-22 21:20:29+00:00,None,0,None
4028,4028,christchurch city councillor deon swiggs reveals investigation,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,Christchurch city councillor Deon Swiggs reveals he is under investigation https://t.co/k3FPWKWIOn,christchurch city councillor deon swiggs reveals he is under investigation ,2019-09-23 02:53:20+00:00,None,0,None
4029,4029,birthday today sensation hatter,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.3443352021737513,False,"Happy 45th birthday today to @LutonTown 'Croatian Sensation' Ahmet Brkovic. Sadly, the Hatters' latest Croatian isn't quite as sensational, but hopefully he'll improve. https://t.co/CpDomLZZiR",happy birthday today to  croatian sensation ahmet brkovic sadly the hatters latest croatian isn't quite as sensational but hopefully he'll improve ,2019-09-23 07:14:05+00:00,None,1,Positive
4030,4030,mistake habit patience,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"@shepltfc @LutonTown It is. The occasional mistake can be tolerated, but it's becoming a habit. The patience of most Luton fans is starting to wear thin. Hopefully he'll get his act together soon.",  it is the occasional mistake can be tolerated but it's becoming a habit the patience of most luton fans is starting to wear thin hopefully he'll get his act together soon,2019-09-23 08:11:57+00:00,None,1,Positive
4031,4031,carneddau pony flight hill home wale,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,The beautiful Carneddau ponies in full flight. They run wild and free on the hills near my home in North Wales. https://t.co/RXmWOEaJP5,the beautiful carneddau ponies in full flight they run wild and free on the hills near my home in north wales ,2019-09-23 08:35:10+00:00,None,1,Positive
4032,4032,defeat city competition loss,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"Watford's defeat to Man City was their second heaviest ever in all competitions, narrowly ahead of... An 8-1 loss to Aberdare Athletic.",watford's defeat to man city was their second heaviest ever in all competitions narrowly ahead of an loss to aberdare athletic,2019-09-23 09:38:16+00:00,None,2,Negative
4033,4033,comment game,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.6460317296045371,False,@shepltfc @LutonTown I was there. I never comment on games that I haven't been to.,  i was there i never comment on games that i haven't been to,2019-09-23 10:56:09+00:00,None,0,None
4034,4034,hairdresser hair part festival ageing,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.6148074819429249,False,Ah. My lovely hairdressers did free hair cuts last Friday as part of Deptford’s Festival of Creative Ageing. https://t.co/ZuZvZjFg1E,ah my lovely hairdressers did free hair cuts last friday as part of deptford’s festival of creative ageing ,2019-09-23 14:19:25+00:00,None,1,Positive
4035,4035,sigh exasperation comment implosion,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.3380610086787103,False,"@shepltfc @JordanTompkinss @LutonTown There may be an occasional sigh of exasperation after reading some of the comments, but you'll never witness an implosion.",   there may be an occasional sigh of exasperation after reading some of the comments but you'll never witness an implosion,2019-09-23 14:34:31+00:00,None,0,None
4036,4036,david please thanks james,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"@DavidMc12081189 Hi David. Could I get a follow back please? I'd like to message you if possible. Thanks, James.", hi david could i get a follow back please i'd like to message you if possible thanks james,2019-09-23 15:28:59+00:00,None,1,Positive
4037,4037,shop picture richard hines,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,Interesting. New @LutonTown shop. Picture: Richard Hines. https://t.co/zVKRVdXeQG,interesting new  shop picture richard hines ,2019-09-23 17:07:18+00:00,None,1,Positive
4038,4038,anyone parade shop park square entrance,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"@LutonTown Before anyone asks, it's in the parade of shops at Park Square opposite the Arndale entrance.", before anyone asks it's in the parade of shops at park square opposite the arndale entrance,2019-09-23 17:10:58+00:00,None,0,None
4039,4039,satsuma mouse today monday,8,8_covid_hospital_restriction_case,covid - hospital - restriction - case - people - tier - news - health - patient - test,0.8823058712089215,False,"I tried to use a satsuma as a mouse today, how did your Monday go?",i tried to use a satsuma as a mouse today how did your monday go,2019-09-23 17:42:11+00:00,Life,0,None
4040,4040,blogger supremacist badge song blog alison chabloz time website year,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"An anti-Semitic blogger who wore a white supremacist badge as she was convicted of broadcasting 'grossly offensive' songs has been jailed for illegally posting to her blog. Alison Chabloz, 55, posted 'at least 50 times' on her website over the past year https://t.co/rQjMhqRM9T",an antisemitic blogger who wore a white supremacist badge as she was convicted of broadcasting grossly offensive songs has been jailed for illegally posting to her blog alison chabloz posted at least times on her website over the past year ,2019-09-23 18:06:48+00:00,None,2,Negative
4041,4041,yeah load station,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.8741495021436955,False,@dewi712 Yeah will be on a load of TV stations mate, yeah will be on a load of tv stations mate,2019-09-23 18:28:24+00:00,None,1,Positive
4042,4042,book cook,1,1_food_lunch_breakfast_restaurant,food - lunch - breakfast - restaurant - meal - dinner - cheese - sausage - gift - cream,1.0,False,@TomDavidson09 I take it you didn't book with Thomas Cook then?😉, i take it you didn't book with thomas cook then,2019-09-23 18:39:18+00:00,Life,0,None
4043,4043,lounge cardiff cocktail tequila jaeger bomb pint tenner change prague tripadvisor mate,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"In Live Lounge (central Cardiff) you can get two cocktails, two tequilas, two jaeger bombs and a pint for a tenner and still get change. Yet if you were in Prague you'd go on TripAdvisor and tell all your mates about Belusci's Bar",in live lounge central cardiff you can get two cocktails two tequilas two jaeger bombs and a pint for a tenner and still get change yet if you were in prague you'd go on tripadvisor and tell all your mates about belusci's bar,2019-09-23 18:45:22+00:00,None,0,None
4044,4044,thing admission incompetence anyone humphreys interview rubbish idea,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.1158661327346215,False,The most damning thing about this astonishing admission of gross incompetence is that anyone who has ever listened to Humphreys will not be surprised. His interviews were intemperate unlistenable rubbish often because he had no idea what he was talking about. https://t.co/C0JtaLKmVM,the most damning thing about this astonishing admission of gross incompetence is that anyone who has ever listened to humphreys will not be surprised his interviews were intemperate unlistenable rubbish often because he had no idea what he was talking about ,2019-09-23 19:16:45+00:00,None,2,Negative
4045,4045,sealer lion zealand squid trawling,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.2688144902727005,False,"Sealers drove the sea lion from mainland New Zealand, squid trawling could help wipe them out forever. https://t.co/LhHmcILjLO",sealers drove the sea lion from mainland new zealand squid trawling could help wipe them out forever ,2019-09-23 20:22:47+00:00,None,1,Positive
4046,4046,owain youx,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,@Sar_74 @EiriasPe @Eirias @FlowVisionCo Yes. Well done Owain. Very proud of you.x,    yes well done owain very proud of youx,2019-09-23 21:34:16+00:00,None,1,Positive
4047,4047,list people medium persona career,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,Add to the list of people who are more famous for their social media persona than their career https://t.co/ZlQ0UmqTlS,add to the list of people who are more famous for their social media persona than their career ,2019-09-23 22:46:48+00:00,None,0,None
4048,4048,night night boyfriend vibe,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.6140801284591975,False,Going to bed on Monday night and saying see you Thursday night to your boyfriend who you live with is not a vibe,going to bed on monday night and saying see you thursday night to your boyfriend who you live with is not a vibe,2019-09-24 04:16:23+00:00,None,0,None
4049,4049,autumn today,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"Proper bit of autumn out there today, isn’t there.",proper bit of autumn out there today isn’t there,2019-09-24 07:54:14+00:00,None,0,None
4050,4050,people people,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.8539887349511964,False,2 people followed me and 5 people unfollowed me // automatically checked by https://t.co/8wCdRBb4ET,people followed me and people unfollowed me  automatically checked by ,2019-09-24 09:14:19+00:00,None,0,None
4051,4051,photo protest samesex marriage legislation,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,@achrisafis The photo is from an antigay protest against same-sex marriage legislations., the photo is from an antigay protest against samesex marriage legislations,2019-09-24 10:44:09+00:00,None,2,Negative
4052,4052,luton town leicester city,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,1.0,False,@LutonNews_LTFC Luton Town 1 Leicester City 2., luton town leicester city,2019-09-24 12:18:08+00:00,None,0,None
4053,4053,work thanks james,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"@DMCContractsLtd Hi guys. Can I please get a follow back? I'd like to message you about some work I've got coming up with DMC. Many thanks, James.", hi guys can i please get a follow back i'd like to message you about some work i've got coming up with dmc many thanks james,2019-09-24 13:24:19+00:00,None,1,Positive
4054,4054,wale state nation,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.3204361014087696,False,@ElfynEvans Wales isn't a sovereign state and as such not recognised as a nation by the FIA?, wales isn't a sovereign state and as such not recognised as a nation by the fia,2019-09-24 14:44:44+00:00,None,0,None
