,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,clean_text,created_at,label,sentiment_index,sentiment
1978,1978,weather kind saturday year time family entertainment show cream year,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,It looks like the weather will be kind to the excellent @PeldonPeople #fete on Saturday. I went last year and had a brilliant time. Traditional family entertainment a fun #dog show. #Peldon #Colchester PS the cream tea was ace last year! https://t.co/oc2K2Vsf7b,it looks like the weather will be kind to the excellent   on saturday i went last year and had a brilliant time traditional family entertainment a fun  show   ps the cream tea was ace last year ,2019-06-06 17:32:17+00:00,None,1,Positive
1979,1979,look football match,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.3902377815638313,False,"Oh, look - it's my favourite international football match ever. https://t.co/gIZZAYJtEO",oh look  it's my favourite international football match ever ,2019-06-06 18:03:08+00:00,None,0,None
1980,1980,dutch lineup seedorf,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,Dutch starting line-up that day included: Bergkamp Seedorf De Boer ... and ... HOEKSTRA!!! 😍😍😍😍😍,dutch starting lineup that day included bergkamp seedorf de boer  and  hoekstra ,2019-06-06 18:05:20+00:00,None,0,None
1981,1981,tony smith coach blimey,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.7906320754897238,False,Tony Smith has been appointed Hull KR coach. Blimey.,tony smith has been appointed hull kr coach blimey,2019-06-06 18:40:46+00:00,None,0,None
1982,1982,world interview employee club,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.4359634443789638,False,Seems a bit disingenuous to shout about a “world exclusive first interview” when he’s literally an employee of the club. 🤷🏻‍♂️ https://t.co/nuKvqStIMs,seems a bit disingenuous to shout about a world exclusive first interview when he’s literally an employee of the club  ,2019-06-06 18:43:07+00:00,None,1,Positive
1983,1983,appointment rover approval super league,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.6899090420432775,False,"Terrific appointment for Rovers, which looks to have understandably earned unanimous approval. Great to see Tony back in Super League.",terrific appointment for rovers which looks to have understandably earned unanimous approval great to see tony back in super league,2019-06-06 19:15:01+00:00,None,1,Positive
1984,1984,year glad archive,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,Hadn’t seen this in years until not so long ago. Glad to see it’s been properly dug out of the archives https://t.co/6o0oi96nHh,hadn’t seen this in years until not so long ago glad to see it’s been properly dug out of the archives ,2019-06-06 19:36:10+00:00,None,1,Positive
1985,1985,judging twitter tonight england team month performance player month,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"Judging by Twitter tonight, you could be forgiven for thinking England had lost 20 in a row. Surely, after the joy this team has provided in the last 12-18 months, they can be forgiven a poor performance, particularly when most of the players haven't played for nearly a month!",judging by twitter tonight you could be forgiven for thinking england had lost in a row surely after the joy this team has provided in the last months they can be forgiven a poor performance particularly when most of the players haven't played for nearly a month,2019-06-06 21:24:27+00:00,None,1,Positive
1986,1986,cambridge hammering leadership contest,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,Cambridge have taken a hammering in this leadership contest. https://t.co/C0eZZu77OQ,cambridge have taken a hammering in this leadership contest ,2019-06-06 23:07:49+00:00,None,0,None
1987,1987,word radio broadcast,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.17574951092345,False,Just managed to get the word discombobulating into a live radio broadcast. #lifegoals,just managed to get the word discombobulating into a live radio broadcast ,2019-06-07 06:04:17+00:00,None,0,None
1988,1988,place summer event someone designarchitecturebuildings opportunity thanks,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"There are still a few places on this #Jumbo Summer event in #Colchester If you are 15-18, or know someone who is and is interested in design/architecture/buildings, sign up via @eventbrite This is a unique opportunity Thanks @HeritageFundUK #NationalLotteryHeritageFund @RIBAEast https://t.co/Dk8AgVeaEA",there are still a few places on this  summer event in  if you are or know someone who is and is interested in designarchitecturebuildings sign up via  this is a unique opportunity thanks    ,2019-06-07 06:22:06+00:00,None,1,Positive
1989,1989,malik picture selby time thanks,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"@Cameramal @leedsjourno @NYorksPolice @NYPFJBB Hi Malik. Hope you’re ok. Would you be happy for us to use this picture in the Selby Times to mark the anniversary? Thanks, Ashley.",    hi malik hope you’re ok would you be happy for us to use this picture in the selby times to mark the anniversary thanks ashley,2019-06-07 08:46:36+00:00,None,1,Positive
1990,1990,game challenge,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"Big plus, though two games in four days might be a challenge you’d have thought https://t.co/qMgvY0xXBA",big plus though two games in four days might be a challenge you’d have thought ,2019-06-07 09:31:50+00:00,None,1,Positive
1991,1991,europe hand luggage policy jacket nothing,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.5931746040672812,False,Got to traipse around Europe for eight days with this because of Ryanair's new hand luggage policy. It literally holds my jacket and nothing else,got to traipse around europe for eight days with this because of ryanair's new hand luggage policy it literally holds my jacket and nothing else,2019-06-07 11:37:29+00:00,None,1,Positive
1992,1992,word buffoonery,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.4737190275000618,False,I don't have the words for this buffoonery. https://t.co/eIfshVHeuJ,i don't have the words for this buffoonery ,2019-06-07 11:48:59+00:00,None,0,None
1993,1993,jimmy greave book footballer company sense humour piss time time,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"@nickowentv on Jimmy Greaves in Natural, a new book about the footballer I'm currently reading: 'I loved Jimmy's company and he had a great sense of humour. We used to take the piss out of each other all the time. He was always being rude about @LutonTown. It was a magical time.'", on jimmy greaves in natural a new book about the footballer i'm currently reading i loved jimmy's company and he had a great sense of humour we used to take the piss out of each other all the time he was always being rude about  it was a magical time,2019-06-07 12:01:28+00:00,None,1,Positive
1994,1994,tomorrow weather please follower area event word,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.5762678919918586,False,Oh no! @PeldonPeople #Peldon #fete has been CANCELLED tomorrow due to poor weather. 😞 Please RT if you have followers in the #Colchester area. This is normally a very popular event. @Colchesterviews can you please spread the word?,oh no    has been cancelled tomorrow due to poor weather  please rt if you have followers in the  area this is normally a very popular event  can you please spread the word,2019-06-07 13:36:39+00:00,None,1,Positive
1995,1995,fact intercity speed capacity journey time,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.2517073957394941,False,"@joncstone Agree with lots of this but do you not gloss over fact HS2 could have been cheaper and quicker to build if it was regular intercity not high speed? If it's all about capacity as you explain, not sure we gain much by cutting journey times.", agree with lots of this but do you not gloss over fact hs could have been cheaper and quicker to build if it was regular intercity not high speed if it's all about capacity as you explain not sure we gain much by cutting journey times,2019-06-07 13:48:12+00:00,None,2,Negative
1996,1996,evening game,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"@peterallenparis @BakerLuke @RachJoyner I was there too, will you go back later this evening for the game?",   i was there too will you go back later this evening for the game,2019-06-07 14:00:16+00:00,None,0,None
1997,1997,speed twist turn drive line landmark geography,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,1.0,False,"@joncstone Fair enough. Had read somewhere High Speed meant much fewer twists and much shallower turns so couldn't drive line around landmarks and difficult geography, which made it pricier and harder to build.", fair enough had read somewhere high speed meant much fewer twists and much shallower turns so couldn't drive line around landmarks and difficult geography which made it pricier and harder to build,2019-06-07 14:51:34+00:00,None,2,Negative
1998,1998,argument capacity government ground journey time minute,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,@joncstone Think you make great argument on capacity and government should definitely have tried to sell it on those grounds and not harped on about cutting journey times to Birmingham by 17 minutes., think you make great argument on capacity and government should definitely have tried to sell it on those grounds and not harped on about cutting journey times to birmingham by minutes,2019-06-07 14:52:49+00:00,None,1,Positive
1999,1999,feature retweet share,2,2_tweet_twitter_account_timeline,tweet - twitter - account - timeline - people - follower - troll - like - time - reply,0.800292689999625,False,This would be really helpful for feature I am working on. Please retweet and share widely... https://t.co/cWUUrj9l7s,this would be really helpful for feature i am working on please retweet and share widely ,2019-06-07 14:53:59+00:00,Life,1,Positive
2000,2000,time peter,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,0.6514425694344472,False,"@peterallenparis @BakerLuke @RachJoyner Hoping to meet you another time, Peter! And yes, Rachel, this is what I saw: https://t.co/w8ZTVcWpSc",   hoping to meet you another time peter and yes rachel this is what i saw ,2019-06-07 16:20:04+00:00,Life,1,Positive
2001,2001,tory pace road marina hyde,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.907152579644568,False,Heavyweight Tory fantasists up the pace on the road to nowhere | Marina Hyde https://t.co/eA4ZOrEfrq,heavyweight tory fantasists up the pace on the road to nowhere  marina hyde ,2019-06-07 16:40:27+00:00,None,0,None
2002,2002,take gove cocaine,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.7755674537177408,False,This is the correct take on Gove and cocaine. https://t.co/QMMtLs7Ewy,this is the correct take on gove and cocaine ,2019-06-07 21:39:58+00:00,None,0,None
2003,2003,pocket jacket hand luggage laugh,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,@matt_evans7 The pockets in my jacket hold more than this hand luggage so I'm just going to wear it and pass out if I have to. I'll have the last laugh., the pockets in my jacket hold more than this hand luggage so i'm just going to wear it and pass out if i have to i'll have the last laugh,2019-06-07 22:28:55+00:00,None,1,Positive
2004,2004,hatter month coach ramsey birthday honour service football diversity sport,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"Remember him, Hatters fans? His few months as assistant coach @LutonTown under @rickyahill in 2000 didn't go well, but Chris Ramsey has been made MBE in Queen's Birthday Honours for services to football and diversity in sport. https://t.co/OGVM4iyBqT",remember him hatters fans his few months as assistant coach  under  in didn't go well but chris ramsey has been made mbe in queen's birthday honours for services to football and diversity in sport ,2019-06-08 06:04:56+00:00,None,1,Positive
2005,2005,michael stewart opium jeremy hunt cannabis anything drug,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.7508884892945598,False,"Michael Gove (cocaine), Rory Stewart (opium), Jeremy Hunt (cannabis). Is there anything else in the drugs cabinet that they would like to tell us about?",michael gove cocaine rory stewart opium jeremy hunt cannabis is there anything else in the drugs cabinet that they would like to tell us about,2019-06-08 06:25:30+00:00,None,1,Positive
2006,2006,member wolfpack family comment balance regardless [of] context environment chairman,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"""If any other member of our Wolfpack family had made that comment I made, on balance, regardless [of] context and environment, I would have fired them. ""Therefore that also applies to me, so I am firing myself as chairman and CEO."" https://t.co/xsrOmwCPwu",if any other member of our wolfpack family had made that comment i made on balance regardless [of] context and environment i would have fired them therefore that also applies to me so i am firing myself as chairman and ceo ,2019-06-08 07:52:16+00:00,None,2,Negative
2007,2007,boyd tunnock knighthood honour story tunnock caramel wafer invention,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,1.0,False,Boyd Tunnock getting a knighthood is my favourite honours story. The Tunnock Caramel Wafer is one of life's great inventions. 🙏 https://t.co/hGz6xrnfV4 https://t.co/9kdb8jwjfJ,boyd tunnock getting a knighthood is my favourite honours story the tunnock caramel wafer is one of life's great inventions   ,2019-06-08 08:18:15+00:00,None,1,Positive
2008,2008,wale game request commentary music,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.1488773717954034,False,Watching the Wales game at @TRBreweryBar. Which would be great if they didn’t ignore repeated requests to put the commentary on instead of music.....,watching the wales game at  which would be great if they didn’t ignore repeated requests to put the commentary on instead of music,2019-06-08 13:40:29+00:00,None,1,Positive
2009,2009,intern skill level journos,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"Some incredibly talented, dedicated interns. It’s great how the skill levels of new journos has never been higher. https://t.co/rU3Tskjh4d",some incredibly talented dedicated interns it’s great how the skill levels of new journos has never been higher ,2019-06-08 15:00:32+00:00,None,1,Positive
2010,2010,part mine,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,1.0,False,@junaidegalemp @ejcnet @campodipace @tiesgijzel @kyrill_hartog The first part of mine is here https://t.co/UVxOYSPgNc,     the first part of mine is here ,2019-06-08 15:03:23+00:00,None,0,None
2011,2011,rhyme tune,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,1.0,False,"@scottb86 Doesn’t fit, doesn’t rhyme, Shite tune. Abysmal fans.", doesn’t fit doesn’t rhyme shite tune abysmal fans,2019-06-08 15:35:51+00:00,None,1,Positive
2012,2012,spell report term naivety team individual croatia wale wale euro defeat,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,1.0,False,"Encouraging late spell but @DafPritchard report nails it in terms of naivety. Still doesn’t look like a team despite the individuals to call on.., Croatia 2-1 Wales: Poor defending as Wales suffer first Euro 2020 qualifying defeat https://t.co/2lKUSxx7zv",encouraging late spell but  report nails it in terms of naivety still doesn’t look like a team despite the individuals to call on croatia wales poor defending as wales suffer first euro qualifying defeat ,2019-06-08 15:52:45+00:00,None,2,Negative
2013,2013,ignorant piece news attack discrimination people issue,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.4100720075056864,False,"Then you have the @spectator publishing an ignorant, hateful piece by Toby Young, conveniently published after news of a homophobic attack in London. Discrimination against LGBT+ people in the UK remains a massive issue and it is fucking hideous.",then you have the  publishing an ignorant hateful piece by toby young conveniently published after news of a homophobic attack in london discrimination against lgbt people in the uk remains a massive issue and it is fucking hideous,2019-06-08 17:49:30+00:00,None,2,Negative
2014,2014,occasion place history thought family,13,13_family_love_prayer_psni,family - love - prayer - psni - thought - sister - thank - nightmare - thinking - blog,0.7105384355466985,False,Absolutely stunned and shocked by this. Was lovely to deal with on the few occasions I did. Always has a place in Newport’s history. Thoughts with his family https://t.co/fs8hkbHhEC,absolutely stunned and shocked by this was lovely to deal with on the few occasions i did always has a place in newport’s history thoughts with his family ,2019-06-08 18:29:59+00:00,Life,1,Positive
2015,2015,hypocrite michael confession,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,1.0,False,‘Hypocrite’ Michael Gove drug’s confession might mean him being barred from travelling to the US to represent the UK — not much use as a PM then. https://t.co/sop9t6oF2r https://t.co/JIdTb0bSry,hypocrite michael gove drug’s confession might mean him being barred from travelling to the us to represent the uk  not much use as a pm then  ,2019-06-08 20:25:17+00:00,None,0,None
2016,2016,edmonds dill dill,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,@thomascox24 They should start watching that Noel Edmonds show - Dill Or No Dill., they should start watching that noel edmonds show  dill or no dill,2019-06-08 22:27:17+00:00,None,2,Negative
2017,2017,series hype class,12,12_episode_podcast_series_podcasts,episode - podcast - series - podcasts - simpson - pride - folk - season - scott - life,0.7476171904143191,False,"#Chernobyl - Good to see a series live up to the hype, but can hardly class it as better than Sopranos, Breaking Bad, etc",  good to see a series live up to the hype but can hardly class it as better than sopranos breaking bad etc,2019-06-09 05:50:44+00:00,Life,0,None
2018,2018,state criminal trail facebook post clip life,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,How an Islamic State war criminal was hunted down through a trail of Facebook posts and YouTube clips and found building a new life in Germany https://t.co/V7jWFnkkIN https://t.co/sH24DTo9cT,how an islamic state war criminal was hunted down through a trail of facebook posts and youtube clips and found building a new life in germany  ,2019-06-09 07:11:04+00:00,None,2,Negative
2019,2019,brill series type category band brother,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.4776804673612452,False,@TheNotoriousIDE I thought it was brill and the best series I've seen of its type (unless you put it in same category as Band of Brothers which I think was slightly better), i thought it was brill and the best series i've seen of its type unless you put it in same category as band of brothers which i think was slightly better,2019-06-09 07:42:14+00:00,None,1,Positive
2020,2020,year training,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,@Vixstero Yes. Magnificent. Years of training to achieve this., yes magnificent years of training to achieve this,2019-06-09 09:22:02+00:00,None,1,Positive
2021,2021,thiem level court coverage exertion hour,14,14_year_bloody_hell_culture,year - bloody - hell - culture - wifi - nottingham - people - thing - world - coverage,1.0,True,Going to be so hard for Thiem to maintain this level - and incredible court coverage - given his exertions over the last 48 hours. But I really hope he can. #RG19,going to be so hard for thiem to maintain this level  and incredible court coverage  given his exertions over the last hours but i really hope he can ,2019-06-09 13:57:44+00:00,Life,1,Positive
2022,2022,security stanstead morning moisture head,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.208014061048278,False,"Got pulled aside going through security at Stanstead this morning for having ""too much moisture"" on my head. Brylcreem have a lot to answer to",got pulled aside going through security at stanstead this morning for having too much moisture on my head brylcreem have a lot to answer to,2019-06-09 14:32:00+00:00,None,1,Positive
2023,2023,couple week privilege master craftsman camille jacob string bass butter,1,1_food_lunch_breakfast_restaurant,food - lunch - breakfast - restaurant - meal - dinner - cheese - sausage - gift - cream,0.7004380709507169,False,"Couple of weeks ago, I had the privilege of watching and photographing master craftsman Camille Jacob convert one of my 4 string basses to fretless. It plays like butter and it sounds amazing. If you need a great… https://t.co/xQDezYS38v",couple of weeks ago i had the privilege of watching and photographing master craftsman camille jacob convert one of my string basses to fretless it plays like butter and it sounds amazing if you need a great ,2019-06-09 14:49:32+00:00,Life,1,Positive
2024,2024,couple week privilege master craftsman camille jacob string bass butter luthier paris,1,1_food_lunch_breakfast_restaurant,food - lunch - breakfast - restaurant - meal - dinner - cheese - sausage - gift - cream,0.4261706748641956,False,"Couple of weeks ago, I had the privilege of watching and photographing master craftsman Camille Jacob convert one of my 4 string basses to fretless. It plays like butter and it sounds amazing. If you need a great luthier in Paris, I can’t recommend him m… https://t.co/laaMUcs4hq https://t.co/KIauaEM1VU",couple of weeks ago i had the privilege of watching and photographing master craftsman camille jacob convert one of my string basses to fretless it plays like butter and it sounds amazing if you need a great luthier in paris i can’t recommend him m  ,2019-06-09 15:05:15+00:00,Life,1,Positive
2025,2025,multi multi,3,3_song_music_album_tune,song - music - album - tune - version - mother - track - poetry - poem - band,0.7408982495941239,False,"Multi 21 Seb, multi 21... #F1",multi seb multi ,2019-06-09 19:55:23+00:00,Life,0,None
2026,2026,rebekah manager england team,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,Rebekah is going to be absolutely buzzing when she finds out who the manager of the England women’s team is. https://t.co/oIwUHLgRyP,rebekah is going to be absolutely buzzing when she finds out who the manager of the england women’s team is ,2019-06-09 20:16:33+00:00,None,0,None
2027,2027,rory ontario,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,1.0,False,#59Watch for Rory in Ontario ..., for rory in ontario ,2019-06-09 21:13:57+00:00,None,0,None
2028,2028,headline suggestion prison minister,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.8385945893033351,False,Headline suggestion: ‘Man lucky to escape prison still hopes to be prime minister’. #TomorrowsPaperToday https://t.co/GDvDmwDSL5,headline suggestion man lucky to escape prison still hopes to be prime minister  ,2019-06-09 21:33:43+00:00,None,1,Positive
2029,2029,month formula driver bird line penalty winalthough offence,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.7330240391587929,False,"@PaulONeill29 Three months ago, Formula E driver Sam Bird crossed the line 1st but got a 5-second penalty that lost them the win...although that was for a more clear-cut offence. https://t.co/w6rStYU46c", three months ago formula e driver sam bird crossed the line but got a penalty that lost them the winalthough that was for a more clearcut offence ,2019-06-09 23:09:04+00:00,None,2,Negative
2030,2030,hour thing,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.5503759846099435,False,Been here approaching 24 hours and this the only thing remotely touristy I've seen https://t.co/OY9TGqCpAD,been here approaching hours and this the only thing remotely touristy i've seen ,2019-06-10 08:08:34+00:00,None,0,None
2031,2031,wife episode morning wife sorry,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.403311249778474,False,"Me: I'm going to bed early Wife: I'm going to watch one more episode. Me: Morning. Wife: Sorry I finished Killing Eve, do you want me to tell you what happens? Me: https://t.co/Jh9ArN7lyc",me i'm going to bed early wife i'm going to watch one more episode me morning wife sorry i finished killing eve do you want me to tell you what happens me ,2019-06-10 08:11:14+00:00,None,2,Negative
2032,2032,worker region exception east east london,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.4495614142749106,False,"Fewer than 1 in 10 workers earn more than £50,000 in almost all UK regions. The only exceptions are the East and the South East and - way out ahead - London, where's it's more like one in four. https://t.co/Hg5VFNrVZN",fewer than in workers earn more than  in almost all uk regions the only exceptions are the east and the south east and  way out ahead  london where's it's more like one in four ,2019-06-10 09:30:11+00:00,None,1,Positive
2033,2033,data ashe,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.8689356948776322,False,"Data from ASHE, 2018 here https://t.co/V4RBQLnGWI",data from ashe here ,2019-06-10 09:31:26+00:00,None,0,None
2034,2034,wale earner east people term,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.659071863907005,False,"In Wales, if you earned more than £43,093 in 2018, you were in the top 10% of earners. In the North East it was £44,194. People earning £50,000 there can consider themselves (in relative terms) doing very well indeed. https://t.co/mX7y8zLKcz",in wales if you earned more than  in you were in the top of earners in the north east it was  people earning  there can consider themselves in relative terms doing very well indeed ,2019-06-10 09:33:17+00:00,None,1,Positive
2035,2035,difference year woman,9,9_woman_violence_rape_gender,woman - violence - rape - gender - misogyny - reporter - abuse - police - feminism - feminist,1.0,False,"It's not just a regional difference, either. A tax cut for those earning more than £50,000 a year would benefit far more men than women, too. https://t.co/mX7y8zLKcz https://t.co/HoAJE6dKu5",it's not just a regional difference either a tax cut for those earning more than  a year would benefit far more men than women too  ,2019-06-10 09:51:06+00:00,Life,1,Positive
2036,2036,tricky variation region figure,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"@TimonMoss It's tricky to show the ""non-London"" variations because many regions have very similar figures, e.g. https://t.co/RowHfjFUBG", it's tricky to show the nonlondon variations because many regions have very similar figures eg ,2019-06-10 10:25:25+00:00,None,2,Negative
2037,2037,something thing,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,@TimonMoss You can go for something like this but I'm not sure it makes things much clearer! https://t.co/ZwJmHLmL9T, you can go for something like this but i'm not sure it makes things much clearer ,2019-06-10 10:27:51+00:00,None,2,Negative
2038,2038,localauthority level data ashe graph authority variation,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"@TimonMoss Absolutely. There's some local-authority level data in ASHE, but not enough to replicate e.g. this graph. And even within local authorities there will be significant variation.", absolutely there's some localauthority level data in ashe but not enough to replicate eg this graph and even within local authorities there will be significant variation,2019-06-10 10:31:55+00:00,None,1,Positive
2039,2039,number staff talent,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.6871479487530553,False,@helenpidd A fair number of BBC staff declined to move to Salford. BBC survived flourished. There’s talent everywhere https://t.co/y8PQTwnvvU, a fair number of bbc staff declined to move to salford bbc survived flourished there’s talent everywhere ,2019-06-10 11:15:30+00:00,None,1,Positive
2040,2040,move centre excellence grow,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"@helenpidd Plus it’s self-perpetuating: the more moves like this happen, the more centres of excellence (academic and professional) grow", plus it’s selfperpetuating the more moves like this happen the more centres of excellence academic and professional grow,2019-06-10 11:16:41+00:00,None,1,Positive
2041,2041,answer people manchester leeds,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.7814670102462091,False,"@gabyhinsliff @Birdyword @dlknowles @xtophercook Well, yes; but at least post-BBC-move the answer might be ‘Manchester’, and for people in Manchester it might now be ‘Leeds’.",    well yes but at least postbbcmove the answer might be manchester and for people in manchester it might now be leeds,2019-06-10 11:22:43+00:00,None,1,Positive
