,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,clean_text,created_at,label,sentiment_index,sentiment
1774,1774,road street,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.4924604872640367,False,Always look down the road before crossing the street... https://t.co/dp2tMIDZcQ,always look down the road before crossing the street ,2019-05-26 19:34:58+00:00,None,0,None
1775,1775,bursting medium,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.8251558680910206,False,"Again, the poor lad is being interviewed while he’s bursting for the loo. When will the mainstream media stop treating him like this? https://t.co/ZBMNZvJcxb",again the poor lad is being interviewed while he’s bursting for the loo when will the mainstream media stop treating him like this ,2019-05-26 22:12:24+00:00,None,2,Negative
1776,1776,disclosure beat combo type,3,3_song_music_album_tune,song - music - album - tune - version - mother - track - poetry - poem - band,1.0,False,@torholland @BBCBreakfast Disclosure? Are they one of those popular beat combos you trendy types talk about?,  disclosure are they one of those popular beat combos you trendy types talk about,2019-05-26 22:32:25+00:00,Life,1,Positive
1777,1777,conservative candidate,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"@iredalepolitics The Conservatives did put candidates forward, didn’t they?", the conservatives did put candidates forward didn’t they,2019-05-26 22:42:42+00:00,None,0,None
1778,1778,night conservative yorkshire humber selby seat majority tory brexit party dems,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"Bad night for the Conservatives in Yorkshire and the Humber. In Selby, a seat held by a Conservative MP with a large majority, the Tories came fourth, behind the Brexit Party, Lib Dems and Green. https://t.co/O96m3RUHEU",bad night for the conservatives in yorkshire and the humber in selby a seat held by a conservative mp with a large majority the tories came fourth behind the brexit party lib dems and green ,2019-05-26 22:50:53+00:00,None,2,Negative
1779,1779,yorkshire humber share brexit party party democrat party yorkshire party change democrat,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.3571037316644561,False,"Yorkshire Humber share: 1) The Brexit Party (470,351) 2) Labour Party (210,516) 3) Liberal Democrats (200,180) 4) Green Party (166,980) 5) Conservative (92,863) 6) UKIP (56,100) 7) Yorkshire Party (50,842) 8) Change UK (30,162) 9) English Democrats (11,283) #EUElections2019",yorkshire humber share the brexit party  labour party  liberal democrats  green party  conservative  ukip  yorkshire party  change uk  english democrats  ,2019-05-26 23:10:35+00:00,None,1,Positive
1780,1780,anyone labour opinion piece,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.6683225881164504,False,All true but what is anyone in Labour going to do about this? Writing opinion pieces in the Guardian isn’t working. https://t.co/5lN4x3dL4A,all true but what is anyone in labour going to do about this writing opinion pieces in the guardian isn’t working ,2019-05-27 07:03:21+00:00,None,1,Positive
1781,1781,vote vote ambiguity,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,1.0,False,"Vote Labour, Vote Ambiguity. Catchy slogan. https://t.co/92UBq9nbB8",vote labour vote ambiguity catchy slogan ,2019-05-27 08:50:53+00:00,None,0,None
1782,1782,election result number people,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,1.0,False,"Remember kids, it's possible to read *too much* into election results where only half the number of people who'd normally vote actually did so.",remember kids it's possible to read too much into election results where only half the number of people who'd normally vote actually did so,2019-05-27 09:11:04+00:00,None,1,Positive
1783,1783,moment humiliating election result stephen yaxleylennon stephen west,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.6733395426443247,False,"Can we all just take a moment to enjoy the humiliating election result for Stephen Yaxley-Lennon? Stephen, you have been REJECTED by the north west! https://t.co/h6TFpv0eZc",can we all just take a moment to enjoy the humiliating election result for stephen yaxleylennon stephen you have been rejected by the north west ,2019-05-27 10:16:01+00:00,None,2,Negative
1784,1784,dose kuenssberg sense talk election result,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.772782628820582,False,A good dose of Kuenssberg to make sense of all the talk from last night’s election results. https://t.co/AermBFFEQQ,a good dose of kuenssberg to make sense of all the talk from last night’s election results ,2019-05-27 11:20:43+00:00,None,1,Positive
1785,1785,insight election result ford,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.7021254341105257,False,And for a more academic insight into last night’s election results there is always Rob Ford. https://t.co/Q4mOJN5oWU,and for a more academic insight into last night’s election results there is always rob ford ,2019-05-27 11:26:03+00:00,None,2,Negative
1786,1786,brier britain,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,Briers for Britain. https://t.co/XwvsgGYaKe,briers for britain ,2019-05-27 14:04:45+00:00,None,0,None
1787,1787,kind anyone rest party noticing,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.6334358932510943,False,"It's kind of funny - in a sad, tired way - how transparently Corbyn wants us to leave the EU but without anyone in the rest of his overwhelmingly Remain party noticing. https://t.co/wSgSoGMqQY",it's kind of funny  in a sad tired way  how transparently corbyn wants us to leave the eu but without anyone in the rest of his overwhelmingly remain party noticing ,2019-05-27 14:46:55+00:00,None,1,Positive
1788,1788,medium league,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,“The national media just ignore rugby league.” #buyapaper https://t.co/A1FindMo92,the national media just ignore rugby league  ,2019-05-27 15:29:16+00:00,None,2,Negative
1789,1789,stoke playoff,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,@mrwayneg This feels a bit like Stoke mocking WBA for losing in the play-offs ..., this feels a bit like stoke mocking wba for losing in the playoffs ,2019-05-27 16:16:08+00:00,None,2,Negative
1790,1790,help selection guess year,14,14_year_bloody_hell_culture,year - bloody - hell - culture - wifi - nottingham - people - thing - world - coverage,1.0,False,"Agh, that hurts. Can’t help feeling the selection was wrong but I guess we go again next year #dcfc",agh that hurts can’t help feeling the selection was wrong but i guess we go again next year ,2019-05-27 16:43:25+00:00,Life,2,Negative
1791,1791,tory majority week doubt election result poll,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"The Tories threw away a majority seven weeks after polling at 48%. I doubt they'll call a General Election after polling at 18%, their lowest ever result in any official GE poll. https://t.co/OKqfE2tqr3",the tories threw away a majority seven weeks after polling at i doubt they'll call a general election after polling at their lowest ever result in any official ge poll ,2019-05-27 18:16:09+00:00,None,2,Negative
1792,1792,talk upwards,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,1.0,False,Talk about failing upwards. https://t.co/Il6meRmst0,talk about failing upwards ,2019-05-27 21:34:21+00:00,None,2,Negative
1793,1793,japan mass child attack kawasaki,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,Japan mass stabbing: children among at least 15 injured in attack in Kawasaki https://t.co/wm2bMPhHbk,japan mass stabbing children among at least injured in attack in kawasaki ,2019-05-28 01:08:23+00:00,None,2,Negative
1794,1794,morecambe year soaking player hatter promotion division premier league season,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"Gone, but not forgotten. The late, great Eric Morecambe, who died on this day 35 years ago (May 28, 1984). Comedian and @LutonTown fan Eric gets a soaking in the players' bath after the Hatters' promotion to Division One (now the Premier League) at the end of the 1973-74 season. https://t.co/EUUgkJcC44",gone but not forgotten the late great eric morecambe who died on this day years ago may comedian and  fan eric gets a soaking in the players bath after the hatters promotion to division one now the premier league at the end of the season ,2019-05-28 05:32:12+00:00,None,1,Positive
1795,1795,look stats transformation score time hundred hundred,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"Had a look at some stats re: England's ODI batting transformation. Highest score between 2011 and 2015 WCs: 325-4 Since 2015 WC, they've surpassed that 23 times, with a best of 481-6. 2011-2015 WC: 20 hundreds 2015-2019 WC: 48 hundreds https://t.co/I69EUaiilF",had a look at some stats re england's odi batting transformation highest score between and wcs since wc they've surpassed that times with a best of wc hundreds wc hundreds ,2019-05-28 07:46:44+00:00,None,1,Positive
1796,1796,dunbar time writer story life,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,Andrea Dunbar achieved a lot in a very short time as a writer. Great to see the tragic story of her brief life being told. https://t.co/uwGFzSuXMz,andrea dunbar achieved a lot in a very short time as a writer great to see the tragic story of her brief life being told ,2019-05-28 08:42:14+00:00,None,1,Positive
