,Unnamed: 0,Unnamed: 0.1.1,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,clean_text,created_at,label,sentiment_index,sentiment
30542,30542,30542,please stranger advice anger,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.4166440995039212,False,@Pat_brownie Please stop getting upset over a strangers silly tweet - that’s my advice to you It will help with the anger, please stop getting upset over a strangers silly tweet  that’s my advice to you it will help with the anger,2021-01-06 04:11:59+00:00,None,0,None
30543,30543,30543,discord video tweet carson sexting nothing friendship nude,7,7_time_girl_something_article,time - girl - something - article - kind - folk - reading - copy - round - lmao,1.0,False,@Rizzy43389453 @XavierOlson7 @AlenaNulf @danierruu You seem sensible - I read the discord video tweet... I get confused. First Carson knows it’s wrong and explicitly tells her no sexting no nothing just friendship then she sends him a nude... he gets excited and wants more Is that how it read to you?,    you seem sensible  i read the discord video tweet i get confused first carson knows it’s wrong and explicitly tells her no sexting no nothing just friendship then she sends him a nude he gets excited and wants more is that how it read to you,2021-01-06 04:17:18+00:00,Life,0,None
30544,30544,30544,love laughter,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@Pat_brownie Sure Pat! But anyways enjoy your 2021! May it be filled with love and laughter :), sure pat but anyways enjoy your may it be filled with love and laughter ,2021-01-06 04:26:51+00:00,None,1,Positive
30545,30545,30545,morning friend kindness boundary ripple morning kenny kindness,4,4_thanks_follow_work_welcome,thanks - follow - work - welcome - wait - rest - glad - anything - dream - fire,1.0,False,"@kennygibsonnhs @LindaChibuzor @4AdsthePoet @NorthwayRuth @irisbenson100 @jomwlever @NickiSparling1 @C_Carmichael83 @OOhhMatron @richardlittleda @lynnturner31 @dmonty007 @kwelsh1 @oldnanchris @CalvinMoorley @The_Debs_Effect @TinaSouth3 @nikki_ledingham @reboverend_RNc @JackieSmith_nmc @Ewout1985 @Louise90999815 @jcstaff_ @JennytheM @DrJude_G @KathEvans2 @Lodge4Betty @Cosmicwomble @KateSlater2 @warnetony @MAAPPUK @StNurseProject @HorizonsNHS @paularich1977 @FabNHSStuff @actionhappiness @WeRGlobalNurses @WeNurses @iHealthVisiting @MidwivesRCM @RoyLilley @gbtpo @amelia_tickell @ShaneTickell @Fabchange2020 @mazfaeelgin @DavidLeanLeano @JR_MerseyCare Good morning to all #earlyrisersclub friends. Kindness is free knows no boundaries, thank you for starting a ripple this morning Kenny. Wishing all a kindness filled, #pinksocks day ahead 💖 https://t.co/oiloDEPsNL",                                                good morning to all  friends kindness is free knows no boundaries thank you for starting a ripple this morning kenny wishing all a kindness filled  day ahead  ,2021-01-06 06:57:55+00:00,Life,1,Positive
30546,30546,30546,wednesday ruth,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,0.9523561184580956,False,@NorthwayRuth @kennygibsonnhs @LindaChibuzor @4AdsthePoet @irisbenson100 @jomwlever @NickiSparling1 @C_Carmichael83 @OOhhMatron @richardlittleda @lynnturner31 @dmonty007 @kwelsh1 @oldnanchris @CalvinMoorley @The_Debs_Effect @TinaSouth3 @nikki_ledingham @reboverend_RNc @JackieSmith_nmc @Ewout1985 @Louise90999815 @jcstaff_ @JennytheM @DrJude_G @KathEvans2 @Lodge4Betty @Cosmicwomble @KateSlater2 @warnetony @MAAPPUK @StNurseProject @HorizonsNHS @paularich1977 @FabNHSStuff @actionhappiness @WeRGlobalNurses @WeNurses @iHealthVisiting @MidwivesRCM @RoyLilley @gbtpo @amelia_tickell @ShaneTickell @Fabchange2020 @mazfaeelgin @DavidLeanLeano @JR_MerseyCare Hope you have a wonderful Wednesday Ruth #KindnessMatters https://t.co/VKUKGIhjq1,                                                hope you have a wonderful wednesday ruth  ,2021-01-06 06:59:06+00:00,Life,1,Positive
30547,30547,30547,relationship pain life stress research article,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Explore the relationships between pain, life stress, #sociodemographics, and #cortisol in this research article. @Chronic_Stress https://t.co/GEFnBhM76T",explore the relationships between pain life stress  and  in this research article  ,2021-01-06 07:00:23+00:00,None,2,Negative
30548,30548,30548,morning kindness ripple,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.4459734363925592,False,"@jomwlever @kennygibsonnhs @LindaChibuzor @4AdsthePoet @NorthwayRuth @irisbenson100 @NickiSparling1 @C_Carmichael83 @OOhhMatron @richardlittleda @lynnturner31 @dmonty007 @kwelsh1 @oldnanchris @CalvinMoorley @The_Debs_Effect @TinaSouth3 @nikki_ledingham @reboverend_RNc @JackieSmith_nmc @Ewout1985 @Louise90999815 @jcstaff_ @JennytheM @DrJude_G @KathEvans2 @Lodge4Betty @Cosmicwomble @KateSlater2 @warnetony @MAAPPUK @StNurseProject @HorizonsNHS @paularich1977 @FabNHSStuff @actionhappiness @WeRGlobalNurses @WeNurses @iHealthVisiting @MidwivesRCM @RoyLilley @gbtpo @amelia_tickell @ShaneTickell @Fabchange2020 @mazfaeelgin @DavidLeanLeano @JR_MerseyCare Good morning Jo, wishing you a kindness filled day ahead, keep the ripples going! #KindnessMatters 🥰 https://t.co/90EfJktXky",                                                good morning jo wishing you a kindness filled day ahead keep the ripples going   ,2021-01-06 07:01:41+00:00,None,1,Positive
30549,30549,30549,morning sarah kindness ripple,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@OOhhMatron @NorthwayRuth @kennygibsonnhs @LindaChibuzor @4AdsthePoet @irisbenson100 @jomwlever @NickiSparling1 @C_Carmichael83 @richardlittleda @lynnturner31 @dmonty007 @kwelsh1 @oldnanchris @CalvinMoorley @The_Debs_Effect @TinaSouth3 @nikki_ledingham @reboverend_RNc @JackieSmith_nmc @Ewout1985 @Louise90999815 @jcstaff_ @JennytheM @DrJude_G @KathEvans2 @Lodge4Betty @Cosmicwomble @KateSlater2 @warnetony @MAAPPUK @StNurseProject @HorizonsNHS @paularich1977 @FabNHSStuff @actionhappiness @WeRGlobalNurses @WeNurses @iHealthVisiting @MidwivesRCM @RoyLilley @gbtpo @amelia_tickell @ShaneTickell @Fabchange2020 @mazfaeelgin @DavidLeanLeano @JR_MerseyCare Good morning Sarah, kindness ripples on the way! https://t.co/SIOccGcmmc",                                                good morning sarah kindness ripples on the way ,2021-01-06 07:03:45+00:00,None,1,Positive
30550,30550,30550,morning tony thank positivity kindness,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.3176173225157098,False,"@warnetony Good morning Tony, thank you, I hope your day is filled with positivity kindness 🥰 https://t.co/WCZ7dafHNk", good morning tony thank you i hope your day is filled with positivity kindness  ,2021-01-06 07:05:33+00:00,None,1,Positive
30551,30551,30551,word,4,4_thanks_follow_work_welcome,thanks - follow - work - welcome - wait - rest - glad - anything - dream - fire,0.996755095011865,False,"@Cosmicwomble Lovely words, have a great day! #KindnessMatters #pinksocks 🥰 https://t.co/bDkRIBe3uX", lovely words have a great day    ,2021-01-06 07:07:11+00:00,Life,1,Positive
30552,30552,30552,positivity,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,1.0,True,@dellapowell1 Sending hugs positivity 🥰🤗 https://t.co/ku3zQWAVvn, sending hugs positivity  ,2021-01-06 07:09:26+00:00,Life,1,Positive
30553,30553,30553,morning claire hope today,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7154080305900298,False,"@C_Carmichael83 @kennygibsonnhs @LindaChibuzor @4AdsthePoet @NorthwayRuth @irisbenson100 @jomwlever @NickiSparling1 @OOhhMatron @richardlittleda @lynnturner31 @dmonty007 @kwelsh1 @oldnanchris @CalvinMoorley @The_Debs_Effect @TinaSouth3 @nikki_ledingham @reboverend_RNc @JackieSmith_nmc @Ewout1985 @Louise90999815 @jcstaff_ @JennytheM @DrJude_G @KathEvans2 @Lodge4Betty @Cosmicwomble @KateSlater2 @warnetony @MAAPPUK @StNurseProject @HorizonsNHS @paularich1977 @FabNHSStuff @actionhappiness @WeRGlobalNurses @WeNurses @iHealthVisiting @MidwivesRCM @RoyLilley @gbtpo @amelia_tickell @ShaneTickell @Fabchange2020 @mazfaeelgin @DavidLeanLeano @JR_MerseyCare Good morning Claire, hope you have a fabulous day today too 🥰 https://t.co/GejbPczfee",                                                good morning claire hope you have a fabulous day today too  ,2021-01-06 07:10:12+00:00,None,1,Positive
30554,30554,30554,morning katy,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"@kwelsh1 @kennygibsonnhs @LindaChibuzor @4AdsthePoet @NorthwayRuth @irisbenson100 @jomwlever @NickiSparling1 @C_Carmichael83 @OOhhMatron @richardlittleda @lynnturner31 @dmonty007 @oldnanchris @CalvinMoorley @The_Debs_Effect @TinaSouth3 @nikki_ledingham @reboverend_RNc @JackieSmith_nmc @Ewout1985 @Louise90999815 @jcstaff_ @JennytheM @DrJude_G @KathEvans2 @Lodge4Betty @Cosmicwomble @KateSlater2 @warnetony @MAAPPUK @StNurseProject @HorizonsNHS @paularich1977 @FabNHSStuff @actionhappiness @WeRGlobalNurses @WeNurses @iHealthVisiting @MidwivesRCM @RoyLilley @gbtpo @amelia_tickell @ShaneTickell @Fabchange2020 @mazfaeelgin @DavidLeanLeano @JR_MerseyCare Good morning Katy, have a great day 🥰 https://t.co/a6VFqFxoQP",                                                good morning katy have a great day  ,2021-01-06 07:11:27+00:00,None,1,Positive
30555,30555,30555,thank,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,True,@kwelsh1 @kennygibsonnhs @LindaChibuzor @4AdsthePoet @NorthwayRuth @irisbenson100 @jomwlever @NickiSparling1 @C_Carmichael83 @OOhhMatron @richardlittleda @lynnturner31 @dmonty007 @oldnanchris @CalvinMoorley @The_Debs_Effect @TinaSouth3 @nikki_ledingham @reboverend_RNc @JackieSmith_nmc @Ewout1985 @Louise90999815 @jcstaff_ @JennytheM @DrJude_G @KathEvans2 @Lodge4Betty @Cosmicwomble @KateSlater2 @warnetony @MAAPPUK @StNurseProject @HorizonsNHS @paularich1977 @FabNHSStuff @actionhappiness @WeRGlobalNurses @WeNurses @iHealthVisiting @MidwivesRCM @RoyLilley @gbtpo @amelia_tickell @ShaneTickell @Fabchange2020 @mazfaeelgin @DavidLeanLeano @JR_MerseyCare Thank you,                                                thank you,2021-01-06 07:12:57+00:00,None,1,Positive
30556,30556,30556,woman widow scarlet witch marvel georgia,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.4443320506442234,False,@jessphoenix2018 @SallyRMelb @staceyabrams Plus Wonder Woman Black Widow Scarlet Witch Captain Marvel To pull this off in Georgia,   plus wonder woman black widow scarlet witch captain marvel to pull this off in georgia,2021-01-06 07:14:58+00:00,Life,2,Negative
30557,30557,30557,anxiety dream work fuck,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.5304234678125219,False,"Having the weirdest anxiety based dreams about work, fucks sake 😴",having the weirdest anxiety based dreams about work fucks sake ,2021-01-06 07:25:52+00:00,Life,2,Negative
30558,30558,30558,congratulation luck,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,True,@liminalentity @UWL_Paramedics @UniofHerts @UniWestLondon Many congratulations! Good luck 🥰,    many congratulations good luck ,2021-01-06 07:27:46+00:00,None,1,Positive
30559,30559,30559,oodles strength positivity,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@CalvinMoorley Sending hugs oodles of strength positivity, sending hugs oodles of strength positivity,2021-01-06 07:29:09+00:00,None,1,Positive
30560,30560,30560,congratulation,3,3_congratulation_luck_award_jenny,congratulation - luck - award - jenny - achievement - team - winner - congrats - hero - football,0.1755537934971026,True,Congratulations!👏👏 #mentalheath @UoWnursing https://t.co/pcQXF1J8jv,congratulations   ,2021-01-06 07:46:02+00:00,Life,0,None
30561,30561,30561,initiative woman contributor medium,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Great initiative and really look forward to seeing more women contributors across all media 🙌 @WomenOnAirIE #womeninmedia https://t.co/kLUQNhNxpI,great initiative and really look forward to seeing more women contributors across all media    ,2021-01-06 08:27:46+00:00,None,1,Positive
30562,30562,30562,traffic drop time,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5417645573692765,False,"@Nick_Coombes Same here. Just as much traffic, nowhere near the drop we had the first time", same here just as much traffic nowhere near the drop we had the first time,2021-01-06 08:45:59+00:00,None,0,None
30563,30563,30563,difference amount road morning,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.5699179665495246,False,So lockdown has made zero difference to the amount of cars on the road this morning 🙄,so lockdown has made zero difference to the amount of cars on the road this morning ,2021-01-06 08:49:55+00:00,Life,0,None
30564,30564,30564,offer printer,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.3054130752817244,False,@Mooley I've just done this. Was a bit wary but it came with an offer when we i bought the printer. First replacement ink arrived already. Am v.impressed, i've just done this was a bit wary but it came with an offer when we i bought the printer first replacement ink arrived already am vimpressed,2021-01-06 08:51:39+00:00,None,0,None
30565,30565,30565,woman ireland life happiness woman frontline heroine homeless carers,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Here’s to the warrior women of Ireland A day to toast love, life and happiness but most especially our fellow women who are isolated and fearful, frontline heroines who are weary, the homeless, the carers, the abused and the vulnerable #solidarity #sisterhood #NollaigNamBan https://t.co/PKmdeVimPt",here’s to the warrior women of ireland a day to toast love life and happiness but most especially our fellow women who are isolated and fearful frontline heroines who are weary the homeless the carers the abused and the vulnerable    ,2021-01-06 08:54:26+00:00,None,2,Negative
30566,30566,30566,road time chance time,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@Nick_Coombes 🙄. I loved the quiet roads last time as I have to drive around all day. No chance this time,  i loved the quiet roads last time as i have to drive around all day no chance this time,2021-01-06 08:54:59+00:00,None,1,Positive
30567,30567,30567,detail today thanks,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.962326501953168,False,@MissRTRyan Hi! Could you please follow so I can DM ? I need log in details for my little boy who was due to start today. Thanks :), hi could you please follow so i can dm  i need log in details for my little boy who was due to start today thanks ,2021-01-06 09:10:51+00:00,None,1,Positive
30568,30568,30568,easy dude together,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.6813755497089306,False,@AdultNurseJesse Easy said than done dude but stay strong! All in this together 👊🏻💪🏼, easy said than done dude but stay strong all in this together ,2021-01-06 10:04:51+00:00,None,1,Positive
30569,30569,30569,vaccinator induction consent competent injection,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@MartinRCGP @pash22 Its quite simple Trained vaccinators do the induction consent Any healthcare professional competent in injections does the jab,  its quite simple trained vaccinators do the induction consent any healthcare professional competent in injections does the jab,2021-01-06 10:07:10+00:00,None,0,None
30570,30570,30570,community group community centre statusall community food thanks funding,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"We were delighted to read about how two Middleton community groups - Burnside Community Centre and Status4All – have been supporting the local community to grow their own food, thanks to #FFLGetTogethers funding https://t.co/tGo8QABgPY https://t.co/uQcB2wkrZL",we were delighted to read about how two middleton community groups  burnside community centre and statusall  have been supporting the local community to grow their own food thanks to  funding  ,2021-01-06 10:17:08+00:00,None,1,Positive
30571,30571,30571,fluffy rain,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.8251164430986474,False,Can't decide if it's fluffy rain or wet snow.,can't decide if it's fluffy rain or wet snow,2021-01-06 10:49:24+00:00,None,0,None
30572,30572,30572,proud contract service silver food life meal school school meal,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7707335192816289,False,"We're proud to work with Contract Services @TowerHamletsNow who have just renewed their Silver Food for Life Served Here award 🙌 They serve an incredible 17,200 meals daily at 75 schools. That's a lot of healthy, delicious school meals! Find out more 👉https://t.co/2W7nQByypc https://t.co/1ytEeKaATo",we're proud to work with contract services  who have just renewed their silver food for life served here award  they serve an incredible meals daily at schools that's a lot of healthy delicious school meals find out more  ,2021-01-06 12:05:07+00:00,None,1,Positive
30573,30573,30573,goodbye skip skip,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1611889844206782,False,"Goodbye old skip, hello new skip, on #Flickr https://t.co/G6efg3Pg1t #Photography https://t.co/vXrzRP4kot",goodbye old skip hello new skip on    ,2021-01-06 12:48:41+00:00,None,0,None
30574,30574,30574,covid stress healthcare system result shift care delivery model hospital demand pandemic time imbalance,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7223052378764477,False,COVID-19 has placed new stress on an already fractured healthcare system. The result has been a shift in nursing care delivery models as hospitals cope with the demands of the pandemic at the same time they face catastrophic financial imbalances. https://t.co/S2qCzJozSG https://t.co/L2m6FMs94A,covid has placed new stress on an already fractured healthcare system the result has been a shift in nursing care delivery models as hospitals cope with the demands of the pandemic at the same time they face catastrophic financial imbalances  ,2021-01-06 12:54:50+00:00,None,0,None
30575,30575,30575,everyone,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,0.6884469884928155,True,@RCNNQN -everyone close to me is safe and well. - I’m still healthy - I’ve got a day off, everyone close to me is safe and well  i’m still healthy  i’ve got a day off,2021-01-06 13:07:23+00:00,Work,1,Positive
30576,30576,30576,question list starter glass jean,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@kimtopher22 So many questions about this list... For starters, oversized glasses and mom jeans?", so many questions about this list for starters oversized glasses and mom jeans,2021-01-06 13:32:18+00:00,None,0,None
30577,30577,30577,data mining business facebook info bidder data,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@skeylinktenking @OrdinaryGamers Data mining is huge business... Facebook sells this info to the highest bidder... you should want to know why and who but that’s not allowed even tho it’s YOUR data,  data mining is huge business facebook sells this info to the highest bidder you should want to know why and who but that’s not allowed even tho it’s your data,2021-01-06 13:56:07+00:00,None,0,None
30578,30578,30578,paperwork granddaughter,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5301527560022047,False,Busy day doing paperwork my gorgeous 2yr old Granddaughter #lovehersomuch https://t.co/Karxp17cLY,busy day doing paperwork my gorgeous old granddaughter  ,2021-01-06 14:38:58+00:00,None,1,Positive
30579,30579,30579,crab,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.065782430271146,False,"crab, on #Flickr https://t.co/upYmeZkf4K #Photography https://t.co/DcZIYVAj0x",crab on    ,2021-01-06 14:48:10+00:00,Life,0,None
30580,30580,30580,issue yesterday refund delivery,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@craigarms14 @curryspcworld I had all these issues yesterday finally got refund will never use delivery again !!!,  i had all these issues yesterday finally got refund will never use delivery again ,2021-01-06 14:52:47+00:00,None,0,None
30581,30581,30581,food difference health food nutrient hormone link food mood,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.4116767258791683,False,Food is powerful! Eating well can make all the difference to our mental health. Some foods contain nutrients that support our happy hormones. Find out more about the links between food and mood to help #BeatTheJanuaryBlues https://t.co/mzfAwzKNv8 #FFLGetTogethers https://t.co/2qKsEMgYlw,food is powerful eating well can make all the difference to our mental health some foods contain nutrients that support our happy hormones find out more about the links between food and mood to help    ,2021-01-06 15:30:09+00:00,None,1,Positive
30582,30582,30582,stress story,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,can’t stress enough how much I love a social story,can’t stress enough how much i love a social story,2021-01-06 15:52:26+00:00,None,0,None
30583,30583,30583,announcement lockdown closure school school staff range challenge offering membership school school,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7811065421056949,False,With the announcement of a further lockdown and the closure of schools across the UK we know school staff will be facing a whole range of new challenges. That's why we're offering free membership to our schools programme to all schools. https://t.co/ugCtnzjWb7 https://t.co/koVKztxe4z,with the announcement of a further lockdown and the closure of schools across the uk we know school staff will be facing a whole range of new challenges that's why we're offering free membership to our schools programme to all schools  ,2021-01-06 16:15:06+00:00,None,1,Positive
30584,30584,30584,team photo title sign,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@SamanthaQuek It’s ummmmm different? I think a team photo of our red men lifting the title is more appropriate or a this is anfield sign? Xx, it’s ummmmm different i think a team photo of our red men lifting the title is more appropriate or a this is anfield sign xx,2021-01-06 16:30:05+00:00,None,0,None
30585,30585,30585,congrats union hospital center psychiatry victory week patient community pandemic,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Congrats to the union strong #RNs at @AdventistHealth Rideout Memorial Hospital @SutterHealth Center of Psychiatry on their victories last week! 💪 We look forward to keeping patients and our communities safe amid the #Covid19 pandemic and beyond. https://t.co/WXMX73x0Ib,congrats to the union strong  at  rideout memorial hospital  center of psychiatry on their victories last week  we look forward to keeping patients and our communities safe amid the  pandemic and beyond ,2021-01-06 17:14:02+00:00,None,1,Positive
30586,30586,30586,super keen house something please book appointment blood,8,8_food_school_life_meal,food - school - life - meal - child - cream - community - poverty - machine - sense,0.9281318735956728,False,"If you’re super keen to leave your house, here’s something you can leave it for! It’s essential. If you’re eligible, please book and appointment and give blood! @GiveBloodNHS https://t.co/jb5UwBQpOu",if you’re super keen to leave your house here’s something you can leave it for it’s essential if you’re eligible please book and appointment and give blood  ,2021-01-06 17:15:47+00:00,Life,1,Positive
30587,30587,30587,thinking,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@Darreng85031479 Thinking of you mate. Hope all is ok, thinking of you mate hope all is ok,2021-01-06 17:48:21+00:00,None,1,Positive
30588,30588,30588,family thought prayer evening,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.2410699605962648,False,"@wlasinclair So sorry to hear Wendy, hold you your family in my thoughts prayers this evening 🙏🤗", so sorry to hear wendy hold you your family in my thoughts prayers this evening ,2021-01-06 17:58:49+00:00,None,2,Negative
