,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,clean_text,created_at
25531,25531,25531,25531,37076,nothing week,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1078598516709703,False,@unit_1974 Yep. Am secretly glad to do nothing for a week though really., yep am secretly glad to do nothing for a week though really,2020-11-05 09:40:44+00:00
25532,25532,25532,25532,62279,ulcer blister,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1617362137983687,False,"Woke up with ulcers, or possibly blisters all along my lower lip... Excuse me, what’s happening?!",woke up with ulcers or possibly blisters all along my lower lip excuse me what’s happening,2020-11-05 09:54:36+00:00
25533,25533,25533,25533,103985,baby,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,How is my baby 3 on Monday 😢 #timeflies,how is my baby on monday  ,2020-11-05 10:12:43+00:00
25534,25534,25534,25534,102704,birthday hope,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0551116758978676,True,@thePaulDonnelly Happy Birthday Paul 🎂🎂🎂🎂Hope you have a great day. Lotsa luvxxx https://t.co/fOGLlCfXX1, happy birthday paul hope you have a great day lotsa luvxxx ,2020-11-05 10:15:41+00:00
25535,25535,25535,25535,62278,body couple anything reaction product,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@lucyalanaxo Let’s see if my body decides to turn against me in the next couple of days again. I’ve only ever had anything like it when I had an allergic reaction, but I’m not trying any new lip products right now 🤷🏼‍♀️", let’s see if my body decides to turn against me in the next couple of days again i’ve only ever had anything like it when i had an allergic reaction but i’m not trying any new lip products right now ,2020-11-05 10:20:09+00:00
25536,25536,25536,25536,102703,clanlands book tuesday cannot graham book adventure writer skill,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@SamHeughan well got my Clanlands book on Tuesday and I cannot put it down really living it! Proud of you both Graham and you Sam! Please do another book on your next adventure! You have now proved you are a writer along with your other skills https://t.co/uHm5r6I2Ze, well got my clanlands book on tuesday and i cannot put it down really living it proud of you both graham and you sam please do another book on your next adventure you have now proved you are a writer along with your other skills ,2020-11-05 10:20:36+00:00
25537,25537,25537,25537,56892,water,8,8_food_school_life_meal,food - school - life - meal - child - cream - community - poverty - machine - sense,0.3779623772963102,False,WTH is micellar water anyway? #asking_for_myself,wth is micellar water anyway ,2020-11-05 10:25:01+00:00
25538,25538,25538,25538,56891,fuck,3,3_congratulation_luck_award_jenny,congratulation - luck - award - jenny - achievement - team - winner - congrats - hero - football,1.0,True,Oh fuck 😢 https://t.co/QYvwc9Xn8b,oh fuck  ,2020-11-05 10:33:27+00:00
25539,25539,25539,25539,62277,emergency carmex,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7792529748769726,False,@SammieMattel Oh darling. I always keep an emergency carmex stashed away so I’ll dig it out 😘, oh darling i always keep an emergency carmex stashed away so i’ll dig it out ,2020-11-05 10:59:41+00:00
25540,25540,25540,25540,48468,money policy directive,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,False,"@JerrySoucyRN @ANANursingWorld It’s about the money, can’t lose that even if the policies go against their prime directive.",  it’s about the money can’t lose that even if the policies go against their prime directive,2020-11-05 11:14:05+00:00
25541,25541,25541,25541,41014,thing face,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7919974241367304,False,This is one of the worst things I’ve ever seen. I’m currently trying to find a way to cringe ALL THE WAY back into my own face so I don’t ever have to see it again. https://t.co/aEJGf8Wtfx,this is one of the worst things i’ve ever seen i’m currently trying to find a way to cringe all the way back into my own face so i don’t ever have to see it again ,2020-11-05 11:17:20+00:00
25542,25542,25542,25542,31051,thank woman ireland,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0764641178834028,False,thank you - lovely to connect with women across ireland #voicesofleadership https://t.co/kFKpqDYIvv,thank you  lovely to connect with women across ireland  ,2020-11-05 11:18:16+00:00
25543,25543,25543,25543,41013,yumnuts,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.8532468330905917,False,@DrRanj They really asking who wants to chow down on Santa’s yumnuts? 🥴, they really asking who wants to chow down on santa’s yumnuts ,2020-11-05 11:20:16+00:00
25544,25544,25544,25544,65385,care adult sepsis shock activity basic knowledge,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Critical Care Nursing (Adult) - 90+ CH/$39.95 https://t.co/ni0CvSS6Fs From sepsis and shock to trauma and stroke, you’ll find CE activities to help you review the basics and master new knowledge. https://t.co/Igqp5Q8R8z",critical care nursing adult  ch  from sepsis and shock to trauma and stroke you’ll find ce activities to help you review the basics and master new knowledge ,2020-11-05 12:00:33+00:00
25545,25545,25545,25545,14221,session leadership task leader compassionate care patient,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@WestM61 presents a plenary session to #CPHVA2020 on compassionate leadership - ""the most important task of a leader is to produce compassionate care for patients"" @UniteinHealth @ObiCPHVA @unitetheunion #compassionateleadership https://t.co/gGqQZVGenF", presents a plenary session to  on compassionate leadership  the most important task of a leader is to produce compassionate care for patients     ,2020-11-05 12:17:11+00:00
25546,25546,25546,25546,14220,staff report stress patient courage commitment,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,1.0,False,@WestM61 so so true. Where staff report stress patient outcomes go down. It needs courage and commitment #CPHVA2020 https://t.co/z6fzrJodSr, so so true where staff report stress patient outcomes go down it needs courage and commitment  ,2020-11-05 12:18:16+00:00
25547,25547,25547,25547,14219,leadership example discrimination workplace path,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"#CPHVA2020 @WestM61 declares ""If leadership is not inclusive it is not compassionate"" He cites #SouthAfrica #NelsonMandela as an example of #compassionateleadership and how discrimination does harassment in the workplace is not a path to #compassionateleadership https://t.co/iEo3RdHGDq",  declares if leadership is not inclusive it is not compassionate he cites   as an example of  and how discrimination does harassment in the workplace is not a path to  ,2020-11-05 12:23:27+00:00
25548,25548,25548,25548,31050,claim fraud million people regime election fragility order suppression vote,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Unsubstantiated claims of fraud in the #USelection diminishes the many millions of people who are not free to vote, who struggle under dictatorial regimes and sham elections. The fragility of democratic order is threatened by the suppression of legitimate votes #EveryVoteCounts",unsubstantiated claims of fraud in the  diminishes the many millions of people who are not free to vote who struggle under dictatorial regimes and sham elections the fragility of democratic order is threatened by the suppression of legitimate votes ,2020-11-05 12:29:47+00:00
25549,25549,25549,25549,5566,mine gown morning email legging jumper rest,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0183922002961028,False,"@Kayleig29345413 Mine will be a dressing gown for early morning emails and then possibly leggings and a jumper for the rest of the day, every day! https://t.co/eqgwVwBoB3", mine will be a dressing gown for early morning emails and then possibly leggings and a jumper for the rest of the day every day ,2020-11-05 12:36:19+00:00
25550,25550,25550,25550,31049,attempt count discrimination people post concern covid people people risk area,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.8083308724033935,False,"Attempts to stop the count is also discrimination against people who chose to vote by post because of concerns about Covid, vulnerable people and people who care for them, those who don't want to take unnecessary risks, particularly in urban areas #EveryVoteCounts",attempts to stop the count is also discrimination against people who chose to vote by post because of concerns about covid vulnerable people and people who care for them those who don't want to take unnecessary risks particularly in urban areas ,2020-11-05 12:37:21+00:00
25551,25551,25551,25551,65384,immunity covid nursingcenter,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5438157814850535,False,Can we count on herd immunity to stop COVID-19?| NursingCenter https://t.co/5AfjTAYKOx via @NursingCenter,can we count on herd immunity to stop covid nursingcenter  via ,2020-11-05 12:40:00+00:00
25552,25552,25552,25552,31048,thank,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,True,Thank you Gary 🙏 https://t.co/Rl63dwhBEI,thank you gary  ,2020-11-05 12:44:05+00:00
25553,25553,25553,25553,14218,focus workplace need people conclusion morning session,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9453925131177444,False,"@WestM61 #CompassionateLeadership ""Focus must be on learning not blame, workplaces need to meet the need for belonging and we must care for the people we work with"" An inspirational conclusion to #CPHVA2020 day 2 morning session @ObiCPHVA @Thercal https://t.co/m8KBBzu2yu",  focus must be on learning not blame workplaces need to meet the need for belonging and we must care for the people we work with an inspirational conclusion to  day morning session   ,2020-11-05 12:44:26+00:00
25554,25554,25554,25554,14217,time break allows everyone chair janet taylor vice chair chair,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7551083436611676,False,It is time for a break and #CPHVA2020 allows everyone to unwind led by our chair Janet Taylor and our vice chair @Thercal. Get out of your chairs! #HealthVisiting #SchoolNursing @CommPrac https://t.co/TPy1TGQH9s,it is time for a break and  allows everyone to unwind led by our chair janet taylor and our vice chair  get out of your chairs    ,2020-11-05 12:51:00+00:00
25555,25555,25555,25555,31047,analysis word biden state question vote vote decider pennsylvania winner,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Listening to @bob_casey great analysis of why, in his words 'Joe Biden is going to win the state - no question!' With 400k votes outstanding and overwhelming % of postal votes going to Biden this could be the decider -if Pennsylvania goes blue we have a winner #BidenForPresident https://t.co/8hLXzjBepi https://t.co/aTPdoWXBvH",listening to  great analysis of why in his words joe biden is going to win the state  no question with votes outstanding and overwhelming  of postal votes going to biden this could be the decider if pennsylvania goes blue we have a winner   ,2020-11-05 12:52:02+00:00
25556,25556,25556,25556,31046,word tweet watch time thanks,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@Michell12255916 @AOC @esglaude Powerful words from @esgaulde - I can't do them justice in a tweet - watch him if you have time, it made me pause and reflect - thanks for sharing",   powerful words from   i can't do them justice in a tweet  watch him if you have time it made me pause and reflect  thanks for sharing,2020-11-05 12:59:51+00:00
25557,25557,25557,25557,31045,time atlanta vote count today fulton county vote hoping,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.981371067081935,False,"@cathalcoleman11 Yes, but better that it takes all the time necessary, Atlanta due to report further vote count later today, he needs to get 60-65% but Fulton County votes were coming in at 80/20 to Biden... never imagined it might be possible but here's hoping", yes but better that it takes all the time necessary atlanta due to report further vote count later today he needs to get but fulton county votes were coming in at to biden never imagined it might be possible but here's hoping,2020-11-05 13:03:02+00:00
25558,25558,25558,25558,62276,okay vitamin friend mouthwash,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.967189480411292,False,@lucyalanaxo Ooh okay! I’m currently waiting on my vitamins to be delivered as I’ve run out. I’ll see if I’ve got a friend who can pick me up some mouthwash for me 😂, ooh okay i’m currently waiting on my vitamins to be delivered as i’ve run out i’ll see if i’ve got a friend who can pick me up some mouthwash for me ,2020-11-05 13:16:30+00:00
25559,25559,25559,25559,62275,election,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,1.0,False,"Lads if you wouldn’t mind, I could really do with some election updates 🙄",lads if you wouldn’t mind i could really do with some election updates ,2020-11-05 14:11:57+00:00
25560,25560,25560,25560,90814,walk week break placement,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@OConnellLou A walk would be lovely! I’m not going to work at all next week to give myself bit of a break before placement! X, a walk would be lovely i’m not going to work at all next week to give myself bit of a break before placement x,2020-11-05 14:27:21+00:00
25561,25561,25561,25561,70071,boycott artist,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@Pontolemaeus @JakeSucky so you're gonna boycott artists?,  so you're gonna boycott artists,2020-11-05 14:42:22+00:00
25562,25562,25562,25562,70070,streamer actor guild screen actor streamer game devs music label agreement music game,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9773295092529972,False,@ImDarylT @drdisrespect @cloakzy @NICKMERCS Streamers need to do what actors did back in the 30's and develop a Guild such as the Screen Actors Guild. Also streamers and game devs need to come together with music labels to come to an agreement about the music in the games,    streamers need to do what actors did back in the and develop a guild such as the screen actors guild also streamers and game devs need to come together with music labels to come to an agreement about the music in the games,2020-11-05 14:47:04+00:00
25563,25563,25563,25563,70069,streaming medium policy procedure twitch rule industry streamer change,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.2502932457999948,False,@ImDarylT @drdisrespect @cloakzy @NICKMERCS Streaming is a new media that does not have proper policies and procedures developed. Twitch is making the rules right now and they are doing a terrible job representing the industry. Streamers need to wake up and make change!,    streaming is a new media that does not have proper policies and procedures developed twitch is making the rules right now and they are doing a terrible job representing the industry streamers need to wake up and make change,2020-11-05 14:48:16+00:00
25564,25564,25564,25564,70068,vaccine shot,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.8976993489750742,False,@DrJacobsRad This vaccine will be an annual one like the flu shot?, this vaccine will be an annual one like the flu shot,2020-11-05 14:50:32+00:00
25565,25565,25565,25565,62274,mind isolation restart,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1129076660450524,False,What better way to take your mind off isolation? Restart Last of Us 😏👌🏻,what better way to take your mind off isolation restart last of us ,2020-11-05 14:54:05+00:00
25566,25566,25566,25566,95396,oscar,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Oscar you not making this drawing easy!! 😂🐱 https://t.co/17ELjlLYSs,oscar you not making this drawing easy  ,2020-11-05 14:55:03+00:00
25567,25567,25567,25567,14216,please video colleague,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,#LARoftheyear20 is launched by @ObiCPHVA in #CPHVA2020 please watch our launch video https://t.co/AzNSICfsgT and nominate one of your colleagues at https://t.co/112PHUVoPJ @UniteinHealth @UniteWales @UniteScotland @UniteunionNI @CommPrac #HealthVisiting #SchoolNursing https://t.co/8Cielhqkrj, is launched by  in  please watch our launch video  and nominate one of your colleagues at         ,2020-11-05 15:34:51+00:00
25568,25568,25568,25568,62273,someone tinder disney holder nahhh joke,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7812343849914181,False,"Excuse me? I’ve matched with someone on tinder who’s a Disney annual pass holder?? Nahhh, who’s playing this joke on me right now?!",excuse me i’ve matched with someone on tinder who’s a disney annual pass holder nahhh who’s playing this joke on me right now,2020-11-05 16:23:34+00:00
25569,25569,25569,25569,65383,issue,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Catch up on the latest issues of these #nursingjournals and more! https://t.co/KkKZB8wSnn #Nurses #RecommendedReading #CE https://t.co/TATf9LI3Cw,catch up on the latest issues of these  and more     ,2020-11-05 16:30:16+00:00
25570,25570,25570,25570,105628,oven place time,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,We're chopping the veg and firing up the oven for this year's #RoastDinnerDay - which takes place next Wed 11 Nov. There's still time to register! Find out more here: https://t.co/HPzlYzLUun https://t.co/FW7yhFeEMG,we're chopping the veg and firing up the oven for this year's   which takes place next wed nov there's still time to register find out more here  ,2020-11-05 16:30:40+00:00
25571,25571,25571,25571,95395,birthday sharon,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5825142049886364,False,@GlynisSpencer @Sharonmuskebear Happy birthday Sharon.... Have a lovely day 🎂,  happy birthday sharon have a lovely day ,2020-11-05 16:43:33+00:00
25572,25572,25572,25572,62272,idea,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.5955384795798458,False,@lucyalanaxo I know right?! His bio was totally blank too so I had no idea 😂, i know right his bio was totally blank too so i had no idea ,2020-11-05 16:49:31+00:00
25573,25573,25573,25573,41012,yuuuuge,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.723687896160391,False,@MadAlix14 @Cacacacarmy It’ll be the best ever. YUUUUGE.,  it’ll be the best ever yuuuuge,2020-11-05 17:08:42+00:00
25574,25574,25574,25574,29707,platform healthcare proposal everyone nation midst congratulation wait,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"“I’m thrilled to be running on a platform of #MedicareForAll, the only healthcare proposal that would ensure everyone in the richest nation has healthcare in the midst of a global pandemic..."" -@MondaireJones Congratulations on your win! Nurses can't wait to fight alongside you! https://t.co/vpuyazH7c2",im thrilled to be running on a platform of  the only healthcare proposal that would ensure everyone in the richest nation has healthcare in the midst of a global pandemic  congratulations on your win nurses can't wait to fight alongside you ,2020-11-05 17:16:38+00:00
25575,25575,25575,25575,77875,register access content celebration,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.228992871222777,False,Register for 20 days free access to all @TheHPPJournal @SOPHEtweets content in celebration of the journal's 20th anniversary. https://t.co/CY1SOu7qAF,register for days free access to all   content in celebration of the journal's anniversary ,2020-11-05 17:30:26+00:00
25576,25576,25576,25576,29706,american candidate history vote president,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,More Americans have voted for #BidenHarris than any candidate in US history. When all the votes are counted it is clear that @JoeBiden will be our next president. Add you name now to ensure they #CountEveryVote! ➡️ https://t.co/uDdXbLtqUj https://t.co/8fwwFGj9aB,more americans have voted for  than any candidate in us history when all the votes are counted it is clear that  will be our next president add you name now to ensure they    ,2020-11-05 17:52:28+00:00
25577,25577,25577,25577,77874,pediatric health section health research today,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7868743484844699,False,Global Pediatric Health has an open section on Children's Oral Health. Submit your research today! #oralhealth #openaccess https://t.co/6CULDnwDNc,global pediatric health has an open section on children's oral health submit your research today   ,2020-11-05 18:01:11+00:00
25578,25578,25578,25578,14215,thank something board,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.6166746388876242,False,Thank you Holly you are doing something so important. You have us on board for sure. #CPHVA2020 @ObiCPHVA @only1colenzojt https://t.co/Eyn3SAu2HO,thank you holly you are doing something so important you have us on board for sure    ,2020-11-05 18:02:17+00:00
25579,25579,25579,25579,34612,people time,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,I’m tired of missing people all the time😔,i’m tired of missing people all the time,2020-11-05 18:03:34+00:00
25580,25580,25580,25580,109282,love people piece smile face work thank test,7,7_time_girl_something_article,time - girl - something - article - kind - folk - reading - copy - round - lmao,1.0,False,⁦@NorthwayRuth⁩ ⁦@kwelsh1⁩ love you crazy people to pieces!! You certainly put a smile on my face after work. Thank you both 😉 I think I need an eye test as I’m struggling to read it but I can see ‘first’ so obvs #jamfirst Do you agree ⁦@NickiSparling1⁩ 🥰 https://t.co/1C6DJxle8q,  love you crazy people to pieces you certainly put a smile on my face after work thank you both  i think i need an eye test as i’m struggling to read it but i can see first so obvs  do you agree   ,2020-11-05 18:08:37+00:00
25581,25581,25581,25581,129895,neighbour firework,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.0282647398218565,False,Watching neighbours fireworks 💖,watching neighbours fireworks ,2020-11-05 18:21:23+00:00
25582,25582,25582,25582,14214,thank shaw seacole session conference input mary sorry everyone sorry project,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.1484198540491528,False,Thank you Pam Shaw for supporting the Mary Seacole session for #CPHVA2020 conference. Your input was just what Mary would have ordered. sorry it was late everyone and sorry you couldn’t stay Alis they would have loved to hear about your project. @consideredview @SallyPezaro,thank you pam shaw for supporting the mary seacole session for  conference your input was just what mary would have ordered sorry it was late everyone and sorry you couldn’t stay alis they would have loved to hear about your project  ,2020-11-05 18:23:47+00:00
25583,25583,25583,25583,31044,nevada tranche vote tomorrow vote tuesday direction,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Looking good Nevada, have to wait for next tranche of votes until tomorrow and postal votes accepted up to next Tuesday, but going in the right direction 👍#BidenForPresident2020 https://t.co/W92l30viTN",looking good nevada have to wait for next tranche of votes until tomorrow and postal votes accepted up to next tuesday but going in the right direction  ,2020-11-05 18:25:19+00:00
25584,25584,25584,25584,77873,decision antigen test guideline,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Are men making informed decisions according to the #prostate-specific antigen test guidelines? @AmJMensHealth #healthcare https://t.co/TZvu5n1rxj,are men making informed decisions according to the specific antigen test guidelines   ,2020-11-05 18:30:20+00:00
25585,25585,25585,25585,29705,country history specie medicare system humanity citizen congratulation folk champion,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"“In the richest country in the history of our species... not to advance forward to adopt a Medicare for all system is to deny, I think, the common humanity of our fellow citizens.” -@RepRaskin Congratulations to the good folks of #MD08 on reelecting a #MedicareForAll champion! https://t.co/gbbLByhQvf",in the richest country in the history of our species not to advance forward to adopt a medicare for all system is to deny i think the common humanity of our fellow citizens  congratulations to the good folks of  on reelecting a  champion ,2020-11-05 18:39:39+00:00
25586,25586,25586,25586,109281,devon,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.8791704667033848,False,@NorthwayRuth @NickiSparling1 @nickisnpdx @kwelsh1 @NickiSparling1 I usually sleep through Devon! 😂😂😂 https://t.co/BuwlzHaUk9,     i usually sleep through devon  ,2020-11-05 18:40:42+00:00
25587,25587,25587,25587,66362,play something country brook dunn accent amount enthusiasm sorry gonna hear,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,If you don’t sing Play Something Country by Brooks Dunn in your hickest accent with the greatest amount of enthusiasm you can muster.. I’m sorry I’m gonna have to have you sing it again because I didn’t hear you,if you don’t sing play something country by brooks dunn in your hickest accent with the greatest amount of enthusiasm you can muster i’m sorry i’m gonna have to have you sing it again because i didn’t hear you,2020-11-05 18:57:49+00:00
25588,25588,25588,25588,66361,baton rouge,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,This also applies to Garth’s Callin Baton Rouge,this also applies to garth’s callin baton rouge,2020-11-05 19:05:50+00:00
