,Unnamed: 0,Unnamed: 0.1.1,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,clean_text,created_at,label,sentiment_index,sentiment
10854,10854,10854,shift coworkers secretary staff,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0047974806432066,False,"I will be clapping as I leave my shift for all my amazing co-workers on icu, my mum a medical secretary and all our other fantastic nhs staff ❤️@Medway_NHS_FT https://t.co/L3s9cH06Ek",i will be clapping as i leave my shift for all my amazing coworkers on icu my mum a medical secretary and all our other fantastic nhs staff  ,2020-03-26 14:27:15+00:00,None,1,Positive
10855,10855,10855,thank,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.465837213976086,True,@GaryLineker Thank you Gary ❤️, thank you gary ,2020-03-26 14:34:38+00:00,None,1,Positive
10856,10856,10856,afternoon lockdown bonnie scotland paradise hope,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5406682726151851,False,Good Afternoon on Day 3 of Lockdown in Bonnie Scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿💙💙💙On a rainy ☔️☔️☔️☔️day! Just Another Day in Paradise! Hope you are all safe and well ! Praying that we will get through this all of us https://t.co/ZYfjCuxb49,good afternoon on day of lockdown in bonnie scotland on a rainy day just another day in paradise hope you are all safe and well  praying that we will get through this all of us ,2020-03-26 15:37:51+00:00,None,1,Positive
10857,10857,10857,birthday nurse dedication time sent,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,0.1032243822906474,False,@ElleElleAre Happy Birthday to you 🎂🎂🎂🎂Hope you can try and enjoy a bit of your day! As a retired nurse myself I thank you for your dedication at this very difficult time ! You are an angel sent from heaven😷😷 https://t.co/lIpLpotDB6, happy birthday to you hope you can try and enjoy a bit of your day as a retired nurse myself i thank you for your dedication at this very difficult time  you are an angel sent from heaven ,2020-03-26 15:41:07+00:00,Work,1,Positive
10858,10858,10858,crew fire line,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,She Was His Crew Boss — And His Mom — On The Fire Line https://t.co/pQgvXO5mCL,she was his crew boss  and his mom  on the fire line ,2020-03-26 16:10:17+00:00,None,0,None
10859,10859,10859,worker hospital nurse trash protection coronavirus,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.2290542541046535,False,Worker at NYC hospital where nurses wear trash bags as protection dies from coronavirus https://t.co/OAGoeCvNtz,worker at nyc hospital where nurses wear trash bags as protection dies from coronavirus ,2020-03-26 16:46:00+00:00,None,0,None
10860,10860,10860,community support gold food life school meal resident village food dinner apple crumble doorstep today,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Outstanding community support from @washingborough . A Gold Food for Life school, they are bringing nutritious, delicious meals to residents over 70 in their local villages when good food is needed more than ever. Roast dinner apple crumble landed on doorsteps today!💫💫 https://t.co/N5swv6G1ps",outstanding community support from   a gold food for life school they are bringing nutritious delicious meals to residents over in their local villages when good food is needed more than ever roast dinner apple crumble landed on doorsteps today ,2020-03-26 17:25:08+00:00,None,1,Positive
10861,10861,10861,evening join carers doctor nurse coronavirus support appreciation,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"This evening at 8pm join us to #clapforourcarers. For all the GPs, carers, doctors and nurses who continue to work so hard against the coronavirus, we will be showing our support and appreciation. 💙 #FFLGetTogethers https://t.co/k3AeFzWIUR",this evening at join us to  for all the gps carers doctors and nurses who continue to work so hard against the coronavirus we will be showing our support and appreciation   ,2020-03-26 18:00:18+00:00,None,1,Positive
10862,10862,10862,thank,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9602183969854838,True,@jane_brindley @CCCUNursing Thank you Jane ❤️,  thank you jane ,2020-03-26 18:12:25+00:00,None,1,Positive
10863,10863,10863,walk make,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.3238879652017776,False,@kathryn_hill6 @KatieRussellx I’ve saved my one walk a day for this. Make it worth it,  i’ve saved my one walk a day for this make it worth it,2020-03-26 18:40:01+00:00,None,0,None
10864,10864,10864,staff learn person patient,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,0.1435095032986887,False,"Storytelling Helps Hospital Staff Learn About The Person, Not Just The Patient https://t.co/EjFEcpT0LI",storytelling helps hospital staff learn about the person not just the patient ,2020-03-26 18:45:14+00:00,Life,1,Positive
10865,10865,10865,feel sorry family,4,4_thanks_follow_work_welcome,thanks - follow - work - welcome - wait - rest - glad - anything - dream - fire,1.0,True,@piersmorgan Horrendous feel sorry for her family😥, horrendous feel sorry for her family,2020-03-26 19:05:28+00:00,Life,2,Negative
10866,10866,10866,delivery unit staff tomorrow thank people premature baby time donate,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,We’ve ordered another big good delivery for the neonatal unit staff which will arrive tomorrow. If you can help to say ‘thank you’ to the people caring for sick premature babies at this difficult time please donate here: https://t.co/diN4kVCYn9 https://t.co/bbk4NDZhU3,we’ve ordered another big good delivery for the neonatal unit staff which will arrive tomorrow if you can help to say thank you to the people caring for sick premature babies at this difficult time please donate here  ,2020-03-26 19:40:35+00:00,None,1,Positive
10867,10867,10867,everyone clap,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7081696868285949,False,Hearing everyone clap for the NHS has made me so emotional 😢💙,hearing everyone clap for the nhs has made me so emotional ,2020-03-26 20:10:24+00:00,None,2,Negative
10868,10868,10868,video world neighbour kind word colleague,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7283438999946503,False,God luv em 💕it’s not the best video in the world but you can hear my neighbours doing #clapforourcarers and all had such kind words. So I joined them and clapped for my colleagues too. 💕💕 #BCUHB https://t.co/AbHXygCuMl,god luv em its not the best video in the world but you can hear my neighbours doing  and all had such kind words so i joined them and clapped for my colleagues too   ,2020-03-26 20:10:59+00:00,None,1,Positive
10869,10869,10869,care,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0750208463493891,False,@PustorinoGina @SonjaNi41294318 @TamiMa87574821 @Robin08139490 @AthanasiaTrian1 @odyssey158 @Pennyyo79 @IrishOutlanders @MakkOlga @barss_freddie @fee2360 @WrigleyGuinness @AngusAngels @auroretrav2014 @SamHeughan @caitrionambalfe @CostinaJ @nanfan15 @H50BabyG @DeborahHammon18 You too my lovely. Take care out there 💕💕,                    you too my lovely take care out there ,2020-03-26 20:11:48+00:00,None,1,Positive
10870,10870,10870,uncertainty fear doubt career,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.5930041847108171,False,"@CarmenAustin99 After all the uncertainty, fear and doubt recently, it’s made me remember that we have chosen the most amazing career ❤️", after all the uncertainty fear and doubt recently it’s made me remember that we have chosen the most amazing career ,2020-03-26 20:13:01+00:00,Life,2,Negative
10871,10871,10871,wait help,4,4_thanks_follow_work_welcome,thanks - follow - work - welcome - wait - rest - glad - anything - dream - fire,0.0230756421075562,False,@CarmenAustin99 Hobestly can’t wait to get back out there and help. We have so got this ✊🏻, hobestly can’t wait to get back out there and help we have so got this ,2020-03-26 20:15:20+00:00,Life,0,None
10872,10872,10872,street evening please,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Definitely a little emotional at hearing my street stand out and clap this evening. I’m so proud to be a nurse. Please keep supporting our NHS ❤️❤️ #nhsclappers #nhs #nurse,definitely a little emotional at hearing my street stand out and clap this evening i’m so proud to be a nurse please keep supporting our nhs    ,2020-03-26 20:15:42+00:00,None,1,Positive
10873,10873,10873,everyone balcony garden people people thank everyone healthcare moment,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.2619719816571975,False,Literally everyone out on their balconies and in their gardens just there. Wasn’t sure if people would show up-they did. People seem to be appreciating the NHS not taking it for granted anymore. Hope it lasts. Thank you to everyone working in healthcare at the moment (always!),literally everyone out on their balconies and in their gardens just there wasn’t sure if people would show upthey did people seem to be appreciating the nhs not taking it for granted anymore hope it lasts thank you to everyone working in healthcare at the moment always,2020-03-26 20:16:09+00:00,Life,1,Positive
10874,10874,10874,care today patient team domesticsadminhcasnurses doctor everyone,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.8310810435543065,False,#BCUHB #teamcentral #MHLD The care I have witnessed today for our patients showcased just how dedicated our team really is. The domestics/admin/HCA’s/nurses and doctors all have pulled together to keep everyone safe. So proud of them all💕💕💕💕 https://t.co/9I1QjuMGuy,   the care i have witnessed today for our patients showcased just how dedicated our team really is the domesticsadminhcasnurses and doctors all have pulled together to keep everyone safe so proud of them all ,2020-03-26 20:17:24+00:00,None,1,Positive
10875,10875,10875,whoaaah mess video sent friend baby outside,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Whoaaah im a mess @kmfm that was emotional to say least an all the video I got sent of my best friends babies clapping outside has broken me! Thank you is all I can say! #ClapForCarers,whoaaah im a mess  that was emotional to say least an all the video i got sent of my best friends babies clapping outside has broken me thank you is all i can say ,2020-03-26 20:18:42+00:00,None,1,Positive
10876,10876,10876,everything,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.412715320609841,True,@rheaa_jay Hope you’re having a good day despite everything. I am so proud of you and we will 100% make up for it when this is all over ❤️, hope you’re having a good day despite everything i am so proud of you and we will make up for it when this is all over ,2020-03-26 20:19:47+00:00,None,1,Positive
10877,10877,10877,tonight,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,True,Are you following tonights #CovidSupportForNurses Tweetchat ? here is Q2 https://t.co/iMmLovp2ca,are you following tonights  tweetchat  here is q ,2020-03-26 20:33:23+00:00,None,0,None
10878,10878,10878,kath people effort,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@martinson5760 @Solelace84 And me Kath, was so nice though, lovely to see more people made an effort than I thought ever would ❤️",  and me kath was so nice though lovely to see more people made an effort than i thought ever would ,2020-03-26 20:36:05+00:00,None,1,Positive
10879,10879,10879,support firework moment community solidarity isolation spirit,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Was so touched by the support shown to us - lots of fireworks went off after this too. My eyes did leak a little bit. Thank you so much #ClapForCarers A moment of community and solidarity during isolation has done so much to lift everyone’s spirit. #humanityatitsbest https://t.co/6SPTetV8ps,was so touched by the support shown to us  lots of fireworks went off after this too my eyes did leak a little bit thank you so much  a moment of community and solidarity during isolation has done so much to lift everyone’s spirit  ,2020-03-26 20:38:17+00:00,None,1,Positive
10880,10880,10880,heart part thank work patient london blue,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.4076708795046628,False,"WOW my heart is so so full and my eyes are watery, so proud right now to be part of the #NHS, thank you Britain we can do this💪🏻👩🏼‍⚕️🇬🇧 #clapforourcarers made all the more special that I was at work with my patients watching the london eye turn blue for US!!!💙💙",wow my heart is so so full and my eyes are watery so proud right now to be part of the  thank you britain we can do this  made all the more special that i was at work with my patients watching the london eye turn blue for us,2020-03-26 20:39:00+00:00,None,1,Positive
10881,10881,10881,stay,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@PUNCjaykingRN 💕💕 stay safe,  stay safe,2020-03-26 20:50:04+00:00,None,1,Positive
10882,10882,10882,thank,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,True,@_fab_ab Thank you my darling!!💜💜💜, thank you my darling,2020-03-26 20:50:31+00:00,None,1,Positive
10883,10883,10883,thank,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.8706235669956166,True,@HBeats4JessieJ Thank you 😚, thank you ,2020-03-26 20:52:01+00:00,None,1,Positive
10884,10884,10884,staff everyone university hospital foundation trust worker thank,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0137970230210226,False,"A big 👏🏻 for the nnu staff, for everyone at St George's University Hospitals NHS Foundation Trust @StGeorgesTrust and for all NHS workers across the UK. Thank you all 🙏🏼#ClapForCarers #clapforNHS #tooting",a big  for the nnu staff for everyone at st george's university hospitals nhs foundation trust  and for all nhs workers across the uk thank you all   ,2020-03-26 20:55:12+00:00,None,1,Positive
10885,10885,10885,heart fact london view work,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"my heart!!!!! (and the fact that the central London view is the one I had at work, amazing!!!)🥰🥰😭💙💙 https://t.co/BAS7V0SIIy",my heart and the fact that the central london view is the one i had at work amazing ,2020-03-26 20:56:22+00:00,None,1,Positive
10886,10886,10886,tonight question,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.992522744659709,True,Tonights question 4 #CovidSupportForNurses https://t.co/BypEcIOMFS,tonights question  ,2020-03-26 21:04:29+00:00,Life,0,None
10887,10887,10887,work anything,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@berbar66 Unfortunately I was at work so I didn't hear anything!!... I am reading lots though 😊, unfortunately i was at work so i didn't hear anything i am reading lots though ,2020-03-26 21:05:59+00:00,None,2,Negative
10888,10888,10888,power staff staff worrying carrier patient family harm,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@WeNurses #CovidSupportForNurses I think the higher powers need to sort out the testing for all NHS staff. So many staff clinical and non clinical worrying they are silent carriers, risking patients and then their own families. How can we be sure we are first doing no harm without this?",  i think the higher powers need to sort out the testing for all nhs staff so many staff clinical and non clinical worrying they are silent carriers risking patients and then their own families how can we be sure we are first doing no harm without this,2020-03-26 21:14:16+00:00,None,2,Negative
10889,10889,10889,thank,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.3258742580562605,True,"@BestCouple2009 Thank you 💙 so so lovely how we can still all pull together, very heartwarming!!!", thank you  so so lovely how we can still all pull together very heartwarming,2020-03-26 21:18:21+00:00,None,1,Positive
10890,10890,10890,facebook wish,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@berbar66 @Sharonmuskebear Yes i have seen lots on here and on Facebook... I wish i had heard it all... 👏💜,  yes i have seen lots on here and on facebook i wish i had heard it all ,2020-03-26 21:20:17+00:00,None,0,None
10891,10891,10891,work colleague,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"I'm really sad I missed all the clapping, being at work..... Even through I probably would have blubbed anyway!! To all my colleagues in the NHS 👏👏👏👏👏👏👏👏👏👏👏👏💜💜💜💜💜 Your all my #NHSCovidHeroes @ALBSFC1981 @C1era https://t.co/a1YxMBSoeD",i'm really sad i missed all the clapping being at work even through i probably would have blubbed anyway to all my colleagues in the nhs  your all my    ,2020-03-26 21:21:54+00:00,None,2,Negative
10892,10892,10892,club thank,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9874905931454964,False,I love my club. Thank you ❤️ https://t.co/7foH3RP3MI,i love my club thank you  ,2020-03-26 21:26:19+00:00,None,1,Positive
10893,10893,10893,limelight tonight risk retweet,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9782824038575936,False,I want to shine some of the limelight we #NHS are gratefully receiving tonight #emergencyservices #deliverydrivers #armedforces #foodretailerworkers #pharmacists #carehomecarers #socialservices #councilservices who are also just as at risk whilst #keepingtheukgoing pls retweet https://t.co/KtrP8ch7yQ,i want to shine some of the limelight we  are gratefully receiving tonight         who are also just as at risk whilst  pls retweet ,2020-03-26 22:12:08+00:00,None,0,None
10894,10894,10894,thank mean,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.06985774431104,True,@WiggzLFC Thank you mate means lot, thank you mate means lot,2020-03-26 22:22:57+00:00,Life,1,Positive
10895,10895,10895,whirl chill time girl,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,1.0,False,@Twinny_Connie @TanyaMiah91 Might give it a whirl. Could do with some chill time. Stay safe girl! X,  might give it a whirl could do with some chill time stay safe girl x,2020-03-26 23:14:14+00:00,Life,1,Positive
10896,10896,10896,family crisis belt,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,1.0,False,@BPDFFS Me too Sue although realistically even if they want to it may take a while. All the much needed propping up of families not able to earn during this crises is not coming from thin air. There will be tightening of belts for ask for a while still 😞😞, me too sue although realistically even if they want to it may take a while all the much needed propping up of families not able to earn during this crises is not coming from thin air there will be tightening of belts for ask for a while still ,2020-03-26 23:19:22+00:00,Life,0,None
10897,10897,10897,birthday,4,4_thanks_follow_work_welcome,thanks - follow - work - welcome - wait - rest - glad - anything - dream - fire,1.0,True,@katiekins76 Happy Birthday Katie😊, happy birthday katie,2020-03-27 01:17:33+00:00,Life,1,Positive
10898,10898,10898,thanks everything thanks colleague,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@sophieraworth Thanks for everything - a big thanks to your colleagues too, thanks for everything  a big thanks to your colleagues too,2020-03-27 09:10:53+00:00,None,1,Positive
10899,10899,10899,breathing,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9496766298385304,False,@DrNLK0 I automatically added the ‘huh huh huh’ breathing in there as I read/sang it!, i automatically added the huh huh huh breathing in there as i readsang it,2020-03-27 09:12:22+00:00,None,0,None
10900,10900,10900,lorraine,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,1.0,False,@SoccerAM Lorraine kelly, lorraine kelly,2020-03-27 09:28:36+00:00,Life,0,None
10901,10901,10901,resource practice,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Another resource to help support practice. https://t.co/gSwUltb1Yi,another resource to help support practice ,2020-03-27 10:21:20+00:00,None,1,Positive
10902,10902,10902,side deployment growth nurse iraq,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,A Positive Side of Deployment: Vicarious Posttraumatic Growth in U.S. Military Nurses Who Served in the Iraq and Afghanistan Wars https://t.co/pq0xg1Oij5,a positive side of deployment vicarious posttraumatic growth in us military nurses who served in the iraq and afghanistan wars ,2020-03-27 10:24:24+00:00,None,0,None
10903,10903,10903,example contact service,3,3_congratulation_luck_award_jenny,congratulation - luck - award - jenny - achievement - team - winner - congrats - hero - football,0.8332191705023482,False,@SouthendSN @SouthendBC Good to see encouragement and examples of non contact services,  good to see encouragement and examples of non contact services,2020-03-27 10:25:15+00:00,Life,1,Positive
10904,10904,10904,response night look everybody stay home,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5893057479007818,False,Great response last night to #clapforNHS #clapforourcarers #clapfornurses we all appreciate what you are doing to keep us safe and well. Please all look after yourselves. Everybody else - stay at home.,great response last night to    we all appreciate what you are doing to keep us safe and well please all look after yourselves everybody else  stay at home,2020-03-27 10:30:41+00:00,None,1,Positive
10905,10905,10905,friend heart mess,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.514274759557214,False,@Medway_NHS_FT Here are my best friends boys clapping for the nhs 7 and 4 love their little hearts. Was a mess when I got this! 💙 https://t.co/fN4O5HoVIM, here are my best friends boys clapping for the nhs and love their little hearts was a mess when i got this  ,2020-03-27 11:28:28+00:00,None,1,Positive
10906,10906,10906,staff delivery food thanks cash donation justgiving page order delivery food staff shift home,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,0.686117087161882,False,Happy smiling neonatal staff with their latest delivery of fresh food. Thanks to your cash donations to our @FirstTouchNNU Justgiving page we can order deliveries of food for busy staff to eat on shift and to take home for later. #thankyounhs #charity #tooting #neonatal https://t.co/sitxMSyowq,happy smiling neonatal staff with their latest delivery of fresh food thanks to your cash donations to our  justgiving page we can order deliveries of food for busy staff to eat on shift and to take home for later     ,2020-03-27 11:39:23+00:00,Work,1,Positive
10907,10907,10907,erratum,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Erratum https://t.co/UjJbYrMHtm,erratum ,2020-03-27 11:43:17+00:00,None,0,None
10908,10908,10908,news morning funding food voucher school caterer meal voucher step direction,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Positive news this morning - funding has increased for food vouchers. We are supporting schools and caterers to provide hot, nutritious meals over vouchers, where possible, yet this remains a positive step in the right direction: https://t.co/DgHXEl9VcT #FreeSchoolMeals https://t.co/oLXcBQXO8e",positive news this morning  funding has increased for food vouchers we are supporting schools and caterers to provide hot nutritious meals over vouchers where possible yet this remains a positive step in the right direction   ,2020-03-27 12:40:06+00:00,None,1,Positive
10909,10909,10909,loni channel,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@LoniheartsOL @SamHeughan Where can you watch this Loni I have American tv channels so I can stream it ? And catch up too,  where can you watch this loni i have american tv channels so i can stream it  and catch up too,2020-03-27 12:40:34+00:00,None,0,None
10910,10910,10910,lesson patient life,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Lessons learned from sitting with patients during their last days of life https://t.co/WEybUWoYoc,lessons learned from sitting with patients during their last days of life ,2020-03-27 12:45:13+00:00,None,0,None
10911,10911,10911,session,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5485524371905439,False,Discovered #lesmills app is free atm. Great find. 30 min session then 5 mins of skipping (515). https://t.co/k42FHUDPfe,discovered  app is free atm great find min session then mins of skipping  ,2020-03-27 12:53:19+00:00,None,1,Positive
