,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,clean_text,created_at
13718,13718,13718,13718,106020,research bond people sense community,3,3_congratulation_luck_award_jenny,congratulation - luck - award - jenny - achievement - team - winner - congrats - hero - football,0.8740971923064577,False,"Despite not being able to get together physically right now, YouGov research shows that social bonds are stronger than before, with 40% of people feeling a stronger sense of local community. Find out how #FFLGetTogethers can help you stay connected https://t.co/dN7wJv852I https://t.co/PvDT5oXGvd",despite not being able to get together physically right now yougov research shows that social bonds are stronger than before with of people feeling a stronger sense of local community find out how  can help you stay connected  ,2020-05-11 10:01:09+00:00
13719,13719,13719,13719,10455,need sense,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,False,@ProfKarolSikora Some need to start using common sense., some need to start using common sense,2020-05-11 10:01:43+00:00
13720,13720,13720,13720,86000,leader,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@_PSalad @THEGR8NATH She’s amazing. I just love her. What a leader 👏🏻,  she’s amazing i just love her what a leader ,2020-05-11 12:07:21+00:00
13721,13721,13721,13721,49003,nurse,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,0.0822132487140708,False,Why some nurses have quit during coronavirus pandemic https://t.co/Kvc6IYr6Wu,why some nurses have quit during coronavirus pandemic ,2020-05-11 12:50:09+00:00
13722,13722,13722,13722,78914,evolve practice,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.3195219230661397,False,How can professional #presentations evolve from ordinary to exceptional? Read the latest from @adces In Practice https://t.co/s4YHlEAbaD,how can professional  evolve from ordinary to exceptional read the latest from  in practice ,2020-05-11 13:02:37+00:00
13723,13723,13723,13723,110654,tweet people government responsibility action,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.0655437503354302,False,@joannafranciss I love your tweets hahaha.. people are quick to blame the government but aren't taking responsibility over their own actions!, i love your tweets hahaha people are quick to blame the government but aren't taking responsibility over their own actions,2020-05-11 13:03:48+00:00
13724,13724,13724,13724,137171,tomorrow nurse student nurse selfie something share medium hashtags,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1693477407679572,False,Join us Tomorrow to unite and thank all nurses student nurses by sharing your Yellow Selfie 💛Find something yellow 💛Snap a pic 💛Share it across social media Don't forget the hashtags ⬇️⬇️⬇️⬇️⬇️⬇️ #IND2020 #YearOfTheNurseAndMidwife https://t.co/wsv8fI5qCy,join us tomorrow to unite and thank all nurses student nurses by sharing your yellow selfie find something yellow snap a pic share it across social media don't forget the hashtags    ,2020-05-11 13:32:00+00:00
13725,13725,13725,13725,41500,family cheetos choice number reason,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.075503858023293,False,Just eaten a whole family sized bag of Flaming Hot Cheetos and now I need to re-evaluate my choices for a number of reasons.,just eaten a whole family sized bag of flaming hot cheetos and now i need to reevaluate my choices for a number of reasons,2020-05-11 13:59:46+00:00
13726,13726,13726,13726,78913,issue call paper,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.06155175196226,False,#COVID-19 Special Issue Call for Papers on how to prioritise essential #healthservices during @COVID-19 from @IntJCareCoord @BertVrijhoef https://t.co/BOHAJD6Y4E, special issue call for papers on how to prioritise essential  during  from   ,2020-05-11 14:30:36+00:00
13727,13727,13727,13727,106019,food significance everyone time membership food life programme school england wale charge july,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7214987260717907,False,"Good food has taken on new significance for everyone in these uncertain times. That’s why we’re making membership of the Food for Life programme available to all schools in England and Wales, free of charge, until the end of July 👉 https://t.co/smTpufqFh1 https://t.co/xDwFTW2HAh",good food has taken on new significance for everyone in these uncertain times that’s why we’re making membership of the food for life programme available to all schools in england and wales free of charge until the end of july   ,2020-05-11 14:30:44+00:00
13728,13728,13728,13728,66453,yeah zack,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1822189435434921,False,@ZLMaynard Yeah but I wanna be a HUMAN mom with a little Zack running around to also aggravate me, yeah but i wanna be a human mom with a little zack running around to also aggravate me,2020-05-11 15:09:10+00:00
13729,13729,13729,13729,66452,seat time,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@paytonmullins17 GET IT 💪🏼💪🏼 also pick yourself up this seat from Walmart next time you go. https://t.co/4oMrywixjE, get it  also pick yourself up this seat from walmart next time you go ,2020-05-11 15:11:21+00:00
13730,13730,13730,13730,78912,collection substance abuse research treatment,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Explore published special collections from Substance Abuse: Research and Treatment @substance_abuse #substanceabuse https://t.co/jWyQHvUjbr,explore published special collections from substance abuse research and treatment   ,2020-05-11 15:30:43+00:00
13731,13731,13731,13731,106018,school summer holiday approach family food uncertainty coronavirus crisis letter school meal provision holiday,4,4_thanks_follow_work_welcome,thanks - follow - work - welcome - wait - rest - glad - anything - dream - fire,1.0,False,"As the school summer holidays approach, families face food uncertainty, particularly during the coronavirus crisis. That's why we've co-signed a letter to @educationgovuk calling for free school meal provision throughout the holidays. Read more here: https://t.co/pfQ57OXduF",as the school summer holidays approach families face food uncertainty particularly during the coronavirus crisis that's why we've cosigned a letter to  calling for free school meal provision throughout the holidays read more here ,2020-05-11 16:30:44+00:00
13732,13732,13732,13732,89607,hell difference park today today time wednesday,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5766707166279924,False,"Also, what the hell is the difference between sitting in the park today or on Wednesday? Why can I run only once today, but 5 times on Wednesday? They just get more ridiculous.",also what the hell is the difference between sitting in the park today or on wednesday why can i run only once today but times on wednesday they just get more ridiculous,2020-05-11 16:32:08+00:00
13733,13733,13733,13733,41499,group risk company week week,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.6295708986434895,False,"Not in shielded group, recognised as high risk by my company. Told I was to take 10 weeks at CSP and two weeks holiday pay.",not in shielded group recognised as high risk by my company told i was to take weeks at csp and two weeks holiday pay,2020-05-11 17:25:16+00:00
13734,13734,13734,13734,41498,guess wait anyone touch,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5111324073917728,False,I guess I’ll just wait and see if anyone gets in touch with me.,i guess i’ll just wait and see if anyone gets in touch with me,2020-05-11 17:25:45+00:00
13735,13735,13735,13735,78911,journal experience article work read article today,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1557407440389811,False,Journal of Patient Experience has a newly published article on how #COIVD-19 has impacted clinical work. Read this article today! #openaccess https://t.co/Kv9c22irDE,journal of patient experience has a newly published article on how  has impacted clinical work read this article today  ,2020-05-11 17:30:36+00:00
13736,13736,13736,13736,41497,people place call hour weekend,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7933424249458276,False,@VickyBurrows Normally Aiden would have them but because they’ve laid people off at his place he’s only one of three there and they’re having to rotate being on call 24 hours including weekends, normally aiden would have them but because they’ve laid people off at his place he’s only one of three there and they’re having to rotate being on call hours including weekends,2020-05-11 17:32:13+00:00
13737,13737,13737,13737,121597,wale goodness,7,7_time_girl_something_article,time - girl - something - article - kind - folk - reading - copy - round - lmao,1.0,False,@barss_freddie In wales too thank goodness 😂, in wales too thank goodness ,2020-05-11 17:51:46+00:00
13738,13738,13738,13738,66451,chill bump,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.6368092560802732,False,@paytonmullins17 This gave me chill bumps, this gave me chill bumps,2020-05-11 18:07:06+00:00
13739,13739,13739,13739,89606,garden centre,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.195383837699974,False,At least they’ve stopped harping on about garden centres.,at least they’ve stopped harping on about garden centres,2020-05-11 18:10:54+00:00
13740,13740,13740,13740,89605,park everyone,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0266995805950666,False,Where is this park that everyone is talking about?,where is this park that everyone is talking about,2020-05-11 18:25:28+00:00
13741,13741,13741,13741,49002,evidence,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@TechNurseJon @FinsOrDie No evidence, it never happened... https://t.co/y6FXbrbNpb",  no evidence it never happened ,2020-05-11 18:29:38+00:00
13742,13742,13742,13742,49001,organization deed plan marketing righty people customer volume,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5877659117380016,False,@ModerateFERN @TechNurseJon I call BS when an organization must broadcast their “good deeds”. It’s plan marketing. Actually do righty and your internal people and external customers will speak volumes.,  i call bs when an organization must broadcast their good deeds it’s plan marketing actually do righty and your internal people and external customers will speak volumes,2020-05-11 18:35:07+00:00
13743,13743,13743,13743,22954,friend time book hand book time thanks,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"My closest friends know I am a long time #bibliophile. I love to read. Additionally, I collect books. I have been trying to get my hands on this book for quite some time. Thanks @Easton_Press! https://t.co/PT2mZ00CBk",my closest friends know i am a long time  i love to read additionally i collect books i have been trying to get my hands on this book for quite some time thanks  ,2020-05-11 18:40:11+00:00
13744,13744,13744,13744,48999,department labor video consejos,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,False,Department of Labor video: Consejos #COVID19: Evita Estafas https://t.co/BUP8S9aFy5,department of labor video consejos  evita estafas ,2020-05-11 18:48:20+00:00
13745,13745,13745,13745,49000,department labor video ponerse quitarse mascara,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Department of Labor video: Ponerse y Quitarse una Mascara https://t.co/CiG1Cdc9or,department of labor video ponerse y quitarse una mascara ,2020-05-11 18:48:20+00:00
13746,13746,13746,13746,48998,prestige ameritech million mask texas government washington post,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.3521345261693266,False,Prestige Ameritech offered to make millions of N95 masks in Texas. The government turned him down.. - The Washington Post https://t.co/hYENgxUwde,prestige ameritech offered to make millions of n masks in texas the government turned him down  the washington post ,2020-05-11 19:00:38+00:00
13747,13747,13747,13747,78910,iodine therapy help patient metastasis,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,How does radioactive iodine therapy help in patients with thyroid #carcinoma with distant metastases? @CancerControl_ #thyroidcancer https://t.co/412FQMJCzF,how does radioactive iodine therapy help in patients with thyroid  with distant metastases   ,2020-05-11 19:02:05+00:00
13748,13748,13748,13748,89604,question public friend family park park park someone,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7767986470352516,False,"My favourite question from the public: ‘Can we see friends and family at the park, what if they are there when we arrive at the park? Should we leave?’ So now, if we get to this park, we have to leave if there is someone there we know?",my favourite question from the public can we see friends and family at the park what if they are there when we arrive at the park should we leave so now if we get to this park we have to leave if there is someone there we know,2020-05-11 19:10:17+00:00
13749,13749,13749,13749,89603,family cleaner right,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"And if you want to see family, just become a cleaner? Is that right?",and if you want to see family just become a cleaner is that right,2020-05-11 19:11:26+00:00
13750,13750,13750,13750,95571,calculator test morning,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,When you forget you have a non calculator maths test in the morning because you have foolishly decide to go back to uni... 🙄🤔🤨🤯😰,when you forget you have a non calculator maths test in the morning because you have foolishly decide to go back to uni ,2020-05-11 19:25:07+00:00
13751,13751,13751,13751,121596,laughing,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Am crying laughing here 😂😂😂 https://t.co/MHqB45v1Rr,am crying laughing here  ,2020-05-11 19:25:27+00:00
13752,13752,13752,13752,89602,everyone sense everybody,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"@gos75 I think, if everyone had common sense, we could just use that. Sadly, not everybody does.", i think if everyone had common sense we could just use that sadly not everybody does,2020-05-11 19:26:20+00:00
13753,13753,13753,13753,102899,outlander season scene trailer,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1641922033821758,False,OUTLANDER Season 5 'Behind The Scenes Of The Finale' Trailer (NEW 2020) ... https://t.co/9wWKedQIjl via @YouTube,outlander season behind the scenes of the finale trailer new   via ,2020-05-11 19:37:58+00:00
13754,13754,13754,13754,95570,school calculator favourite subject,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1811070619485683,False,@berbar66 I was always taught at school with one and then in about 2000 they introduced the non calculator one. It's not my favourite subject, i was always taught at school with one and then in about they introduced the non calculator one it's not my favourite subject,2020-05-11 20:09:11+00:00
13755,13755,13755,13755,130303,sorry loss actor king queen character news today thinking family,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1996789784209218,False,@RedHourBen Sorry for your loss. Your dad was a great actor. Loved him in king of queens. One of my favourite characters. Was sad to hear the news today. Thinking of you and your family 💖💖, sorry for your loss your dad was a great actor loved him in king of queens one of my favourite characters was sad to hear the news today thinking of you and your family ,2020-05-11 20:26:51+00:00
13756,13756,13756,13756,90533,thank night matt,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0172828264188114,True,@RealMattLucas Thank you and good night Matt💙, thank you and good night matt,2020-05-11 20:52:53+00:00
13757,13757,13757,13757,43251,katie psychopath shoulda teeth weirdo,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,1.0,False,Katie KNOWS how much I hate my toes being touched and she just BIT MY BIG TOE what a fucking psychopath shoulda booted her teeth out the weirdo,katie knows how much i hate my toes being touched and she just bit my big toe what a fucking psychopath shoulda booted her teeth out the weirdo,2020-05-11 21:02:25+00:00
13758,13758,13758,13758,121595,marsali,4,4_thanks_follow_work_welcome,thanks - follow - work - welcome - wait - rest - glad - anything - dream - fire,0.660237781548437,False,@LaughOutLander @LlaurenLyle @Outlander_STARZ 😂😂😂 Sorry Marsali there can be only one!! #murtagh https://t.co/7uP07eKocE,    sorry marsali there can be only one  ,2020-05-11 22:21:47+00:00
13759,13759,13759,13759,78909,browse article journal disease,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,False,Browse articles from American Journal of Alzheimer's Disease Other Dementias! #dementia #Alzheimers https://t.co/A1UtxDro0i,browse articles from american journal of alzheimer's disease other dementias   ,2020-05-11 22:30:26+00:00
13760,13760,13760,13760,34739,people person lack space,7,7_time_girl_something_article,time - girl - something - article - kind - folk - reading - copy - round - lmao,0.1262766785175834,False,"honestly lockdown has shown me how antisocial I can be 😂 even though I LOVE being sociable and am defo a people person (the lack of hugs is AWFUL), I’m also a gal who likes her own space lol 🤓🤷🏼‍♀️",honestly lockdown has shown me how antisocial i can be  even though i love being sociable and am defo a people person the lack of hugs is awful i’m also a gal who likes her own space lol ,2020-05-11 22:42:19+00:00
13761,13761,13761,13761,31671,course,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1335881177667339,False,@ZahraMedia @PietaHouse Of course 👍,  of course ,2020-05-11 22:54:44+00:00
13762,13762,13762,13762,22953,study coffee arrhythmia risk,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9005490498780155,False,Study: Drinking coffee doesn't increase arrhythmia risk https://t.co/hSKWB8U1Sq 🤔,study drinking coffee doesn't increase arrhythmia risk  ,2020-05-11 23:35:40+00:00
13763,13763,13763,13763,22952,whiskey,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,True,@MenInNursing @NP_Travis @AAMN_Nursing @SeanPDent @ICUStat Whiskey,     whiskey,2020-05-12 00:58:04+00:00
13764,13764,13764,13764,22951,choice,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,1.0,False,@MenInNursing @NP_Travis @AAMN_Nursing @SeanPDent @ICUStat My personal choice is @USMacallan #Scotch with a nice @Davidoff_Cigars 😁 https://t.co/FlCUy9DWne,     my personal choice is   with a nice   ,2020-05-12 01:22:35+00:00
13765,13765,13765,13765,48997,seminole business owner coronavirus mask order people right others,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"Seminole business owner sues county over coronavirus mask order https://t.co/5ri0JXaF2W People have the right to infect others, duh... Seriously though, this is plain stupid.",seminole business owner sues county over coronavirus mask order  people have the right to infect others duh seriously though this is plain stupid,2020-05-12 02:11:46+00:00
13766,13766,13766,13766,48996,opinion,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,1.0,False,@starwarsevan @jedimulaney Your just saying that because he’s your son. Biased in my opinion... he is pretty awesome though.,  your just saying that because he’s your son biased in my opinion he is pretty awesome though,2020-05-12 02:19:48+00:00
13767,13767,13767,13767,48995,everything turn,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@asthehosptuRNs Well you know... everything was gonna turn out great... https://t.co/kr2FhS67rQ, well you know everything was gonna turn out great ,2020-05-12 02:24:34+00:00
13768,13768,13768,13768,48994,healthcare industry nursing shortage,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.8718990689494783,False,@DonnaCardilloRN I just hope the healthcare industry treats them right or we will continue to have nursing shortages due to burnout., i just hope the healthcare industry treats them right or we will continue to have nursing shortages due to burnout,2020-05-12 02:30:58+00:00
13769,13769,13769,13769,48993,whiskey year membership,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@NP_Travis @MenInNursing Whiskey and a year membership to @AAMN_Nursing https://t.co/ZO7CSkSjbG,  whiskey and a year membership to  ,2020-05-12 02:34:26+00:00
13770,13770,13770,13770,22950,heat,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.2246457109977545,False,@AMednurse @NP_Travis @MenInNursing @AAMN_Nursing NOW you’re talking! I’m going to get some heat by not suggesting this I hope you know. 😅,    now you’re talking i’m going to get some heat by not suggesting this i hope you know ,2020-05-12 03:01:25+00:00
13771,13771,13771,13771,22949,whiskey,3,3_congratulation_luck_award_jenny,congratulation - luck - award - jenny - achievement - team - winner - congrats - hero - football,0.8576330077036767,True,@MenInNursing @j_thePA Whiskey,  whiskey,2020-05-12 04:21:57+00:00
13772,13772,13772,13772,121594,nursing family world,3,3_congratulation_luck_award_jenny,congratulation - luck - award - jenny - achievement - team - winner - congrats - hero - football,0.0529859026428652,False,#InternationalNursesDay2020 To all my nursing family around the world #sendinglotsoflove You are amazing! Keep doing what you do. Keep being you💕💕💕💕💕💕💕 https://t.co/vzKTVCXpqr, to all my nursing family around the world  you are amazing keep doing what you do keep being you ,2020-05-12 06:51:35+00:00
13773,13773,13773,13773,13404,thank thank,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.3397194833981273,False,"@samcarlisle Thank you for sharing this Sam. Thank you Rory, rest well Karina", thank you for sharing this sam thank you rory rest well karina,2020-05-12 07:48:01+00:00
13774,13774,13774,13774,13403,gentleman,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@JennidomanDoman I am truly sorry. Remembering these gentlemen, i am truly sorry remembering these gentlemen,2020-05-12 07:53:57+00:00
13775,13775,13775,13775,13402,rest peace gentleman,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@StGeorgesTrust @mitie Rest in peace gentlemen. You will not be forgotten,  rest in peace gentlemen you will not be forgotten,2020-05-12 07:55:08+00:00
13776,13776,13776,13776,78908,effect mhealth program patient,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,What are the longitudinal effects of an #intergenerational mHealth program for older #Type2Diabetes patients in rural #Taiwan? @ADCESdiabetes https://t.co/8AcUv0zeq1,what are the longitudinal effects of an  mhealth program for older  patients in rural   ,2020-05-12 08:00:29+00:00
13777,13777,13777,13777,31670,recognition trailblazer soldier crimea born jamaica prejudice,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0337538358686776,False,Long overdue recognition of nursing trailblazer #MarySeacole who like #FlorenceNightingale cared for wounded soldiers in the Crimea - born in Jamaica she overcame significant prejudice to achieve all she did #herstory ⁦@seacolestatue⁩ #NursesDay https://t.co/AXvfsWfME8,long overdue recognition of nursing trailblazer  who like  cared for wounded soldiers in the crimea  born in jamaica she overcame significant prejudice to achieve all she did    ,2020-05-12 08:19:52+00:00
13778,13778,13778,13778,95569,thanks,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,True,@Sharonmuskebear Thanks.... Its not my best nore favourite subject 🙄🤔, thanks its not my best nore favourite subject ,2020-05-12 08:20:07+00:00
13779,13779,13779,13779,137170,nurse forget share selfie today school nurse school nurse,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.8027536456727116,False,Happy International Nurses Day – don’t forget to share your “Yellow Selfie” today. Let’s unite school nurses demonstrate how we are thinking of each other how proud we are to be school nurses #IND2020 #YearOfTheNurseAndMidwife https://t.co/gHkBcwEpfn,happy international nurses day  don’t forget to share your yellow selfie today let’s unite school nurses demonstrate how we are thinking of each other how proud we are to be school nurses   ,2020-05-12 08:37:00+00:00
