,Unnamed: 0,Unnamed: 0.1,id,created_at,edit_history_tweet_ids,text
1621,1621,1621,1.3612757311841526e+18,2021-02-15 11:26:40+00:00,['1361275731184152578'],@lewis_goodall £80k+ for doctors and that’s with one year fees paid by NHS and with a max maintenance grant. Broken system
1622,1622,1622,1.3610739141479137e+18,2021-02-14 22:04:43+00:00,['1361073914147913734'],@MRNOBODYFOX TOO good
1623,1623,1623,1.361072943292375e+18,2021-02-14 22:00:51+00:00,['1361072943292375040'],We’ve all been there https://t.co/85iKuMo4gw
1626,1626,1626,1.360701595391033e+18,2021-02-13 21:25:15+00:00,['1360701595391033347'],@SpaJw @olvrtckr @lukeakehurst Scary
1627,1627,1627,1.360699989371089e+18,2021-02-13 21:18:52+00:00,['1360699989371088896'],@SpaJw @olvrtckr @lukeakehurst Mad that you know what I’m thinking apparently !! Hint - you’re way off
1629,1629,1629,1.3606924051676652e+18,2021-02-13 20:48:44+00:00,['1360692405167665155'],@SpaJw @lukeakehurst Yawn. Clearly I want a Tory government because I’m a socialist etc etc
1630,1630,1630,1.3606902838439076e+18,2021-02-13 20:40:18+00:00,['1360690283843907595'],@lukeakehurst 😂😂 got to laugh at some of this Luke - I think we’re on a different NEC sometimes 😂
1634,1634,1634,1.3606438747257078e+18,2021-02-13 17:35:53+00:00,['1360643874725707786'],@EvidenceTeach @IndependentSage https://t.co/G41eMJ48c2
1635,1635,1635,1.3606437611817656e+18,2021-02-13 17:35:26+00:00,['1360643761181765637'],"@EvidenceTeach I completely agree and it must focus on driving down transmission. There are a few campaigns around https://t.co/1dBSiySTrh &amp;

https://t.co/YMF2sp80PB and keep up to date with @IndependentSage’s work &amp; weekly briefing"
1637,1637,1637,1.3605813343606129e+18,2021-02-13 13:27:23+00:00,['1360581334360612864'],"@wwaycorrigan Why would you need on and off lockdowns forever? See other countries with functioning test, trace &amp; isolate..."
1639,1639,1639,1.3605389723137802e+18,2021-02-13 10:39:03+00:00,['1360538972313780224'],@HackneyAbbott 👏🏼👏🏼👏🏼
1641,1641,1641,1.360349917957542e+18,2021-02-12 22:07:49+00:00,['1360349917957541896'],@ponyd216 That’s so sad! No idea at all!
1642,1642,1642,1.3603141670524232e+18,2021-02-12 19:45:45+00:00,['1360314167052423173'],"I will be on BBC Any Questions at 8pm discussing the COVID vaccine, how we get transmission under control by bringing Test&amp;Trace in-house and how we support workers who are most affected by this crisis &amp; more. Tune in 📻"
1644,1644,1644,1.3602286808915927e+18,2021-02-12 14:06:04+00:00,['1360228680891592704'],@marcusbarnett_ 💉💓🤝
1645,1645,1645,1.3599904289348076e+18,2021-02-11 22:19:20+00:00,['1359990428934807552'],@ajmalalami Oh my god
1650,1650,1650,1.3599476202701742e+18,2021-02-11 19:29:13+00:00,['1359947620270174212'],"The consultation will start tomorrow, working group first meeting in March and a final paper will be agreed by the NEC on the 27th May this year 😃"
1652,1652,1652,1.3599410727602995e+18,2021-02-11 19:03:12+00:00,['1359941072760299525'],Good NEC today and looking forward to working with NEC and student comrades to deliver this https://t.co/w7BL9njEGG
1653,1653,1653,1.359905902900437e+18,2021-02-11 16:43:27+00:00,['1359905902900436992'],@shnnnjzzrd Loooove
1656,1656,1656,1.3596413311660196e+18,2021-02-10 23:12:08+00:00,['1359641331166019587'],@cwuscott @farafone I’m so sorry mate. Stay strong
1669,1669,1669,1.357758608365224e+18,2021-02-05 18:30:52+00:00,['1357758608365223937'],@NicholasWest27 @UniteLondonEast @ellenlmorrison @unitetheunion Congrats mate!!! Xx
1672,1672,1672,1.3574209569150362e+18,2021-02-04 20:09:10+00:00,['1357420956915036160'],Working in psychiatry vibes 👇 https://t.co/hQkYZOxVpd
1674,1674,1674,1.355928443490361e+18,2021-01-31 17:18:27+00:00,['1355928443490361347'],@dan_o_1989 Congrats! Didn’t realise you were expecting again!! 👶
1684,1684,1684,1.3530388387305308e+18,2021-01-23 17:56:12+00:00,['1353038838730530818'],@IanLaveryMP 😂
1686,1686,1686,1.352346521396781e+18,2021-01-21 20:05:10+00:00,['1352346521396781064'],@Eli_Edwards ❤️❤️
1689,1689,1689,1.3507992231224975e+18,2021-01-17 13:36:46+00:00,['1350799223122497538'],@AnshBhatnagar_ Omg I’m so tired... it was two years ago! 😂 came up on my Facebook
1690,1690,1690,1.3507883642120438e+18,2021-01-17 12:53:37+00:00,['1350788364212043777'],Memories from a year ago! https://t.co/oQwUTMYgwD
1702,1702,1702,1.3494458151195894e+18,2021-01-13 19:58:48+00:00,['1349445815119589376'],Positive and productive @YoungLabourUK national committee meeting tonight. Well chaired @JessicaLBarnard &amp; congrats on Daisy &amp; Annie elected as our Secretary &amp; Vice Chair 🚩
1705,1705,1705,1.3494290139289436e+18,2021-01-13 18:52:02+00:00,['1349429013928943622'],@luke_elgar 👏🏼 🔥
1715,1715,1715,1.3476461774083973e+18,2021-01-08 20:47:41+00:00,['1347646177408397315'],💯 https://t.co/0OMD0SdnV2
1738,1738,1738,1.3468211214385766e+18,2021-01-06 14:09:12+00:00,['1346821121438576642'],@HowUpsetting So sorry for your loss
1739,1739,1739,1.346818724200903e+18,2021-01-06 13:59:41+00:00,['1346818724200902656'],@Clintonscott10 @19MW98 Awful
1740,1740,1740,1.3468186315780997e+18,2021-01-06 13:59:19+00:00,['1346818631578099712'],You can’t make it up 🤬 https://t.co/VP3bp3aQE9
1741,1741,1741,1.3468101054430044e+18,2021-01-06 13:25:26+00:00,['1346810105443004416'],Money down the drain to the government's mates in private companies for a fragmented system which had the opportunity to save lives. Never forget this
1742,1742,1742,1.346809368407384e+18,2021-01-06 13:22:30+00:00,['1346809368407384069'],"We've all accepted Serco Test and Trace is a joke right?

I remember getting a notification that I should switch off contact tracing in work in hospital - but I forgot..

I've never  got an alert after seeing hundreds of patients, many COVID +ve on NHS and community testing?!  🙃"
1744,1744,1744,1.346551410784166e+18,2021-01-05 20:17:28+00:00,['1346551410784165889'],"This is not radical, it’s not socialist and it’s not enough https://t.co/dUv1EL1nkh"
1747,1747,1747,1.3461768154889708e+18,2021-01-04 19:28:58+00:00,['1346176815488970754'],@NicholasJBurton Yes!
1751,1751,1751,1.3461359066762568e+18,2021-01-04 16:46:24+00:00,['1346135906676256769'],@kronstadt2kool I have my appointment booked in don’t worry! I worry about the later people though!
1752,1752,1752,1.3461026417519698e+18,2021-01-04 14:34:13+00:00,['1346102641751969794'],Mind***
1753,1753,1753,1.3461020483208602e+18,2021-01-04 14:31:52+00:00,['1346102048320860161'],@AmyJ_N4 💓💓
1754,1754,1754,1.346101943131898e+18,2021-01-04 14:31:27+00:00,['1346101943131897860'],The thought that so many of these elderly people who have been anxiously isolating for months being able to have some piece of mine and see a way out actually made me well up lol &amp; the nurse vaccinating me said the same
1755,1755,1755,1.34609988262135e+18,2021-01-04 14:23:16+00:00,['1346099882621349889'],Emotional seeing all the people getting vaccinated today... so grateful for all staff working so hard to get this rolled out &amp; the scientists who made this possible 👩🏼‍⚕️💉 https://t.co/O1Lfqb1b0I
1765,1765,1765,1.345034002491732e+18,2021-01-01 15:47:50+00:00,['1345034002491731968'],@chloelou_k 🥵🥵🥵🥵
1767,1767,1767,1.344817189170385e+18,2021-01-01 01:26:18+00:00,['1344817189170384897'],"@maxshanly Every year, comrade. Keep safe x"
1769,1769,1769,1.3448106819971525e+18,2021-01-01 01:00:26+00:00,['1344810681997152258'],@IanLaveryMP Happy new year Ian 🥰🎉
1771,1771,1771,1.3447925500586844e+18,2020-12-31 23:48:23+00:00,['1344792550058684416'],@JessicaLBarnard Happy new year angel ! Xx
1772,1772,1772,1.3447777436916367e+18,2020-12-31 22:49:33+00:00,['1344777743691636738'],@DawnHFoster Happy new year Dawn 💓
1774,1774,1774,1.344655988041937e+18,2020-12-31 14:45:44+00:00,['1344655988041936899'],@LuciaAlmazanSan So miss it!!! 😱
1775,1775,1775,1.344623500380799e+18,2020-12-31 12:36:39+00:00,['1344623500380798977'],@GulliverNeedham Place called Regla!
1776,1776,1776,1.3446229335374193e+18,2020-12-31 12:34:23+00:00,['1344622933537419267'],@GulliverNeedham Had to get a little ferry &amp; climb a big hill to get to it - worth it!
1777,1777,1777,1.3446227880998994e+18,2020-12-31 12:33:49+00:00,['1344622788099899393'],I suspect there’s going to be a lot more of these pictures in 2021 😷💉  #CloseSchoolsNOW https://t.co/0EUhpyIsH6
1778,1778,1778,1.3446211449184215e+18,2020-12-31 12:27:17+00:00,['1344621144918421506'],Spend the first few months of 2020 in Cuba and then it went downhill from there 🥺 https://t.co/Yd0K8FUpvG
1780,1780,1780,1.3445748391689134e+18,2020-12-31 09:23:17+00:00,['1344574839168913409'],@JamesMills1984 Congrats!!
1786,1786,1786,1.344327413195563e+18,2020-12-30 17:00:06+00:00,['1344327413195563008'],@marcusbarnett_ Do I laugh or cry
1790,1790,1790,1.3442167681606656e+18,2020-12-30 09:40:26+00:00,['1344216768160665601'],@OctopusDelight Loool
1792,1792,1792,1.3442062628929618e+18,2020-12-30 08:58:41+00:00,['1344206262892961793'],Don’t allow the public to be blamed for government failures pursuing neoliberalism at the cost of thousands of lives
1793,1793,1793,1.3442060428723692e+18,2020-12-30 08:57:49+00:00,['1344206042872369152'],"People have a responsibility to stay safe - and the majority of people are adhering to rules - but workplaces not being safe, no widespread testing until like two weeks ago, late lockdown and care services under massive pressure has skyrocketed our deaths &amp; infections"
1794,1794,1794,1.3442054920092303e+18,2020-12-30 08:55:38+00:00,['1344205492009230336'],"In the peak last Easter I worked on ICU and then and now the patients on NIV, high o2 &amp; w/ high mortality scores the story is usually the same - their son / daughter is a nurse / teacher / care worker, they have carers come or their kids go to school and had symptoms."
1795,1795,1795,1.34405531033242e+18,2020-12-29 22:58:51+00:00,['1344055310332420099'],Except the amount of people dying / relapsing with mental ill health due to this pandemic is scary as hell
1796,1796,1796,1.3440550255601172e+18,2020-12-29 22:57:44+00:00,['1344055025560117250'],Too tired for further analysis of this catastrophe
1797,1797,1797,1.3440547922519654e+18,2020-12-29 22:56:48+00:00,['1344054792251965441'],Close the schools &amp; kick the Tories out of power
1802,1802,1802,1.342601060934951e+18,2020-12-25 22:40:11+00:00,['1342601060934950917'],@garydriftwood7 @aneesa_akbar Happy Xmas Gary!
1803,1803,1803,1.3425616741345157e+18,2020-12-25 20:03:41+00:00,['1342561674134515713'],Had a lovely booze-free Xmas with @aneesa_akbar and the newest addition to her household. Now ready for the night shift. Here’s to 2021 🎄 https://t.co/hUbeXKcYIq
1805,1805,1805,1.342524197596246e+18,2020-12-25 17:34:46+00:00,['1342524197596246016'],@marcusbarnett_ ❤️❤️
1807,1807,1807,1.342236822416593e+18,2020-12-24 22:32:50+00:00,['1342236822416592896'],@katxharlow @RogueVolunteer @broxtowelabour @broxtoweyouth Hero
1808,1808,1808,1.3422256399784018e+18,2020-12-24 21:48:24+00:00,['1342225639978401792'],“a truly great writer whose class meant that he died without knowing the appreciation of his work” https://t.co/AEUXQVwmy9
1809,1809,1809,1.3418929819436564e+18,2020-12-23 23:46:32+00:00,['1341892981943656450'],@cwuscott Solidarity Scott!!
1814,1814,1814,1.3413679268096492e+18,2020-12-22 13:00:09+00:00,['1341367926809649152'],This is fantastic https://t.co/XMhqtMP57p
1817,1817,1817,1.340813251672748e+18,2020-12-21 00:16:04+00:00,['1340813251672748034'],Listen to the hope young socialists gave Leo Panitch &amp; let it encourage you ❤️ https://t.co/zBPNPMZRIo
1821,1821,1821,1.3406962422596936e+18,2020-12-20 16:31:07+00:00,['1340696242259693568'],@ajmalalami ❤️❤️
1825,1825,1825,1.3405555891522888e+18,2020-12-20 07:12:13+00:00,['1340555589152288768'],"Thinking of this day at Labour Conference 2019, when Leo Panitch enthused so many young members who came up to me afterwards to say how thought-provoking &amp; encouraging his words were. 

A hopeful, principled, kind man and a mentor for so many. 

Rest in power, Leo ✊ https://t.co/5MebObVN9P"
1826,1826,1826,1.3405532068211712e+18,2020-12-20 07:02:45+00:00,['1340553206821171201'],@maxshanly I’m so so sorry Max. He thought the world of you
1833,1833,1833,1.3396468454134456e+18,2020-12-17 19:01:12+00:00,['1339646845413445633'],@David_Doig Nice
1834,1834,1834,1.339646348975612e+18,2020-12-17 18:59:13+00:00,['1339646348975611904'],@maxshanly Happy birthday Maxy 🥰
1836,1836,1836,1.3396454820087685e+18,2020-12-17 18:55:46+00:00,['1339645482008768516'],@David_Doig Yeah go on
1837,1837,1837,1.3393353662145618e+18,2020-12-16 22:23:29+00:00,['1339335366214561794'],Scum https://t.co/XoPJpNrF0k
1838,1838,1838,1.3392789978097336e+18,2020-12-16 18:39:30+00:00,['1339278997809733633'],@el_soph_ Aw yiiiis
1839,1839,1839,1.3392788681008824e+18,2020-12-16 18:38:59+00:00,['1339278868100882432'],"‘ Medicine remained “one of the most inaccessible professions,” said the report, with “80 per cent of medical school applicants coming from around only 20 per cent of schools, the majority of which were independent or grammar schools.” ‘ https://t.co/YCZuck7PIY"
1844,1844,1844,1.338483626003067e+18,2020-12-14 13:58:58+00:00,['1338483626003066882'],"Next the three month ban must be removed, which is based on discriminatory speculation - not evidence. https://t.co/FV3m0QphkJ"
1846,1846,1846,1.3383807726008443e+18,2020-12-14 07:10:16+00:00,['1338380772600844293'],@lucymooring They’re mint offices!
1850,1850,1850,1.3378613244124774e+18,2020-12-12 20:46:10+00:00,['1337861324412477443'],✊🏼✊🏼 https://t.co/TxDswNdGL7
1851,1851,1851,1.337844938009178e+18,2020-12-12 19:41:03+00:00,['1337844938009178118'],A year ago today! Would campaign all over again for hours in the rain without a thought. Pain like no other when we lost. Mustering up a smile at 1am with @LaurenJTownsend 💓 we don’t have an option but to keep fighting so keep your heads up 🌹 https://t.co/gw7g2dGcMX
1852,1852,1852,1.3378422171515535e+18,2020-12-12 19:30:15+00:00,['1337842217151553537'],This is what it’s all about. Turning demoralisation into organising https://t.co/qdOm1JQc7h
1855,1855,1855,1.3373488776918385e+18,2020-12-11 10:49:53+00:00,['1337348877691838464'],"2020 was so good, I just can't wait for 2021 https://t.co/g7HXSF9lgh"
1863,1863,1863,1.336435891682873e+18,2020-12-08 22:22:01+00:00,['1336435891682873345'],@DannyFiler @JadeFrancesAzim So happy for you! 🥰
1864,1864,1864,1.336413139651457e+18,2020-12-08 20:51:36+00:00,['1336413139651457028'],@robdelaney This is so honest and beautiful
1867,1867,1867,1.3359125175462052e+18,2020-12-07 11:42:18+00:00,['1335912517546205184'],@maisey_robert Looking forward to some good takes
1868,1868,1868,1.335907020483015e+18,2020-12-07 11:20:28+00:00,['1335907020483014658'],@maisey_robert omg you’re on here
1869,1869,1869,1.3353273187310715e+18,2020-12-05 20:56:56+00:00,['1335327318731071488'],@LAnthonyFarley Solidarity
1870,1870,1870,1.3348281819252695e+18,2020-12-04 11:53:33+00:00,['1334828181925269504'],@francesleach_ @IanLaveryMP Mad times
1871,1871,1871,1.3344979013478031e+18,2020-12-03 14:01:08+00:00,['1334497901347803139'],@UoSLabour 🦸‍♂️
1873,1873,1873,1.3341690288862044e+18,2020-12-02 16:14:18+00:00,['1334169028886204416'],@JessicaLBarnard Back at you 👼
1874,1874,1874,1.3339098568860754e+18,2020-12-01 23:04:27+00:00,['1333909856886075396'],@sophielizabeth_ Thanks Sophie - hope work is ok as it starts again!!
1875,1875,1875,1.333908071656153e+18,2020-12-01 22:57:21+00:00,['1333908071656153090'],And lots of COVID too obviously - treating a novel disease is unpredictable but being able to help patients and their families through it no matter what happens is everything
1876,1876,1876,1.3339077258315735e+18,2020-12-01 22:55:59+00:00,['1333907725831573507'],"I’ve learnt soooo much about end of life care, chatting to families about difficult issues &amp; treated the most lovely patients including those with dementia / mental health issues / a ton of co-morbidites and I’ve loved it tbh. With an ageing population it’s all important"
1877,1877,1877,1.33390652902887e+18,2020-12-01 22:51:13+00:00,['1333906529028870146'],"I’ve finished my first F1 rotation in geriatrics and I start my placement in inpatient psychiatry tomorrow. 👩🏼‍⚕️ 

We shouldn’t forget the mental health crisis which this pandemic has acutely worsened and how we should all reach out for help if we need it: https://t.co/KsY4eQuYeA"
1879,1879,1879,1.3337756465694925e+18,2020-12-01 14:11:09+00:00,['1333775646569492482'],Watch this for some perspective https://t.co/2DXSBaN1M2
1882,1882,1882,1.333190288903467e+18,2020-11-29 23:25:09+00:00,['1333190288903467011'],@CllrMajid @UKLabour @WMLabour @LabourMuslims @YoungLabourUK @MuslimLabourUK @Diane4HodgeHill @liambyrnemp @WardEndLabour @ShafiqueHShah @mariamkhan29 @BrumLabour Welcome!
1884,1884,1884,1.3331657545654067e+18,2020-11-29 21:47:39+00:00,['1333165754565406721'],@AydinDikerdem Happy birthday!
1887,1887,1887,1.332410540958896e+18,2020-11-27 19:46:42+00:00,['1332410540958896128'],"@adamlangleben This isn’t true or fair. I can’t attend this weekend as I am working, apologies"
1889,1889,1889,1.3320369335985316e+18,2020-11-26 19:02:07+00:00,['1332036933598531586'],@jamielewis016 It’s a low bar isn’t it
1896,1896,1896,1.331626584932016e+18,2020-11-25 15:51:32+00:00,['1331626584932016128'],@madiwbb 💓💓
1897,1897,1897,1.3316177185885512e+18,2020-11-25 15:16:19+00:00,['1331617718588551173'],@michaelmuir1997 Bleurghhhh
1898,1898,1898,1.3316004270502175e+18,2020-11-25 14:07:36+00:00,['1331600427050217473'],2️⃣4️⃣  🎉🎈 https://t.co/qyhVdWXGmt
1907,1907,1907,1.3312706288638648e+18,2020-11-24 16:17:06+00:00,['1331270628863864836'],"Pointless to entertain the “you don’t want a Labour government” idea because it’s just boring at this stage, decades on. Left NEC members don’t need to prove ourselves more than we already do in fighting for a labour gvt &amp; TU wins"
1908,1908,1908,1.3312695530794107e+18,2020-11-24 16:12:49+00:00,['1331269553079410690'],"This is quite gross, think someone needs a reminder of values https://t.co/2fZo20tUlR"
1910,1910,1910,1.331244042022228e+18,2020-11-24 14:31:27+00:00,['1331244042022227973'],@bencsmoke Solidarity 🤝 what heroes
1911,1911,1911,1.331243750467756e+18,2020-11-24 14:30:18+00:00,['1331243750467756032'],@daisycarter__ Omg!!
1918,1918,1918,1.3311939378649047e+18,2020-11-24 11:12:21+00:00,['1331193937864904708'],"People saying “isn’t it better to be in the room”.

The whole point is the governance of the NEC is being undermined and Keir &amp; David are flouting the rules when it pleases them. 

This is not how to run a socialist party and it’s undermining our ability to represent members."
1920,1920,1920,1.3311885595927634e+18,2020-11-24 10:50:59+00:00,['1331188559592763393'],Andi has been an excellent Chair of the NEC and it’s sad to see her term end like this. She has always espoused unity in very difficult circumstances and stayed true to her trade unionist values. Virtual 💐 xx https://t.co/YkYeWVoV6O
1921,1921,1921,1.3311851721470362e+18,2020-11-24 10:37:31+00:00,['1331185172147036160'],"David Evans and Keir Starmer are not interested in unity - they have shown this. 

So as members of the NEC, we refused to take part in this meeting in protest of the continued pursuit of factionalism instead of unifying our party to face the biggest crisis of our generation."
1922,1922,1922,1.3311838444190556e+18,2020-11-24 10:32:15+00:00,['1331183844419055621'],"Left members were just forced to walk out of the NEC meeting. The disregard for the left is something we will not put up with. The leadership have undermined the governance of the NEC, and censored legitimate debate inside our Party. Young members don't deserve this"
1930,1930,1930,1.330970161285882e+18,2020-11-23 20:23:09+00:00,['1330970161285881862'],@JessicaLBarnard 👌🏼👌🏼👌🏼
1931,1931,1931,1.3309682717813023e+18,2020-11-23 20:15:38+00:00,['1330968271781302274'],"Spot on. The Party should stop trying to paint reasonable opinions as some sort of hard left fringe. 

If unelected staff have issue with what we are saying, they should change their approach to being aggressively factional towards the left &amp; work with us on shared priorities https://t.co/uV6RYSTy4u"
1934,1934,1934,1.3302708797213983e+18,2020-11-21 22:04:27+00:00,['1330270879721398274'],@broseph_stalin 🤩
1938,1938,1938,1.3301054597228708e+18,2020-11-21 11:07:08+00:00,['1330105459722870785'],@srcdoyle 😍
1942,1942,1942,1.3294078659630776e+18,2020-11-19 12:55:09+00:00,['1329407865963077635'],"This affects patient movement through blocked up hospitals where patients are isolated awaiting results, impaires us keeping high risk patients safe from exposure and wastes money on further tests and fragments care. All for profit ay"
1943,1943,1943,1.329407254353879e+18,2020-11-19 12:52:43+00:00,['1329407254353879041'],"Another day, another farce. Community tests don’t come up on NHS system(s). We know a confused patient had a test in the community but don’t know the result 🤦🏼‍♀️

Insource the lot so grubby bosses can’t make profit from healthcare, and the system can function efficiently"
1946,1946,1946,1.3291844434630656e+18,2020-11-18 22:07:21+00:00,['1329184443463065601'],@ComradeChoppy @alexsobel https://t.co/CL5c6wKXjr
1947,1947,1947,1.3288498567739556e+18,2020-11-17 23:57:49+00:00,['1328849856773955586'],@graceblakeley @yoorghis I know I had to like triple check?! Mental
1948,1948,1948,1.328842288085295e+18,2020-11-17 23:27:44+00:00,['1328842288085295104'],@indiathorogood @IanLaveryMP 🥺
1949,1949,1949,1.3288402748990382e+18,2020-11-17 23:19:44+00:00,['1328840274899038210'],@aneesa_akbar 👀 @David_Doig
1950,1950,1950,1.3288401550552023e+18,2020-11-17 23:19:16+00:00,['1328840155055202307'],@yoorghis @graceblakeley is so competitive
1951,1951,1951,1.328838617335206e+18,2020-11-17 23:13:09+00:00,['1328838617335205890'],@indiathorogood @IanLaveryMP
1952,1952,1952,1.3288385509855764e+18,2020-11-17 23:12:53+00:00,['1328838550985576448'],The day after the last Clause V! https://t.co/vBvZzXGzwg https://t.co/QwUkZCQHUo
1953,1953,1953,1.328821218267558e+18,2020-11-17 22:04:01+00:00,['1328821218267557893'],@georgeeaton @stephenkb Wrong to assume it’s a case of a majority or not - evidence will have been considered fairly and with independent legal advice. My experience of these panels is that they are not voted on down factional lines. Really only the people who have seen the evidence &amp; advice can comment
1957,1957,1957,1.3286794511069266e+18,2020-11-17 12:40:41+00:00,['1328679451106926596'],@talktoharris1 @willuminare @thatinterlace I can only apologise obviously that’s unacceptable. You can CC me and I can chase process of complaints so at least you have an answer. McNeill.lara@yahoo.co.uk
1958,1958,1958,1.3286783282707866e+18,2020-11-17 12:36:13+00:00,['1328678328270786560'],@talktoharris1 @willuminare @thatinterlace If you have complaints outstanding for over two years I would contact Yasmine - chair of disputes. Under Jennie the no of cases outstanding dropped dramatically and are constantly monitored. There is precedent from the Williamson legal case to deal with JC quickly as he is an MP
1959,1959,1959,1.3286778124762767e+18,2020-11-17 12:34:10+00:00,['1328677812476276738'],@willuminare @thatinterlace @talktoharris1 Journos always tweeting that sort of thing to overstate interference from unions like Unite to demonise them when the process is generally very fair and legally robust
1960,1960,1960,1.3286771302811195e+18,2020-11-17 12:31:28+00:00,['1328677130281119745'],@willuminare @thatinterlace @talktoharris1 It’s just the process the same as other complaints. NEC members pressed the GS as soon as it happened to conclude it swiftly and everyone agreed. Not Len / other people pushing for today - NEC have known when panel was happening for a while and the process
1961,1961,1961,1.3286761861642609e+18,2020-11-17 12:27:43+00:00,['1328676186164260865'],@willuminare @thatinterlace @talktoharris1 And that tweet sounds like rubbish
1962,1962,1962,1.3286758879072133e+18,2020-11-17 12:26:31+00:00,['1328675887907213312'],@willuminare It is in place
1965,1965,1965,1.3284245196740403e+18,2020-11-16 19:47:41+00:00,['1328424519674040325'],"""We know too well that our freedom is incomplete without the freedom of the Palestinians."" https://t.co/cs5u13P3c9"
1967,1967,1967,1.3283991199462769e+18,2020-11-16 18:06:45+00:00,['1328399119946276867'],💓💓💓 https://t.co/oewtqUZkT4
1969,1969,1969,1.3276882932622336e+18,2020-11-14 19:02:11+00:00,['1327688293262233600'],@rmischook @novaramedia Ah cheers mate !
1970,1970,1970,1.3275918900200776e+18,2020-11-14 12:39:06+00:00,['1327591890020077569'],@KateOsamor @Hardeep216 Thank you Kate! Miss your voice on our NEC
1971,1971,1971,1.3275915050123387e+18,2020-11-14 12:37:34+00:00,['1327591505012338690'],@HackneyAbbott Thank you Diane 👑🙏
1973,1973,1973,1.3273886171033313e+18,2020-11-13 23:11:22+00:00,['1327388617103331334'],@CWUnews @ellenlmorrison @DianaHolland_ @MickAntoniw1 🚩🙏
1974,1974,1974,1.3273879395763528e+18,2020-11-13 23:08:41+00:00,['1327387939576352768'],@CaoimheHaleLab @socialist_yl 👸🏼
1976,1976,1976,1.3273790427739873e+18,2020-11-13 22:33:19+00:00,['1327379042773987329'],@LaurenJTownsend 💓
1977,1977,1977,1.327378933688496e+18,2020-11-13 22:32:53+00:00,['1327378933688496128'],@MilneSeumas Get a hobby
1978,1978,1978,1.3273763589772657e+18,2020-11-13 22:22:40+00:00,['1327376358977265664'],@gembolton Back at you!!!
1979,1979,1979,1.327375286279737e+18,2020-11-13 22:18:24+00:00,['1327375286279737346'],@redbethmond Thanks 😊😊😊
1980,1980,1980,1.3273752112814694e+18,2020-11-13 22:18:06+00:00,['1327375211281469441'],@paulmasonnews 😊
1981,1981,1981,1.3273751232765583e+18,2020-11-13 22:17:45+00:00,['1327375123276558336'],"Keep tweeting the hate guys too, I don’t have time to read it x x"
1982,1982,1982,1.3273734437388575e+18,2020-11-13 22:11:05+00:00,['1327373443738857475'],There’s too many people to thank but you know who you are and I love you all 😊💓
1983,1983,1983,1.3273730436525548e+18,2020-11-13 22:09:29+00:00,['1327373043652554752'],@deanbean10 Solidarity x
1984,1984,1984,1.3273729996585083e+18,2020-11-13 22:09:19+00:00,['1327372999658508289'],"Well done everyone who won and those who put themselves forward, it’s difficult to do in a harsh national political sphere as I well know. Hope to continue to build a socialist movement with you all"
1985,1985,1985,1.327372476473602e+18,2020-11-13 22:07:14+00:00,['1327372476473602048'],"Thank you so so much for all those who voted for me in these NEC elections. I’m proud to have stood on a socialist platform. 

It’s been a bit of a weird time not being able to meet people and I hope to be reunited with members and comrades soon 💓🚩"
1986,1986,1986,1.3273639860110664e+18,2020-11-13 21:33:30+00:00,['1327363986011066370'],@guessweredone @ellenlmorrison You’ve been such a solid support and ran a great campaign. You’re not going anywhere! 👑
1987,1987,1987,1.3273636655747195e+18,2020-11-13 21:32:13+00:00,['1327363665574719489'],@scahillovic @JessicaLBarnard 💓
1988,1988,1988,1.3273633364141056e+18,2020-11-13 21:30:55+00:00,['1327363336414105601'],@JessicaLBarnard @ronanburtenshaw 👸🏼
1990,1990,1990,1.3273343743339356e+18,2020-11-13 19:35:50+00:00,['1327334374333935616'],@marcusbarnett_ @JessicaLBarnard Love u 🚩
1992,1992,1992,1.3272180826921492e+18,2020-11-13 11:53:44+00:00,['1327218082692149248'],"@veritynevitt @marcusbarnett_ “No help from National committee” sounds like that, and just the tone and timing of you tweeting this is a bit off tbh"
1996,1996,1996,1.3271435121151795e+18,2020-11-13 06:57:25+00:00,['1327143512115179521'],"@veritynevitt @marcusbarnett_ Marcus taking credit for other people’s work is the exact opposite of truth. I’m not sure u realise the hard work from the left of the YLNC, most of which wasn’t online by the way. Not sure the point of your tweets when you’ve joined YCL anyway. Building this up will take years"
1997,1997,1997,1.327007737897767e+18,2020-11-12 21:57:53+00:00,['1327007737897766913'],@jonlansman @lukeakehurst Didn’t hear any support from the right when we created the first national OMOV seats for young students either .. 🤷🏼‍♀️
1999,1999,1999,1.3270069743624645e+18,2020-11-12 21:54:51+00:00,['1327006974362464258'],"@jonlansman @lukeakehurst Exactly. And in the meanwhile student organising continues !!! The previous national org going has changed precisely 0 in our student members courageously campaigning for change on their campuses. There was never strong communication or support anyway, it’s role was not that ..."
2001,2001,2001,1.3268917561520906e+18,2020-11-12 14:17:01+00:00,['1326891756152090625'],@danwhitepr Thanks 🙏
2002,2002,2002,1.326891533547823e+18,2020-11-12 14:16:08+00:00,['1326891533547823104'],@Tolpuddle17 Thank you!
2004,2004,2004,1.3268670313130148e+18,2020-11-12 12:38:46+00:00,['1326867031313014785'],@NairnMcD Don’t know sorry!
2005,2005,2005,1.3268663451794432e+18,2020-11-12 12:36:03+00:00,['1326866345179443201'],"@veritynevitt I know they did reach out to some candidates, especially under 18s facing serious issues"
