,Unnamed: 0,id,created_at,edit_history_tweet_ids,text,withheld
72,72,1.5145746606959944e+18,2022-04-14 12:01:53+00:00,['1514574660695994371'],,
73,73,1.5142049145867223e+18,2022-04-13 11:32:38+00:00,['1514204914586722306'],,
74,74,1.5142035819221238e+18,2022-04-13 11:27:21+00:00,['1514203581922123780'],,
75,75,1.5142009546393764e+18,2022-04-13 11:16:54+00:00,['1514200954639376384'],,
76,76,1.5139727471431066e+18,2022-04-12 20:10:05+00:00,['1513972747143106569'],,
77,77,1.513849123543425e+18,2022-04-12 11:58:51+00:00,['1513849123543425030'],,
78,78,1.5135841137977672e+18,2022-04-11 18:25:48+00:00,['1513584113797767178'],,
79,79,1.5135830588379832e+18,2022-04-11 18:21:36+00:00,['1513583058837983237'],,
80,80,1.5135802208628408e+18,2022-04-11 18:10:20+00:00,['1513580220862840846'],,
81,81,1.513174327180542e+18,2022-04-10 15:17:27+00:00,['1513174327180541956'],,
82,82,1.512781595052331e+18,2022-04-09 13:16:53+00:00,['1512781595052331012'],,
83,83,1.5127813773720535e+18,2022-04-09 13:16:01+00:00,['1512781377372053510'],,
84,84,1.512775161900155e+18,2022-04-09 12:51:19+00:00,['1512775161900154880'],,
85,85,1.512754868867457e+18,2022-04-09 11:30:41+00:00,['1512754868867457029'],,
86,86,1.512696872074416e+18,2022-04-09 07:40:13+00:00,['1512696872074416129'],,
87,87,1.512695855630934e+18,2022-04-09 07:36:11+00:00,['1512695855630934022'],,
88,88,1.5126940604017132e+18,2022-04-09 07:29:03+00:00,['1512694060401713153'],,
89,89,1.512504115825451e+18,2022-04-08 18:54:16+00:00,['1512504115825451011'],,
90,90,1.512503591327748e+18,2022-04-08 18:52:11+00:00,['1512503591327748106'],,
91,91,1.5120949391607603e+18,2022-04-07 15:48:21+00:00,['1512094939160760328'],,
92,92,1.5120876704275538e+18,2022-04-07 15:19:28+00:00,['1512087670427553804'],,
93,93,1.5120704941948436e+18,2022-04-07 14:11:13+00:00,['1512070494194843662'],,
94,94,1.5120158387186975e+18,2022-04-07 10:34:02+00:00,['1512015838718697472'],,
95,95,1.5117938553639567e+18,2022-04-06 19:51:57+00:00,['1511793855363956736'],,
96,96,1.5116585237673165e+18,2022-04-06 10:54:11+00:00,['1511658523767316486'],,
97,97,1.5115964025095004e+18,2022-04-06 06:47:21+00:00,['1511596402509500416'],,
98,98,1.5110663585444864e+18,2022-04-04 19:41:08+00:00,['1511066358544486414'],,
99,99,1.5110658189263913e+18,2022-04-04 19:39:00+00:00,['1511065818926391315'],,
100,100,1.5107314147021046e+18,2022-04-03 21:30:11+00:00,['1510731414702104584'],,
101,101,1.510731363779031e+18,2022-04-03 21:29:59+00:00,['1510731363779031049'],,
102,102,1.5107311926808166e+18,2022-04-03 21:29:19+00:00,['1510731192680816641'],,
103,103,1.5107308234394706e+18,2022-04-03 21:27:50+00:00,['1510730823439470600'],,
104,104,1.5106742959865692e+18,2022-04-03 17:43:13+00:00,['1510674295986569234'],,
105,105,1.5104347141920768e+18,2022-04-03 01:51:13+00:00,['1510434714192076801'],,
106,106,1.510135021713113e+18,2022-04-02 06:00:20+00:00,['1510135021713113089'],,
107,107,1.5099753597894042e+18,2022-04-01 19:25:54+00:00,['1509975359789404169'],,
108,108,1.509974143550333e+18,2022-04-01 19:21:04+00:00,['1509974143550332937'],,
109,109,1.5098637740895355e+18,2022-04-01 12:02:30+00:00,['1509863774089535489'],,
110,110,1.5092799152790692e+18,2022-03-30 21:22:27+00:00,['1509279915279069184'],,
111,111,1.5091430280192123e+18,2022-03-30 12:18:31+00:00,['1509143028019212292'],,
112,112,1.508902077514326e+18,2022-03-29 20:21:03+00:00,['1508902077514326027'],,
113,113,1.5087033281459732e+18,2022-03-29 07:11:18+00:00,['1508703328145973251'],,
114,114,1.508471336624087e+18,2022-03-28 15:49:27+00:00,['1508471336624087043'],,
115,115,1.5083459482290586e+18,2022-03-28 07:31:12+00:00,['1508345948229058561'],,
116,116,1.5080897430446572e+18,2022-03-27 14:33:08+00:00,['1508089743044657164'],,
117,117,1.5080830810555433e+18,2022-03-27 14:06:40+00:00,['1508083081055543303'],,
118,118,1.5080506727757988e+18,2022-03-27 11:57:53+00:00,['1508050672775798787'],,
119,119,1.5080240787032474e+18,2022-03-27 10:12:12+00:00,['1508024078703247367'],,
120,120,1.5080235934935777e+18,2022-03-27 10:10:17+00:00,['1508023593493577733'],,
121,121,1.5080004361706783e+18,2022-03-27 08:38:15+00:00,['1508000436170678273'],,
122,122,1.507637568426451e+18,2022-03-26 08:36:21+00:00,['1507637568426450949'],,
123,123,1.50763209208721e+18,2022-03-26 08:14:35+00:00,['1507632092087209989'],,
124,124,1.5074658829137142e+18,2022-03-25 21:14:08+00:00,['1507465882913714182'],,
125,125,1.5074657653389476e+18,2022-03-25 21:13:40+00:00,['1507465765338947587'],,
126,126,1.5073651152718234e+18,2022-03-25 14:33:43+00:00,['1507365115271823362'],,
127,127,1.5073640667418624e+18,2022-03-25 14:29:33+00:00,['1507364066741862402'],,
128,128,1.507245968680444e+18,2022-03-25 06:40:16+00:00,['1507245968680443906'],,
129,129,1.507126806494777e+18,2022-03-24 22:46:46+00:00,['1507126806494777345'],,
130,130,1.5068886757828037e+18,2022-03-24 07:00:31+00:00,['1506888675782803463'],,
131,131,1.5065478699894129e+18,2022-03-23 08:26:17+00:00,['1506547869989412866'],,
132,132,1.5055655071597363e+18,2022-03-20 15:22:43+00:00,['1505565507159736325'],,
133,133,1.5052628041814262e+18,2022-03-19 19:19:53+00:00,['1505262804181426182'],,
134,134,1.5052627112607867e+18,2022-03-19 19:19:31+00:00,['1505262711260786695'],,
135,135,1.5052616272009175e+18,2022-03-19 19:15:12+00:00,['1505261627200917504'],,
136,136,1.505260819789058e+18,2022-03-19 19:12:00+00:00,['1505260819789058050'],,
137,137,1.5042220578984305e+18,2022-03-16 22:24:20+00:00,['1504222057898430466'],,
138,138,1.5041776556749824e+18,2022-03-16 19:27:54+00:00,['1504177655674982400'],,
139,139,1.504174091338756e+18,2022-03-16 19:13:44+00:00,['1504174091338756096'],,
140,140,1.5030067253429576e+18,2022-03-13 13:55:02+00:00,['1503006725342957569'],,
141,141,1.5016610607005082e+18,2022-03-09 20:47:51+00:00,['1501661060700508165'],,
142,142,1.5005091717243085e+18,2022-03-06 16:30:39+00:00,['1500509171724308492'],,
143,143,1.5000289049327903e+18,2022-03-05 08:42:14+00:00,['1500028904932790272'],,
144,144,1.4996464104001905e+18,2022-03-04 07:22:20+00:00,['1499646410400190464'],,
145,145,1.4996459833193308e+18,2022-03-04 07:20:39+00:00,['1499645983319330818'],,
146,146,1.4996315656216658e+18,2022-03-04 06:23:21+00:00,['1499631565621665792'],,
147,147,1.4993330491206984e+18,2022-03-03 10:37:09+00:00,['1499333049120698369'],,
148,148,1.4990801738908058e+18,2022-03-02 17:52:19+00:00,['1499080173890805764'],,
149,149,1.4985025278720287e+18,2022-03-01 03:36:58+00:00,['1498502527872028682'],,
150,150,1.4983857907197338e+18,2022-02-28 19:53:05+00:00,['1498385790719733769'],,
151,151,1.4981700838641992e+18,2022-02-28 05:35:57+00:00,['1498170083864199169'],,
152,152,1.4976368096265626e+18,2022-02-26 18:16:54+00:00,['1497636809626562560'],,
153,153,1.4967319764679885e+18,2022-02-24 06:21:25+00:00,['1496731976467988480'],,
154,154,1.4966342359014318e+18,2022-02-23 23:53:02+00:00,['1496634235901431809'],,
155,155,1.4960193355924398e+18,2022-02-22 07:09:38+00:00,['1496019335592439811'],,
156,156,1.4958337929003745e+18,2022-02-21 18:52:22+00:00,['1495833792900374530'],,
157,157,1.4953131238884805e+18,2022-02-20 08:23:24+00:00,['1495313123888480258'],,
158,158,1.4946553868379873e+18,2022-02-18 12:49:48+00:00,['1494655386837987329'],,
159,159,1.4939860539378442e+18,2022-02-16 16:30:06+00:00,['1493986053937844226'],,
160,160,1.493849270386307e+18,2022-02-16 07:26:35+00:00,['1493849270386307072'],,
161,161,1.4935933635596493e+18,2022-02-15 14:29:42+00:00,['1493593363559649281'],,
162,162,1.493409537638138e+18,2022-02-15 02:19:14+00:00,['1493409537638137861'],,
163,163,1.4934055209419735e+18,2022-02-15 02:03:16+00:00,['1493405520941973505'],,
164,164,1.491973821263655e+18,2022-02-11 03:14:13+00:00,['1491973821263654914'],,
165,165,1.4916600165204255e+18,2022-02-10 06:27:16+00:00,['1491660016520425473'],,
166,166,1.4910383978086523e+18,2022-02-08 13:17:10+00:00,['1491038397808652288'],,
167,167,1.4909449629551985e+18,2022-02-08 07:05:54+00:00,['1490944962955198474'],,
168,168,1.4907143223767286e+18,2022-02-07 15:49:25+00:00,['1490714322376728579'],,
169,169,1.4907141673007186e+18,2022-02-07 15:48:48+00:00,['1490714167300718594'],,
170,170,1.4902265339777188e+18,2022-02-06 07:31:07+00:00,['1490226533977718788'],,
171,171,1.489908120294142e+18,2022-02-05 10:25:51+00:00,['1489908120294141952'],,
172,172,1.4887719547611464e+18,2022-02-02 07:11:08+00:00,['1488771954761146368'],,
173,173,1.4887701512146125e+18,2022-02-02 07:03:58+00:00,['1488770151214612482'],,
174,174,1.4886778268115354e+18,2022-02-02 00:57:06+00:00,['1488677826811535364'],,
175,175,1.4883634754162524e+18,2022-02-01 04:07:59+00:00,['1488363475416252417'],,
176,176,1.4877510387741696e+18,2022-01-30 11:34:23+00:00,['1487751038774169600'],,
177,177,1.487744849508184e+18,2022-01-30 11:09:47+00:00,['1487744849508184064'],,
178,178,1.4877416442420593e+18,2022-01-30 10:57:03+00:00,['1487741644242059264'],,
179,179,1.487394829382275e+18,2022-01-29 11:58:56+00:00,['1487394829382275078'],,
180,180,1.484873032787243e+18,2022-01-22 12:58:13+00:00,['1484873032787243008'],,
181,181,1.4848661876243374e+18,2022-01-22 12:31:01+00:00,['1484866187624337410'],,
182,182,1.4835969524451e+18,2022-01-19 00:27:32+00:00,['1483596952445100034'],,
183,183,1.4835914578858066e+18,2022-01-19 00:05:42+00:00,['1483591457885806602'],,
184,184,1.4831468853764833e+18,2022-01-17 18:39:07+00:00,['1483146885376483329'],,
185,185,1.4831468229149164e+18,2022-01-17 18:38:52+00:00,['1483146822914916354'],,
186,186,1.4831410368640696e+18,2022-01-17 18:15:53+00:00,['1483141036864069638'],,
187,187,1.48205053518848e+18,2022-01-14 18:02:37+00:00,['1482050535188480002'],,
188,188,1.4820504848903946e+18,2022-01-14 18:02:25+00:00,['1482050484890394629'],,
189,189,1.4803822985414656e+18,2022-01-10 03:33:38+00:00,['1480382298541465600'],,
190,190,1.4801980766818345e+18,2022-01-09 15:21:36+00:00,['1480198076681834509'],,
191,191,1.4798949748125368e+18,2022-01-08 19:17:11+00:00,['1479894974812536837'],,
192,192,1.4798949566303232e+18,2022-01-08 19:17:07+00:00,['1479894956630323212'],,
193,193,1.4794091494736568e+18,2022-01-07 11:06:41+00:00,['1479409149473656834'],,
194,194,1.478719425259975e+18,2022-01-05 13:25:58+00:00,['1478719425259974660'],,
195,195,1.478000648373293e+18,2022-01-03 13:49:49+00:00,['1478000648373293065'],,
196,196,1.477962998383878e+18,2022-01-03 11:20:12+00:00,['1477962998383878145'],,
197,197,1.477962527141159e+18,2022-01-03 11:18:20+00:00,['1477962527141158913'],,
198,198,1.4779619431179264e+18,2022-01-03 11:16:01+00:00,['1477961943117926401'],,
199,199,1.477960763256058e+18,2022-01-03 11:11:19+00:00,['1477960763256057856'],,
200,200,1.4750091999145615e+18,2021-12-26 07:42:52+00:00,['1475009199914561537'],,
201,201,1.4746549141691597e+18,2021-12-25 08:15:03+00:00,['1474654914169159680'],,
202,202,1.4746548907901133e+18,2021-12-25 08:14:58+00:00,['1474654890790113283'],,
203,203,1.4690342196618445e+18,2021-12-09 20:00:25+00:00,['1469034219661844484'],,
204,204,1.4682118888948654e+18,2021-12-07 13:32:47+00:00,['1468211888894865420'],,
205,205,1.4666691055163228e+18,2021-12-03 07:22:18+00:00,['1466669105516322819'],,
206,206,1.46619751050709e+18,2021-12-02 00:08:21+00:00,['1466197510507089922'],,
207,207,1.466041635532378e+18,2021-12-01 13:48:58+00:00,['1466041635532378113'],,
208,208,1.4649225880906138e+18,2021-11-28 11:42:16+00:00,['1464922588090613762'],,
209,209,1.4649164040926863e+18,2021-11-28 11:17:42+00:00,['1464916404092686337'],,
210,210,1.4649143708661228e+18,2021-11-28 11:09:37+00:00,['1464914370866122758'],,
211,211,1.4649113980272886e+18,2021-11-28 10:57:48+00:00,['1464911398027288578'],,
212,212,1.4646814287388467e+18,2021-11-27 19:43:59+00:00,['1464681428738846723'],,
213,213,1.4643611718935962e+18,2021-11-26 22:31:24+00:00,['1464361171893596162'],,
214,214,1.464135231426945e+18,2021-11-26 07:33:36+00:00,['1464135231426945034'],,
215,215,1.463922213858562e+18,2021-11-25 17:27:08+00:00,['1463922213858562050'],,
216,216,1.463921548302209e+18,2021-11-25 17:24:30+00:00,['1463921548302209041'],,
217,217,1.463862992190288e+18,2021-11-25 13:31:49+00:00,['1463862992190287874'],,
218,218,1.4636388985763471e+18,2021-11-24 22:41:21+00:00,['1463638898576347142'],,
219,219,1.4634952039989043e+18,2021-11-24 13:10:21+00:00,['1463495203998904326'],,
220,220,1.463137211113689e+18,2021-11-23 13:27:49+00:00,['1463137211113689098'],,
221,221,1.46285527732215e+18,2021-11-22 18:47:31+00:00,['1462855277322149897'],,
222,222,1.4627788990421197e+18,2021-11-22 13:44:01+00:00,['1462778899042119694'],,
223,223,1.4625804592427622e+18,2021-11-22 00:35:29+00:00,['1462580459242762243'],,
224,224,1.4625768499644744e+18,2021-11-22 00:21:09+00:00,['1462576849964474371'],,
225,225,1.4624311257422766e+18,2021-11-21 14:42:05+00:00,['1462431125742276616'],,
226,226,1.4624302457772564e+18,2021-11-21 14:38:35+00:00,['1462430245777256450'],,
227,227,1.462426922642817e+18,2021-11-21 14:25:23+00:00,['1462426922642817025'],,
228,228,1.462154871092781e+18,2021-11-20 20:24:21+00:00,['1462154871092781063'],,
229,229,1.4621482786744115e+18,2021-11-20 19:58:09+00:00,['1462148278674411523'],,
230,230,1.4612408176039854e+18,2021-11-18 07:52:14+00:00,['1461240817603985415'],,
231,231,1.4611135037423124e+18,2021-11-17 23:26:20+00:00,['1461113503742312455'],,
232,232,1.4594840643233587e+18,2021-11-13 11:31:31+00:00,['1459484064323358730'],,
233,233,1.459258140214575e+18,2021-11-12 20:33:46+00:00,['1459258140214575106'],,
234,234,1.459228259674202e+18,2021-11-12 18:35:02+00:00,['1459228259674202112'],,
235,235,1.459157275491328e+18,2021-11-12 13:52:58+00:00,['1459157275491328002'],,
236,236,1.4590065153529487e+18,2021-11-12 03:53:54+00:00,['1459006515352948737'],,
237,237,1.4589178469107057e+18,2021-11-11 22:01:34+00:00,['1458917846910705677'],,
238,238,1.4584236166143713e+18,2021-11-10 13:17:41+00:00,['1458423616614371329'],,
239,239,1.457836925906301e+18,2021-11-08 22:26:23+00:00,['1457836925906300928'],,
240,240,1.4578039633281884e+18,2021-11-08 20:15:24+00:00,['1457803963328188417'],,
241,241,1.457797929159123e+18,2021-11-08 19:51:25+00:00,['1457797929159122949'],,
242,242,1.457797525147054e+18,2021-11-08 19:49:49+00:00,['1457797525147054080'],,
243,243,1.4573079212813926e+18,2021-11-07 11:24:18+00:00,['1457307921281392644'],,
244,244,1.4572700457935708e+18,2021-11-07 08:53:48+00:00,['1457270045793570818'],,
245,245,1.4572698660591534e+18,2021-11-07 08:53:05+00:00,['1457269866059153409'],,
246,246,1.4570203235939533e+18,2021-11-06 16:21:29+00:00,['1457020323593953286'],,
247,247,1.4569025137608663e+18,2021-11-06 08:33:21+00:00,['1456902513760866312'],,
248,248,1.456901749881688e+18,2021-11-06 08:30:19+00:00,['1456901749881688066'],,
249,249,1.4567321323159634e+18,2021-11-05 21:16:19+00:00,['1456732132315963396'],,
250,250,1.4567315047222067e+18,2021-11-05 21:13:50+00:00,['1456731504722206726'],,
251,251,1.4567308869222482e+18,2021-11-05 21:11:22+00:00,['1456730886922248200'],,
252,252,1.4565290196676813e+18,2021-11-05 07:49:13+00:00,['1456529019667681281'],,
253,253,1.455930833727107e+18,2021-11-03 16:12:15+00:00,['1455930833727107072'],,
254,254,1.455930628252242e+18,2021-11-03 16:11:26+00:00,['1455930628252241921'],,
255,255,1.45525055074483e+18,2021-11-01 19:09:03+00:00,['1455250550744829961'],,
256,256,1.4549084504424694e+18,2021-10-31 20:29:40+00:00,['1454908450442469376'],,
257,257,1.454758467823194e+18,2021-10-31 10:33:41+00:00,['1454758467823194112'],,
258,258,1.4547131255682253e+18,2021-10-31 07:33:31+00:00,['1454713125568225287'],,
259,259,1.453336234844115e+18,2021-10-27 12:22:14+00:00,['1453336234844114959'],,
260,260,1.4527878941507052e+18,2021-10-26 00:03:20+00:00,['1452787894150705156'],,
261,261,1.4522901636615496e+18,2021-10-24 15:05:31+00:00,['1452290163661549569'],,
262,262,1.4522478840832205e+18,2021-10-24 12:17:31+00:00,['1452247884083220487'],,
263,263,1.4522178514362245e+18,2021-10-24 10:18:11+00:00,['1452217851436224517'],,
264,264,1.4513440477470433e+18,2021-10-22 00:26:00+00:00,['1451344047747043332'],,
265,265,1.4510293398736773e+18,2021-10-21 03:35:28+00:00,['1451029339873677312'],,
266,266,1.4505040797514015e+18,2021-10-19 16:48:16+00:00,['1450504079751401474'],,
267,267,1.4505030220108513e+18,2021-10-19 16:44:04+00:00,['1450503022010851335'],,
268,268,1.4505018014139556e+18,2021-10-19 16:39:13+00:00,['1450501801413955584'],,
269,269,1.450145329756713e+18,2021-10-18 17:02:43+00:00,['1450145329756712963'],,
270,270,1.4501434836505313e+18,2021-10-18 16:55:23+00:00,['1450143483650531337'],,
271,271,1.4498257522964316e+18,2021-10-17 19:52:50+00:00,['1449825752296431617'],,
272,272,1.4497463893076378e+18,2021-10-17 14:37:28+00:00,['1449746389307637768'],,
273,273,1.44965862956569e+18,2021-10-17 08:48:45+00:00,['1449658629565689858'],,
274,274,1.4493089627011236e+18,2021-10-16 09:39:18+00:00,['1449308962701123586'],,
275,275,1.4491299487704556e+18,2021-10-15 21:47:57+00:00,['1449129948770455554'],,
276,276,1.4489967551361884e+18,2021-10-15 12:58:42+00:00,['1448996755136188416'],,
277,277,1.448996612781523e+18,2021-10-15 12:58:08+00:00,['1448996612781522997'],,
278,278,1.4489962494960763e+18,2021-10-15 12:56:41+00:00,['1448996249496076301'],,
279,279,1.4489962109504225e+18,2021-10-15 12:56:32+00:00,['1448996210950422530'],,
280,280,1.448996158211334e+18,2021-10-15 12:56:19+00:00,['1448996158211334144'],,
281,281,1.4489960776176927e+18,2021-10-15 12:56:00+00:00,['1448996077617692704'],,
282,282,1.4489956348166308e+18,2021-10-15 12:54:15+00:00,['1448995634816630812'],,
283,283,1.4489072583400366e+18,2021-10-15 07:03:04+00:00,['1448907258340036612'],,
284,284,1.4489065976952136e+18,2021-10-15 07:00:26+00:00,['1448906597695213577'],,
285,285,1.4488616479306015e+18,2021-10-15 04:01:50+00:00,['1448861647930601491'],,
286,286,1.4488580226929828e+18,2021-10-15 03:47:25+00:00,['1448858022692982785'],,
287,287,1.4487595144680735e+18,2021-10-14 21:15:59+00:00,['1448759514468073475'],,
288,288,1.4487594456899338e+18,2021-10-14 21:15:43+00:00,['1448759445689933832'],,
289,289,1.4487593965452698e+18,2021-10-14 21:15:31+00:00,['1448759396545269763'],,
290,290,1.448759376198738e+18,2021-10-14 21:15:26+00:00,['1448759376198737920'],,
291,291,1.4487572738667766e+18,2021-10-14 21:07:05+00:00,['1448757273866776577'],,
292,292,1.4487572142992343e+18,2021-10-14 21:06:51+00:00,['1448757214299234306'],,
293,293,1.4486303554607557e+18,2021-10-14 12:42:45+00:00,['1448630355460755459'],,
294,294,1.4480360032650076e+18,2021-10-12 21:21:01+00:00,['1448036003265007619'],,
295,295,1.4480321254926336e+18,2021-10-12 21:05:36+00:00,['1448032125492633600'],,
296,296,1.4480313411870433e+18,2021-10-12 21:02:29+00:00,['1448031341187043328'],,
297,297,1.448029869942653e+18,2021-10-12 20:56:38+00:00,['1448029869942652938'],,
298,298,1.4480288677053235e+18,2021-10-12 20:52:39+00:00,['1448028867705323523'],,
299,299,1.4480285488501432e+18,2021-10-12 20:51:23+00:00,['1448028548850143234'],,
300,300,1.4480279007169864e+18,2021-10-12 20:48:49+00:00,['1448027900716986369'],,
301,301,1.448022118441132e+18,2021-10-12 20:25:50+00:00,['1448022118441132033'],,
302,302,1.4479964667153736e+18,2021-10-12 18:43:54+00:00,['1447996466715373575'],,
303,303,1.4479957298893496e+18,2021-10-12 18:40:59+00:00,['1447995729889349638'],,
304,304,1.4479944480849388e+18,2021-10-12 18:35:53+00:00,['1447994448084938754'],,
305,305,1.4479868168508416e+18,2021-10-12 18:05:34+00:00,['1447986816850841602'],,
306,306,1.4479079581389988e+18,2021-10-12 12:52:12+00:00,['1447907958138998785'],,
307,307,1.4479045312458998e+18,2021-10-12 12:38:35+00:00,['1447904531245899779'],,
308,308,1.4479040185887048e+18,2021-10-12 12:36:33+00:00,['1447904018588704776'],,
309,309,1.4479033817255322e+18,2021-10-12 12:34:01+00:00,['1447903381725532169'],,
310,310,1.4479024282932224e+18,2021-10-12 12:30:14+00:00,['1447902428293222402'],,
