Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,created_at,edit_history_tweet_ids,text,clean_text,non_english
12,12,12,1.564011839616426e+18,2022-08-28 22:07:35+00:00,['1564011839616425988'],@emilyeke Lucky Hudson. He will very much loved and cared for. Keep talking about Pokey. Best wishes to you and Hudson, lucky hudson he will very much loved and cared for keep talking about pokey best wishes to you and hudson,False
13,13,13,1.56399925955226e+18,2022-08-28 21:17:35+00:00,['1563999259552260102'],@Harrii_W It was quite a long time ago and was in quite a small hospital (Heavitree in Exeter) and the Consultant had dachshunds too! William used to stand on the passenger seat with his head out the window on my Morris Minor however fast I was driving. Happy days., it was quite a long time ago and was in quite a small hospital heavitree in exeter and the consultant had dachshunds too william used to stand on the passenger seat with his head out the window on my morris minor however fast i was driving happy days,False
15,15,15,1.5639566890108357e+18,2022-08-28 18:28:26+00:00,['1563956689010835460'],@GLB______ Does the more worldly you now think “thank goodness” I didn’t come across folk who might have misused/abused such naivety?, does the more worldly you now think thank goodness i didnt come across folk who might have misusedabused such naivety,False
16,16,16,1.563912601934889e+18,2022-08-28 15:33:15+00:00,['1563912601934888963'],I’d include @Everydoctor on that list. They were pioneers with @GoodLawProject in holding mGovt. accountable for their profligacy and corruption regarding PPE and have been at times a ‘lone voice’ calling out the dangers facing doctors and other health professionals. https://t.co/OIWbLWazaD,id include  on that list they were pioneers with  in holding mgovt accountable for their profligacy and corruption regarding ppe and have been at times a lone voice calling out the dangers facing doctors and other health professionals ,False
18,18,18,1.5636477756775055e+18,2022-08-27 22:00:55+00:00,['1563647775677505539'],@Harrii_W As a registrar in Surgery the ward sister invited me to bring our dachshund on my ward round on Sunday mornings. The patients were so pleased and William was perfectly behaved!, as a registrar in surgery the ward sister invited me to bring our dachshund on my ward round on sunday mornings the patients were so pleased and william was perfectly behaved,False
19,19,19,1.563642886989701e+18,2022-08-27 21:41:29+00:00,['1563642886989701120'],@French5878Helen @dr_shibley Agree with Helen. Now is time to allow yourself peace and even joy.  You have such a good brain and there is much of this world that study and work and illness and caring have prevented you from exploring. I hope your special and curious mind will find joy outside medicine.,  agree with helen now is time to allow yourself peace and even joy  you have such a good brain and there is much of this world that study and work and illness and caring have prevented you from exploring i hope your special and curious mind will find joy outside medicine,False
20,20,20,1.5635784342612214e+18,2022-08-27 17:25:23+00:00,['1563578434261221377'],@BellaRoscetti I think @EveryDoctorUK do a great tote bag, i think  do a great tote bag,False
21,21,21,1.563549964667474e+18,2022-08-27 15:32:15+00:00,['1563549964667473922'],@crowmogh Three lovely ladies beautifully framed by the lovely colours of the old brick steps., three lovely ladies beautifully framed by the lovely colours of the old brick steps,False
22,22,22,1.56327909202765e+18,2022-08-26 21:35:54+00:00,['1563279092027650048'],@LolaPatolla I would go for Bolitho; a fictional Naval officer with a brave heart and a loyal nature., i would go for bolitho a fictional naval officer with a brave heart and a loyal nature,False
23,23,23,1.563278503231238e+18,2022-08-26 21:33:34+00:00,['1563278503231238147'],@Jennife10651535 Sleep tight dear friend., sleep tight dear friend,False
24,24,24,1.5632784202972529e+18,2022-08-26 21:33:14+00:00,['1563278420297252866'],@kentcollegeuk Delighted to meet a fellow Old Canteburian (albeit about 40 years younger than me!) over my younger sister’s garden fence in Whitstable today., delighted to meet a fellow old canteburian albeit about  years younger than me over my younger sisters garden fence in whitstable today,False
25,25,25,1.5625567308188426e+18,2022-08-24 21:45:30+00:00,['1562556730818842625'],"I am not a great fan (understatement) of ⁦@BorisJohnson⁩ however his approach to the Russian invasion of Ukraine has been consistent and correct.    

https://t.co/Xts0opH08H","i am not a great fan understatement of  however his approach to the russian invasion of ukraine has been consistent and correct    

",False
26,26,26,1.5622116407700398e+18,2022-08-23 22:54:14+00:00,['1562211640770039809'],"Is ⁦@pritipatel⁩ so devoid of insight that when she says “my record speaks volumes” she doesn’t realise that to almost everyone her record is one of #bullying #indifference and #incompetence https://t.co/IE7Ns6aZaL
Priti Patel wants to stay as Home Secretary https://t.co/fcLRB7bUgl","is  so devoid of insight that when she says my record speaks volumes she doesnt realise that to almost everyone her record is one of   and  
priti patel wants to stay as home secretary ",False
27,27,27,1.562176646794412e+18,2022-08-23 20:35:11+00:00,['1562176646794412034'],So very relieved that Owami has been found and is safe. I really hope that her University is able to urgently facilitate any support and intervention she needs and also that she asks for. Our worst fears have been avoided but this young woman may well need real solid active help. https://t.co/rZkZebZMJm,so very relieved that owami has been found and is safe i really hope that her university is able to urgently facilitate any support and intervention she needs and also that she asks for our worst fears have been avoided but this young woman may well need real solid active help ,False
28,28,28,1.5621406251847393e+18,2022-08-23 18:12:02+00:00,['1562140625184739329'],"Anna Palus appears to have been worryingly ill advised. Whether she was under the influence of alcohol or not; if the rowdy spectator was indeed her, then her behaviour appeared to be appalling. It distracted a competitor &amp; spoilt the enjoyment of many spectators around the world https://t.co/Mb67zD9W6M",anna palus appears to have been worryingly ill advised whether she was under the influence of alcohol or not if the rowdy spectator was indeed her then her behaviour appeared to be appalling it distracted a competitor amp spoilt the enjoyment of many spectators around the world ,False
29,29,29,1.561838222577209e+18,2022-08-22 22:10:24+00:00,['1561838222577209345'],@Mr_Mystery25 Theatre boots?, theatre boots,False
30,30,30,1.5618313222507725e+18,2022-08-22 21:42:59+00:00,['1561831322250772481'],@RslewisSally Amazingly not a single person has followed him back!, amazingly not a single person has followed him back,False
31,31,31,1.5613683825821696e+18,2022-08-21 15:03:25+00:00,['1561368382582169600'],@benbloomsport @DaiGreene Huge admiration for Lina,  huge admiration for lina,False
32,32,32,1.5613277638560154e+18,2022-08-21 12:22:01+00:00,['1561327763856015363'],@FCDOGovUK and Liz Truss do not appear to be doing anything effective or morally acceptable to protest the imprisonment of Salma al-Shehab in Saudi Arabia. Will former Universities Minister @michelledonelan speak out for Salma who is a PhD student at @UniversityLeeds ?, and liz truss do not appear to be doing anything effective or morally acceptable to protest the imprisonment of salma alshehab in saudi arabia will former universities minister  speak out for salma who is a phd student at  ,False
33,33,33,1.559972846457217e+18,2022-08-17 18:38:04+00:00,['1559972846457217028'],@Jennife10651535 Huge hugs 🤗 to you both. So frustrating that you have to bear another burden alone and so sad that he cannot share even your concern., huge hugs  to you both so frustrating that you have to bear another burden alone and so sad that he cannot share even your concern,False
34,34,34,1.5599240016187638e+18,2022-08-17 15:23:58+00:00,['1559924001618763777'],This looks wonderful and hugely life enhancing https://t.co/Q0xDxxXeCd,this looks wonderful and hugely life enhancing ,False
36,36,36,1.5598701413615247e+18,2022-08-17 11:49:57+00:00,['1559870141361524737'],@ladygasdr @DrANChekroud That was definitely part of it; also how some persisted in striving for excellence in difficult surroundings.,  that was definitely part of it also how some persisted in striving for excellence in difficult surroundings,False
37,37,37,1.5598129912976507e+18,2022-08-17 08:02:51+00:00,['1559812991297650689'],@Cathy_TwoHalves @EverydaySexism I would have serious questions for how your colleague presented your roles to the client; and would be concerned about the clients lack of knowledge of your company.,  i would have serious questions for how your colleague presented your roles to the client and would be concerned about the clients lack of knowledge of your company,False
38,38,38,1.559616664177721e+18,2022-08-16 19:02:43+00:00,['1559616664177721346'],@_Bandofla I am not really a pedant but my brain) tends to notice typos. Dial(o)gue is misspelt in your bio., i am not really a pedant but my brain tends to notice typos dialogue is misspelt in your bio,False
39,39,39,1.559614188984701e+18,2022-08-16 18:52:53+00:00,['1559614188984700929'],"@DrANChekroud How sad this is still the case. Though I confess there was a hospital I swore I would never go to, where I ended up as an SR and learned lifelong skills I would never had acquired elsewhere.", how sad this is still the case though i confess there was a hospital i swore i would never go to where i ended up as an sr and learned lifelong skills i would never had acquired elsewhere,False
41,41,41,1.559609912107434e+18,2022-08-16 18:35:53+00:00,['1559609912107433988'],@MonicaLennon7 deserves great credit for her efforts to highlight problems of period poverty for girls and women. Was dismayed to read comments below trying to politicise this and inaccurate and irrelevant comparisons. Poverty is hugely undignified. This is a +ve step. https://t.co/GfRH4uY4OP, deserves great credit for her efforts to highlight problems of period poverty for girls and women was dismayed to read comments below trying to politicise this and inaccurate and irrelevant comparisons poverty is hugely undignified this is a ve step ,False
44,44,44,1.5589484646916424e+18,2022-08-14 22:47:32+00:00,['1558948464691642370'],@jk_rowling @TwitterSupport Dear @jk_rowling you have the love and support of many and particularly from me.,  dear  you have the love and support of many and particularly from me,False
45,45,45,1.5589399446131835e+18,2022-08-14 22:13:41+00:00,['1558939944613183492'],@ZafRushdie @SalmanRushdie Thank you for updating us. I have always greatly admired your father and his brave and brilliant writing. Delighted to hear he has been able to talk to you. A long journey of recovery ahead; best wishes to you all as you support him.,  thank you for updating us i have always greatly admired your father and his brave and brilliant writing delighted to hear he has been able to talk to you a long journey of recovery ahead best wishes to you all as you support him,False
46,46,46,1.5588656642570158e+18,2022-08-14 17:18:31+00:00,['1558865664257015808'],@RslewisSally 🥰 whatever your pain is due to I feel sorrow for you Sally and like you loathe what Brexit has done to our countries.,  whatever your pain is due to i feel sorrow for you sally and like you loathe what brexit has done to our countries,False
47,47,47,1.558477508550566e+18,2022-08-13 15:36:07+00:00,['1558477508550565891'],@jeepers34 Interesting face!, interesting face,False
48,48,48,1.5584771633551606e+18,2022-08-13 15:34:45+00:00,['1558477163355160576'],@harkks I hope you can really recharge sometime soon and talk to your supervisors and mentors. It does change as you go forward in your career; mostly for the best (!!), i hope you can really recharge sometime soon and talk to your supervisors and mentors it does change as you go forward in your career mostly for the best ,False
49,49,49,1.5584706848625623e+18,2022-08-13 15:09:00+00:00,['1558470684862562307'],@OBSevidence So sad to read this. Two of my children ride bikes (in London) and I am fearful for them and all like them. You and your family are in my thoughts and prayers. We lost a son 5 years ago. Still a huge hole inside., so sad to read this two of my children ride bikes in london and i am fearful for them and all like them you and your family are in my thoughts and prayers we lost a son  years ago still a huge hole inside,False
50,50,50,1.5584696202893517e+18,2022-08-13 15:04:47+00:00,['1558469620289351681'],@CostaCoconuts The people!, the people,False
51,51,51,1.5584673238619136e+18,2022-08-13 14:55:39+00:00,['1558467323861913607'],@DrRuthBoard @tim_n_board What a great way to #beatburnout !,  what a great way to  ,False
56,56,56,1.5577171954964972e+18,2022-08-11 13:14:55+00:00,['1557717195496497153'],@NualaMurphy2020 Hello dear Nuala. You have a lovely name and I hope you find little glimpses of peace amidst your grief., hello dear nuala you have a lovely name and i hope you find little glimpses of peace amidst your grief,False
57,57,57,1.5577146372353065e+18,2022-08-11 13:04:45+00:00,['1557714637235306497'],@donalmurray2002 @juliaisobela That is awful Donal! Did you mention that in your letter of resignation?,  that is awful donal did you mention that in your letter of resignation,False
58,58,58,1.5575393110792847e+18,2022-08-11 01:28:04+00:00,['1557539311079284737'],@Tsaksonakis Sir Arthur Quiller-Couch another distinguished author was also a friend and one of his novels Hocken and Hunken: A Tale of Troy (Fowey) was loosely based on his rivalry with another sea-captain., sir arthur quillercouch another distinguished author was also a friend and one of his novels hocken and hunken a tale of troy fowey was loosely based on his rivalry with another seacaptain,False
59,59,59,1.557505165913215e+18,2022-08-10 23:12:23+00:00,['1557505165913214977'],"At my primary school there were children with postpolio ‘gammy legs’ &amp; as a young doctor there were still patients in iron lungs. A worry #VDPolio https://t.co/s5z0TK8U1V
All London children aged one to nine to be offered polio vaccine dose after more virus found in sewers","at my primary school there were children with postpolio gammy legs amp as a young doctor there were still patients in iron lungs a worry  
all london children aged one to nine to be offered polio vaccine dose after more virus found in sewers",False
60,60,60,1.5572832405992325e+18,2022-08-10 08:30:32+00:00,['1557283240599232512'],"@RepStefanik they should be able to ‘raid’ any citizen, including a disgraced ex-President, nobody should be above the law and certainly not the instigator of the Capitol Riot. https://t.co/b8ch6TBb0W", they should be able to raid any citizen including a disgraced expresident nobody should be above the law and certainly not the instigator of the capitol riot ,False
61,61,61,1.5572797639700972e+18,2022-08-10 08:16:43+00:00,['1557279763970097153'],"https://t.co/6lFioayic3
FBI search of Donald Trump's home 'would make third-world dictator blush'. The person who should be blushing doesn’t know the meaning of truth and has no shame! https://t.co/S7KifcEK6I","
fbi search of donald trump's home 'would make thirdworld dictator blush' the person who should be blushing doesnt know the meaning of truth and has no shame ",False
63,63,63,1.557100506186748e+18,2022-08-09 20:24:24+00:00,['1557100506186747904'],@MikeyHaya @MissJohnson222 Try not to let anger and hurt turn to hate. Hate hurts and damages us far  more than those you hate. After two years of being a primary teacher in a pandemic you must be totally drained. In my thoughts Mike’s,  try not to let anger and hurt turn to hate hate hurts and damages us far  more than those you hate after two years of being a primary teacher in a pandemic you must be totally drained in my thoughts mikes,False
64,64,64,1.5570992256950108e+18,2022-08-09 20:19:19+00:00,['1557099225695010817'],@jimwaterson Let’s hope this pompous t**t is removed from his Office of State by the incoming Prime Minister., lets hope this pompous tt is removed from his office of state by the incoming prime minister,False
65,65,65,1.5570983595251057e+18,2022-08-09 20:15:53+00:00,['1557098359525105665'],"@iowmillie Unsolicited positive feedback is such a special way of thanking someone. Nurses get a lot of less than positive comments, mostly for things far beyond their control.", unsolicited positive feedback is such a special way of thanking someone nurses get a lot of less than positive comments mostly for things far beyond their control,False
66,66,66,1.557097510111527e+18,2022-08-09 20:12:30+00:00,['1557097510111526912'],@TheCentreLefty That is awful and my heart goes out to you. I hope you feel able to write to someone quite senior in the company/organisation and give an account of all that happened. It is totally #unacceptable behaviour and should have consequences, that is awful and my heart goes out to you i hope you feel able to write to someone quite senior in the companyorganisation and give an account of all that happened it is totally  behaviour and should have consequences,False
67,67,67,1.557093203282649e+18,2022-08-09 19:55:23+00:00,['1557093203282649089'],@Tsaksonakis AL Rowse a Cornishman and historian and a friend of my grandfather reckoned we got our Cornish family name from Frisian pirates who landed and stayed on the South Cornish coast around the 9th century., al rowse a cornishman and historian and a friend of my grandfather reckoned we got our cornish family name from frisian pirates who landed and stayed on the south cornish coast around the th century,False
68,68,68,1.5570481319503708e+18,2022-08-09 16:56:17+00:00,['1557048131950370816'],Mr Trump calls this “prosecutorial misconduct” whereas many of us think that the inexorable implementation of the law is the only way to address his serial misconduct. https://t.co/1fTcZwPhIS,mr trump calls this prosecutorial misconduct whereas many of us think that the inexorable implementation of the law is the only way to address his serial misconduct ,False
69,69,69,1.556743576008233e+18,2022-08-08 20:46:06+00:00,['1556743576008232962'],Listen and be amazed! https://t.co/5XfuWOwHnU,listen and be amazed ,False
70,70,70,1.5567434593059185e+18,2022-08-08 20:45:38+00:00,['1556743459305918470'],The amazing charity @ChildrenOfFire quietly achieve real change amongst the children and young people who survive awful injuries. Please read about them and consider supporting them. My eyes have been opened by their steadfast efforts. https://t.co/oyg6t36oqg,the amazing charity  quietly achieve real change amongst the children and young people who survive awful injuries please read about them and consider supporting them my eyes have been opened by their steadfast efforts ,False
71,71,71,1.556742068420182e+18,2022-08-08 20:40:06+00:00,['1556742068420182019'],@RoyalLondon @RoyalLondonHosp Thanks for letting me know; and for introducing me to Royal London,  thanks for letting me know and for introducing me to royal london,False
72,72,72,1.5563297375674778e+18,2022-08-07 17:21:39+00:00,['1556329737567477770'],"So good to hear this. Over the years have helped groups from Malta, elsewhere in Europe and even Libya. #FreeUkraine Our students learnt so much too. https://t.co/BJxkzOa1ZW
Ukrainian medical students start training at one of UK's top universities after fleeing war-torn country","so good to hear this over the years have helped groups from malta elsewhere in europe and even libya  our students learnt so much too 
ukrainian medical students start training at one of uk's top universities after fleeing wartorn country",False
73,73,73,1.5558781789246587e+18,2022-08-06 11:27:19+00:00,['1555878178924658688'],I hope the Terminal Care team at the ⁦@RoyalLondon⁩ have had/get an opportunity to help Archie’s family navigate the next few hours and days and that the family’s admirable and extraordinary energy can refocused as they gather by Archie.  https://t.co/VMkTKEouYm,i hope the terminal care team at the  have hadget an opportunity to help archies family navigate the next few hours and days and that the familys admirable and extraordinary energy can refocused as they gather by archie  ,False
74,74,74,1.555610988707201e+18,2022-08-05 17:45:36+00:00,['1555610988707201025'],"Special thank you to my 4 new followers from UK., and more last week. https://t.co/7rODIn5ld8 https://t.co/hlmjipV8DR",special thank you to my  new followers from uk and more last week  ,False
75,75,75,1.5549670621199606e+18,2022-08-03 23:06:52+00:00,['1554967062119960582'],@JohnHansel14 Happy birthday Emily 🥰, happy birthday emily ,False
76,76,76,1.5547736204460933e+18,2022-08-03 10:18:12+00:00,['1554773620446093313'],"NHS piecemeal privatisation has been responsible for significant damage to the system, undermining seamless care and allowing profits to be ‘creamed off’ and out of the system. Private providers leave the NHS to provide care to more complex cases for which they get paid no extra.",nhs piecemeal privatisation has been responsible for significant damage to the system undermining seamless care and allowing profits to be creamed off and out of the system private providers leave the nhs to provide care to more complex cases for which they get paid no extra,False
77,77,77,1.5547667394512978e+18,2022-08-03 09:50:51+00:00,['1554766739451297792'],"@SoVeryBritish Yes, @BethHocken a wonderful person, fiercely bright, was a much adored August baby.", yes  a wonderful person fiercely bright was a much adored august baby,False
78,78,78,1.5547645398953656e+18,2022-08-03 09:42:07+00:00,['1554764539895365637'],@fifona @smartie999 Glad I am not the only one!,  glad i am not the only one,False
79,79,79,1.55452179698407e+18,2022-08-02 17:37:32+00:00,['1554521796984070144'],I vividly remember my astonishment when @NancyPelosi unfurled her banner in Tianamen Sq in 1991  https://t.co/c67NEYwqgD https://t.co/ORULo2OqOs,i vividly remember my astonishment when  unfurled her banner in tianamen sq in    ,False
80,80,80,1.5545193658902487e+18,2022-08-02 17:27:53+00:00,['1554519365890248704'],"I’m relieved the Supreme Court has made a clear decision with well explained legal backing for the clinical staff. I hope that Archie’s family will in time find peace.  https://t.co/BNabYYYDqG
Archie Battersbee's parents lose Supreme Court bid to block withdrawal of life support https://t.co/IlxXMoMgkM","im relieved the supreme court has made a clear decision with well explained legal backing for the clinical staff i hope that archies family will in time find peace  
archie battersbee's parents lose supreme court bid to block withdrawal of life support ",False
81,81,81,1.554517410652332e+18,2022-08-02 17:20:06+00:00,['1554517410652332034'],@sh_abbers Keeping urgent blue light cases waiting outside ED departments., keeping urgent blue light cases waiting outside ed departments,False
82,82,82,1.554516964508328e+18,2022-08-02 17:18:20+00:00,['1554516964508327942'],Since the Health and Social Care Act in 2012 the scope and scale of #NHSPrivatisation has hugely increased @EveryDoctorUK's map of NHS privatisation and outsourcing reveals who's really delivering healthcare across the UK. Explore your local area now... https://t.co/DOGuRL9XjZ,since the health and social care act in  the scope and scale of  has hugely increased 's map of nhs privatisation and outsourcing reveals who's really delivering healthcare across the uk explore your local area now ,False
83,83,83,1.5537995215026258e+18,2022-07-31 17:47:28+00:00,['1553799521502625794'],In any other professional position ⁦@NadineDorries⁩ would be immediately suspended and face dismissal for unprofessional behaviour. I guess in the @Conservatives that it is just more of the same?  https://t.co/Dp0OVD8UZH,in any other professional position  would be immediately suspended and face dismissal for unprofessional behaviour i guess in the  that it is just more of the same  ,False
84,84,84,1.5537878620171018e+18,2022-07-31 17:01:08+00:00,['1553787862017101824'],@richlaing A wonderful gift from a wonderful wee lad., a wonderful gift from a wonderful wee lad,False
85,85,85,1.553787012716667e+18,2022-07-31 16:57:46+00:00,['1553787012716666887'],"⁦@SuellaBraverman⁩ proposes ban on lawyers telling Govt they’re breaking law. Reaction to ⁦@pritipatel⁩ Rwanda plan? We’ve paid Rwanda £120m. They will take 200 refugees and also send ‘their ‘refugees to UK therefore costing £600,000/refugee.  https://t.co/yRn9wVXHCU", proposes ban on lawyers telling govt theyre breaking law reaction to  rwanda plan weve paid rwanda m they will take  refugees and also send their refugees to uk therefore costing refugee  ,False
86,86,86,1.5535257322273833e+18,2022-07-30 23:39:32+00:00,['1553525732227383297'],"@Doctor_Erin_ I think I would be concerned if you weren’t worried! You are very well prepared and from your posts are a very thoughtful doctor who will listen to patients, pick up on things that aren’t quite right and ask for help and advice from more senior nursing and medical colleagues.", i think i would be concerned if you werent worried you are very well prepared and from your posts are a very thoughtful doctor who will listen to patients pick up on things that arent quite right and ask for help and advice from more senior nursing and medical colleagues,False
87,87,87,1.5534989764518052e+18,2022-07-30 21:53:13+00:00,['1553498976451805191'],Australian athlete and mother of a young son who celebrated with her at the finish; has won the Birmingham Commonwealth Games Gold Medal. An amazing achievement. Congratulations https://t.co/fqroe948rI,australian athlete and mother of a young son who celebrated with her at the finish has won the birmingham commonwealth games gold medal an amazing achievement congratulations ,False
89,89,89,1.5529460657242767e+18,2022-07-29 09:16:09+00:00,['1552946065724276738'],A shameful and desperately worrying post https://t.co/bSCFhwmwJi,a shameful and desperately worrying post ,False
90,90,90,1.5524220510755758e+18,2022-07-27 22:33:54+00:00,['1552422051075575809'],⁦@SamTarry⁩ and ⁦@Keir_Stormer both come out of this situation surprisingly well. Tarry is eloquent and understated and clearly sincere in standing alongside union members; while Starmer has made a good point about collective responsibility ⁩ https://t.co/TkCY82m6CX https://t.co/EathbamreS, and  both come out of this situation surprisingly well tarry is eloquent and understated and clearly sincere in standing alongside union members while starmer has made a good point about collective responsibility   ,False
91,91,91,1.5520638391847567e+18,2022-07-26 22:50:29+00:00,['1552063839184756737'],@monaeltahawy @PepperAnney Undeniably true for most sports I can think of. Are there sports where it is not true? Our local secondary school has now had ONLY mixed sex sports teams for several years now and past and present parents tell me the culture has changed enormously.,  undeniably true for most sports i can think of are there sports where it is not true our local secondary school has now had only mixed sex sports teams for several years now and past and present parents tell me the culture has changed enormously,False
93,93,93,1.551349355914969e+18,2022-07-24 23:31:23+00:00,['1551349355914969089'],So dismally predictable (and it was predicted)! Our current Foreign Secretary ⁦@trussliz⁩ has sadly demonstrated her ineptitude in failing to act over the last 18/12 despite calls to do so.  https://t.co/edO81PWmoD,so dismally predictable and it was predicted our current foreign secretary  has sadly demonstrated her ineptitude in failing to act over the last  despite calls to do so  ,False
94,94,94,1.550761607709573e+18,2022-07-23 08:35:53+00:00,['1550761607709573123'],@MemeRegOnCall @BoyGeekDrone Do you keep lists of those patients as well? Recording them must be very useful for you to “reflect” at the end of the day.,  do you keep lists of those patients as well recording them must be very useful for you to reflect at the end of the day,False
95,95,95,1.5507600590801551e+18,2022-07-23 08:29:44+00:00,['1550760059080155137'],"@lizzy_davies @LizTruss has removed the phrase “allow harmful practices, or restrict women’s and girls’ … sexual and reproductive health and rights, bodily autonomy.” from an international statement on #FoRB Freedom of Religious Belief. https://t.co/JBcFiMxxUt",  has removed the phrase allow harmful practices or restrict womens and girls  sexual and reproductive health and rights bodily autonomy from an international statement on  freedom of religious belief ,False
96,96,96,1.5505979168758047e+18,2022-07-22 21:45:26+00:00,['1550597916875804672'],@MemeRegOnCall Is that 300 “clerk ins” a year? That doesn’t seem as many as I would have expected given how busy Med Regs always are., is that  clerk ins a year that doesnt seem as many as i would have expected given how busy med regs always are,False
97,97,97,1.5505922495447122e+18,2022-07-22 21:22:55+00:00,['1550592249544712195'],@wheremypipes @TowerFTW @Gilesyb @jburnmurdoch Fraudulent claims are a tiny amount compared to benefits wrongly declined/not pursued and not paid out because of the institutional “botheration” (an official term for making it difficult to claim benefits). (Best estimate £1-2billion,    fraudulent claims are a tiny amount compared to benefits wrongly declinednot pursued and not paid out because of the institutional botheration an official term for making it difficult to claim benefits best estimate billion,False
98,98,98,1.5505674698903757e+18,2022-07-22 19:44:27+00:00,['1550567469890375682'],Quite something to be universally despised for fanning the flames of the Jan 6th #CapitolAttack @HawleyMO is now a national laughing stock for his cowardice in running away from the event he did so much to ignite. https://t.co/YiOT2hl3ie,quite something to be universally despised for fanning the flames of the jan th   is now a national laughing stock for his cowardice in running away from the event he did so much to ignite ,False
99,99,99,1.5504681896829133e+18,2022-07-22 13:09:57+00:00,['1550468189682913280'],@TSBneurosurg @CTAbdoPelvis What a rude patient; answering their phone during a consultation while you were talking to them! Once happened while I was doing a rigid sigmoidoscopy 😊,  what a rude patient answering their phone during a consultation while you were talking to them once happened while i was doing a rigid sigmoidoscopy ,False
100,100,100,1.5503929567917834e+18,2022-07-22 08:11:00+00:00,['1550392956791783429'],@TheBMA @ERunswickBMA @BBCBreakfast What percentage of junior doctors/doctors in training are members of @TheBMA ? How are you ensuring you fully represent the needs and views of this group?,   what percentage of junior doctorsdoctors in training are members of   how are you ensuring you fully represent the needs and views of this group,False
101,101,101,1.5503905765157765e+18,2022-07-22 08:01:32+00:00,['1550390576515776513'],@thegradmedic @TheDA_UK @EveryDoctorUK Shocking but brilliantly clear thread about the reality of how doctors in training are treated. Best wishes to you personally now and for your future career.,   shocking but brilliantly clear thread about the reality of how doctors in training are treated best wishes to you personally now and for your future career,False
103,103,103,1.5501486318644265e+18,2022-07-21 16:00:08+00:00,['1550148631864426503'],"Has already had an amazing career and now Rochelle Clark at the age of (shush!) 41, England's most-capped player to extend her playing career with Saracens https://t.co/LD1L4CbLXx",has already had an amazing career and now rochelle clark at the age of shush  england's mostcapped player to extend her playing career with saracens ,False
