,Unnamed: 0,Unnamed: 0.1,id,created_at,edit_history_tweet_ids,text
35,35,35,1.5542935433839698e+18,2022-08-02 02:30:32+00:00,['1554293543383969792'],"Below, the poster concludes that they must have contracted COVID when mask temporarily removed to eat *outdoors*, so from now on they will always eat alone, outdoors."
36,36,36,1.5542935400326185e+18,2022-08-02 02:30:31+00:00,['1554293540032618501'],5 *IMMUNOLOGY* conferences with most people unmasked (all cardiology conferences I've been to this year have been unmasked). Who could blame doctors for being hypocrites if they lecture others about masking? https://t.co/t6B5b7XBJ1
37,37,37,1.554289416851452e+18,2022-08-02 02:14:08+00:00,['1554289416851451905'],I don't really know why anyone follows me tbh https://t.co/RSAlFlDrdM
38,38,38,1.5542789264106086e+18,2022-08-02 01:32:27+00:00,['1554278926410608640'],"@AlbertoCereda1 @aayshacader @skat_ct @theCardioJC @EssentialsofEM @NephroP Interesting question! I've gone for 2yrs but depends on age, PMHx and what question is being asked. If it's querying stable angina and the previous angio was truly normal, I think you can be confident for a while. If it's querying ACS, previous angio not that useful."
40,40,40,1.5541023553642373e+18,2022-08-01 13:50:50+00:00,['1554102355364237312'],"@IFLScience @JimMFelton Wait a second, you’ve been a science writer as well this whole time?!"
41,41,41,1.554091402836861e+18,2022-08-01 13:07:18+00:00,['1554091402836860935'],I loved this post on instagram from @Dr__Guess so much I've screenshotted every single image to bring it here. Too accurate 😆 https://t.co/GSwn7qWLva
42,42,42,1.5540212766622351e+18,2022-08-01 08:28:39+00:00,['1554021276662235136'],@mcaninch_josh This GPT3 AI does a very good Sly impression
43,43,43,1.5540173467881636e+18,2022-08-01 08:13:02+00:00,['1554017346788163585'],@MUDITA14 I think that just stands for I SO RELIABLE
44,44,44,1.554016543176282e+18,2022-08-01 08:09:50+00:00,['1554016543176282112'],Guess those Skillshare time management masterclasses were a waste of time after all https://t.co/WmXQhIDuoD
45,45,45,1.5540151883448033e+18,2022-08-01 08:04:27+00:00,['1554015188344803328'],@inyourwallspal Live and direct
46,46,46,1.5540137899718533e+18,2022-08-01 07:58:54+00:00,['1554013789971853312'],@iDTWD You’re more astute than me
47,47,47,1.5540137350180618e+18,2022-08-01 07:58:41+00:00,['1554013735018061824'],@jimjimbo1 My MIL is the opposite to me in almost everything
48,48,48,1.5540135754667172e+18,2022-08-01 07:58:03+00:00,['1554013575466717185'],"TW (trigger worning)

I am thoroughly reassured that the whole house’s electricity depends on attention to detail like this https://t.co/ffKYGnyy9C"
49,49,49,1.5540119857038705e+18,2022-08-01 07:51:44+00:00,['1554011985703870464'],MORONIC VULTURE CHILDREN
50,50,50,1.554011980159103e+18,2022-08-01 07:51:42+00:00,['1554011980159102977'],It’s a real shame Sylvester Stallone is so guarded with what he says. Wish he’d just speak his mind. https://t.co/KpNb56wRdG
51,51,51,1.5540100387919176e+18,2022-08-01 07:44:00+00:00,['1554010038791917568'],"I don’t actually want any evidence this ayurvedic remedy works, it’s already proved its worth by my son discovering it and running around shouting HER BOLLOCKS HER BOLLOCKS DADDY WHAT IS HER BOLLOCKS https://t.co/vaRrui3wig"
52,52,52,1.553972583959507e+18,2022-08-01 05:15:10+00:00,['1553972583959506944'],Agree. Although I only found this tweet by researching it. https://t.co/A4LV1aIi8r
53,53,53,1.5539687054111212e+18,2022-08-01 04:59:45+00:00,['1553968705411121152'],@stokel Not talking about you!
54,54,54,1.5539665862390047e+18,2022-08-01 04:51:20+00:00,['1553966586239004672'],@NotoriousB_E_G @TharushaGunawa4 100%. Especially number 3. https://t.co/o1QH3xiJvK
55,55,55,1.5539648692293755e+18,2022-08-01 04:44:30+00:00,['1553964869229375488'],The amount of scientifically illiterate people who make it their business to talk about science is breathtaking
56,56,56,1.5539246769463828e+18,2022-08-01 02:04:48+00:00,['1553924676946382848'],"RIP Nichelle Nichols. So much interesting trivia – Martin Luther King himself convinced her to stay on in the show. I also love that she inspired many women &amp; minorities, such as Dr Mae Jamison, the first female astronaut of colour, who went on to appear in Star Trek too https://t.co/f9ctUQfZ6s"
57,57,57,1.5538156257512325e+18,2022-07-31 18:51:28+00:00,['1553815625751232512'],@amibanerjee1 @BinitaKane @SAHM_UK @_JasvirSingh And I’m enjoying reading the tweets from Bangalore :)
60,60,60,1.5538118256488735e+18,2022-07-31 18:36:22+00:00,['1553811825648873472'],"Midnight in India but managed to tune in, incredible! Football has actually come home!!"
61,61,61,1.5537825395963044e+18,2022-07-31 16:39:59+00:00,['1553782539596304386'],"@techpriest @TharushaGunawa4 I'll play. Snitch tagging and tagfests are the worst. Plus any of the following in bio:

Specific diet
Any crypto terminology
All the usual #plandemic #wakeup #billgates stuff
Elon Musk
Jordan Peterson
#backboris
In fact, more than one hashtag
NFT profile pic
Cardiologist"
62,62,62,1.5537814656823665e+18,2022-07-31 16:35:43+00:00,['1553781465682366464'],@TharushaGunawa4 Being on twitter
64,64,64,1.5537477850564116e+18,2022-07-31 14:21:53+00:00,['1553747785056411648'],Already looking like an evergreen tweet #HungarianGP https://t.co/socl15aKHC
66,66,66,1.553730920259015e+18,2022-07-31 13:14:52+00:00,['1553730920259014657'],"Twitter threads're woke now

(but seriously, the state of journalism...or at least headline writing) https://t.co/QcX7c2m50C"
67,67,67,1.55365726701448e+18,2022-07-31 08:22:12+00:00,['1553657267014479873'],"Peek-a-boo!

(may end up in the i-see-you) https://t.co/v8hW2IfOau"
68,68,68,1.5536544477123912e+18,2022-07-31 08:11:00+00:00,['1553654447712391168'],@NadiaKamil @LabMuffin has been my portal into this weird world and I am definitely not grateful to her for it 😂
69,69,69,1.5536540633547694e+18,2022-07-31 08:09:28+00:00,['1553654063354769409'],"@helen_nyny I’m not an expert in the field, but bisphosphonates and exercise are proven to help. Adequate vitamin D is definitely important, but what the level is to say ‘adequate’ is unclear, and probably too high. I would consult a geriatrician about evidence for calcium supplementation."
70,70,70,1.5536457245956792e+18,2022-07-31 07:36:20+00:00,['1553645724595679234'],@basmahassan And one could flip the same logic round to say that LCHF isn’t ideal for the other 50% of the population.
71,71,71,1.5536396182384845e+18,2022-07-31 07:12:04+00:00,['1553639618238484484'],"@basmahassan I’d suffix that with “for everyone”. A healthy balanced diet with plenty of (complex) carbs IS fine for a lot of people. The link you gave is for diabetics, where low carb was beneficial. ie, different people need different diets."
72,72,72,1.553628851401785e+18,2022-07-31 06:29:17+00:00,['1553628851401785345'],@12tonevideos Can’t appreciate my NFT collection properly if the skies are taupe
73,73,73,1.5536267151882527e+18,2022-07-31 06:20:48+00:00,['1553626715188252672'],"@12tonevideos “Because humans will take it seriously now”

Honestly. I mean…I get trying to frame things optimistically but ffs"
74,74,74,1.5536264562193285e+18,2022-07-31 06:19:46+00:00,['1553626456219328512'],@tracedominguez lol https://t.co/QFajEC8ah6
75,75,75,1.55362335204429e+18,2022-07-31 06:07:26+00:00,['1553623352044290048'],"@curexcomplex I’ve not heard that term before, but of course very familiar with the trope"
76,76,76,1.553623249233351e+18,2022-07-31 06:07:02+00:00,['1553623249233350657'],"@jcarloszgz Please give me a trigger warning before you mention his name, I was having a nice Sunday"
77,77,77,1.5536229833356206e+18,2022-07-31 06:05:58+00:00,['1553622983335620608'],"Paywalled article but it’s about how climate change has been causing weirdly coloured skies that our eyes struggle to see in. This obsession with framing everything as a ‘weird evolutionary quirk’ is so tiresome. Wow, we didn’t evolve to see in Mad Max or the Matrix. No shit. https://t.co/eY2jvfY7FO"
78,78,78,1.5536219433076122e+18,2022-07-31 06:01:50+00:00,['1553621943307612160'],"@mdflores Exactly who I’m thinking of, yep. But he’s not alone."
79,79,79,1.5536208539420262e+18,2022-07-31 05:57:31+00:00,['1553620853942026242'],Just got this on my recommended. You might not think Sufi devotional music and the Red Hot Chili Peppers had an overlap (well if you remember Junoon then you might)…but this is REALLY well done https://t.co/136X4f5Id9
80,80,80,1.5536197195337687e+18,2022-07-31 05:53:00+00:00,['1553619719533768705'],"@jonathan_m_acha I said non COVID! But yes, agreed."
81,81,81,1.5536195434359355e+18,2022-07-31 05:52:18+00:00,['1553619543435935745'],"@ShivaniM_KC @Chainlank Main problem w/ diet influencers (including a lot of trained professionals) is that while most diets can be beneficial, recommending one is meaningless for any given person as LCHF might be good for you but terrible for me. Everything is a nail to their particular dietary hammer"
82,82,82,1.5536183427283026e+18,2022-07-31 05:47:32+00:00,['1553618342728302592'],"@FPosteschild Yep that’s definitely top of the list. Glad that finally people are realising what grifters that family is, although their devoted fan base remains very considerable"
83,83,83,1.5536141253053317e+18,2022-07-31 05:30:46+00:00,['1553614125305331712'],"@EmmaVitz Oh there’s definitely a huge over-arching theme to much of the wellness industry, whether it’s the female-dominated goop version, or the male-dominated broscience version, that a healthy lifestyle can fix anything &amp; failure to do so means you’re just not doing it right"
84,84,84,1.5536103231309824e+18,2022-07-31 05:15:40+00:00,['1553610323130982400'],"What are the most concerning non COVID-related trends or claims you’ve heard promoted on popular, well-listened to health podcasts?"
86,86,86,1.5535615686293914e+18,2022-07-31 02:01:56+00:00,['1553561568629391361'],@avidkeo Radiographers! Thank goodness at least someone gets the joke 😂
87,87,87,1.5535613224614625e+18,2022-07-31 02:00:57+00:00,['1553561322461462530'],@asthmaticlizard I’d find a new doc
88,88,88,1.5535611469130752e+18,2022-07-31 02:00:15+00:00,['1553561146913075202'],"@upulie Oh god you’re going to expose that I’ve forgotten what that even is! This is just a niche radiography joke. In the old days with physical films radiographers would put a red dot on films with an obvious abnormality. In days of electronic reports, they’ll write RED DOT https://t.co/Pvj59vUzAf"
89,89,89,1.553559394369286e+18,2022-07-31 01:53:18+00:00,['1553559394369286144'],"@GidMK @jamesheathers @DrBradMcKay Really? I would assume they’re in deep denial of reality, out of an unshakeable desire to believe in [whatever]"
90,90,90,1.5535586617753928e+18,2022-07-31 01:50:23+00:00,['1553558661775392768'],"Absolutely hilarious/incredible/predictable (delete as per your mood) that the most common advert on Gab is for ivermectin

Shkreli getting into web3 and fascists loving ivermectin, it’s like the simulation isn’t even trying https://t.co/K0WdcQ5z89"
91,91,91,1.5535578353003766e+18,2022-07-31 01:47:06+00:00,['1553557835300376576'],RED DOT: please correlate clinically https://t.co/lXhV1mxdBl
92,92,92,1.5535457242978918e+18,2022-07-31 00:58:58+00:00,['1553545724297891840'],@infunk353 Dying a year later still means she gave birth 3 years after death
93,93,93,1.553383744396198e+18,2022-07-30 14:15:19+00:00,['1553383744396197889'],"@richardbogle @hafiz_elshazali @BellaRoscetti @quackophage Those reviews are for patients, by patients though right? This is something different"
94,94,94,1.553366005203624e+18,2022-07-30 13:04:50+00:00,['1553366005203623936'],Can anyone spot a problem with this article https://t.co/UoWbiZrVML
97,97,97,1.5532796799768453e+18,2022-07-30 07:21:48+00:00,['1553279679976845312'],"I am learning about human milk banks in India. The first is over 30 years old and charitable, but just like the Indian market in human bones, surrogacy, blood etc the inevitable will happen where there’s money to be made and people to be exploited https://t.co/qhsiVfPNKN"
98,98,98,1.5532746046718935e+18,2022-07-30 07:01:38+00:00,['1553274604671893505'],"Enjoying the outpouring of nostalgia for the #NeighboursFinale. Let me take this opportunity to share one of my medical student newspaper’s biggest scoops. The legend that is Dr Karl Kennedy! Love the cover story headline that he’s holding too 😂
@ExternalJugular https://t.co/REGrU4SJq8"
100,100,100,1.5532600909033144e+18,2022-07-30 06:03:58+00:00,['1553260090903314432'],@theliverdr I’ve also seen it used in the US to differentiate from osteopathic medicine
103,103,103,1.5532566687454372e+18,2022-07-30 05:50:22+00:00,['1553256668745437184'],"FYI ‘allopathy’ is a term used by quacks to refer to evidence-based medicine. It’s from homeopathy (treatment with the same), cf allopathy = treatment with different. eg treating bacterial infection with anti bacterials. I know, crazy! https://t.co/1sZ6JeJrLQ"
104,104,104,1.5532566615690609e+18,2022-07-30 05:50:20+00:00,['1553256661569060864'],"They know affluent people will still access regular, evidence-based medicine (of which there is plenty, of exceptional quality in India). But this state-sponsored subterfuge disenfranchises poorer people who won’t realise their doctor has no actual qualifications in medicine"
105,105,105,1.5532566574459986e+18,2022-07-30 05:50:19+00:00,['1553256657445998592'],"There is an aggressive anti-science lobby in India that has been empowered in recent years, wrapped up in nationalistic opposition to ‘Western’ medicine. But the more cynical reason this is fuelled is so the government can massage its figures on health provision.
@theliverdr"
106,106,106,1.5532566501646705e+18,2022-07-30 05:50:18+00:00,['1553256650164670464'],"The Chennai High Court yesterday ruled that AYUSH practitioners can legally practice medicine INCLUDING SURGERY. Unless I am missing something, this is terrifying. Yet another example of India absolutely losing the plot when it comes to science. https://t.co/pp45FojMBY"
107,107,107,1.5532566413105193e+18,2022-07-30 05:50:16+00:00,['1553256641310519296'],The UK has a poor doctor:patient ratio but just be thankful the government isn’t adopting the Indian approach to increasing the number of “doctors”. After years of softballing quacks “qualified” in homeopathy and other alternative systems who chance their arm at actual medicine&gt; https://t.co/XyXHeRl5jB
108,108,108,1.553238759222952e+18,2022-07-30 04:39:12+00:00,['1553238759222951936'],@concernecus Me? NGL
109,109,109,1.553236967416279e+18,2022-07-30 04:32:05+00:00,['1553236967416279046'],"@chadinabhan Superiority bias is a good one to remember. I think I saw some research a few weeks back that suggested that often those who consider themselves very rational &amp; make it part of their identity, tend to be the MOST liable to exhibit this"
110,110,110,1.553236062264529e+18,2022-07-30 04:28:29+00:00,['1553236062264528896'],@concernecus What app is this?
111,111,111,1.5532356233725297e+18,2022-07-30 04:26:44+00:00,['1553235623372529664'],@foolishthree Bangalore
112,112,112,1.5532305349100175e+18,2022-07-30 04:06:31+00:00,['1553230534910017536'],Nobody could’ve predicted this! https://t.co/NinFGPgjuN
113,113,113,1.5532245847529554e+18,2022-07-30 03:42:53+00:00,['1553224584752955392'],@deep88parikh Where’s the complaint? Maybe familiarise yourself with what a joke is
114,114,114,1.5532148402103255e+18,2022-07-30 03:04:09+00:00,['1553214840210325504'],"@LabMuffin Good point – again it all comes down to nuance and it rarely being all or nothing. In the UK we get far less sun (well, in previous years!) &amp; less strong so message to get a bit is more accepted but in Oz I can imagine public health messaging can be challenging on this."
115,115,115,1.5532085036572017e+18,2022-07-30 02:38:59+00:00,['1553208503657201665'],"This franchise took a left turn

#GoodLuckJerry https://t.co/0uS0y6NowT"
116,116,116,1.5532071159800955e+18,2022-07-30 02:33:28+00:00,['1553207115980095488'],@RealSexyCyborg I feel like we’ve seen this pattern before…quite recently…can’t think when though 🤔
117,117,117,1.5531915152663593e+18,2022-07-30 01:31:28+00:00,['1553191515266359296'],"@DrJenGunter I sometimes raise a toast to all the people who definitely died trying stuff, so that we knew what was edible. And some food that takes immense processing - like cassava which literally has cyanide unless time-consumingly treated. How did they figure that out? Why persist??"
118,118,118,1.5531905975316726e+18,2022-07-30 01:27:49+00:00,['1553190597531672576'],Each paragraph of this article is as remarkable as the last. What an absolute train wreck. Our whole country’s future is being decided by a small group of lunatics and morons. https://t.co/AAPGXYOYgk
119,119,119,1.553186371967271e+18,2022-07-30 01:11:02+00:00,['1553186371967270912'],"Gone several days just lazing about in India without a single mosquito bite.

Woke up at 5 today for sunrise yoga on the roof and a run. Covered in bites.

Take from that what you will."
120,120,120,1.5530248854666772e+18,2022-07-29 14:29:21+00:00,['1553024885466677248'],"Hardly Novak Djokovic’s biggest fan, but his US Open ban doesn’t make a lot of sense. Not USTA’s rule, it’s federal govt - but USTA are not seeking exemption. Australian Open was a fiasco, last minute +ve test &amp; inconsistent dates suggested deception. Can avoid all that this time"
121,121,121,1.5530114539504722e+18,2022-07-29 13:35:58+00:00,['1553011453950472193'],"@RoshanaMN I’m about the same. One thing I find difficult is social media accounts, often women, who want to show you can be (eg) a scientist &amp; a parent. So involve their kids a lot. Inspirational to many, but also find the normalisation of influencers featuring their kids a bit unsettling"
122,122,122,1.552979844039725e+18,2022-07-29 11:30:22+00:00,['1552979844039725056'],"Based on replies so far, I wasn’t clear (credit to you guys for being innocent). I wasn’t complaining about reality TV but referring to the danger of giving DETAILED info about young girls’ locations in a country where child abduction, paedophilia &amp; sexual assault are a problem"
123,123,123,1.552979059814019e+18,2022-07-29 11:27:15+00:00,['1552979059814019078'],"@debsyn1 Micronutrients is a broad term, I would not claim to know about most of them. I am solely talking about vitamin D."
124,124,124,1.5529783158618235e+18,2022-07-29 11:24:18+00:00,['1552978315861823489'],"@LittleToller @Sibs_uk @CaroSanderson @LoveYouNatty @ManniCoeWrites @thebookseller @jowhiley @KendalBookFest @hayfestival That was really beautiful, I would love to read this. The pandemic was very hard for my non-verbal brother too, it’s so lovely to read about the power and importance of sibling love 💞"
125,125,125,1.5529757873047634e+18,2022-07-29 11:14:15+00:00,['1552975787304763392'],"Indians love TV talent shows. Way more kids on Indian TV than in the West. Think child beauty pageants, kids dressed up as adults. Just saw a 10 yr old girl in full make up &amp; the host asked where are you from, which class, which school. WHY the f would you broadcast this info?!!"
126,126,126,1.5529728114167153e+18,2022-07-29 11:02:25+00:00,['1552972811416715264'],@debsyn1 No there isn’t
127,127,127,1.5529555925404918e+18,2022-07-29 09:54:00+00:00,['1552955592540491777'],"@debsyn1 That was regarded as the MOST convincing use for it with best evidence, hence why this is so interesting. Other potential benefits are unproven. I don't think a daily multivitamin is really going to hurt anyone, and the numbers it will help are vanishingly small. Up to you."
129,129,129,1.5529540852921344e+18,2022-07-29 09:48:01+00:00,['1552954085292134402'],"@TamaraStein I have to agree. People who say moderate, evidence-based and sensible things are either ignored, or even if they already have a large audience, are dismissed as maintaining the status quo/being a paid shill. But go against the consensus and watch the views roll in."
130,130,130,1.5529534923895644e+18,2022-07-29 09:45:39+00:00,['1552953492389564416'],"@debsyn1 Of course some people are deficient, but what this shows is we have no idea where to draw the line. But the key thing is that we have not shown that supplementing vitamin D helps overall. So we're not good at selecting who to give it to, and too many people are taking it."
131,131,131,1.552952886836859e+18,2022-07-29 09:43:15+00:00,['1552952886836858880'],"Yet another example of algorithms fucking things up. Many of the medics started by talking sense, but as soon as things like ivermectin, HCQ, zinc, and of course vitamin D (and C) etc catch traffic, they get drunk on attention and end up pushing appalling science. Depressing."
132,132,132,1.5529528838882875e+18,2022-07-29 09:43:14+00:00,['1552952883888287746'],"I consider myself to be pretty chilled. But when I think about the scientifically illiterate medical influencers and the edgy podcasters pushing the vitamin D cult before &amp; especially through the pandemic, it's enough to make even the most placid person seethe https://t.co/WtaWSYJry7"
133,133,133,1.5529476146848358e+18,2022-07-29 09:22:18+00:00,['1552947614684835840'],https://t.co/yUM9hMmPo0
134,134,134,1.5529473107865395e+18,2022-07-29 09:21:05+00:00,['1552947310786539521'],"@hell0kidney @hswapnil @ginakolata @weddellite Ha, wishful thinking"
136,136,136,1.5529470628066836e+18,2022-07-29 09:20:06+00:00,['1552947062806683648'],"I don't know if anything has brought me more frustration within medicine as vitamin D and all the utterly soul-destroying furore around it. However, I predict...nothing will change. The cult will roll on.

https://t.co/82uYuKnQrp https://t.co/o4CIT5Ffj6"
137,137,137,1.5529465101022904e+18,2022-07-29 09:17:55+00:00,['1552946510102290437'],Wow...major implications. Worth a read. https://t.co/ZaTTIOzeWq
138,138,138,1.5529462240675185e+18,2022-07-29 09:16:46+00:00,['1552946224067518464'],The one newsletter that always cracks me up is The Upshot (it's for sports fans buy even my wife who really only watches tennis enjoys selected highlights about some scandalous insanity) https://t.co/UoZReJW9We
139,139,139,1.5528991279518638e+18,2022-07-29 06:09:38+00:00,['1552899127951863811'],Indian pencil sharpener #design https://t.co/f5eF7pgv7M
142,142,142,1.5526663217031864e+18,2022-07-28 14:44:32+00:00,['1552666321703186432'],@baradhili I think it's translated from Malayalam
143,143,143,1.5526614274957435e+18,2022-07-28 14:25:06+00:00,['1552661427495743495'],@fletchjack Beautiful!
146,146,146,1.552651165636055e+18,2022-07-28 13:44:19+00:00,['1552651165636055040'],@sajitblr @Zakirranga @SuzanneTitkeme2 @theliverdr Block and move on
147,147,147,1.552649323002794e+18,2022-07-28 13:37:00+00:00,['1552649323002793985'],"Interesting piece about the creator economy, especially after hearing @ColinandSamir's reports from VidCon about streamers commanding the most dedicated fandom. In essence, sponsor deals for creators are the inverse of most commerce. Lockdown eyeballs boosted numbers; now fading https://t.co/CHSyCZApja"
148,148,148,1.5526449908193935e+18,2022-07-28 13:19:47+00:00,['1552644990819393542'],"@SuzanneTitkeme2 @theliverdr I don't think either of things are reasons not to visit. Air quality is poor in the big cities but many Western cities are not far behind. However most of India is not the big cities. Private hospitals offer cutting edge, modern normal medicine."
149,149,149,1.5526083147057275e+18,2022-07-28 10:54:02+00:00,['1552608314705727489'],"@DrHannahBB I had to cancel my Atlantic sub a while back because in spite of having some of the best science writers around, the rest has become such complete garbage I found myself increasingly frustrated at the drivel they publish."
150,150,150,1.5526070398344356e+18,2022-07-28 10:48:58+00:00,['1552607039834435585'],"@TheBrianMcManus I’m excited buddy, so cool to see you and the team achieving things you set out to, onto bigger and better!"
151,151,151,1.5526064079835095e+18,2022-07-28 10:46:28+00:00,['1552606407983509504'],@timesnewboman https://t.co/YSo5PaoAfe
153,153,153,1.5526027253048934e+18,2022-07-28 10:31:50+00:00,['1552602725304893445'],"@MUDITA14 I know, it’s very bizarre and hard to work out. It’s got so wrapped up in anti-Western pro-Indian (Hindu) propaganda now it’s impossible to convince people it’s not Indian at all"
155,155,155,1.5526019713997332e+18,2022-07-28 10:28:50+00:00,['1552601971399733249'],@BernhardWerner Is that @mikerugnetta
