Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,created_at,edit_history_tweet_ids,text,withheld,clean_text,non_english
70,70,70,1.544625549624152e+18,2022-07-06 10:13:23+00:00,['1544625549624152064'],@davey @drphiliplee1 @TomLarkinSky Thank you. Was going to say I’d like to see this spreadsheet. My timeline was full of resignations and I couldn’t keep up,,   thank you was going to say id like to see this spreadsheet my timeline was full of resignations and i couldnt keep up,False
72,72,72,1.544393907873661e+18,2022-07-05 18:52:55+00:00,['1544393907873660929'],@trigeminy_henry @Carnage4Life Doesn’t count. You didn’t show ass,,  doesnt count you didnt show ass,False
73,73,73,1.5436654087917937e+18,2022-07-03 18:38:08+00:00,['1543665408791793672'],@drmattjt @msteggy Same here,,  same here,False
74,74,74,1.5425763827267912e+18,2022-06-30 18:30:43+00:00,['1542576382726791174'],@RoshanaMN Taz or meropenem because it’s sepsis,, taz or meropenem because its sepsis,False
81,81,81,1.541130605500502e+18,2022-06-26 18:45:43+00:00,['1541130605500502019'],Her little tongue 😋 https://t.co/H1tpVh5r7S,,her little tongue  ,False
82,82,82,1.5404233527787233e+18,2022-06-24 19:55:21+00:00,['1540423352778723328'],"3 strangers, a German musician, an Iranian singer and a Canadian cinematographer randomly cross paths on the underground in Berlin and react to each other’s energy. Beautiful https://t.co/ZKwOjgYJMG",, strangers a german musician an iranian singer and a canadian cinematographer randomly cross paths on the underground in berlin and react to each others energy beautiful ,False
85,85,85,1.5400177656705925e+18,2022-06-23 17:03:42+00:00,['1540017765670592512'],@al_oats I fell asleep during an afternoon of remote IT training 🙂  it was impossible to follow.  EPIC training was bad enough face to face,, i fell asleep during an afternoon of remote it training   it was impossible to follow  epic training was bad enough face to face,False
88,88,88,1.5395148089654682e+18,2022-06-22 07:45:07+00:00,['1539514808965468160'],Looking at you @TheBMA https://t.co/QumBdj7N6p,,looking at you  ,False
90,90,90,1.538996282269778e+18,2022-06-20 21:24:41+00:00,['1538996282269777938'],@realArash Wow. This is amazing!,, wow this is amazing,False
91,91,91,1.5389734869531566e+18,2022-06-20 19:54:06+00:00,['1538973486953156608'],@fessdoc What about a septoplasty? 🤭,, what about a septoplasty ,False
92,92,92,1.5389564665850143e+18,2022-06-20 18:46:28+00:00,['1538956466585014273'],@realArash Thank you 🙂  I was lucky not to miss it.  This is my favourite photo of Loli and I just realised it was from mid June last year https://t.co/pNrRWV114Z,, thank you   i was lucky not to miss it  this is my favourite photo of loli and i just realised it was from mid june last year ,False
93,93,93,1.538948944096641e+18,2022-06-20 18:16:35+00:00,['1538948944096641025'],Looked over and the the kitchen had turned red… https://t.co/3vC3AdTxtr,,looked over and the the kitchen had turned red ,False
100,100,100,1.5349782886947922e+18,2022-06-09 19:18:37+00:00,['1534978288694792192'],@Emmajourno Not research but… lots of GP appointments at the moment are being used managing patients who are waiting for surgery or specialist clinic review. Long lists due to covid and precovid underfunding issues.  Lots of referrals to secondary care also being rejected now,, not research but lots of gp appointments at the moment are being used managing patients who are waiting for surgery or specialist clinic review long lists due to covid and precovid underfunding issues  lots of referrals to secondary care also being rejected now,False
101,101,101,1.534957437677097e+18,2022-06-09 17:55:45+00:00,['1534957437677096963'],"Decided to watch #LoveIsland this year to keep up with my sisters and for light entertainment.  All the racism (public, contestant, producers) is making my blood boil.  It’s not entertainment",,decided to watch  this year to keep up with my sisters and for light entertainment  all the racism public contestant producers is making my blood boil  its not entertainment,False
102,102,102,1.5349549717032673e+18,2022-06-09 17:45:57+00:00,['1534954971703267330'],"Looking pleased with herself. I’ve already been told by the landlord to replace the lawn turf because of her digging, now she’s going after the plants. Can’t have nice things. @darth https://t.co/qBUUm7TJWq",,looking pleased with herself ive already been told by the landlord to replace the lawn turf because of her digging now shes going after the plants cant have nice things  ,False
103,103,103,1.534658194949165e+18,2022-06-08 22:06:40+00:00,['1534658194949165056'],@MoiraDonegan Same with tweets (I just did it),, same with tweets i just did it,False
104,104,104,1.53465378936977e+18,2022-06-08 21:49:10+00:00,['1534653789369769984'],@LateefSaka 4 white guys there fighting over 3 girls and the two girls of colour are non-existent to them. Same with the white girls not engaging with the two black guys,,  white guys there fighting over  girls and the two girls of colour are nonexistent to them same with the white girls not engaging with the two black guys,False
107,107,107,1.5345548952731443e+18,2022-06-08 15:16:12+00:00,['1534554895273144323'],@ashley_stasak @LissaBriana @darth Love his name!,,   love his name,False
108,108,108,1.5345525586725274e+18,2022-06-08 15:06:55+00:00,['1534552558672527360'],@LissaBriana @ashley_stasak @darth I take them out and let them decide to drag me back in. It gets me off the hook,,   i take them out and let them decide to drag me back in it gets me off the hook,False
113,113,113,1.5320925427869327e+18,2022-06-01 20:11:41+00:00,['1532092542786932741'],@MikeIsaac Can we watch your dog watching the sheep Channel?,, can we watch your dog watching the sheep channel,False
116,116,116,1.5320027311913124e+18,2022-06-01 14:14:49+00:00,['1532002731191312384'],@Flowerquinolone 900 years feels about right,,  years feels about right,False
120,120,120,1.5295543801055887e+18,2022-05-25 20:05:56+00:00,['1529554380105588736'],@zahra35024871 I can’t wait to see a photo of you all together again,, i cant wait to see a photo of you all together again,False
122,122,122,1.529436818411864e+18,2022-05-25 12:18:47+00:00,['1529436818411864067'],"@Dima_Khatib Nobody needs to hear this.

I understand what you are trying to say, and yes people should seek help.

But labelling vulnerable people who have been through trauma “toxic” is not the way to go",," nobody needs to hear this

i understand what you are trying to say and yes people should seek help

but labelling vulnerable people who have been through trauma toxic is not the way to go",False
123,123,123,1.529432823907631e+18,2022-05-25 12:02:55+00:00,['1529432823907631106'],@DrSelvarajah Absolutely. We should name and shame these employers,, absolutely we should name and shame these employers,False
124,124,124,1.5292041348760005e+18,2022-05-24 20:54:11+00:00,['1529204134876000261'],@cctv_idiots But I want this,, but i want this,False
125,125,125,1.528984722407301e+18,2022-05-24 06:22:19+00:00,['1528984722407301120'],"@drcolinm @gmcuk @OrthopodReg Our dean emailed us to say it was mandatory!!   Potentially I could report him for dishonesty?  

Except he is not an ethnic minority doctor, so I guess you won’t be interested… https://t.co/Ilr2599zF3",,"   our dean emailed us to say it was mandatory   potentially i could report him for dishonesty  

except he is not an ethnic minority doctor so i guess you wont be interested ",False
129,129,129,1.5280077784548844e+18,2022-05-21 13:40:18+00:00,['1528007778454884354'],"Didn’t manage to get her best “high five” but it’s still cute...  

Chili doesn’t need to work for her treats. She is the boss bish https://t.co/KaiZmOxNvk",,"didnt manage to get her best high five but its still cute  

chili doesnt need to work for her treats she is the boss bish ",False
134,134,134,1.5271857277458885e+18,2022-05-19 07:13:45+00:00,['1527185727745888256'],@dgrog I love village Facebook dramas. They just keep policing each other.  It’s best when you work in the village so they let you in but you don’t actually have to live there.  People at work are always laughing about the arguments over bonfires,, i love village facebook dramas they just keep policing each other  its best when you work in the village so they let you in but you dont actually have to live there  people at work are always laughing about the arguments over bonfires,False
135,135,135,1.52718441554953e+18,2022-05-19 07:08:33+00:00,['1527184415549530114'],@EdanStarforth Spent my afternoon off on Twitter yesterday and I now I know far more than I want to know about it,, spent my afternoon off on twitter yesterday and i now i know far more than i want to know about it,False
137,137,137,1.527032080454099e+18,2022-05-18 21:03:13+00:00,['1527032080454098946'],@nysuri I ordered takeaway two nights in a row. I thought who is to know. I’m an adult. I can do that.  It was the same uber delivery man from the night before. We didn’t make eye contact.,, i ordered takeaway two nights in a row i thought who is to know im an adult i can do that  it was the same uber delivery man from the night before we didnt make eye contact,False
142,142,142,1.5268196892671836e+18,2022-05-18 06:59:15+00:00,['1526819689267183616'],#GPteam advice would really be appreciated if anyone reads this.  Is there a way of Safety-netting 2WW referrals on system one?  How do different teams do this?,, advice would really be appreciated if anyone reads this  is there a way of safetynetting ww referrals on system one  how do different teams do this,False
143,143,143,1.5267053796688036e+18,2022-05-17 23:25:01+00:00,['1526705379668803591'],@BrandyLJensen Why so sad though?,, why so sad though,False
144,144,144,1.5267047438165197e+18,2022-05-17 23:22:30+00:00,['1526704743816519681'],"@edreyesjourno Leadership, stamina… I don’t know it feels like there are transferable skills in this",, leadership stamina i dont know it feels like there are transferable skills in this,False
146,146,146,1.5266478380041216e+18,2022-05-17 19:36:22+00:00,['1526647838004121600'],@VennAdam @NewcastleHosps Dignified name compared to “COWs”,,  dignified name compared to cows,False
148,148,148,1.526543814747472e+18,2022-05-17 12:43:01+00:00,['1526543814747471874'],"@OrlaWhitehead @jimothysocks Veterinary medicine would be nicer though, specially with covid and possible future pandemics",,  veterinary medicine would be nicer though specially with covid and possible future pandemics,False
150,150,150,1.5257684111245765e+18,2022-05-15 09:21:51+00:00,['1525768411124576258'],@PedsHemeDoc No one told me we are not doing it anymore.,, no one told me we are not doing it anymore,False
151,151,151,1.5256433183564923e+18,2022-05-15 01:04:46+00:00,['1525643318356492288'],@7c6Richard But I want to be penguins,, but i want to be penguins,False
152,152,152,1.525187726907216e+18,2022-05-13 18:54:25+00:00,['1525187726907215873'],Seriously? https://t.co/2Fv3NRJez9 https://t.co/8h1HjxUnzO,,seriously  ,False
154,154,154,1.5244648952191918e+18,2022-05-11 19:02:08+00:00,['1524464895219191809'],"@MartinSLewis @thismorning Mental health and physical health, particularly that of children.  Unfortunately social deprivation will lead to increased child mortality",,  mental health and physical health particularly that of children  unfortunately social deprivation will lead to increased child mortality,False
157,157,157,1.5243122955385815e+18,2022-05-11 08:55:46+00:00,['1524312295538581504'],@PayzeeMalika Congratulations Payzee. So well deserved ❤️,, congratulations payzee so well deserved ,False
160,160,160,1.5224687995424358e+18,2022-05-06 06:50:22+00:00,['1522468799542435841'],"@vattandoost I hope she recovered well.  Yes, the tiredness is a pain",, i hope she recovered well  yes the tiredness is a pain,False
161,161,161,1.5222939260986204e+18,2022-05-05 19:15:29+00:00,['1522293926098620416'],"@vattandoost I know. After all this time working around covid patients and not getting it, I finally got it too a couple of week ago. This one is luckily milder but still leaves lots of weird symptoms",, i know after all this time working around covid patients and not getting it i finally got it too a couple of week ago this one is luckily milder but still leaves lots of weird symptoms,False
162,162,162,1.5222932829272635e+18,2022-05-05 19:12:56+00:00,['1522293282927263744'],"@SamanArbabi 🙂 yes!  On the plus side, glasses reduce the risk of covid transmission through the eyes. Extra protection! I’m not changing to lenses anytime soon",,  yes  on the plus side glasses reduce the risk of covid transmission through the eyes extra protection im not changing to lenses anytime soon,False
164,164,164,1.522285017476604e+18,2022-05-05 18:40:05+00:00,['1522285017476603906'],@SamanArbabi Know this pain. My winter hat didn’t help either,, know this pain my winter hat didnt help either,False
166,166,166,1.5219444038452634e+18,2022-05-04 20:06:36+00:00,['1521944403845263361'],@ElaineD70586678 @peekayone Thank you. Thats lovely to know,,  thank you thats lovely to know,False
167,167,167,1.52194259394859e+18,2022-05-04 19:59:25+00:00,['1521942593948590086'],@ElaineD70586678 @peekayone I’m so sorry to hear this. I didn’t know him but from his tweeter feed and interactions I could tell he was a kind soul. May he rest in peace.  Thank you for letting me know.,,  im so sorry to hear this i didnt know him but from his tweeter feed and interactions i could tell he was a kind soul may he rest in peace  thank you for letting me know,False
169,169,169,1.5197871318115983e+18,2022-04-28 21:14:23+00:00,['1519787131811598337'],@deannagmcdonald He is a wolf answering to the siren wolves,, he is a wolf answering to the siren wolves,False
170,170,170,1.51975689897472e+18,2022-04-28 19:14:15+00:00,['1519756898974720000'],@BBCNews What rubbish!  Did pure maths and mechanics for A levels and loved it,, what rubbish  did pure maths and mechanics for a levels and loved it,False
172,172,172,1.519683829602177e+18,2022-04-28 14:23:53+00:00,['1519683829602177026'],No more child marriage in England and Wales! https://t.co/6Jrjdyg3Ii,,no more child marriage in england and wales ,False
176,176,176,1.5194041588723384e+18,2022-04-27 19:52:35+00:00,['1519404158872338432'],@DrNeenaJha @_garmc It does. It really helped patient care particularly as our patients were vulnerable and mostly poor historians,,  it does it really helped patient care particularly as our patients were vulnerable and mostly poor historians,False
178,178,178,1.5193575977568338e+18,2022-04-27 16:47:34+00:00,['1519357597756833792'],"@DrNeenaJha @_garmc In my psych rotation we used SystemOne on the ward. It was so incredibly helpful being able to see GP notes through the years, community mental health input, hospital letters etc. It was excellent",,  in my psych rotation we used systemone on the ward it was so incredibly helpful being able to see gp notes through the years community mental health input hospital letters etc it was excellent,False
180,180,180,1.5186300083397714e+18,2022-04-25 16:36:23+00:00,['1518630008339771392'],@KarateJoe12 Haha… them throwing up and then eating grass is so familiar,, haha them throwing up and then eating grass is so familiar,False
181,181,181,1.5174789566556815e+18,2022-04-22 12:22:31+00:00,['1517478956655681537'],@DrBenLovell Love how the cats are enjoying the music,, love how the cats are enjoying the music,False
182,182,182,1.5174773318662103e+18,2022-04-22 12:16:03+00:00,['1517477331866210305'],@mina_el_naguib My point a few days ago https://t.co/DDAV9FlTdQ,, my point a few days ago ,False
184,184,184,1.5167577418927718e+18,2022-04-20 12:36:40+00:00,['1516757741892771852'],"Police arrested man (mental health act) brought him to A&amp;E overnight  

Next day neighbour asked for a welfare check as man hadn’t gone home.Officers from the same station broke his house door down 

We couldn’t discharge him as council said it would take 6wks to replace the door https://t.co/BrWxHo7jrX",,"police arrested man mental health act brought him to aampe overnight  

next day neighbour asked for a welfare check as man hadnt gone homeofficers from the same station broke his house door down 

we couldnt discharge him as council said it would take wks to replace the door ",False
185,185,185,1.516737803702481e+18,2022-04-20 11:17:26+00:00,['1516737803702480898'],@chimenesuleyman I agree,, i agree,False
186,186,186,1.5166783770921288e+18,2022-04-20 07:21:18+00:00,['1516678377092128769'],"@chimenesuleyman Don’t know why I watch it. All the men arrange total opposite of what their partners would like. Lots of them spend the money on the stag do. 

I’m always surprised the women marry them. Interestingly (for me), the only one who didn’t was half Iranian   https://t.co/QX6wXgMBRV",," dont know why i watch it all the men arrange total opposite of what their partners would like lots of them spend the money on the stag do 

im always surprised the women marry them interestingly for me the only one who didnt was half iranian   ",False
189,189,189,1.5153348363654513e+18,2022-04-16 14:22:33+00:00,['1515334836365451265'],@RoshanaMN Snap.  This is Loli (a rescue from Iran). She is having a lovely day in the garden while I revise https://t.co/xdycFJcUJY,, snap  this is loli a rescue from iran she is having a lovely day in the garden while i revise ,False
192,192,192,1.514642607904891e+18,2022-04-14 16:31:53+00:00,['1514642607904890888'],@cctv_idiots They should stop teasing this dog and just give him ALL the food,, they should stop teasing this dog and just give him all the food,False
193,193,193,1.514345706001154e+18,2022-04-13 20:52:06+00:00,['1514345706001154057'],@mevparekh So it’s useless?,, so its useless,False
195,195,195,1.5125133135398666e+18,2022-04-08 19:30:49+00:00,['1512513313539866637'],@Louisdebernard Good luck tomorrow! 💕,, good luck tomorrow ,False
196,196,196,1.5125132524077916e+18,2022-04-08 19:30:35+00:00,['1512513252407791623'],"@Louisdebernard Oh I’m glad to hear it. I often forget that actually even if the system is failing patients, one person can still make a difference",, oh im glad to hear it i often forget that actually even if the system is failing patients one person can still make a difference,False
197,197,197,1.512492169478779e+18,2022-04-08 18:06:48+00:00,['1512492169478778885'],@Louisdebernard Oh I am sorry! I hope you are feeling better! Sending you virtual hugs 🤗,, oh i am sorry i hope you are feeling better sending you virtual hugs ,False
199,199,199,1.5121399512526438e+18,2022-04-07 18:47:13+00:00,['1512139951252643841'],"Free e-learning modules on @fairhealthuk for those interested in health inequity and causes of unequal health outcomes
https://t.co/RXJ7rGnGc0",,"free elearning modules on  for those interested in health inequity and causes of unequal health outcomes
",False
200,200,200,1.5120179056045097e+18,2022-04-07 10:42:15+00:00,['1512017905604509699'],"If looks could kill. She is angry because I have covid and I don’t want to touch her or kiss her. She is 12, I can’t risk it. 

Also, I thought we could do shorter walks while I am ill, but she won’t have it.  #dogboss https://t.co/yxq2kZLH6V",,"if looks could kill she is angry because i have covid and i dont want to touch her or kiss her she is  i cant risk it 

also i thought we could do shorter walks while i am ill but she wont have it   ",False
204,204,204,1.5110554058578412e+18,2022-04-04 18:57:37+00:00,['1511055405857841152'],@timricketts_ I google it at least once a day. I mess it up so bad systemOne can’t even help me,, i google it at least once a day i mess it up so bad systemone cant even help me,False
207,207,207,1.5106013555468288e+18,2022-04-03 12:53:23+00:00,['1510601355546828804'],The walnut tree is waking up https://t.co/s7Aixh9IQ4,,the walnut tree is waking up ,False
208,208,208,1.510321335125295e+18,2022-04-02 18:20:41+00:00,['1510321335125295109'],"@TartanTantrum @IKWRO Thank you lovely 💕 You do brilliant work yourself!   I did remember you describing in your talk, how your sister’s GP had helped and hadn’t been afraid to ask about forced marriage",,  thank you lovely  you do brilliant work yourself   i did remember you describing in your talk how your sisters gp had helped and hadnt been afraid to ask about forced marriage,False
209,209,209,1.5097835039651471e+18,2022-04-01 06:43:32+00:00,['1509783503965147139'],More snow fun https://t.co/rb1mVbHO5Y,,more snow fun ,False
210,210,210,1.5096388232606925e+18,2022-03-31 21:08:37+00:00,['1509638823260692480'],Snow happiness    #dogsoftwitter https://t.co/zRi035GsDj,,snow happiness     ,False
212,212,212,1.5092667717144945e+18,2022-03-30 20:30:13+00:00,['1509266771714494473'],@ralanshirley Really sorry to hear this.  Loved seeing her beautiful photos on my timeline. Sending love 💕,, really sorry to hear this  loved seeing her beautiful photos on my timeline sending love ,False
215,215,215,1.509185306779689e+18,2022-03-30 15:06:31+00:00,['1509185306779688964'],@hinajshahid @returnofcam Looking forward to this. Explained to my RCA practice group why I was missing the session and they all signed up too 🙂,,  looking forward to this explained to my rca practice group why i was missing the session and they all signed up too ,False
218,218,218,1.5081696205738967e+18,2022-03-27 19:50:32+00:00,['1508169620573896704'],"@hddoger Iran’s desert cities, gulf countries and North Africa I think. But definitely look up Yazd architecture",, irans desert cities gulf countries and north africa i think but definitely look up yazd architecture,False
219,219,219,1.5081627994778747e+18,2022-03-27 19:23:26+00:00,['1508162799477874690'],"Summer afternoon naps under the wind catcher, in my grandmother’s house 🥰   

They are still a part of people’s lives in Yazd https://t.co/pVe1BiFVEv",,"summer afternoon naps under the wind catcher in my grandmothers house    

they are still a part of peoples lives in yazd ",False
220,220,220,1.5080070002942812e+18,2022-03-27 09:04:20+00:00,['1508007000294281225'],@dr_jepson Duty doc set up,, duty doc set up,False
222,222,222,1.507894723117265e+18,2022-03-27 01:38:11+00:00,['1507894723117264896'],@DGlaucomflecken We all have pregnant lady questions,, we all have pregnant lady questions,False
223,223,223,1.507728299711406e+18,2022-03-26 14:36:53+00:00,['1507728299711406085'],"Thinking of setting up an eco / sustainability group in our practice. Have some good resources thanks to @GreenerPractice. Anyone tweeps been there, done that?  Any practical tips on getting colleagues on board? Areas to start with?",,thinking of setting up an eco  sustainability group in our practice have some good resources thanks to  anyone tweeps been there done that  any practical tips on getting colleagues on board areas to start with,False
225,225,225,1.5074814502114263e+18,2022-03-25 22:16:00+00:00,['1507481450211426304'],"@lorraine_hickey From A&amp;E days - yes I can relate 🙂
As a surgical SHO, can say they were mostly lovely",," from aampe days  yes i can relate 
as a surgical sho can say they were mostly lovely",False
233,233,233,1.5063568762079642e+18,2022-03-22 19:47:20+00:00,['1506356876207964163'],@Medic_Russell Had a patient in A&amp;E once who had fallen in a canal. Some guy pulled him out but ended up having a dislocated shoulder. All the man power we had couldn’t reduce it. Ended up in theatre,, had a patient in aampe once who had fallen in a canal some guy pulled him out but ended up having a dislocated shoulder all the man power we had couldnt reduce it ended up in theatre,False
235,235,235,1.5058118558051942e+18,2022-03-21 07:41:37+00:00,['1505811855805194241'],@realArash Oh thank you! Happy Norouz to you too. I hope it’s a much better year for all of us 🙂💐,, oh thank you happy norouz to you too i hope its a much better year for all of us ,False
237,237,237,1.505626746544173e+18,2022-03-20 19:26:04+00:00,['1505626746544173063'],Happy #Nowrouz https://t.co/3KM9eVRtyQ,,happy  ,False
239,239,239,1.5047361966683095e+18,2022-03-18 08:27:20+00:00,['1504736196668309504'],@msteggy Great.  Thank you,, great  thank you,False
