,Unnamed: 0,id,created_at,edit_history_tweet_ids,text
31,31,1.5632118728740127e+18,2022-08-26 17:08:48+00:00,['1563211872874012673'],"@MartinBromiley The issue is that pre-test probability is so low in this patient group.

We could easily design systems to deliver the correct diagnosis at an early stage in these cases, but it would mean accepting a vast amount of over-investigation as a pay-off."
32,32,1.5632080751754322e+18,2022-08-26 16:53:42+00:00,['1563208075175432192'],"The 2022 Beatles: Root, Crawley, Bairstow, Stokes.

⁦@felixwhite⁩
#ENGvSA https://t.co/M1FzU22TcT"
33,33,1.5632042857472369e+18,2022-08-26 16:38:39+00:00,['1563204285747236866'],@Nick_Maxwell God I love you.
34,34,1.563197328265478e+18,2022-08-26 16:11:00+00:00,['1563197328265478151'],@paigecaunce Absolute legend of the game.
35,35,1.5631913394952028e+18,2022-08-26 15:47:12+00:00,['1563191339495202816'],Science. https://t.co/7aZ9NMSZcS
36,36,1.56318562053657e+18,2022-08-26 15:24:29+00:00,['1563185620536569856'],
37,37,1.5631821861150024e+18,2022-08-26 15:10:50+00:00,['1563182186115002371'],Definitely better when you can’t hear them. #ENGvSA https://t.co/d4CScbECJz
38,38,1.563159111159595e+18,2022-08-26 13:39:08+00:00,['1563159111159595008'],"@sas_sobauk @Oaa @OAATrainee @Eltonchris @noolslucas @erikjfawcett @Assoc_Anaes @Anaes_SAS @SIVAnaesthesia @Chronotrope @ObsAnaesNetwork @DrNickB_ObAnaes @YavorRM Yes.

The concerns about the validity of TCI models in pregnancy are, in my opinion, largely unimportant.

We should be adapting our practice to fill the larger volume of distribution and titrating to waveform EEG and spectral array anyway."
39,39,1.5628495347868058e+18,2022-08-25 17:09:00+00:00,['1562849534786805764'],@fuzzymittens I only interfere with them for major or emergency surgery.
40,40,1.562801796241707e+18,2022-08-25 13:59:18+00:00,['1562801796241707014'],"@mina_el_naguib Also, is this your house? 😉 https://t.co/5be1NjQTKW"
41,41,1.5627539446105743e+18,2022-08-25 10:49:09+00:00,['1562753944610574342'],@clifford0584 I’m so sorry mate. Thinking of you. Reach out if I can help.
42,42,1.5627036169803694e+18,2022-08-25 07:29:10+00:00,['1562703616980369408'],"@mina_el_naguib It’s undoubtedly better for industry to be buying music, but it’s far better for my bank balance to be streaming music.

Spotify is better than Apple Music for more eclectic tastes. But if you’re embedded in the Apple ecosystem like me, the integration is better with Apple Music."
43,43,1.5621045500136817e+18,2022-08-23 15:48:41+00:00,['1562104550013681665'],"@muddy_gas_doc Babies, or tradespeople?

Both are nightmares."
44,44,1.561699733655126e+18,2022-08-22 13:00:06+00:00,['1561699733655126017'],@Nick_Maxwell That’s amateur stuff! https://t.co/SVlgtmLQRm
45,45,1.5613865672095662e+18,2022-08-21 16:15:41+00:00,['1561386567209566208'],@nuddypants Absolutely phenomenal.
46,46,1.56132963649101e+18,2022-08-21 12:29:28+00:00,['1561329636491010048'],@nuddypants 🤯🤯🤯
47,47,1.5613237453101302e+18,2022-08-21 12:06:03+00:00,['1561323745310130178'],@RobJimFleming @MsBethanJ Seconded. I get mine from here.
48,48,1.5608932245159444e+18,2022-08-20 07:35:19+00:00,['1560893224515944448'],"@caej90 @DrLindaDykes @Tesco People are trash.

“I wOulD sIMplY hAve a cAr”
🙃🙃🙃"
49,49,1.5605317028371374e+18,2022-08-19 07:38:45+00:00,['1560531702837137410'],@MJTB1987 @alistairsteel https://t.co/pQ6X5mIYRG
50,50,1.5603471980298117e+18,2022-08-18 19:25:36+00:00,['1560347198029811713'],"@jondearden @RCoANews It’s not at all the question you asked, but I used nothing but @FRCA_reveal for my final viva revision, and it was brilliant."
51,51,1.5603238047395594e+18,2022-08-18 17:52:39+00:00,['1560323804739559428'],@BellaRoscetti @VirtueOfNothing Can confirm. https://t.co/GPuh2T5XLp
52,52,1.560318331965653e+18,2022-08-18 17:30:54+00:00,['1560318331965652995'],"@VirtueOfNothing @BellaRoscetti Agreed.
This hair colour is known as ‘brown’.
😉"
53,53,1.5594390084422203e+18,2022-08-16 07:16:47+00:00,['1559439008442220544'],@SujeshBansal @MFT_CSS @MFTnhs @PhilT79 @RCoANews @AnaestheticsApp @lancs7 @kcbanaesthesia @AAGBI @mysurgeryandme @NW_Anaesthesia @NWRAG @UoMNews It’s as old as me 😂
54,54,1.5591973169507738e+18,2022-08-15 15:16:23+00:00,['1559197316950773760'],"@arcl More importantly, what are we carrying our filter papers around in?"
55,55,1.5591964080408863e+18,2022-08-15 15:12:46+00:00,['1559196408040886274'],@GabbyGasDoc @Jopo_dr @saspist This was one of my Primary Viva questions! 🚨
56,56,1.558928142756094e+18,2022-08-14 21:26:47+00:00,['1558928142756093954'],@bobfunn Water slide?
57,57,1.55889068786475e+18,2022-08-14 18:57:57+00:00,['1558890687864750080'],"@k_d85 Current department’s machines have etCO2 in mmHg, and nobody seems bothered enough to have had this changed.

Half of the anaesthetists change it every single time, and the other half have just got used to it.

I now have to continually divide by 7.5."
58,58,1.5584607823624684e+18,2022-08-13 14:29:39+00:00,['1558460782362468354'],"@Anaestheasier21 Since this happening to me, I pay close attention to how much is left in my syringe as I inject, so I can just make up the difference."
59,59,1.5583820061694894e+18,2022-08-13 09:16:38+00:00,['1558382006169489408'],@drstephharrison @Jopo_dr 😍😍
60,60,1.5578427280331776e+18,2022-08-11 21:33:44+00:00,['1557842728033177600'],"@Bob_Loveridge @drsas27 @LeylsTurk I have a whole body of work that scrub nurses like to sing at me.

https://t.co/deepSSqiaj"
61,61,1.5578138445123092e+18,2022-08-11 19:38:57+00:00,['1557813844512309248'],"@ccdaniels65 @AmeliaGershuny8 @TheBMA Interesting.
I found them entirely useless when I needed them, and have since managed entirely find without them.

However, I have now rejoined, because of the #payrestoration stuff."
62,62,1.557802882149372e+18,2022-08-11 18:55:24+00:00,['1557802882149371907'],"@felixwhite Ahh Boston.
It’s like Bristol, but turned up to 100.
😉"
63,63,1.5577220497367368e+18,2022-08-11 13:34:12+00:00,['1557722049736736770'],@doctorhelgi Oh I know what you mean. Just reading that gave me palpitations… I got flashbacks to every time I’ve tried to kick a ball back and had to apologise.
64,64,1.5576989518514176e+18,2022-08-11 12:02:25+00:00,['1557698951851417600'],@doctorhelgi I wonder if Mx Parsons could run a 10k as fast as you can!
65,65,1.557669684807336e+18,2022-08-11 10:06:07+00:00,['1557669684807335937'],@rider_jon @helenpidd Manchester does!! I run along the Mersey regularly.
66,66,1.5574636612702372e+18,2022-08-10 20:27:27+00:00,['1557463661270237185'],@LeylsTurk God no.
67,67,1.5574196146064343e+18,2022-08-10 17:32:26+00:00,['1557419614606434308'],@PrinceK53498952 That’s right.
68,68,1.5574161175340728e+18,2022-08-10 17:18:32+00:00,['1557416117534072839'],@PrinceK53498952 @abi_slade @itsmattchin @SomersetCCC There have been some bonkers overs here! https://t.co/XKlnX8nnY8
69,69,1.5574157863225303e+18,2022-08-10 17:17:13+00:00,['1557415786322530304'],@PrinceK53498952 @abi_slade @itsmattchin @SomersetCCC 6 off a No Ball - they’ve gone down as 2 extras and 6 runs.
70,70,1.5574036120237752e+18,2022-08-10 16:28:50+00:00,['1557403612023775232'],@DrDavidWarriner Because they’re not a small minority.
71,71,1.5573466001917747e+18,2022-08-10 12:42:18+00:00,['1557346600191774721'],"@GaslingSarah Yaaaaaas!
Taste and smell back to normal to make the most of the coffee and pastry?"
72,72,1.5573462252544492e+18,2022-08-10 12:40:48+00:00,['1557346225254449153'],@drsas27 @BellaRoscetti Another vote for Kielder here.
73,73,1.5570937751217193e+18,2022-08-09 19:57:40+00:00,['1557093775121719296'],@lizgoingon You haven’t persuaded Naomi to join Team ICM have you?!
74,74,1.5570816593291878e+18,2022-08-09 19:09:31+00:00,['1557081659329187840'],"Whatever you think of the Hundred, the BBC have absolutely smashed this… @isaguha, @AatifNawaz, @chriswoakes, @MAWood33, and @jimmy9!! 🤯"
75,75,1.5570429471447818e+18,2022-08-09 16:35:41+00:00,['1557042947144781825'],"@XelenX1 @AmarHujan It really is.

But dentists shouldn’t martyr themselves. If we want a better standard, we need to vote for a better standard."
76,76,1.5570407944055685e+18,2022-08-09 16:27:08+00:00,['1557040794405568516'],"@nickopotamus @AndrewJD I’ve only ever worked in places that use ml/hr, so I’d have to convert to that…

“They’re on 0.2 mcg/kg/min”
“Oh, so like 10ml/hr of single strength”

I fully accept that mcg/kg/min is the sensible and universal of the two options though!"
77,77,1.5569276434460877e+18,2022-08-09 08:57:31+00:00,['1556927643446087680'],@_Lightning_Rose Some serious psychology going on in our white ball team.
78,78,1.5569043402327327e+18,2022-08-09 07:24:55+00:00,['1556904340232732673'],@rebecaulfield https://t.co/xtevY0AKQr
79,79,1.5568956041266545e+18,2022-08-09 06:50:12+00:00,['1556895604126654464'],"“Doctors &amp; anaesthetists”
🙃🙃🙃 https://t.co/cFTawJ5ldo"
80,80,1.5567204350597775e+18,2022-08-08 19:14:08+00:00,['1556720435059777537'],"@ronansetron Well, the calcium’s okay 👌"
81,81,1.5563916296777974e+18,2022-08-07 21:27:35+00:00,['1556391629677797377'],"@Bob_Loveridge @GaslingSarah @JessicaLB1987 Oh nice! Really good to know that it’s fine without them. I’ve only ever used LOR, and assumed it was essential."
82,82,1.556381422683824e+18,2022-08-07 20:47:01+00:00,['1556381422683824128'],@JessicaLB1987 I’m not particular confident siting an epidural without a loss-of-resistance syringe! 😬
83,83,1.5562012469771387e+18,2022-08-07 08:51:04+00:00,['1556201246977138689'],"@DrNavSidhu @OBsleepmerchant @ruthi_landau @noolslucas @DrNickB_ObAnaes @aljabut @Ron_George @emilysharpe @Eltonchris @Dolores_McKeen 1 in 20 seems wildly high!

I wonder if this suggests the spinal doses are too low, or the surgeries are too long."
84,84,1.5558307520461046e+18,2022-08-06 08:18:51+00:00,['1555830752046104577'],@ShariqShamimMD @EM_RESUS @ECGfan @serioustaurean @smithECGBlog @iamritu @evandrofilhobr @DrMarthaGulati @mmamas1973 @Pooh_Velagapudi @DrRajeshG1 …the lightning.
85,85,1.555814750201688e+18,2022-08-06 07:15:16+00:00,['1555814750201688065'],"@nickbrazel @Shr_Nottingham @nickopotamus Seemingly!

…at least long enough for oramorph on the ward to be the answer."
86,86,1.5558113816220467e+18,2022-08-06 07:01:53+00:00,['1555811381622046720'],"@_Lightning_Rose I feel this. 

But to be fair, Lancs don’t pay his wages."
87,87,1.5558109453179658e+18,2022-08-06 07:00:09+00:00,['1555810945317965844'],@tefwalton https://t.co/S5symPO6ha
88,88,1.5558108477248143e+18,2022-08-06 06:59:46+00:00,['1555810847724814337'],"@nickbrazel @Shr_Nottingham @nickopotamus When I’ve done this, the alfentanil has accumulated enough that they’re very comfy in recovery."
89,89,1.555665415786963e+18,2022-08-05 21:21:52+00:00,['1555665415786962947'],"@otorhinosaurus I tape over them.

There’s really no need to, but it’s easier than arguing about it every day."
90,90,1.5556531462691553e+18,2022-08-05 20:33:07+00:00,['1555653146269155330'],@flintoff11 @bbctms @pnefc @BBCiPlayer Amazing!! Brilliant news!
91,91,1.555492884346032e+18,2022-08-05 09:56:17+00:00,['1555492884346032129'],@SignsofHealth gold. https://t.co/iEfYEtVyOH
92,92,1.5554579546477855e+18,2022-08-05 07:37:30+00:00,['1555457954647785472'],Signed up to my first yoga class today… 😬
93,93,1.5553107562913055e+18,2022-08-04 21:52:35+00:00,['1555310756291305475'],"@GaslingSarah @LeylsTurk Wow! That’s gone from zero to super-dark-line in no time!

Hope you feel better soon pal"
94,94,1.5552024539011195e+18,2022-08-04 14:42:13+00:00,['1555202453901119494'],@amateuradam Oh Adam this is really lovely.
95,95,1.5552015393247396e+18,2022-08-04 14:38:35+00:00,['1555201539324739585'],"@Hannah_McF @HumanTourniquet WHAT?!

This is a game changer!!!"
96,96,1.555101973300519e+18,2022-08-04 08:02:57+00:00,['1555101973300518912'],@DrJack_Whiting There’s another Jack Whiting CT1 🚨
97,97,1.5549461145661194e+18,2022-08-03 21:43:37+00:00,['1554946114566119429'],@toni_pearce ✊
98,98,1.5549079727357542e+18,2022-08-03 19:12:04+00:00,['1554907972735754241'],"@martynbjones Lay eggs like a fish, or have babies like a human?"
99,99,1.554824024953221e+18,2022-08-03 13:38:29+00:00,['1554824024953221126'],@VirtueOfNothing I thought they’d stopped sending senior ICM trainees there…!
100,100,1.554818953171583e+18,2022-08-03 13:18:20+00:00,['1554818953171582977'],@AatifNawaz That’s absolutely what we need. But I don’t think we’ll find it on Twitter!
101,101,1.5548118423667384e+18,2022-08-03 12:50:04+00:00,['1554811842366738433'],"@VirtueOfNothing I know where you are! 😂
I remember this ridiculousness vividly."
102,102,1.55480138798857e+18,2022-08-03 12:08:32+00:00,['1554801387988570113'],New hospital might be the least cycle-friendly-for-trainees I’ve been to. 👎
103,103,1.5547787757406822e+18,2022-08-03 10:38:41+00:00,['1554778775740682241'],@gioronium @RMCH_Theatres I’m jealous you’re there. It was the best!
104,104,1.554745184939905e+18,2022-08-03 08:25:12+00:00,['1554745184939905025'],@kingswing72 I love my cycling insurance. It helps to protect me from the 12% of drivers who are uninsured.
105,105,1.5545693031560028e+18,2022-08-02 20:46:19+00:00,['1554569303156002821'],@DrJack_Whiting Wythenshawe. Well that’s very disappointing! https://t.co/G06gExo5HG
106,106,1.5545511128243896e+18,2022-08-02 19:34:02+00:00,['1554551112824389638'],"@clairedocdavies I don’t know what else to do, or how to get into doing something else.

If someone came along with an offer of an equally paid and secure job, I’d be gone.

(…so salary and job security are probably keeping me here too!)"
107,107,1.554545062276698e+18,2022-08-02 19:09:59+00:00,['1554545062276698112'],@DrJack_Whiting I've seen a familiar name on the rota! 👀
108,108,1.5544103653619794e+18,2022-08-02 10:14:45+00:00,['1554410365361979396'],@BangFoss @DrRobbieErskine @DrMGorecha That’s what the FICB is for.
109,109,1.554394903890772e+18,2022-08-02 09:13:19+00:00,['1554394903890771969'],@DrRyanSam @EolasMedical Congratulations! Watching with interest. Please let us know how it is!
110,110,1.5543937256689377e+18,2022-08-02 09:08:38+00:00,['1554393725668937729'],@Callumefc Too busy build the DJ booth for the Hundred at OT! 😒
111,111,1.5543931553107026e+18,2022-08-02 09:06:22+00:00,['1554393155310702593'],"Bailey: 11/110 vs Kent
Hartley: 6/24 vs Stars
Jennings: 318 vs Somerset
Lamb: 4x 50s and 1x 100

🤯🤯🤯
@lancscricket https://t.co/HMDbsrOGll"
112,112,1.5543915668186235e+18,2022-08-02 09:00:03+00:00,['1554391566818623495'],@doc_matt_jacko I spend the whole time wishing I’d got disc brakes on my single-speed!
113,113,1.5543913793374208e+18,2022-08-02 08:59:18+00:00,['1554391379337420801'],@DrSusannahP I’m starting at your new place next week! 🎉
114,114,1.554379448551719e+18,2022-08-02 08:11:54+00:00,['1554379448551718912'],@drp297 @fuzzymittens Same ⬆️
115,115,1.554104916653785e+18,2022-08-01 14:01:00+00:00,['1554104916653785088'],"@NoMatesUpNorth @gordonstewart90 @drpeachy @DoctorMayJay It’s actually the lesser of many, many evils.

Missed appointments represent a tiny proportion of the strain on the service, but it’s a nice headline-grabbing thing to focus on."
116,116,1.5540778709049836e+18,2022-08-01 12:13:32+00:00,['1554077870904983555'],@gordonstewart90 @drpeachy @DoctorMayJay I’m guessing ethics isn’t one of the A-levels you tutor?
117,117,1.5540563966389125e+18,2022-08-01 10:48:12+00:00,['1554056396638912513'],"@drpeachy @DoctorMayJay Who’s going to be chasing up patients for their fines? How much will you pay them to do that? What happens if they don’t pay? Are you going to withhold care if there’s an outstanding fine?

There is no chance this will it cost-effective."
118,118,1.5540556623253422e+18,2022-08-01 10:45:17+00:00,['1554055662325342214'],@scullingmonkey The Sage has died?!?! 😩😩
119,119,1.5540429093176484e+18,2022-08-01 09:54:36+00:00,['1554042909317648386'],"@doc_matt_jacko Yeah, but… awfulpaedics?"
120,120,1.5540379609113313e+18,2022-08-01 09:34:57+00:00,['1554037960911331328'],"@cappsperhaps @davidcarr333 I would, with the caveats that it’s deeply misogynistic and very dated.

But, I think it’s an important piece within a medical culture. The depiction of moral injury and burnout is still very relevant."
121,121,1.5537963477105377e+18,2022-07-31 17:34:52+00:00,['1553796347710537731'],
122,122,1.553794586816004e+18,2022-07-31 17:27:52+00:00,['1553794586816004096'],@toni_pearce L: “I like the gold keeper the best”
123,123,1.553782038901162e+18,2022-07-31 16:38:00+00:00,['1553782038901161984'],@TharushaGunawa4 Flags in names. https://t.co/DD23mqCLU8
124,124,1.5537655145346867e+18,2022-07-31 15:32:20+00:00,['1553765514534686722'],"@Hiphopocrates @Arsenal Because, the price."
125,125,1.553667036789842e+18,2022-07-31 09:01:01+00:00,['1553667036789841925'],@toni_pearce LOVE Nigel.
126,126,1.5536653805430415e+18,2022-07-31 08:54:27+00:00,['1553665380543041536'],"@UChukwumaife Congratulations Ugo!!
SUCH a great department at Stepping Hill."
127,127,1.5535323857859543e+18,2022-07-31 00:05:58+00:00,['1553532385785954305'],"@DrNancyGlass1 @CSWhiteMD The fact that they’ll be paid for it when they’re residents, but are paying for it while they’re students."
128,128,1.5533899323239995e+18,2022-07-30 14:39:55+00:00,['1553389932323999746'],@LeylsTurk Same! How was the first?
129,129,1.5533526447978086e+18,2022-07-30 12:11:45+00:00,['1553352644797808641'],@cappsperhaps @ThreatNotation 😮😮🤯🤯
130,130,1.553331611789398e+18,2022-07-30 10:48:10+00:00,['1553331611789398016'],"@Jopo_dr Both the flowers, and his back legs, look brilliant!"
131,131,1.5533309275892695e+18,2022-07-30 10:45:27+00:00,['1553330927589269504'],"@Mummydoc1 @emilycpb Oh it has! They’re now paid 10% less, with &gt;£100k of debt, for the pleasure.

I’m only 8 years down the road, and they’ve already got it far worse than I had it."
132,132,1.5533293346723635e+18,2022-07-30 10:39:07+00:00,['1553329334672363521'],"@morefluids 1. Lactulose.
2. Whisky. 1 generous measure ON.
3. Warfarin."
133,133,1.553108032506282e+18,2022-07-29 19:59:44+00:00,['1553108032506281984'],@retrocoldplay Thanks so much for making the time for this! I’ll keep following with envy!
134,134,1.5530814131545743e+18,2022-07-29 18:13:58+00:00,['1553081413154574337'],"@emilycpb Congratulations on your courage. I have no doubt you’ve made the right decision, and best of luck in whatever you choose to do."
135,135,1.5524218533728584e+18,2022-07-27 22:33:07+00:00,['1552421853372858370'],"@fletchjack Amazing! I was at JCUH ~6 years ago, and your ‘Before’ pictures could have been taken then!

Fantastic effort!!"
136,136,1.5516238221047398e+18,2022-07-25 17:42:01+00:00,['1551623822104739840'],@alistairsteel I’ve worked at several places that do!
137,137,1.5509290723598828e+18,2022-07-23 19:41:20+00:00,['1550929072359882752'],@mina_el_naguib Errr… Manchester.
138,138,1.5507776428901908e+18,2022-07-23 09:39:36+00:00,['1550777642890190851'],@willtube4food Picking it up on Monday! 😂
139,139,1.5507763207323238e+18,2022-07-23 09:34:21+00:00,['1550776320732323841'],"@lancs7 Brutal!

My defence is that Alex and James were trying to push past me to get out of the way!"
140,140,1.5507757098152632e+18,2022-07-23 09:31:55+00:00,['1550775709815263233'],@drsas27 @lancs7 Cheers! Got it at their tour the other day!
141,141,1.5507756186017137e+18,2022-07-23 09:31:34+00:00,['1550775618601713665'],
142,142,1.5507733360907633e+18,2022-07-23 09:22:29+00:00,['1550773336090763264'],@lancs7 My face ⬆️ https://t.co/U38F2GMhNT
143,143,1.5505949418306929e+18,2022-07-22 21:33:37+00:00,['1550594941830692864'],"@dr_doddle I viscerally feel this tweet. I’ve had loads of these days recently, where just getting to the end feels like a huge win."
144,144,1.5505947025246945e+18,2022-07-22 21:32:40+00:00,['1550594702524694529'],@RebeccaRideal I hope your mum had the happiest of retirements. What a beautiful story ❤️
145,145,1.550579385522131e+18,2022-07-22 20:31:48+00:00,['1550579385522130951'],"@CurranSM any chance you can sign this seat in the pavilion terrace?!

I’ve been promised we can collect it on Monday! https://t.co/z57MptwK9r"
146,146,1.55056765734221e+18,2022-07-22 19:45:12+00:00,['1550567657342210049'],"@lancs7 Nice! Like Zak’s hat 👌

We’re Pavilion, dead centre.
Trying to keep a baby still behind Rashid’s arm! 😬"
147,147,1.5505615730679644e+18,2022-07-22 19:21:01+00:00,['1550561573067964416'],"@lancs7 Nice! Whole family?
Where you sat?"
148,148,1.550561080639996e+18,2022-07-22 19:19:04+00:00,['1550561080639995904'],@lancs7 Are you here?!
149,149,1.5505455453490094e+18,2022-07-22 18:17:20+00:00,['1550545545349009409'],@drsas27 @CurranSM @englandcricket @EmiratesOT @TheBarmyArmy @TailendersPod The baby was in that seat milliseconds earlier 🚨
150,150,1.5505369023268823e+18,2022-07-22 17:42:59+00:00,['1550536902326882304'],"@Bob_Loveridge @CurranSM @englandcricket @EmiratesOT @TheBarmyArmy @TailendersPod It’s not a drop. 

I took cover."
151,151,1.5505293771627315e+18,2022-07-22 17:13:05+00:00,['1550529377162731520'],"No, I didn’t catch it. 😒"
152,152,1.550529136464208e+18,2022-07-22 17:12:08+00:00,['1550529136464207874'],"Errr… @CurranSM nearly killed me with that 6.

@englandcricket
@EmiratesOT 
@TheBarmyArmy 
@TailendersPod 
#ENGvSA https://t.co/kyuUJVAnVk"
153,153,1.5505237536372165e+18,2022-07-22 16:50:44+00:00,['1550523753637216256'],"@WG_RumblePants It really is bizarre!

YJB in particular. Seems to have wildly different form, a few days apart."
154,154,1.5505104655366922e+18,2022-07-22 15:57:56+00:00,['1550510465536692229'],Bloke in red is right in the way. #ENGvSA https://t.co/EAApbU5JMp
155,155,1.5502009026691727e+18,2022-07-21 19:27:51+00:00,['1550200902669172747'],
156,156,1.549821646319534e+18,2022-07-20 18:20:49+00:00,['1549821646319534081'],@scottishphil83 @TheBMA Most doctors are not on Twitter.
157,157,1.5497295801932923e+18,2022-07-20 12:14:59+00:00,['1549729580193292290'],"@StuMaitland @dr_emmacoombe @TheBMA It’s the general lack of volume, energy, and passion from the union that’s frustrating me.

There seems to be no drive to engage people who aren’t already engaged."
