,Unnamed: 0,id,created_at,edit_history_tweet_ids,text,withheld
44,44,1.5630865906409595e+18,2022-08-26 08:50:58+00:00,['1563086590640959488'],"I love satire and black humour, and there is plenty opportunity. https://t.co/uAbd2y5PkZ",
45,45,1.5630854856980726e+18,2022-08-26 08:46:35+00:00,['1563085485698072577'],,
46,46,1.5627279394056724e+18,2022-08-25 09:05:49+00:00,['1562727939405672448'],"@LondonSenco @teamsquarepeg I guess it is not only getting it past the GB but also some parents as their perception is very different.
It’s a proper change management project.
The 7 Kotter step principles never failed me when trying to do so.",
47,47,1.5627190385217618e+18,2022-08-25 08:30:27+00:00,['1562719038521761792'],,
48,48,1.562718938626003e+18,2022-08-25 08:30:03+00:00,['1562718938626002944'],,
49,49,1.5627188974677197e+18,2022-08-25 08:29:53+00:00,['1562718897467719680'],,
50,50,1.5627184162800312e+18,2022-08-25 08:27:59+00:00,['1562718416280031233'],,
51,51,1.562718115032535e+18,2022-08-25 08:26:47+00:00,['1562718115032535041'],,
52,52,1.5627180799891374e+18,2022-08-25 08:26:38+00:00,['1562718079989137413'],,
53,53,1.5623891454518968e+18,2022-08-24 10:39:34+00:00,['1562389145451896832'],,
54,54,1.562388435226198e+18,2022-08-24 10:36:45+00:00,['1562388435226198016'],,
55,55,1.5623883633820672e+18,2022-08-24 10:36:28+00:00,['1562388363382067200'],,
56,56,1.5623880458941235e+18,2022-08-24 10:35:12+00:00,['1562388045894123520'],,
57,57,1.562387809415172e+18,2022-08-24 10:34:16+00:00,['1562387809415172096'],,
58,58,1.562366316488659e+18,2022-08-24 09:08:51+00:00,['1562366316488658944'],Rockets are exploding around a huge nuclear compound in Ukraine. But bombing a nuclear plant isn’t explicitly banned under international law! Let’s all join the global call to protect nuclear sites from military attacks. #NPT2022 #10RevCon https://t.co/xI9ON6YsYS,
59,59,1.5614118280303493e+18,2022-08-21 17:56:04+00:00,['1561411828030349313'],,
60,60,1.5614114998763848e+18,2022-08-21 17:54:45+00:00,['1561411499876384771'],,
61,61,1.560958299020923e+18,2022-08-20 11:53:54+00:00,['1560958299020922882'],,
62,62,1.5609581092203151e+18,2022-08-20 11:53:09+00:00,['1560958109220315138'],,
63,63,1.560957939032154e+18,2022-08-20 11:52:28+00:00,['1560957939032154112'],,
64,64,1.5609577791789138e+18,2022-08-20 11:51:50+00:00,['1560957779178913794'],,
65,65,1.5609576597586616e+18,2022-08-20 11:51:21+00:00,['1560957659758661633'],,
66,66,1.560957583451689e+18,2022-08-20 11:51:03+00:00,['1560957583451688960'],,
67,67,1.560957554276143e+18,2022-08-20 11:50:56+00:00,['1560957554276143105'],,
68,68,1.5609574907198587e+18,2022-08-20 11:50:41+00:00,['1560957490719858693'],,
69,69,1.5609573403414897e+18,2022-08-20 11:50:05+00:00,['1560957340341489666'],,
70,70,1.5609572854547087e+18,2022-08-20 11:49:52+00:00,['1560957285454708736'],,
71,71,1.5609566396368527e+18,2022-08-20 11:47:18+00:00,['1560956639636852737'],,
72,72,1.560956578471215e+18,2022-08-20 11:47:04+00:00,['1560956578471215104'],,
73,73,1.5609564074737418e+18,2022-08-20 11:46:23+00:00,['1560956407473741824'],,
74,74,1.560956278679257e+18,2022-08-20 11:45:52+00:00,['1560956278679257091'],,
75,75,1.5609329454976532e+18,2022-08-20 10:13:09+00:00,['1560932945497653248'],,
76,76,1.560932905974698e+18,2022-08-20 10:13:00+00:00,['1560932905974697986'],,
77,77,1.5609328498339717e+18,2022-08-20 10:12:46+00:00,['1560932849833971713'],"„You got a circle of co-opted regulators and a deeply embarrassed government that ought to have had this pointed out by a bunch of volunteer amateurs. Even if you would make the government response 10x better, it would still be rubbish, and it will still be eroded” @TheWeekUK https://t.co/KjYYFd6CcS",
78,78,1.5609309698125988e+18,2022-08-20 10:05:18+00:00,['1560930969812598784'],"Interesting read - aware of this but not to the full extend - a great article not to be missed.
The Sewage sleuths: the duo who uncovered the truth about our rivers via the ⁦@TheWeekUK⁩ ⁦@Greenpeace⁩  https://t.co/kmIKK7gLzp",
79,79,1.560927532647678e+18,2022-08-20 09:51:39+00:00,['1560927532647677953'],"In @TheWeekUK :„Money used to be everything to me“ „But it does not make you happy. Happiness -love, family, doing good - is everything. Money isn’t.“
@JohnDCaudwell is so right and would it not be good if many more would follow him?
The world would be a fairer, happier place. ❤️",
80,80,1.5607217553834066e+18,2022-08-19 20:13:57+00:00,['1560721755383406592'],,
81,81,1.56072173092207e+18,2022-08-19 20:13:52+00:00,['1560721730922070016'],,
82,82,1.5607204993781064e+18,2022-08-19 20:08:58+00:00,['1560720499378106368'],,
83,83,1.5607199930079068e+18,2022-08-19 20:06:57+00:00,['1560719993007906818'],,
84,84,1.560718207350182e+18,2022-08-19 19:59:52+00:00,['1560718207350181888'],,
85,85,1.5607181322217226e+18,2022-08-19 19:59:34+00:00,['1560718132221722636'],,
86,86,1.5607180513681777e+18,2022-08-19 19:59:14+00:00,['1560718051368177664'],,
87,87,1.560717779908665e+18,2022-08-19 19:58:10+00:00,['1560717779908665345'],,
88,88,1.5607172861928653e+18,2022-08-19 19:56:12+00:00,['1560717286192865281'],,
89,89,1.560717195793105e+18,2022-08-19 19:55:50+00:00,['1560717195793104896'],,
90,90,1.5607162104085094e+18,2022-08-19 19:51:55+00:00,['1560716210408509445'],,
91,91,1.5607161506522565e+18,2022-08-19 19:51:41+00:00,['1560716150652256268'],,
92,92,1.5605402964585185e+18,2022-08-19 08:12:54+00:00,['1560540296458518528'],"@FourfieldsY6 @PolyglotElsa I always worked part-time during university and it was helpful to have some support, but managing and spending my own earned money felt so much better.
It thought me a lot about managing my finances and for life.
Spoiled people miss out on important life lessons",
93,93,1.5605314196627948e+18,2022-08-19 07:37:38+00:00,['1560531419662794753'],"De-schooling our child for more than a year now was the best thing we have been able to do for her.
Her mental health improved massively and she has learned so much in a self-directed and motivated way.
Any attendance target for her would jeopardise this achievement. https://t.co/PMobx3zYqJ",
94,94,1.5605305014626263e+18,2022-08-19 07:33:59+00:00,['1560530501462626306'],,
95,95,1.5605300857441976e+18,2022-08-19 07:32:20+00:00,['1560530085744197632'],"A very good morning to all those who do great work every day, care about and help others.
To all those who do this quietly and we don‘t hear about.

Thank you!

Without you, we all would not be where we are today.",
96,96,1.5605285063832084e+18,2022-08-19 07:26:03+00:00,['1560528506383208448'],,
97,97,1.5605283408759398e+18,2022-08-19 07:25:24+00:00,['1560528340875939840'],,
98,98,1.5605280518087516e+18,2022-08-19 07:24:15+00:00,['1560528051808751616'],"@doctor_oxford @NotFineinSchool @DailyMirror @SteveBarclay @BorisJohnson @trussliz This man was possibly not the one shouting loud, had no relatives present to fight for him, but was a gentle man who accepted the those around him were trying their best in a system politician trying to break.",
99,99,1.560527397027455e+18,2022-08-19 07:21:39+00:00,['1560527397027454977'],,
100,100,1.5605264882518958e+18,2022-08-19 07:18:02+00:00,['1560526488251895812'],"@garyhowto @NotFineinSchool Does it matter if a setting is private or not?
Some provisions are expensive and if the child is in an environment where they can learn and thrive then that is great.
Should the country do better? Absolutely and if you get it right first time you safe a lot of money.",
101,101,1.5605256643772498e+18,2022-08-19 07:14:46+00:00,['1560525664377249794'],,
102,102,1.5605255602663424e+18,2022-08-19 07:14:21+00:00,['1560525560266342401'],,
103,103,1.560525502754046e+18,2022-08-19 07:14:07+00:00,['1560525502754045953'],,
104,104,1.560525064390443e+18,2022-08-19 07:12:23+00:00,['1560525064390443009'],"@ammanibash this is how medicine is changing, you find more kindness, people care although the pressures are very high. If you enjoy kindness why not join the monthly „Kindness conversation“ sessions with @BobKlaber they are fab. https://t.co/a2usiXcMHK",
105,105,1.5605225891849708e+18,2022-08-19 07:02:33+00:00,['1560522589184970753'],,
106,106,1.5605222958771732e+18,2022-08-19 07:01:23+00:00,['1560522295877173251'],,
107,107,1.5605221572176855e+18,2022-08-19 07:00:50+00:00,['1560522157217685504'],,
108,108,1.5605220750973993e+18,2022-08-19 07:00:30+00:00,['1560522075097399297'],,
109,109,1.5605220213684677e+18,2022-08-19 07:00:17+00:00,['1560522021368467456'],,
110,110,1.5605219258557727e+18,2022-08-19 06:59:54+00:00,['1560521925855772673'],,
111,111,1.5605218475606712e+18,2022-08-19 06:59:36+00:00,['1560521847560671232'],,
112,112,1.5605218074337034e+18,2022-08-19 06:59:26+00:00,['1560521807433703424'],,
113,113,1.560521794758533e+18,2022-08-19 06:59:23+00:00,['1560521794758533120'],,
114,114,1.5605216269193462e+18,2022-08-19 06:58:43+00:00,['1560521626919346176'],,
115,115,1.560521541389095e+18,2022-08-19 06:58:23+00:00,['1560521541389094912'],,
116,116,1.5605215003393477e+18,2022-08-19 06:58:13+00:00,['1560521500339347457'],,
117,117,1.5605211141950546e+18,2022-08-19 06:56:41+00:00,['1560521114195054592'],,
118,118,1.5605209130655826e+18,2022-08-19 06:55:53+00:00,['1560520913065582592'],,
119,119,1.5605208134591447e+18,2022-08-19 06:55:29+00:00,['1560520813459144705'],,
120,120,1.5605207498148823e+18,2022-08-19 06:55:14+00:00,['1560520749814882304'],,
121,121,1.5605207112524595e+18,2022-08-19 06:55:05+00:00,['1560520711252459521'],,
122,122,1.5605206353187635e+18,2022-08-19 06:54:47+00:00,['1560520635318763520'],,
123,123,1.5605204643294904e+18,2022-08-19 06:54:06+00:00,['1560520464329490433'],,
124,124,1.560520286214185e+18,2022-08-19 06:53:23+00:00,['1560520286214184960'],,
125,125,1.5605191534040556e+18,2022-08-19 06:48:53+00:00,['1560519153404055552'],,
126,126,1.5605187818725745e+18,2022-08-19 06:47:25+00:00,['1560518781872574464'],,
127,127,1.5605187175235625e+18,2022-08-19 06:47:09+00:00,['1560518717523562496'],,
128,128,1.5605186932091126e+18,2022-08-19 06:47:04+00:00,['1560518693209112578'],,
129,129,1.5605186514758902e+18,2022-08-19 06:46:54+00:00,['1560518651475890178'],,
130,130,1.5605184331245404e+18,2022-08-19 06:46:02+00:00,['1560518433124540418'],,
131,131,1.5603009529213297e+18,2022-08-18 16:21:50+00:00,['1560300952921329665'],,
132,132,1.5603008573585326e+18,2022-08-18 16:21:28+00:00,['1560300857358532609'],,
133,133,1.5603007483526597e+18,2022-08-18 16:21:02+00:00,['1560300748352659457'],,
134,134,1.560300475878097e+18,2022-08-18 16:19:57+00:00,['1560300475878096899'],,
135,135,1.560299828164305e+18,2022-08-18 16:17:22+00:00,['1560299828164304896'],,
136,136,1.5602996905324298e+18,2022-08-18 16:16:49+00:00,['1560299690532429827'],,
137,137,1.5602992701166264e+18,2022-08-18 16:15:09+00:00,['1560299270116626432'],,
138,138,1.5602991697217536e+18,2022-08-18 16:14:45+00:00,['1560299169721753600'],"@cherrymorello @timringrose @Fan89Footy @DeborahFSussex It is sad it still fits, and why not be honest and post it for what it really is.  Maybe someone kept it and put it out again as it is still relevant?",
139,139,1.560297871064318e+18,2022-08-18 16:09:36+00:00,['1560297871064317953'],,
140,140,1.5596093172335124e+18,2022-08-16 18:33:32+00:00,['1559609317233512449'],,
141,141,1.5596092674177516e+18,2022-08-16 18:33:20+00:00,['1559609267417751552'],"@NHSEngland: Please fund BSL Health Access to enable #deaf people and others to be able to communicate with others in Health using BSL.
All others: Please sign the Petition! https://t.co/JjB6igk2Re via @UKChange",
142,142,1.557122758588375e+18,2022-08-09 21:52:50+00:00,['1557122758588375040'],,
143,143,1.5571210793024102e+18,2022-08-09 21:46:09+00:00,['1557121079302410240'],"@AmbuEurope 20 years ago that slogan worked.
Now in 2022 we are going forward with innovative solutions with environmentally friendly, low carbon foot print.
Single use is a thing of the past. @AmbuEurope",
144,144,1.5571202398837555e+18,2022-08-09 21:42:49+00:00,['1557120239883755529'],,
145,145,1.5571201873920369e+18,2022-08-09 21:42:37+00:00,['1557120187392036866'],,
146,146,1.556955628622549e+18,2022-08-09 10:48:43+00:00,['1556955628622548992'],,
147,147,1.5569553403186872e+18,2022-08-09 10:47:34+00:00,['1556955340318687234'],,
148,148,1.556955262329799e+18,2022-08-09 10:47:16+00:00,['1556955262329798656'],,
149,149,1.55695512813321e+18,2022-08-09 10:46:44+00:00,['1556955128133210112'],,
150,150,1.5569548742224527e+18,2022-08-09 10:45:43+00:00,['1556954874222452736'],,
151,151,1.5569544974857912e+18,2022-08-09 10:44:13+00:00,['1556954497485791234'],"@alisonleary1 @KarateJoe12 @mancunianmedic Someone thinks they have too many nurses?
Wonder if the next step is to ask the porters to work in the kitchen, kitchen staff will do outpatient consultations, doctors will do administrator jobs, ….",
152,152,1.5565216592338862e+18,2022-08-08 06:04:16+00:00,['1556521659233886208'],,
153,153,1.5562144076082708e+18,2022-08-07 09:43:22+00:00,['1556214407608270848'],,
154,154,1.5562137163870904e+18,2022-08-07 09:40:37+00:00,['1556213716387090433'],,
155,155,1.5562133761031946e+18,2022-08-07 09:39:16+00:00,['1556213376103194626'],,
156,156,1.5562133176135188e+18,2022-08-07 09:39:02+00:00,['1556213317613518856'],,
157,157,1.5562131970861056e+18,2022-08-07 09:38:33+00:00,['1556213197086105602'],,
158,158,1.5562131706116506e+18,2022-08-07 09:38:27+00:00,['1556213170611650561'],,
159,159,1.556212918735315e+18,2022-08-07 09:37:27+00:00,['1556212918735314944'],,
160,160,1.5562122226611978e+18,2022-08-07 09:34:41+00:00,['1556212222661197827'],,
161,161,1.5562120447303434e+18,2022-08-07 09:33:59+00:00,['1556212044730343425'],,
162,162,1.5562108341746278e+18,2022-08-07 09:29:10+00:00,['1556210834174627840'],,
163,163,1.5562099336785306e+18,2022-08-07 09:25:35+00:00,['1556209933678530561'],,
164,164,1.5562098654497833e+18,2022-08-07 09:25:19+00:00,['1556209865449783297'],,
165,165,1.5562097250540257e+18,2022-08-07 09:24:46+00:00,['1556209725054025728'],"@CPMumma79 @TheChosenOneV13 It’s absolutely disguisting  how some local authorities treat carers.

I am very sorry that you have to experience this.
As if we could not already thank you enough for doing this wonderful thing.",
166,166,1.5558156256411484e+18,2022-08-06 07:18:45+00:00,['1555815625641148416'],"@BubsandJacks @Becca5492 A male bike?
Thing of the past, or do you expect women to wear long skirts only?
If a man tries an excellent “female” saddle they would not go back to any “male” pelvis splitting one.  You are even allowed to have your own pink unicorn bike as a man now. 😄",
167,167,1.555814728261329e+18,2022-08-06 07:15:11+00:00,['1555814728261328897'],,
168,168,1.5558141523373343e+18,2022-08-06 07:12:54+00:00,['1555814152337334272'],,
169,169,1.5558140494300037e+18,2022-08-06 07:12:29+00:00,['1555814049430003713'],,
170,170,1.5558140164082483e+18,2022-08-06 07:12:21+00:00,['1555814016408248320'],,
171,171,1.555813801072771e+18,2022-08-06 07:11:30+00:00,['1555813801072771072'],,
172,172,1.5558136117670543e+18,2022-08-06 07:10:45+00:00,['1555813611767054338'],,
173,173,1.555813578321658e+18,2022-08-06 07:10:37+00:00,['1555813578321657856'],,
174,174,1.555813543227818e+18,2022-08-06 07:10:28+00:00,['1555813543227817986'],,
175,175,1.555813290965717e+18,2022-08-06 07:09:28+00:00,['1555813290965716992'],,
176,176,1.5558131711554068e+18,2022-08-06 07:09:00+00:00,['1555813171155406849'],,
177,177,1.5551638395236024e+18,2022-08-04 12:08:47+00:00,['1555163839523602434'],,
178,178,1.5551636909866025e+18,2022-08-04 12:08:12+00:00,['1555163690986602497'],,
179,179,1.555163674213552e+18,2022-08-04 12:08:08+00:00,['1555163674213552131'],,
180,180,1.5551636176114647e+18,2022-08-04 12:07:54+00:00,['1555163617611464705'],,
181,181,1.555079137131479e+18,2022-08-04 06:32:12+00:00,['1555079137131479041'],,
182,182,1.5550787849231729e+18,2022-08-04 06:30:48+00:00,['1555078784923172864'],,
183,183,1.5550785931344364e+18,2022-08-04 06:30:03+00:00,['1555078593134436353'],This is great advice for anyone coming to work or as a visitor. https://t.co/iqqFihTReZ,
184,184,1.5550783575864812e+18,2022-08-04 06:29:07+00:00,['1555078357586481154'],,
185,185,1.5550783003468513e+18,2022-08-04 06:28:53+00:00,['1555078300346851328'],,
186,186,1.5550780228768727e+18,2022-08-04 06:27:47+00:00,['1555078022876872706'],,
187,187,1.5550779753260524e+18,2022-08-04 06:27:35+00:00,['1555077975326052352'],,
188,188,1.5550779235893125e+18,2022-08-04 06:27:23+00:00,['1555077923589312514'],,
189,189,1.5550774181546598e+18,2022-08-04 06:25:23+00:00,['1555077418154659841'],,
190,190,1.555077341621244e+18,2022-08-04 06:25:04+00:00,['1555077341621243908'],,
191,191,1.555077098083074e+18,2022-08-04 06:24:06+00:00,['1555077098083074053'],,
192,192,1.5550769121999626e+18,2022-08-04 06:23:22+00:00,['1555076912199962624'],,
193,193,1.5550768368115425e+18,2022-08-04 06:23:04+00:00,['1555076836811542529'],,
194,194,1.5550768227897915e+18,2022-08-04 06:23:01+00:00,['1555076822789791745'],,
195,195,1.5550766980220232e+18,2022-08-04 06:22:31+00:00,['1555076698022023168'],,
196,196,1.5550765704019845e+18,2022-08-04 06:22:00+00:00,['1555076570401984514'],I just signed the petition calling on Boris Johnson's resignation honours to be blocked. Will you sign too? https://t.co/QO4MvzOao5 via @38_degrees,
197,197,1.5546995993020744e+18,2022-08-03 05:24:04+00:00,['1554699599302074369'],,
198,198,1.5546993000888238e+18,2022-08-03 05:22:52+00:00,['1554699300088823811'],,
199,199,1.5546991665295114e+18,2022-08-03 05:22:20+00:00,['1554699166529511427'],,
200,200,1.5546989178073743e+18,2022-08-03 05:21:21+00:00,['1554698917807374336'],,
201,201,1.554698893530747e+18,2022-08-03 05:21:15+00:00,['1554698893530746881'],,
202,202,1.554698866825597e+18,2022-08-03 05:21:09+00:00,['1554698866825596930'],,
203,203,1.5546987671185695e+18,2022-08-03 05:20:45+00:00,['1554698767118569472'],,
204,204,1.5546983216206193e+18,2022-08-03 05:18:59+00:00,['1554698321620619265'],,
205,205,1.5540793965243963e+18,2022-08-01 12:19:36+00:00,['1554079396524396546'],,
206,206,1.5540792331268342e+18,2022-08-01 12:18:57+00:00,['1554079233126834176'],,
207,207,1.5539897842170348e+18,2022-08-01 06:23:30+00:00,['1553989784217034752'],,
208,208,1.553785501982892e+18,2022-07-31 16:51:46+00:00,['1553785501982892033'],,
209,209,1.553785390192296e+18,2022-07-31 16:51:19+00:00,['1553785390192295936'],,
210,210,1.553735494663639e+18,2022-07-31 13:33:03+00:00,['1553735494663639046'],,
211,211,1.5537342846823547e+18,2022-07-31 13:28:15+00:00,['1553734284682354690'],,
212,212,1.5537342341913231e+18,2022-07-31 13:28:03+00:00,['1553734234191323138'],,
213,213,1.553734135579132e+18,2022-07-31 13:27:39+00:00,['1553734135579131907'],@DrPragyaAgarwal I totally agree with you @DrPragyaAgarwal.   Maybe interviews for the OldBoysClub are next?,
214,214,1.553729317166801e+18,2022-07-31 13:08:30+00:00,['1553729317166800897'],What? https://t.co/KpAMbvHXXd,
215,215,1.5537290442182656e+18,2022-07-31 13:07:25+00:00,['1553729044218265600'],,
216,216,1.553728846318506e+18,2022-07-31 13:06:38+00:00,['1553728846318505984'],,
217,217,1.5537282199913925e+18,2022-07-31 13:04:09+00:00,['1553728219991392257'],"@AbbeyHeffer Has the House of Lords not been a saviour for some legislation not being implemented in their current format? 
Do we not need a second house to cross check - independent of political party powers, just people with common sense and some awareness of reality?",
218,218,1.5537266700451512e+18,2022-07-31 12:57:59+00:00,['1553726670045151234'],,
219,219,1.5537266175911854e+18,2022-07-31 12:57:47+00:00,['1553726617591185409'],,
220,220,1.5537265917835346e+18,2022-07-31 12:57:40+00:00,['1553726591783534592'],,
221,221,1.553726263105409e+18,2022-07-31 12:56:22+00:00,['1553726263105409025'],If one replaces „Modern Labourer“ with „NHS Health Care Worker” and “Bourgeois” with “the ruling party” @MartinRowson ‘s adaptation of ‘The Communist Manifesto’ could make perfect sense in the current time. #NHS @NHSMillion https://t.co/HxnMPK99Bm,
222,222,1.5536681752539628e+18,2022-07-31 09:05:33+00:00,['1553668175253962753'],,
223,223,1.5536680193306214e+18,2022-07-31 09:04:56+00:00,['1553668019330621441'],,
224,224,1.5533839994180772e+18,2022-07-30 14:16:20+00:00,['1553383999418077187'],,
225,225,1.553383608920023e+18,2022-07-30 14:14:47+00:00,['1553383608920023040'],,
226,226,1.5533817070086758e+18,2022-07-30 14:07:14+00:00,['1553381707008675843'],,
227,227,1.5533816115125576e+18,2022-07-30 14:06:51+00:00,['1553381611512557570'],,
228,228,1.5533808345934438e+18,2022-07-30 14:03:46+00:00,['1553380834593443842'],,
229,229,1.553380100288258e+18,2022-07-30 14:00:50+00:00,['1553380100288258048'],,
230,230,1.55337906981487e+18,2022-07-30 13:56:45+00:00,['1553379069814870018'],,
231,231,1.5533784286860493e+18,2022-07-30 13:54:12+00:00,['1553378428686049280'],,
232,232,1.5533783250825462e+18,2022-07-30 13:53:47+00:00,['1553378325082546176'],,
233,233,1.5533775321872138e+18,2022-07-30 13:50:38+00:00,['1553377532187213829'],,
234,234,1.5533773275471217e+18,2022-07-30 13:49:49+00:00,['1553377327547121666'],I just signed the open letter calling for Centrica CEO to not raise energy prices for British Gas customers again this year. Will you add your name? https://t.co/D8oaIgRIxP,
235,235,1.5533314716031754e+18,2022-07-30 10:47:36+00:00,['1553331471603175425'],,
236,236,1.5533314474606592e+18,2022-07-30 10:47:31+00:00,['1553331447460659201'],,
237,237,1.5533314032528015e+18,2022-07-30 10:47:20+00:00,['1553331403252801536'],,
238,238,1.553331151426683e+18,2022-07-30 10:46:20+00:00,['1553331151426682880'],,
239,239,1.5533311107671695e+18,2022-07-30 10:46:10+00:00,['1553331110767169537'],,
240,240,1.5533309820146565e+18,2022-07-30 10:45:40+00:00,['1553330982014656513'],,
241,241,1.553327091600556e+18,2022-07-30 10:30:12+00:00,['1553327091600556034'],,
