,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
14,forty fort pediatrics,amazing,case,idiot,everyone pier celebrity pier others fact,ethan student,calampdobrn ridgecrest,lump heel diagnosis case,biscuit everything sorry news feel space anything nothing,person person,vote chip thank advance,frustrating time fact setting nothing thanks,soul,speak version,left spot,gonna libra work,load love,hubby,granddaughter,variation
15,circulator fall,thanks fredster,thank tweet,michael,tonne positivity,measurement placement vinyl tshirt,caoutpatient cardiology ridgecrest,intervention alert monitoring,song banana lack spring,direction return sorry person,ghostbusters movie reference,question answer time questioner,confirm pint something institution,sorry people choice someone madness,comprehend,congrats,morning work leicester,people mexico wall,miss,alarm measles incidence
16,circulator fall,thankyou peter,thankyou tweeps problem,michael,mission positivity people mission,lyric tshirt,caoutpatient cardiology ridgecrest,alert,banana,backward forward,ghost,question commonsense,pint time brum,madness,relate,ahhh congrats,thing morning,wall,absent,anambra death child measles
17,circulator fall,thanks fredster,thanks tweet photo,michael,thank positivity interview,tshirts,caoutpatient cardiology ridgecrest,alert,banana,fella direction,ground life ghost,question time,pint afterwards work,madness,yeah understand,yaaaaay congrats,night morning,greatness wall,miss,consultant measles application world health organization
18,rnhome health cavendish,distraction lawyer exposure,tweet,accent,super,nursing winter ball laugh student nurse,thanks everyone,rubbish mate,bottle,people home look reply today,deli town work,damn,brunch,friiiiddddaaaaaayyy button,someone respect,congratulation profession,load shit,country anyone movie pacino role drama thriller,love check,outcome result covid register dose dose booster
19,rnhome health cavendish,distraction,tweet,accent,super,adult student nurse programme tnaamp rdna,thanks everyone,rubbishit,bottle,home people home,town,goddamn,brunch,button,respect respect please,congratulation role,load stuff visit,scanner movie,love love love,halt covid booster country country
20,rnhome health cavendish,salah contract thing distraction season brainer,tweet,thing frost benevolent empire force foreigner anyone accent need,beat super,student nurse access,thanks everyone,rubbish,bottle,finding people home fact folk help,town friend,damn,wench,guru thing button,respecter,congratulation profession,site load error,brilliant film,love love love,covid booster
21,arfsrn night fort smith,taylor,wellies liverpool today implant others,mine,weekend,student year check advice help,thanks,nose,time today cubicle toast past adrenaline surge standby dayshift,person,projection dome science museum,catch,birthday today,planning,test error thank,congratulation work,start,film,mean source happiness,covid omicron variant variant world
22,arfsrn night fort smith,taylor whebdidbdn,party liverpool liverpool,mine,weekend,year student,thanks,nose,toast,person,museum,catch yesterday,birthday today,postcovid urban planning,error,work joyce congratulation,sure start,film,price people happiness side life time others,covid variant omicron others
23,arfsrn night fort smith,loss taylor,liverpool,mine better,weekend,student year service,thanks,need shading nose,yeah toast,person,museum,catch,birthday slice today,planner help,loool error yeah today,congratulation work,beginning,film,happiness,omicron subvariant covid variant
24,circulatorscrub fall,peter bashford team manager sporty crawl difference drink snack fund family room peter touch child,sorry answer work,selection complaint copperfield week,place sure please breath heal,heck weirdo,baby merrier,article,idea salt,yeah thing comeback,march home,issue time,john meanwhile summer wolf,cloud,start hang,prize,shit,sofa yodelling,ooooooo,webinars nurse ireland vaccination nurse immunisation part practice
25,circulatorscrub fall,halsey evan peter,thanks value,problem copperfield column pathway everything,thanks aaaaaand breathe plan hope,life hater weirdo thing,baby,article,water salty,thing part thing gear pretty,march,issue time,wolfie,cloud,hang,question winner,shit,park mile house sofa,ooooooo,webinars nurse ireland vaccination nurse immunisation part practice
26,circulatorscrub fall,peter,thanks access,copperfield moratorium excellent standard world class manager,breath,nothing weird thing,baby,article,bring salt,thing dapper,yeah march,issue time,wolf ticket,wordcloud,hang sequoyah,prize,shit,sofa earth,oooo,webinars nurse ireland vaccination nurse immunisation part practice
27,fort defiance,hihi,tonight,year today,dear,brilliant,fundraiser,journal,eurovision,people thing,hmmm stumpyfat stem point towards pepper,0,join class exam,reason academia risk taker,correction,award merit honour service year recipient congratulation clarke accolade,sweetheart,horror stan account something,thank love,antibody aftermath
28,fort defiance,hiya sunshine,tonight tonight woahoh,today year,dear,brilliant,people etsy donation unit thanks,journal,eurovision city shortlist contest news glad birmingham,people others,peppermint,0,anyone exam,risk,mistake,congratulation victoria recipient leadership award education,sweetheart,richard book movie horror westminster council meeting,thank cake,blood test antibody work
29,fort defiance,hiya hunny,tonight,year today,dear,brilliant,charity,movement class street journal,anyone eurovision,thing people,pepper,0,exam,metro risk emptier,correction,congratulation night leadership,love sweetheart,horror movie,thank love,care worker antibody check week
30,shift canton,pleasure,cringerades,post mind,adons friday,family brand action,infantile part]. people,online,glass,divynls,rock roll folk word,0,birthday love,touch,tory,congratulation award,lmaooooooo,casper world cushion,thank youuuu,adult country booster vaccine protection omicron variant friend family
31,shift canton,pleasure,croup,mind,friday enjoy,brand sorry,people child,online,glass,pure hell dislocation,love sorry rock cancun,0,birthday love,touch pressure,crowd royalistsmonarchists tory,welcome hazel glad board congratulation,lmaooooooo,cushion chair cushion,thank youuu,adult country booster vaccine protection omicron variant friend family
32,shift canton,pleasure,palps,mind,friday,suggestion brand,people discomfort fuck child pretend,online,glass,diolch,rock,0,birthday graduate rudi,touch,yeah tory,congratulation award winner,lmaooooo,hound killer cushion,thank youuuu,adult country booster vaccine protection omicron variant friend family
33,night shift position fruita,chris,reply,guess,someone surface thing kindness,lack patience,george,imposter syndrome nice strike,focus taste mushroom,people person,chicken argh,0,bday week yeah,thing time place thing move,half voter economy shape,congratulation everyone,lmao,thank today stabbing pain chest feel christmas,amount,0
34,night shift position fruita,chris doubt,reply,guess,world kindness,patience,george,imposter happiness life anyone,wood mushroom infection,people person,work child school chicken,0,birthday week bday,time place please,voter town partei,anyone trump congrats,lmao,thread thank christmas,sorry thing amount side,0
35,night shift position fruita,chris,reply,guess,kindness life legacy reputation,concentration patience nerdiness,george webster,morriston lewis journey nursing degree course imposter syndrome,mushroom,people person,face someone chicken shop chicken drumstick street mouth,0,gday,time place,desantos voter rest,congratulation everyone,lmao,thanks christmas,total,0
36,work,thank time,topic wider,mind drop vacuuming vanishes,wish,kate manager beingamp,superstar,lisa waist news,colour,person people,recommendation provider aspect care overweight adult management,0,china,solution merchandise,socialism communism absence brain cell,excellence award winner,morning sweetie hope,merry christmas,thankyou,0
37,work,thank time someone,inshallah topic,thinker world thing mind thing brain,wish,spot anything kate siegel mallorie omeara dark tower spot heart,superstar,lisa,colour,person people,authority adult care programme care,0,japan,merchandise,centrism place socialism respect,excellence silver gold award juice fflsh work,morning sweetie,merry christmas,thankyou,0
38,work,thank time,topic,force mind,wish,kate,superstar,lisa sort timex,colour,person people,look record adult care,0,china something,merchandise,socialist,excellence award winner,morning honey,merry christmas,thankyou,0
39,sure,morning everyone tuesday,thank response,thank thing thanks,evaluation aspiration,nurse nurse,thanks people morning sister,street cellar,twit,people person,sooo goodd,0,quiz,join curtis welsh,bloody,excellence award nurse child people adult people health addiction learning disability service,clock,christmas goody,money fancy,0
40,sure,morning week,thank response,thanks thing,hubby breathing gasp breath whist asleep sure mind,nurse teapot,thanks morning,street,twisp begs,people person,soooo,0,quiz,welsh,bloody,experience others addiction ireland nurse year rutherford piece news,clock pebblesrocks,christmas,thing fancy,0
41,sure,morning wednesday,thanks response,thank thing,prone work breathing thing,rule nurse,thanks coffee morning,street,twisp hols,people person,sooo,0,quiz,welsh,bloody,excellence award nurse child people adult people health addiction learning disability service,fusion faceclock contackless clocking,christmas,fancy,0
42,couple,fredster,account,batman forever,people shaun,district nurse congratulation,celebrity question class folk,question wing medium rumour everyone action announcement turn,apple brownie dumpling,effect mirap,quality,0,quiz night september evening quiz book,benefit care plan staff confidence track resident vaccination monitoring resident book demo infocom,blair number,thanks place star,morning maggie,well,love peace,0
43,couple,gnight fredster dream,account,friend family nugget world lego batman kiddo,shaun,congratulation monday process middle nurse,celebrity,announcement light,post homemade brownie goodness taste,cause effect,quality,0,quiz night,care plan care plan accuracy clarity family member access,message voting record person tony blair,thanks star,morning maggie,well,love peace,0
44,couple,fredster,thanks option account type hold,batman,forsyth,congratulation nurse,wait scientology exempts celebrity,announcement,brie,dialogue nomber effect prouerbes spite none world goth,quality,0,quiz disaster,benefit care plan staff confidence track resident vaccination monitoring resident book demo infocom,photo blair,thanks goldin,morning maggie,wellyou,love peace,0
45,youre,dave,comment,wonderful,steven,skill teashop,thanks post character friend,jersey collection game selection,proud sexuality label time wine label,round circle everyone,cuddle trigger warning,0,throwback,site,medication error guide click advice mistake method patient safety,0,matilda,apartment furniture mama,drawstring granny,0
46,youre crazy,dave,comment,excellent,steve colleague,teal independent,agreeeeed,collection mate,skosh wine,circle,cuddle chewy sweetheart,0,tosser,site,hospital healthcare provider medication mistake history interview,0,maggie,furniture,soulful tribute grandma,0
47,crazyyyy,post dave,comment,wonderful,steven,teatowel,friend thanks,collection head,memsh atang wine,angle,cuddle,0,brilliant toss,site,medication error,0,maggie,furniture,effect grandmother soooo yeah,0
48,everything,morning friend,reason,news family,saturday,matron team,meal delivery support night staff thank,addition,onion infection,hate point,sausage,0,legend,technology opportunity customer,pick heating licence prison record election labour party,0,everyone grey morning number morning shapps know report care,feeling shower hour shift,tina,0
49,everything everything,morning friend,reason duly,picture news love friend family,saturday,wait family luckily matron diary,food counter staff food chatting everything people bottle actichlor,addition cycle,onion coke,hate,cooter sausage,0,legend,customer,state labour party,0,workshop morning perspective health care professional coproduction relationship,situation shower mojo,tina,0
50,everything,morning friend,reason,news family leeds career opportunity,discord saturday,matron,unit colleague show night superb meal thank simon,addition,feta onion herb,hate,sausage,0,legend,technology opportunity customer,labour party name,0,childcare hour come morning start pressure,showering night something,tina tuesday,0
51,health,mike,shinymind,friend family thou case,peep,shape support pillow badge,babygrow incubator porthole prize,issue medicine look,water bottle,feedbackwe teaching style system forward,bridge,0,cheer work wednesday,want longterm care practice program practice program person care practice coordinator,recall anything corbyn head hand corbyn gent,0,eeeeww,audition,love time,0
52,health,upset mike,shinymind,friend family type,hump,badge,thank everyone target mattress care mattress temperature baby incubator,issue medicine look,water bottle game changer weather,give style training program,bridge tonight meant minute darkpooch walk,0,cheer weekend,year care sector goal efficient user management software administration,town corbyn,0,wayah,audition,time love vibe,0
53,health,didnt mike woman business,shinymind,friend family mess,peep,badge collection,transport incubator harry delivery suite theatre unit charity thanks donation supporter,issue medicine look,congrats pandemic badge uniform water bottle work,teaching style system forward simple,anyone bridge,0,cheer fireman midland year,care management software person care care management software care sector,jeremy corbyn glass,0,eeeewwww,audience audition,love time time time,0
54,hour,morning chris friend hope wednesday,thing thursday,track record need thought family,morning dear,uniform,network nurse disease gain charity status,journal disease dementia author submission guideline,cheese,0,kath,0,girlfriend,jersey care group nursing home barnoldswick welsh home caresolve healthcare care management software platform,centrist,0,0,cold,appreciate,0
55,hour,morning chris friend hope friday,thursday flea market,family thought,morning dear,uniform,join host garden summer togethers fund nursing health charity,emer macsweeney director recognition health talk essential magazine work dementia clinic misconception decline sign,portion cheese,0,kath adventure,0,boyfriend,care management software package,centrism,0,0,cold,appreciate,0
56,hour,morning chris friend hope friday,thursday,david word family bean thought,defeat consult morning,team uniform,greatbritishgardenparty funder friend family fund nursing health charity,submit journal disease dementia collection,cheese,0,kath,0,boyfriend,caresolve healthcare care management software platform,centrist momentum,0,0,cold,appreciate,0
57,glove,piece glad pleasure customer,pupil care home work experience week,year year friend family,morning hope,curry,morning everybody,people dcor look effect dcor dementia patient,pointer liver spaniel,0,blog business rating,0,avon angel,costeffective coherent business industry sector rise challenge speak fusion,welcome comradeship,0,0,thank time film spot time,ahaha,0
58,glove awareness week glove environment skin glove skin health support protection,pleasure harder,pupil care home work experience week,year year friend family,morning hope,home inside door yesterday meal night recollection curry conversation,morning everybody,issue dementia look,labrador,0,blog business rating,0,skye skid zoomies,costeffective coherent business industry sector rise challenge speak fusion,thank inspiring fellow comrade boundary,0,0,list movie time plenty movie,ahaha,0
59,glove,pile someone stop something pleasure,week experience care,year cousinampthey yearraising spirit,morning hope,please curry,morning everybody,issue alert issue dementia,miniature labradoodle time night,0,blog business rating,0,skye,drive difference everyone matter count thing thing sector today,solidarity comrade,0,0,ticket film film watch anything inward film intention time spent,ahem,0
60,night shift,morning geoff ollie,havingvgreat thing case show,killer worth mile downhill,crack,picnic,thanks follow,journal health explores sclerosus article,steel,0,share colleague easter weekend,0,thank birthday nothing,system process workflow need input nurse part process task solution,majority people evidence possibly fight bias,0,0,mark christmasjumperage,oooh,0
61,night shift,morning geoff ollie,someone case thing account part difference,demarcation,crack,picnic sambos coffee deer rain world right thanks takeaway,thanks follow,issue journal health look,concentration element potential group metal industry,0,easter passover coincide year opportunity easter advance sunday pesach sameach advance tomorrow,0,thank birthday appreciates,nursing process,reaction bias source excuse,0,0,front christmas miracle,oooooh,0
62,night shift number wink,morning geoff ollie,need case,photo downhill,crack,beaut picnic,thanks follow,journal disease collection today,metal,0,easter week,0,thank birthday,reality nursing process refers sequence action nurse delivery provision patient care goal outcome patient nurse,bias,0,0,christmas people life year door fortune,oooh,0
63,folk,jesus moreno home yorkshire august jesus friend friend share,tweet today anything week raise awareness,mine today,vera,care provider year award part journey excellence,inbox morning thank,agency difference world head health service,coconut anything,0,submucosal tunnel dissection technique patient,0,hurray titan,concern imagine complaint care,0,0,0,maxine,trouble,0
64,folk,morning chris friend wednesday,list week office saviour tweet,mine tomorrow,bella,care provider year award part journey excellence,news inbox,access health care,someone coconut heatwave,0,cambridge surgery,0,hustlin hustle struggle,hiqa complaint home march april,0,0,0,wonder woman,trouble,0
65,folk,morning chris friend wednesday,name layout time instagram week,mine mine whole august time today comeback,bella,care provider year award part journey excellence,info inbox,taxation system health service management module,harmless coconut waterthats brand,0,surgery,0,hurrah,chris complaint sorry word anything action,0,0,0,superwoman,trouble,0
66,home work today,morning chris friend,date diary,thinker,self care wonder,oscar,whisky purpose nerve,deputation tell story buying stigma someone shelter articulate,butter,0,entry category team recognition,0,person ielts,trendy,0,0,0,thanks film footage,abeg,0
67,want home work,morning chris friend,time need diary stone,mackinlay term thinker infinitum,others part selfcare,oscar manchester,whiskey jameson,journal health article stigma effect mental,butter heaven,0,recognition look team,0,button turn notification ielts issue ielts planning exam class rate,yellow trend,0,0,0,thank film message support colleague,aber,0
68,home work today,morning chris friend,glass diary year anyone area,sits thinker world idea,wise person glass self care matter,rock shit care meme anyone oscar award show,whisky water toddy,fact thing someone record year feel stigma health problem,butterbeer,0,glad team monkey look thing,0,place mmadu require ielts,trend people,0,0,0,film thank,abeg hausa,0
69,week book,morning chris friend week,comment section merry everyone,quite,downtime weekend,diane morgan love everything,louise credit team,article journal kidney health disease change,news orange twit,0,morning linda,0,birthday like follow book,bobby,0,0,0,cottage anyone cooking,0,0
70,week book,morning chris friend start week,comment learning right,kinda point,weekend time,diane life,louise firladle,article journal kidney health disease failure injury severity today,orange,0,morning linda,0,hurray book release date book birthday date jason vorhees soldier,bobby,0,0,0,cottage,0,0
71,book review harper drew week,morning chris week beginning month weekend,comment forum somebody responseopinion,quite,time weekend,diane,woman louise,kidney check pointofcare journal kidney health disease article,orange pleaaaaaaase,0,morning linda,0,book birthday,bobby door,0,0,0,cottage today puppy week taste furniture,0,0
72,nightmare,0,refrickintweet,benji stick,spark,katrina robertson count theft embezzlement wire fraud,sentence,swab result,screen,0,jess,0,0,process,0,0,0,work knitter bonnet incubator blanket baby kangaroo blanket parent kangaroo care,0,0
73,absolute nightmare,0,retweet,benji everything,nothing sparkle,action fraud people badge licence authority,sentence,swab hour monday swab site,screen,0,jess,0,0,process,0,0,0,kangaroo care share photo kangaroo care,0,0
74,nightmare,0,tweet retry,benji,cheek sparkle,fraud rush fallibility metaanalysis,sentence,diay penalty prioritise nuon swab rest galisod swab,type home screen,0,jess,0,0,process,0,0,0,blanket parent kangaroo care cuddle baby chair square square square project group care home,0,0
75,thank word monday,0,twitter account expertise practice nursing,guess work certainty,wednesday,gosh,pirate,collaboration assn collaboration stigma workshop nurse stigma health learn,stick,0,work linda pink tracksuit,0,0,observation,0,0,0,question something rainbow question,0,0
76,thanks monday monday,0,tweetchats week tuesday academia nursing union,guess work certainty,wednesday dude,gosh,pirate,nnpbc collaboration association collaboration stigma workshop nurse,madness death police stick,0,relaxing linda,0,0,observation advice,0,0,0,cassidy rainbow,0,0
77,thank monday nightmare,0,tweetchats week role community nursing look twitter group ^chat,guess work certainty,wednesday,gosh,text corner pirate shop family,stigma support health session workforce summit week,guess stick,0,vicky thought,0,0,observation,0,0,0,rainbow,0,0
78,dinner,0,form action code form action,0,thanks week,winner,mentis,area characteristic environment implication health commentary showcase research effort health,piss mate,0,hand wrap,0,0,notch response customer service family company speak fusion,0,0,0,bundle,0,0
79,dinner,0,form section bottom page example,0,thank course week week,winner,mancate,issue health research look,stay page piss,0,wrap,0,0,notch response customer service family company speak fusion,0,0,0,bundle,0,0
80,dinner,0,hmmm editor form,0,thank week,winner,manbut love,issue health research look,pissterine,0,wrap chicken wrap,0,0,notch response customer service family company speak fusion,0,0,0,bundle,0,0
81,week,0,tweet nurse position,0,struggle carol,award,thank everyone unit,chance ncpd nurse,pizza,0,word change connection gratitude climate,0,0,imagine indepth staff indepth reporting infection information covid testing vaccination life speak fusion,0,0,0,mine refuse love blanket,0,0
82,week,0,please tweet nurse,0,nobody moment carol,award mauger,thank everyone unit,ncpd nurse,pizza,0,work life perspective gratitude,0,0,imagine indepth staff indepth reporting infection information covid testing vaccination life speak fusion,0,0,0,blanket,0,0
83,week,0,nurse twitter time lunch,0,peasant carol,award sooo,luck unit thanks care daughter,ncpd nurse,pizza anything website,0,journey attitude gratitude,0,0,imagine indepth staff indepth reporting infection information covid testing vaccination life speak fusion,0,0,0,bond screen bottom garden blanket,0,0
84,shift,0,tonight question,0,morning everyone push weekend,treasure,charity trustee,issue nursing research look,pupper friend,0,lady lamp join scholar florence idea nursing home hospital,0,0,organise everything business place cloud today,0,0,0,morning claire,0,0
85,shift,0,question tonight,0,morning weekend super morning coast,treasure,trustee meeting benefit charity,issue nursing research look,puppy,0,book ticket exhibition pioneer founder florence nightingale lakeside nottingham info,0,0,organise everything business place cloud today,0,0,0,morning claire,0,0
86,shift,0,question tonight,0,morning super saturday,treasure thank time purchase link,consultant sijo francis charity trustee privilege unit,issue nursing research look,puppy,0,year florence nightingale today nurse florence nursing therapy collection medium,0,0,organise everything business place cloud today,0,0,0,morning claire hope today,0,0
87,sunday,0,bronchiolitis,0,morning hope wednesday,nursing award memory nurse excellence nomination october,thank campaign maquet ventilator unit london,ethic advisor street,wheeltappers shunter,0,time roll,0,0,care plan care record place careplans date touch button action book demo,0,0,0,window towel living space towel window ledge towel minute creature,0,0
88,sunday,0,bronchiolitis bread butter article everything,0,morning hope wednesday,nursing award excellence member award nomination award nurse designation nomination,maquet ventilator baby grace family consultant aziz care daughter stay unit,ethic something cannot journalism ethic legality situation,wheel,0,sexy lady rollover,0,0,care plan care record place careplans date touch button,0,0,0,towel,0,0
89,sunday,0,minute bronchiolitis,0,morning hope thursday,judging panel nursing award example initiative,marcus robertshaw right money sale company maquet ventilator grace child unit graduate,[enter issue ethic look,damn wheel,0,fusion roll avery group,0,0,care plan care record place careplans date touch button,0,0,0,excuse towel,0,0
90,alarm gonna shout,0,tweetchats week tuesday union,0,hope weekend stay,scary,unit,plot plot something underhand,point jeremy antisemite,0,life time someone wound,0,0,data call fusion,0,0,0,mean,0,0
91,break alarm,0,tweetchats week tuesday union,0,hope weekend,scary,unit,plot,vegemite,0,wound prick,0,0,data call fusion,0,0,0,mean,0,0
92,commute home bird alarm,0,thanks tweetchat role,0,hope weekend stay,creepy,present unit today,plot,marmite,0,wound,0,0,fusion information fusion cloud record,0,0,0,mean,0,0
93,dani atkins,0,health august tweet badge others,0,lord,student nurse award,salman ventilator agent,editor announcement care,microwave,0,exhibit project,0,0,embrace fusion technology access care plan time need receptiion desk,0,0,0,family room thanks donation support today sixty coffee table wall sofa asap,0,0
94,thing nowsnowdrops vinca minoramp tableill fact corner jean knee oneoops,0,health august tweet badge others,0,lord,student nurse difference award patient,ecmo machine ventilator,editor announcement care,water microwave,0,life island exhibition tate britain tate,0,0,embrace fusion technology access care plan time need receptiion desk,0,0,0,graduate louis snodgrass weekend occasion donation staff lamp variety cushion sofa week birthday louis,0,0
95,danica time picking,0,tweet health thing someone nothing,0,lord,student nurse award,seretide move ventolin,editor practice business whim commissioner,kipper breakfast change water microwave window squirt freshener,0,exhibition middle,0,0,embrace fusion technology access care plan time need receptiion desk,0,0,0,pleasure thanks charity supporter welcoming design staff room,0,0
96,sinew work portfolio,0,transcript,0,whisker bowl,meltemi specialist year design manufacture uniform healthcare administration provider care home healthcare sector,antiinflammatory drug dosage formulation effect,bioinformatics collection research,cracker,0,president staffing agency health system investment recruit attract watch story,0,0,staff resident data entry speak fusion,0,0,0,time back oxford street renovation,0,0
97,work word,0,word cloud transcript care,0,bowl head,meltemi specialist year design manufacture uniform healthcare administration provider care home healthcare sector,caution opiate respiration people issue version injection,bioinformatics article,cracker,0,campaign adult care workforce recruitment campaign story adult care worker,0,0,staff resident data entry speak fusion,0,0,0,time care home refurbishment guide information idea,0,0
98,tool productivity stuff task project apps others,0,transcript chat,0,bowling department south thing accurate bowling,koubou interior architecture design company healthcare design,year injection site symptom nothing others,bioinformatics collection research,absolute cracker,0,recruitment campaign department health care phase response applicant year search care,0,0,staff resident data entry speak fusion,0,0,0,time care home refurbishment guide information idea,0,0
99,night shift week right,0,tweet chat guidance experience care chat wednesday diary,0,quote nicki sunday,sector award nurse health care support worker contribution sector,trust fund,issue scholar color research access article issue,vitamin,0,reason care home process procedure system rating sound,0,0,innovation pressure demand care sector quality care compliance budget business,0,0,0,sheeran,0,0
100,work hour shift awake hour half sunday sunday,0,whatsapp work guidance apps practice option provider,0,morning nicki hope sunny sparkle,sector award nurse health care support worker contribution sector,whence fund resource,issue online article,vitamin carotenoid risk,0,reason care home process procedure system rating sound,0,0,innovation pressure demand care sector quality care compliance budget business call,0,0,0,honour anything sheeran,0,0
101,cross mind weekend shift tube people half,0,tweet chat guidance experience care chat diary,0,morning nicki hope today,sector award nurse health care support worker contribution sector,latino family trust fund,issue online article,patient supplement,0,reason care home process procedure system rating sound,0,0,innovation pressure demand care sector quality care compliance budget business,0,0,0,sheeran,0,0
102,brilliant jenn,0,twitter year,0,morning iris kindness,weather feel lurker,summer thompson pmhnp thanks follow,issue journal look,bean tomorrow,0,warning sign,0,0,fedup lack action customer service care home management software switch fusion offer,0,0,0,halloween,0,0
103,jennifer aniston nonstory person,0,phone spoc twitter year thanks,0,morning friend time engine start week kindness,shirker,nelson thanks follow,issue journal look,love bean,0,trigger warning unfollows,0,0,customer fusion jeff owner lakeshore healthcare,0,0,0,oooh halloween,0,0
104,jenn knew,0,twitter year,0,morning iris kindness weekend,lurker,markus thanks follow,issue journal look,year chip bean,0,warning case,0,0,potential care home fusion innovation infocom,0,0,0,yeah halloween stage makeup movie week,0,0
105,mile week,0,mine chat nursing friend life,0,morning peep home today result,bond marie anne,present,information resident service user care work contact user,pickle perimeter duty bravekitten,0,jamie wallis worry stage look drunk,0,0,create risk assessment fusion process risk risk trend time,0,0,0,loss heartbreak side time darcey mabel,0,0
106,mileage week place sight company mile,0,weekend folk chat place tuesday acute service hospital passport liaison nurse,0,yesterday patient morning,marie,present,information resident service user care work contact user,pickle,0,seat jamie tonight,0,0,create risk assessment fusion process risk risk trend time,0,0,0,start tweet morning darcey asleep sofa,0,0
107,mile week,0,nurse nurse chat info everyone welcome,0,morning finley today,nope marie celeste,present present,information resident service user care work contact user,house move pickle,0,brilliant actor hind jamie,0,0,create risk assessment fusion process risk risk trend time,0,0,0,darcey want something,0,0
108,christmas overdose charlie christmas,0,twitter chat wednesday police health learning emergency service,0,ruthless independence,president nurse country people,0,look study factor quality life patient,0,0,introduction wound care tearssimple wound risk people lincolnshire integrity service,0,0,cloud care management software staff management resident care plan touch button,0,0,0,risk divorce suggests,0,0
109,christmas people yearnot everyone wonder people pressure expectation medium sensitivity,0,information safety policy answer twitter filth thing,0,making politics state constituent country independence alliance,immediatepast president retain nurse public sector increase interview,0,study factor influence health department decision making measure,0,0,team nursing model saving injury wound care,0,0,cloud care management software staff management resident care plan touch button,0,0,0,thanks stuff need time thing orderi thing divorce thing process,0,0
110,someone road christmas,0,thank everyone assessment safety planning prevention transcript analytics,0,independence people freedom salute frontliners,nurse sell numpty president donald,0,study influence quality life china article,0,0,patient wound care certification career wound care certification,0,0,cloud care management software staff management resident care plan touch button,0,0,0,divorce,0,0
111,sunday roast,0,county,0,sunset,paris,0,mostread blog post lippincott nursingcenter,0,0,democracy shot,0,0,fusion contact today,0,0,0,wonder,0,0
