,id,id_str,name,screen_name,description,years_online,statuses_count,tweets_per_year,location,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,lang,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,live_following,follow_request_sent,notifications,muting,blocking,blocked_by,translator_type,withheld_in_countries,year_created,friend_ratio
62323,8.753560665524429e+17,875356066552442883,FT for Schools,ft4s,"For students aged 16-19, teachers and schools around the world: free @FinancialTimes access + resources. Tweet us with your recommended articles and tell us why",5.0,62340.0,12468.0,"London, England",https://t.co/cJCcL5pemj,"{'url': {'urls': [{'url': 'https://t.co/cJCcL5pemj', 'expanded_url': 'http://www.ft.com/schools', 'display_url': 'ft.com/schools', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,5313.0,9790.0,40.0,Thu Jun 15 14:15:24 +0000 2017,4928.0,,,False,True,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/931136792627154944/0iU8O2pQ_normal.jpg,https://pbs.twimg.com/profile_images/931136792627154944/0iU8O2pQ_normal.jpg,https://pbs.twimg.com/profile_banners/875356066552442883/1635015452,9E2F50,000000,000000,000000,False,False,False,False,False,False,False,False,False,False,False,none,[],2017.0,0.5426966292134832
63767,1.1145867631068896e+18,1114586763106889728,"Cate K😻 MH, Kindness",Missymusician81,"child counsellor, MH, teacher, nature lover, gardening, gin, cats, #kindness advocate. @keepingitkind #nexus wellbeing, opinions my own not my employer’s",3.0,51581.0,17193.666666666668,"The Cotswolds, England",https://t.co/vYhkaSirqx,"{'url': {'urls': [{'url': 'https://t.co/vYhkaSirqx', 'expanded_url': 'https://keepingitkind.blogspot.com/?m=1', 'display_url': 'keepingitkind.blogspot.com/?m=1', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,12803.0,13603.0,15.0,Sat Apr 06 17:52:47 +0000 2019,173877.0,,,True,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1589291800971329537/eGiJV_rP_normal.jpg,https://pbs.twimg.com/profile_images/1589291800971329537/eGiJV_rP_normal.jpg,https://pbs.twimg.com/profile_banners/1114586763106889728/1667751679,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2019.0,0.9411894435051091
65618,69723307.0,69723307,captain sutherland,captainsuth,"Proud European. Woke. Retired teacher, Married  #FBPE #FBPA #GTTO #FBPPR 🇬🇧🇪🇺🕷️ #RefugeesWelcome",13.0,51089.0,3929.923076923077,"UK, Europe. ",,{'description': {'urls': []}},False,5514.0,6056.0,1.0,Fri Aug 28 23:19:35 +0000 2009,62203.0,,,False,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1328304686869385216/NcUpG8MP_normal.jpg,https://pbs.twimg.com/profile_images/1328304686869385216/NcUpG8MP_normal.jpg,https://pbs.twimg.com/profile_banners/69723307/1477173375,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2009.0,0.9105019815059445
66084,8.982484355556024e+17,898248435555602432,Nexus-Education,NexusEdUK,"We're a free platform funding schools (£150k since 2018) via #NeXworking as well as sharing teacher blogs, ideas, CPD and resources to over 11,000 educators.",5.0,10208.0,2041.6,Chester,https://t.co/Zx4KOgrzhG,"{'url': {'urls': [{'url': 'https://t.co/Zx4KOgrzhG', 'expanded_url': 'http://www.nexus-education.com', 'display_url': 'nexus-education.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,7301.0,8034.0,20.0,Thu Aug 17 18:21:30 +0000 2017,26179.0,,,True,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1403262079998509057/Lr-D-m80_normal.jpg,https://pbs.twimg.com/profile_images/1403262079998509057/Lr-D-m80_normal.jpg,https://pbs.twimg.com/profile_banners/898248435555602432/1663656583,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2017.0,0.9087627582773213
66649,1665528230.0,1665528230,Sheila Mulvenney,sheilattuned,inclusion matters I offer training to teachers and others in teaching reading (Sounds-write) impact of trauma/attachment in classroom -wellbeing,9.0,23091.0,2565.6666666666665,bedford 07921193479,https://t.co/vz4DPDiRwl,"{'url': {'urls': [{'url': 'https://t.co/vz4DPDiRwl', 'expanded_url': 'http://www.attunededucation.com', 'display_url': 'attunededucation.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,8610.0,9448.0,51.0,Mon Aug 12 16:53:54 +0000 2013,23543.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1500410498440966145/eJKUIvH9_normal.jpg,https://pbs.twimg.com/profile_images/1500410498440966145/eJKUIvH9_normal.jpg,https://pbs.twimg.com/profile_banners/1665528230/1397554319,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2013.0,0.9113039796782387
68455,3087520533.0,3087520533,Gareth Llewelyn 🇪🇺🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇷,garethjllewelyn,"🇪🇺🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇷 #fbpe Son, father, husband, singer, writer, teacher - not in that order. Interested in how and why. Hate Tories.",7.0,63452.0,9064.57142857143,Europe,,{'description': {'urls': []}},False,4745.0,4997.0,7.0,Wed Mar 11 23:52:23 +0000 2015,187192.0,,,False,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1081163291249004544/miooPAvw_normal.jpg,https://pbs.twimg.com/profile_images/1081163291249004544/miooPAvw_normal.jpg,https://pbs.twimg.com/profile_banners/3087520533/1546605023,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2015.0,0.9495697418451071
69120,19028844.0,19028844,Polly Glot Languages,suzibewell,"ALL Hon membership officer.Christian.Languages teacher / trainer.Polly Glot Languages.❤️ cake, dressing up, live music. Spreader of happiness.Positive deviant.",13.0,31305.0,2408.076923076923,"iPhone: 53.957533,-1.083122",https://t.co/XnbqJvz2ER,"{'url': {'urls': [{'url': 'https://t.co/XnbqJvz2ER', 'expanded_url': 'http://www.pollyglotlanguages.wordpress.com', 'display_url': 'pollyglotlanguages.wordpress.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,7756.0,8254.0,157.0,Thu Jan 15 17:05:47 +0000 2009,8676.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1552728666236493828/HzXP5Kdm_normal.jpg,https://pbs.twimg.com/profile_images/1552728666236493828/HzXP5Kdm_normal.jpg,https://pbs.twimg.com/profile_banners/19028844/1633954987,B30000,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,False,False,False,False,none,[],2009.0,0.9396656166707051
73091,14418459.0,14418459,Ed Podesta wants to know where the fig rolls are ⭐,ed_podesta,Associate Professor (Professional Practice) @LTUPGCE.  Identify as 'teacher'. SFHEA | M#7FDK he/him,14.0,35802.0,2557.285714285714,Leeds,https://t.co/I0rJPKdksg,"{'url': {'urls': [{'url': 'https://t.co/I0rJPKdksg', 'expanded_url': 'http://www.onedamnthing.org.uk', 'display_url': 'onedamnthing.org.uk', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,4310.0,5001.0,78.0,Thu Apr 17 09:27:56 +0000 2008,43582.0,,,True,False,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1219313372602281984/2Mnn_y4R_normal.jpg,https://pbs.twimg.com/profile_images/1219313372602281984/2Mnn_y4R_normal.jpg,https://pbs.twimg.com/profile_banners/14418459/1659882043,91D2FA,000000,000000,000000,False,True,False,False,False,False,False,False,False,False,False,none,[],2008.0,0.8618276344731054
73186,1734315320.0,1734315320,Daniel Thomas,danielts2803,"He/Him. History teacher, interested in gender/women’s history & #oralhistory Pro gender & #LGBT+ equality & inclusion. Part of @IWPride 🏳️‍🌈",9.0,19012.0,2112.4444444444443,,https://t.co/U66lR1M9cU,"{'url': {'urls': [{'url': 'https://t.co/U66lR1M9cU', 'expanded_url': 'https://port.academia.edu/DanielSwan', 'display_url': 'port.academia.edu/DanielSwan', 'indices': [0, 23]}]}, 'description': {'urls': []}}",True,4310.0,4971.0,74.0,Fri Sep 06 07:13:39 +0000 2013,23263.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1396091190420938759/7QrO4Vvh_normal.jpg,https://pbs.twimg.com/profile_images/1396091190420938759/7QrO4Vvh_normal.jpg,https://pbs.twimg.com/profile_banners/1734315320/1491467158,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2013.0,0.8670287668477168
73788,335604609.0,335604609,Dr Mary Berry FRSB FCCT #Ubuntu,Berry1_MP,"Mum of 4; feminist, creative, teacher, scientist. Love Manchester and a positive outlook. Teaching and Learning consultant.",11.0,41996.0,3817.818181818182,"Coventry, West Midlands",,{'description': {'urls': []}},False,4796.0,5270.0,46.0,Thu Jul 14 23:17:36 +0000 2011,126358.0,,,True,False,,False,False,False,010103,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1145570478079303680/W4vzm7Va_normal.jpg,https://pbs.twimg.com/profile_images/1145570478079303680/W4vzm7Va_normal.jpg,https://pbs.twimg.com/profile_banners/335604609/1550365272,9266CC,F7D2DF,D2507C,82142A,True,True,False,False,False,False,False,False,False,False,False,none,[],2011.0,0.9100569259962049
74005,365121190.0,365121190,Louise Cook #3.5% #GTTO #MVM,LouCoo65,Recently retired language teacher. Still got stuff to do. Blackpudlian by birth. Supports @Bylinetimes @Goodlawproject @ByDonkeys,11.0,49644.0,4513.090909090909,Manchester,,{'description': {'urls': []}},False,4109.0,4783.0,30.0,Tue Aug 30 22:07:37 +0000 2011,187525.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1185313513159516160/dhvE9_p5_normal.jpg,https://pbs.twimg.com/profile_images/1185313513159516160/dhvE9_p5_normal.jpg,https://pbs.twimg.com/profile_banners/365121190/1669410554,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2011.0,0.8590842567426301
74814,1405827127.0,1405827127,CriticalClassrooms,lapham_katie,"NYCDOE teacher, racial & social justice, photography, goats, books #BlackLivesMatterAtNYCSchools #NYCOptOut #SafeStreets https://t.co/gxXeU2A8FG",9.0,85204.0,9467.111111111111,"Brooklyn, New York ",https://t.co/gxXeU2A8FG,"{'url': {'urls': [{'url': 'https://t.co/gxXeU2A8FG', 'expanded_url': 'http://criticalclassrooms.wordpress.com', 'display_url': 'criticalclassrooms.wordpress.com', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/gxXeU2A8FG', 'expanded_url': 'http://criticalclassrooms.wordpress.com', 'display_url': 'criticalclassrooms.wordpress.com', 'indices': [121, 144]}]}}",False,8221.0,9090.0,189.0,Sun May 05 18:48:10 +0000 2013,51623.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1512171256178782211/WKkrcd8L_normal.jpg,https://pbs.twimg.com/profile_images/1512171256178782211/WKkrcd8L_normal.jpg,https://pbs.twimg.com/profile_banners/1405827127/1628193367,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2013.0,0.9044004400440044
75645,855158468.0,855158468,Spike Humphrey,spike_humphrey,Maths teacher. Ex-President of Berkshire County Association of Trades Councils. Proud member of Unite and NEU.,10.0,60355.0,6035.5,East Riding of Yorkshire,,{'description': {'urls': []}},False,4406.0,4994.0,34.0,Sun Sep 30 18:32:43 +0000 2012,59174.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1596082493827981312/JEyhIuPt_normal.jpg,https://pbs.twimg.com/profile_images/1596082493827981312/JEyhIuPt_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2012.0,0.882258710452543
77436,66756576.0,66756576,FEED THE KIDS : NOT MPs 💙💙,UKBreturn,Known as Adrienne💙 Unto your self be true .. Sweary … ret Headteacher.. Doting grandmother (and great grandma) …RABID remainer.. FBPPR# no dms..,13.0,217415.0,16724.23076923077,"South West, England",,{'description': {'urls': []}},False,7966.0,8762.0,12.0,Tue Aug 18 18:26:30 +0000 2009,482385.0,,,True,False,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1147989057827495936/bZJgSAro_normal.jpg,https://pbs.twimg.com/profile_images/1147989057827495936/bZJgSAro_normal.jpg,https://pbs.twimg.com/profile_banners/66756576/1669230037,981CEB,000000,000000,000000,False,True,False,False,False,False,False,False,False,False,False,none,[],2009.0,0.9091531613786806
77874,20303768.0,20303768,Alex Bellars,alexbellars,"Parody/Born 327.34 CO2 ppm/Fre, Ger, Hist & PE teacher/hockey/paint/cycle/sail/act/@TheGreenParty member/#RejoinEU/ @bellaale@mastodon.social",13.0,265822.0,20447.846153846152,European Union,https://t.co/qfIvE8xseq,"{'url': {'urls': [{'url': 'https://t.co/qfIvE8xseq', 'expanded_url': 'http://alexbellars.wordpress.com', 'display_url': 'alexbellars.wordpress.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,6295.0,6925.0,335.0,Sat Feb 07 10:58:49 +0000 2009,128984.0,,,True,False,,False,False,False,8B542B,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,True,http://pbs.twimg.com/profile_images/1593998083251208195/3WW1dIWB_normal.jpg,https://pbs.twimg.com/profile_images/1593998083251208195/3WW1dIWB_normal.jpg,https://pbs.twimg.com/profile_banners/20303768/1666378520,1B95E0,D9B17E,EADEAA,333333,True,True,False,False,False,False,False,False,False,False,False,none,[],2009.0,0.9090252707581228
80135,2849617575.0,2849617575,Mike Haines,MikeHaines20,"Education and the arts: former teacher & HMI, Governor, passionate about language, gardening, art, music, theatre, books - and tackling climate breakdown! 🇺🇦",8.0,21624.0,2703.0,Wye Valley,,{'description': {'urls': []}},False,4569.0,5022.0,60,Wed Oct 29 11:26:24 +0000 2014,34896.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1385299175944986626/qgRrt7Yf_normal.jpg,https://pbs.twimg.com/profile_images/1385299175944986626/qgRrt7Yf_normal.jpg,https://pbs.twimg.com/profile_banners/2849617575/1419292476,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2014.0,0.9097968936678614
80700,286166974.0,286166974,Louise Regan,LouRegan1,"NEU National Officer, Membership and Equality, teacher, trade unionist, internationalist – fighting for a better society for all. Tweets in a personal capacity.",11.0,44543.0,4049.3636363636365,Nottingham ,,{'description': {'urls': []}},False,5449.0,5689.0,72,Fri Apr 22 13:40:02 +0000 2011,31884.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1544043393025806343/827g438K_normal.jpg,https://pbs.twimg.com/profile_images/1544043393025806343/827g438K_normal.jpg,https://pbs.twimg.com/profile_banners/286166974/1584000438,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2011.0,0.9578133239585165
