,id,id_str,name,screen_name,description,years_online,statuses_count,tweets_per_year,location,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,lang,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,live_following,follow_request_sent,notifications,muting,blocking,blocked_by,translator_type,withheld_in_countries,year_created,friend_ratio
87307,1139416284.0,1139416284.0,WeCYPNurses 💙,WeCYPnurses,"Connecting, engaging & supporting CYP nurses across the lifespan to enhance and share learning via social media to influence and improve CYP care #WeCYPNs",9.0,37552.0,4172.444444444444,United Kingdom,https://t.co/zNgahlcg79,"{'url': {'urls': [{'url': 'https://t.co/zNgahlcg79', 'expanded_url': 'http://wecommunities.org/', 'display_url': 'wecommunities.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,12457.0,7421.0,89,Fri Feb 01 11:34:48 +0000 2013,44236.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1572111538890088448/qFQBJTVr_normal.jpg,https://pbs.twimg.com/profile_images/1572111538890088448/qFQBJTVr_normal.jpg,https://pbs.twimg.com/profile_banners/1139416284/1650887852,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2013.0,1.6786147419485244
88398,3257869126.0,3257869126.0,Irish Association Directors Nursing and Midwifery,IADNAM1,"IADNAM is a network of midwifery and nursing leaders from all disciplines, established to develop, promote and support excellence in healthcare..(Estb; 1904)",7.0,14037.0,2005.2857142857142,,https://t.co/r06fF7M38F,"{'url': {'urls': [{'url': 'https://t.co/r06fF7M38F', 'expanded_url': 'http://www.iadnam.ie', 'display_url': 'iadnam.ie', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,3337.0,368.0,17,Fri May 15 19:27:49 +0000 2015,24089.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/757500856971452416/FcDKrCUR_normal.jpg,https://pbs.twimg.com/profile_images/757500856971452416/FcDKrCUR_normal.jpg,https://pbs.twimg.com/profile_banners/3257869126/1632823320,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2015.0,9.067934782608695
88484,2695236654.0,2695236654.0,#Hello my name is Rachel (She/her) 👩🏽‍⚕️RMN,Rachel_Luby,"#MentalHealth #nurse working under☂️ of #SuicidePrevention. 
Living experience of detention; treatment; EUPD🗑
#RCNi RMN of 2019 👑
Current inpatient.",8.0,18852.0,2356.5,"London, England",,{'description': {'urls': []}},False,4518.0,3902.0,28,Thu Jul 31 09:21:47 +0000 2014,51664.0,,,True,False,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1597300680447983618/IMGUt3dV_normal.jpg,https://pbs.twimg.com/profile_images/1597300680447983618/IMGUt3dV_normal.jpg,https://pbs.twimg.com/profile_banners/2695236654/1667769538,981CEB,000000,000000,000000,False,True,False,False,False,False,False,False,False,False,False,none,[],2014.0,1.1578677601230138
88773,819795463.0,819795463.0,Vanessa Gilmartin RN Mental Health She/Her,VanessaRNMH,"Mental Health Nurse • National Head of Mental Health,HiJustice @practiceplusgrp • Ex @wemhnurses #MHTV • Also now at nessag@mstdn.social",10.0,51998.0,5199.8,United Kingdom,,{'description': {'urls': []}},False,10332.0,7929.0,207,Wed Sep 12 15:32:42 +0000 2012,49041.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1531005977193025539/gcncWrad_normal.jpg,https://pbs.twimg.com/profile_images/1531005977193025539/gcncWrad_normal.jpg,https://pbs.twimg.com/profile_banners/819795463/1663624773,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2012.0,1.3030646992054484
88802,22155018.0,22155018.0,natalie ❥,natalieh22x,mental health nurse - proud to work for NHS ||       • There are SO many beautiful reasons to just be happy 💞•,13.0,27612.0,2124.0,"Barry, Wales",,{'description': {'urls': []}},False,430.0,549.0,10,Fri Feb 27 16:10:30 +0000 2009,7865.0,,,True,False,,False,False,False,677DE0,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,False,http://pbs.twimg.com/profile_images/1581549525625438208/ApyCygKC_normal.jpg,https://pbs.twimg.com/profile_images/1581549525625438208/ApyCygKC_normal.jpg,https://pbs.twimg.com/profile_banners/22155018/1595278445,07247A,FFFFFF,A0C5C7,333333,False,True,False,False,False,False,False,False,False,False,False,none,[],2009.0,0.7832422586520947
88896,3242203954.0,3242203954.0,Anne Gray 💙,dontdoflowers,"Wife, mother and nurse. Trying to understand life and faith with a sense of humour. Always a remainer and never a Tory",7.0,22221.0,3174.4285714285716,,,{'description': {'urls': []}},False,406.0,776.0,3,Fri May 08 17:32:41 +0000 2015,88100.0,,,False,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1497861081011830785/K932rg-f_normal.jpg,https://pbs.twimg.com/profile_images/1497861081011830785/K932rg-f_normal.jpg,https://pbs.twimg.com/profile_banners/3242203954/1431194182,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2015.0,0.5231958762886598
89304,3216441507.0,3216441507.0,Salma Yasmeen,SalmaYasmeen_1,Supporting inclusive change & innovation in communities & systems Proud nurse/deputy CEO & Director of strategy & change @allofusinmind. views my own.,7.0,14685.0,2097.8571428571427,,,{'description': {'urls': []}},False,1828.0,1697.0,45,Tue Apr 28 09:25:34 +0000 2015,26322.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1429847203435061261/w25a4t3w_normal.png,https://pbs.twimg.com/profile_images/1429847203435061261/w25a4t3w_normal.png,https://pbs.twimg.com/profile_banners/3216441507/1628630159,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2015.0,1.0771950500883913
89369,2170861867.0,2170861867.0,CathyCrowe @CathyCrowe@mastodon.social,cathyacrowe,"Street nurse, Order of Canada recipient, author Knapsack Full of Dreams, columnist on https://t.co/HiCRjDNKY5, maker of pies. Fighting for a national housing program.",9.0,27574.0,3063.777777777778,Canada,https://t.co/jKez66FD4j,"{'url': {'urls': [{'url': 'https://t.co/jKez66FD4j', 'expanded_url': 'http://www.cathycrowe.ca', 'display_url': 'cathycrowe.ca', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/HiCRjDNKY5', 'expanded_url': 'http://rabble.ca', 'display_url': 'rabble.ca', 'indices': [86, 109]}]}}",False,12822.0,4154.0,165,Sat Nov 02 20:08:20 +0000 2013,12906.0,,,True,False,,False,False,False,FF6699,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,False,http://pbs.twimg.com/profile_images/1590471261418930176/unHPJGio_normal.jpg,https://pbs.twimg.com/profile_images/1590471261418930176/unHPJGio_normal.jpg,https://pbs.twimg.com/profile_banners/2170861867/1669391798,B40B43,000000,000000,000000,True,False,False,False,False,False,False,False,False,False,False,none,[],2013.0,3.0866634569090032
89485,498048436.0,498048436.0,Allison O'Neill 🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿💙💙🥃,AllisonONeill7,"I'm a nurse,and a mum. Reside in Bonnie https://t.co/jDkWnXHUNa proud to be Scottish. A big fan of outlander. I was born in Glasgow. 7th year MPC. Support the NHS😷",10.0,39268.0,3926.8,Ayrshire. Scotland,,"{'description': {'urls': [{'url': 'https://t.co/jDkWnXHUNa', 'expanded_url': 'http://Scotland.So', 'display_url': 'Scotland.So', 'indices': [40, 63]}]}}",False,2278.0,2357.0,0,Mon Feb 20 16:50:57 +0000 2012,46775.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1595398149379588096/WpnOCUfQ_normal.jpg,https://pbs.twimg.com/profile_images/1595398149379588096/WpnOCUfQ_normal.jpg,https://pbs.twimg.com/profile_banners/498048436/1669207545,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2012.0,0.9664828171404327
89572,2889735293.0,2889735293.0,Laura RN Child 😷💙,Laura_Guest1,#CYPNurse #TNAs #SocialPolicy #ChildProtection #EarlyYears #Artist senior nurse lecturer TNA programme at University of Bedfordshire. All views my own.,8.0,27613.0,3451.625,,,{'description': {'urls': []}},False,512.0,1550.0,39,Sun Nov 23 21:08:45 +0000 2014,39256.0,,,False,False,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1530152689585295360/C1O-kjEh_normal.jpg,https://pbs.twimg.com/profile_images/1530152689585295360/C1O-kjEh_normal.jpg,https://pbs.twimg.com/profile_banners/2889735293/1532191056,94D487,000000,000000,000000,False,False,False,False,False,False,False,False,False,False,False,none,[],2014.0,0.3303225806451613
90151,1893911726.0,1893911726.0,Ann-Marie Dodson RN 💙,amd4_ann,"I am what I do, I do what I am!Passionate about nursing, mountains&music.Cavell,Himalayan Trust,Antarctic&Donorfamilynetwork ambassador.All opinions are my own.",9.0,28482.0,3164.6666666666665,,,{'description': {'urls': []}},False,1690.0,1842.0,28,Sun Sep 22 14:19:48 +0000 2013,28572.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1107240740654977025/exEVqpzX_normal.png,https://pbs.twimg.com/profile_images/1107240740654977025/exEVqpzX_normal.png,https://pbs.twimg.com/profile_banners/1893911726/1590933463,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2013.0,0.9174809989142236
90609,169245408.0,169245408.0,Holly 🌙✨🌌⭐️,hollydoeslife,🎂 28 🫀nurse of tiny humans 💉type one diabetic ⌨️ mental health blogger ☕️ coffee fiend 🎭 theatre lover 🧵cross stitcher 🤍 she/her 🌈 wlw gang,12.0,52632.0,4386.0,"London, England",,{'description': {'urls': []}},False,2319.0,3057.0,27,Wed Jul 21 22:08:50 +0000 2010,29312.0,,,True,False,,False,False,False,ACDED6,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1585366078145892353/7PEmqNts_normal.jpg,https://pbs.twimg.com/profile_images/1585366078145892353/7PEmqNts_normal.jpg,https://pbs.twimg.com/profile_banners/169245408/1666336988,91D2FA,000000,9B2538,E29877,True,True,False,False,False,False,False,False,False,False,False,none,[],2010.0,0.7585868498527969
91721,270393066.0,270393066.0,RCNi: the life-long learning partner for nurses,rcni,"RCNi provides professional development learning resources & news for nurses.
Home of RCNi Plus : journals : jobs fairs : #RCNawards : portfolio for revalidation",11.0,22729.0,2066.2727272727275,London,https://t.co/269K1Gby2g,"{'url': {'urls': [{'url': 'https://t.co/269K1Gby2g', 'expanded_url': 'http://www.rcni.com', 'display_url': 'rcni.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,12459.0,2874.0,68,Tue Mar 22 14:51:10 +0000 2011,19724.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1402992309117931522/MeVju9LZ_normal.jpg,https://pbs.twimg.com/profile_images/1402992309117931522/MeVju9LZ_normal.jpg,https://pbs.twimg.com/profile_banners/270393066/1628235242,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2011.0,4.335073068893529
92244,2981900158.0,2981900158.0,Sarah Hayes,SarahHa88622902,"#Proud to be Chief Nurse, District Nurse, @capitalnurse and Queen’s Nurse @NorthMidNHS and #NorthMidInTheCommunity Thoughts and opinions here are my own!",7.0,20927.0,2989.5714285714284,,,{'description': {'urls': []}},False,3066.0,4999.0,11,Fri Jan 16 23:02:06 +0000 2015,44867.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/598381929457655808/gsoheJYw_normal.jpg,https://pbs.twimg.com/profile_images/598381929457655808/gsoheJYw_normal.jpg,https://pbs.twimg.com/profile_banners/2981900158/1621069586,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2015.0,0.6133226645329066
93135,2969875641.0,2969875641.0,Wendy Pitt,wendyjpitt61,"wife (not Brad) mum of 3, NHS nurse (42yrs and still standing)spaniel owning, book reading, park-running, leftie Archers fan.Essex born & bred now in Wiltshire",7.0,62502.0,8928.857142857143,Wiltshire ,,{'description': {'urls': []}},False,2507.0,3041.0,32,Fri Jan 09 15:49:28 +0000 2015,169068.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1573418109301579784/eiyfdLYe_normal.jpg,https://pbs.twimg.com/profile_images/1573418109301579784/eiyfdLYe_normal.jpg,https://pbs.twimg.com/profile_banners/2969875641/1642260556,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2015.0,0.8243998684643209
93314,396200584.0,396200584.0,Mac 🏳️‍🌈,lornahannahmac,"Adult nurse with a nutrition background. Do a bit of swimming, cycling and running now and again. 🌈",11.0,45185.0,4107.727272727273,England,,{'description': {'urls': []}},False,1715.0,717.0,53,Sat Oct 22 22:22:50 +0000 2011,57185.0,,,True,False,,False,False,False,ACDED6,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,True,http://pbs.twimg.com/profile_images/1518272840310657024/U9DRRKXU_normal.jpg,https://pbs.twimg.com/profile_images/1518272840310657024/U9DRRKXU_normal.jpg,https://pbs.twimg.com/profile_banners/396200584/1650819439,038543,FFFFFF,F6F6F6,333333,True,False,False,False,False,False,False,False,False,False,False,none,[],2011.0,2.391910739191074
93689,2934426502.0,2934426502.0,23weeksocksblog,23weeksocks,"Mum to Squidge, NICU nurse, battling depression. Part of #MatExp and host of #MatExpHour Featured on Babble, HuffPost UK, Scary Mommy. Shortlisted for BIBS2015.",8.0,22065.0,2758.125,Wiltshire,http://t.co/0Wul2ud693,"{'url': {'urls': [{'url': 'http://t.co/0Wul2ud693', 'expanded_url': 'http://23weeksocks.com', 'display_url': '23weeksocks.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}",False,2430.0,1407.0,82,Sat Dec 20 23:26:31 +0000 2014,606.0,,,False,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/700725161138323456/ugt8xP_A_normal.png,https://pbs.twimg.com/profile_images/700725161138323456/ugt8xP_A_normal.png,https://pbs.twimg.com/profile_banners/2934426502/1419119494,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2014.0,1.7270788912579957
93731,62773510.0,62773510.0,Unite_CPHVA,Unite_CPHVA,"UK's leading professional organisation for health visitors, school nurses, nursery nurses and other community nurses working in primary care.",13.0,36661.0,2820.076923076923,UK,http://t.co/I9oyhby2ss,"{'url': {'urls': [{'url': 'http://t.co/I9oyhby2ss', 'expanded_url': 'http://www.unitetheunion.org/cphva', 'display_url': 'unitetheunion.org/cphva', 'indices': [0, 22]}]}, 'description': {'urls': []}}",False,8198.0,4969.0,109,Tue Aug 04 09:46:34 +0000 2009,10710.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1452971385/Screen_Shot_2011-07-21_at_09.44.03_normal.png,https://pbs.twimg.com/profile_images/1452971385/Screen_Shot_2011-07-21_at_09.44.03_normal.png,https://pbs.twimg.com/profile_banners/62773510/1426322770,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2009.0,1.6498289394244314
94010,2950431675.0,2950431675.0,Beverley,bhbrathwaite,Senior Lecturer UOR Phd student Black British born Caribbean female nurses. views my own. She/Her,8.0,20273.0,2534.125,"Hillingdon, London",,{'description': {'urls': []}},False,1672.0,2111.0,15,Tue Dec 30 02:32:35 +0000 2014,48784.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1550100954816684032/xZ6SzQl7_normal.jpg,https://pbs.twimg.com/profile_images/1550100954816684032/xZ6SzQl7_normal.jpg,https://pbs.twimg.com/profile_banners/2950431675/1620486355,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2014.0,0.7920416864045476
94843,2909220300.0,2909220300.0,Thank You Nurses,thanksnurses,We try to find as many ways as possible to thank nurses! We owe a lot to all the hard work all nurses put in every day 24/7.,8.0,26913.0,3364.125,,http://t.co/jcckZzBHKN,"{'url': {'urls': [{'url': 'http://t.co/jcckZzBHKN', 'expanded_url': 'http://hubs.ly/y0pF5L0', 'display_url': 'hubs.ly/y0pF5L0', 'indices': [0, 22]}]}, 'description': {'urls': []}}",False,960.0,208.0,15,Mon Nov 24 16:28:48 +0000 2014,184.0,,,False,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/552164442100604929/waqUhrmI_normal.jpeg,https://pbs.twimg.com/profile_images/552164442100604929/waqUhrmI_normal.jpeg,https://pbs.twimg.com/profile_banners/2909220300/1420481417,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2014.0,4.615384615384615
95821,2845941873.0,2845941873.0,Simon Lewis 💙 (no tick required),simonplewis,"Appreciate comedy/ satire; music; film & TV. Definitely left of political centre. LFC #YNWA 
Retired palliative care nurse 2022
#KindnessMatters 
#Love&Peace",8.0,23340.0,2917.5,"West Midlands, England",https://t.co/ysDYrAPIiR,"{'url': {'urls': [{'url': 'https://t.co/ysDYrAPIiR', 'expanded_url': 'https://www.photocrowd.com/photographer-community/171482/', 'display_url': 'photocrowd.com/photographer-c…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,1468.0,4984.0,14,Sun Oct 26 23:11:15 +0000 2014,25728.0,,,True,False,,False,False,False,4A913C,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,False,http://pbs.twimg.com/profile_images/1594370804594114560/bBwjrJNg_normal.jpg,https://pbs.twimg.com/profile_images/1594370804594114560/bBwjrJNg_normal.jpg,https://pbs.twimg.com/profile_banners/2845941873/1668280019,3B94D9,000000,DDEEF6,333333,False,False,False,False,False,False,False,False,False,False,False,regular,[],2014.0,0.2945425361155698
96152,149185588.0,149185588.0,Beth Talisman,U2Nurse,"Mom (bio & adoptive), pediatric nurse, big U2 fan. Knitter. Liberal. Live music fan, rock and rap. Media nerd. Sober.",12.0,93145.0,7762.083333333333,"Pennsylvania, USA",,{'description': {'urls': []}},False,1421.0,1145.0,53,Fri May 28 16:48:43 +0000 2010,96223.0,,,True,False,,False,False,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1529934523672281096/pKsCqIjP_normal.jpg,https://pbs.twimg.com/profile_images/1529934523672281096/pKsCqIjP_normal.jpg,https://pbs.twimg.com/profile_banners/149185588/1600486336,0084B4,A8C7F7,C0DFEC,333333,True,True,False,False,False,False,False,False,False,False,False,none,[],2010.0,1.241048034934498
96799,398415794.0,398415794.0,Roberto Rivera-Olmo MBA/MSN,AMednurse,"Nursing Administrator, Care Manager, Nurse Economist, Nurse Leader, @MOCAACN Immediate Past-President, #nursetwitter",11.0,23474.0,2134.0,"Atlanta, GA",https://t.co/vv4w958Fet,"{'url': {'urls': [{'url': 'https://t.co/vv4w958Fet', 'expanded_url': 'http://thegraduatenurse.blogspot.com', 'display_url': 'thegraduatenurse.blogspot.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,1138.0,1003.0,58,Wed Oct 26 01:15:28 +0000 2011,11819.0,,,True,False,,False,False,False,EDECE9,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/1297543360023089153/V84MBX8B_normal.jpg,https://pbs.twimg.com/profile_images/1297543360023089153/V84MBX8B_normal.jpg,https://pbs.twimg.com/profile_banners/398415794/1634159720,FF691F,000000,000000,666666,True,True,False,False,False,False,False,False,False,False,False,none,[],2011.0,1.1345962113659023
97717,2812051788.0,2812051788.0,Celia Manson,Celia_Manson,"Independent nurse adviser; member RCN West Kent & Medway Branch; all matters nursing and health,  palliative care and pain, mental health, long term conditions",8.0,22343.0,2792.875,West Kent,,{'description': {'urls': []}},False,716.0,250.0,2,Mon Sep 15 23:14:27 +0000 2014,9434.0,,,False,False,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/511656794557382657/vN4AmY5h_normal.jpeg,https://pbs.twimg.com/profile_images/511656794557382657/vN4AmY5h_normal.jpeg,,4A913C,000000,000000,000000,False,False,False,False,False,False,False,False,False,False,False,none,[],2014.0,2.864
100262,714906819.0,714906819.0,Janice Sigsworth 💙CBE,SigsworthJanice,"Chief Nurse, wanting to create a positive practice environment for nurses & midwives 👍views my own 🌈",9.0,22665.0,2518.3333333333335,London,https://t.co/kImvoiN69T,"{'url': {'urls': [{'url': 'https://t.co/kImvoiN69T', 'expanded_url': 'http://www.imperial.nhs.uk', 'display_url': 'imperial.nhs.uk', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,5401.0,2637.0,49,Mon Oct 14 19:41:34 +0000 2013,28994.0,,,False,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1492448998459940866/4syD9zrU_normal.jpg,https://pbs.twimg.com/profile_images/1492448998459940866/4syD9zrU_normal.jpg,https://pbs.twimg.com/profile_banners/714906819/1598973955,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2013.0,2.048160788775123
100264,932807382.0,932807382.0,WeMHNurses 💙,WeMHNurses,"Twitter place for those interested in mental health nursing #WeMHNs connecting, supporting and learning together",10.0,28513.0,2851.3,UK,https://t.co/pAxdo1kXBM,"{'url': {'urls': [{'url': 'https://t.co/pAxdo1kXBM', 'expanded_url': 'https://www.wecommunities.org', 'display_url': 'wecommunities.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,13394.0,2748.0,153,Wed Nov 07 19:54:05 +0000 2012,12512.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1572111428772921345/XxGczMbY_normal.jpg,https://pbs.twimg.com/profile_images/1572111428772921345/XxGczMbY_normal.jpg,https://pbs.twimg.com/profile_banners/932807382/1650894395,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2012.0,4.874090247452693
100416,1139455363.0,1139455363.0,WeSchoolNurses 💙,WeSchoolNurses,"Connecting, driving and supporting the school nurse community through twitter chats & nurse social media resources 💙",9.0,34512.0,3834.6666666666665,UK,https://t.co/Nji5bYXLnM,"{'url': {'urls': [{'url': 'https://t.co/Nji5bYXLnM', 'expanded_url': 'http://www.wecommunities.org', 'display_url': 'wecommunities.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,13970.0,4473.0,161,Fri Feb 01 11:43:22 +0000 2013,17911.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1572112388039606272/x08ESv_o_normal.jpg,https://pbs.twimg.com/profile_images/1572112388039606272/x08ESv_o_normal.jpg,https://pbs.twimg.com/profile_banners/1139455363/1650879101,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2013.0,3.123183545718757
101798,2506548465.0,2506548465.0,Rob💙🇺🇦,robbradley01,"Proud peadiatric Charge Nurse, part of the @wecypnurses team. Currently doing #robs40 football matches for his 40th year.",8.0,28011.0,3501.375,Staffordshire,https://t.co/HXzrtYQREF,"{'url': {'urls': [{'url': 'https://t.co/HXzrtYQREF', 'expanded_url': 'https://www.facebook.com/groups/294360305982559/?ref=share', 'display_url': 'facebook.com/groups/2943603…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,3222.0,4954.0,74,Thu Apr 24 16:42:04 +0000 2014,17588.0,,,False,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1589042623792152577/YtxQdQPz_normal.jpg,https://pbs.twimg.com/profile_images/1589042623792152577/YtxQdQPz_normal.jpg,https://pbs.twimg.com/profile_banners/2506548465/1667861765,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2014.0,0.650383528461849
101824,348533641.0,348533641.0,Candy Gregory RN💙,candyspets2,Save Our NHS in Kent . Covid temp Reg nurse + BSc{hons}. #Vegan,11.0,40161.0,3651.0,"South East, England",,{'description': {'urls': []}},False,2604.0,2349.0,28,Thu Aug 04 15:54:21 +0000 2011,80950.0,,,True,False,,False,False,False,ACDED6,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,False,http://pbs.twimg.com/profile_images/1389702899110981641/_8DThEEL_normal.jpg,https://pbs.twimg.com/profile_images/1389702899110981641/_8DThEEL_normal.jpg,https://pbs.twimg.com/profile_banners/348533641/1652391977,E81C4F,FFFFFF,7AC3EE,3D1957,True,False,False,False,False,False,False,False,False,False,False,none,[],2011.0,1.1085568326947637
