,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,clean_text,created_at,label,sentiment_index,sentiment
4924,4924,moment medium reality,3,3_time_hour_piece_thank,time - hour - piece - thank - thanks - thing - moment - snack - pleasure - something,1.0,False,"@DrJamieFryer I'm not sure, but I feel like at the moment the national media is not showing the reality", i'm not sure but i feel like at the moment the national media is not showing the reality,2020-12-29 11:40:31+00:00,Life,1,Positive
4925,4925,face twitter account everything screenshots occupancy data tissier proof feel peak,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.0,False,"Smiley face anonymous twitter accounts asserting everything, everywhere is fine using screenshots of NHS bed occupancy data they got off Matt Le Tissier as proof feels like peak 2020",smiley face anonymous twitter accounts asserting everything everywhere is fine using screenshots of nhs bed occupancy data they got off matt le tissier as proof feels like peak,2020-12-29 11:46:41+00:00,None,1,Positive
4926,4926,talent thanks humour year,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.0,False,"@munyachawawa you're incredibly hard working, groundbreaking talent and deserve all of it mate 👍. Thanks for bringing your sharp witted humour to this awful year", you're incredibly hard working groundbreaking talent and deserve all of it mate  thanks for bringing your sharp witted humour to this awful year,2020-12-29 11:49:05+00:00,None,1,Positive
4927,4927,press officercampaign manager plenty experience trust comms department,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.1635929132150925,False,Man doesn't realise man has acted as a press officer/campaign manager and has plenty of experience dealing with NHS trust comms departments 🙄 https://t.co/RiAVKOMpVw,man doesn't realise man has acted as a press officercampaign manager and has plenty of experience dealing with nhs trust comms departments  ,2020-12-29 11:52:59+00:00,None,1,Positive
4928,4928,view journalist fault,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,1.0,False,"@wwodb Fair enough, but clearly, in my view, this is not happening. And I am not saying it is the journalists' faults", fair enough but clearly in my view this is not happening and i am not saying it is the journalists faults,2020-12-29 11:57:31+00:00,None,0,None
4929,4929,integrity profession resistance profession benefit journalist,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,1.0,False,@PicturesJane @isobelroe I'm not doubting the integrity of your profession. Actually I have always met significant resistance from within the medical profession speaking about the benefit of cooperating with journalists,  i'm not doubting the integrity of your profession actually i have always met significant resistance from within the medical profession speaking about the benefit of cooperating with journalists,2020-12-29 12:26:24+00:00,None,1,Positive
4930,4930,chair hospital bulletin board outpatientradiology area people covid hospital,6,6_covid_recovery_rule_patient,covid - recovery - rule - patient - hospital - people - case - care - death - child,0.5272037673138764,False,"Chairs. No hospital beds. Bulletin board which says ""CT"". Looks like an outpatient/radiology waiting area. This is not where unwell people with covid are looked after in a hospital. https://t.co/myxnD6ZirN",chairs no hospital beds bulletin board which says ct looks like an outpatientradiology waiting area this is not where unwell people with covid are looked after in a hospital ,2020-12-29 13:16:42+00:00,Life,1,Positive
4931,4931,london area part hospital makeshift care,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.510217782280428,False,"Although, sadly, right now in London (and other areas) parts of the hospital like these are being repurposed right now into makeshift critical care beds",although sadly right now in london and other areas parts of the hospital like these are being repurposed right now into makeshift critical care beds,2020-12-29 13:19:58+00:00,None,1,Positive
4932,4932,dame state health review handling covid need recommendation,6,6_covid_recovery_rule_patient,covid - recovery - rule - patient - hospital - people - case - care - death - child,0.8164821223981243,False,"Dame Deirdre Hine states Public Health should be back within the NHS, a review of Handling of COVID needs to be done and recommendations followed through @BBCWorldatOne",dame deirdre hine states public health should be back within the nhs a review of handling of covid needs to be done and recommendations followed through ,2020-12-29 13:26:40+00:00,Life,0,None
4933,4933,tweet attention staff reply exec action,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.0,False,This tweet has got so much attention amongst staff. Well worth @NHSProviders @NHSEmployers @TheBMA re reading these replies and NHS execs driving action https://t.co/KUWkRnGzvv,this tweet has got so much attention amongst staff well worth    re reading these replies and nhs execs driving action ,2020-12-29 13:27:42+00:00,None,1,Positive
4934,4934,state thing,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.0,False,"If you are exasperated with the state of things, please choose to amplify @doctor_oxford, @sbattrawden, @chrischirp, @devisridhar and @DrDomPimenta",if you are exasperated with the state of things please choose to amplify     and ,2020-12-29 14:43:57+00:00,None,2,Negative
4935,4935,twitter synopsis,0,0_twitter_tweet_bike_train,twitter - tweet - bike - train - blog - football - strike - road - cycle - timeline,1.0,False,"@twlldun Twitter, a synopsis", twitter a synopsis,2020-12-29 14:55:47+00:00,Life,0,None
4936,4936,meghan markle,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,1.0,False,@ETCanada Why do you refer to Meghan as Meghan Markle?, why do you refer to meghan as meghan markle,2020-12-29 16:37:27+00:00,None,0,None
4937,4937,coriander component,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.0,False,@OmgItsTania I thought coriander was an essential component?, i thought coriander was an essential component,2020-12-29 18:24:19+00:00,None,0,None
4938,4938,take pressure patient excuse government,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.6370574339665329,False,This is not a hot take but... going to work and seeing how much pressure everyone’s under and how patients are suffering because of it makes me SO MAD at this shitty excuse we have of a government,this is not a hot take but going to work and seeing how much pressure everyone’s under and how patients are suffering because of it makes me so mad at this shitty excuse we have of a government,2020-12-29 18:53:45+00:00,None,2,Negative
4939,4939,article retweet show family friend,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.0,False,"This wonderful article by @charlot_summers pretty much sums it up perfectly right now. Tweet, retweet, show it to your family and friends. https://t.co/Tj7OFiXWHO",this wonderful article by  pretty much sums it up perfectly right now tweet retweet show it to your family and friends ,2020-12-29 19:23:11+00:00,None,1,Positive
4940,4940,fact line health care professional vaccination week scandal,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.8501834063680203,False,The fact there are *still* front line health care professionals not offered vaccination (and some who still wont get it for weeks) is an utter scandal,the fact there are still front line health care professionals not offered vaccination and some who still wont get it for weeks is an utter scandal,2020-12-29 19:25:51+00:00,None,0,None
4941,4941,wait reef,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,1.0,False,@mralistairgreen Cant wait to strawpedo a Reef again, cant wait to strawpedo a reef again,2020-12-29 19:28:59+00:00,None,0,None
4942,4942,thanks luck final,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.0,False,"@a_c_harvey thanks lovely! hope all is going ok with you, best of luck with finals! 😘", thanks lovely hope all is going ok with you best of luck with finals ,2020-12-29 20:25:44+00:00,None,1,Positive
4943,4943,cover shot,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.0,False,@doc_matt_jacko @rapha @Strava Looks like it could be an album cover shot!,   looks like it could be an album cover shot,2020-12-29 20:37:07+00:00,None,1,Positive
4944,4944,catherine kate kate anyone middleton kind,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.9593106933690358,False,"@dl_wiley @ETCanada Catherine is indeed called Kate because many of us knew her as Kate, but I don’t know anyone who calls her Middleton these days. Meghan is treated differently and it is not right or kind.",  catherine is indeed called kate because many of us knew her as kate but i don’t know anyone who calls her middleton these days meghan is treated differently and it is not right or kind,2020-12-29 21:23:47+00:00,None,2,Negative
4945,4945,waaaaa ayton,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.9722157665593252,False,@DrHethWeth Waaaaa!! I miss Great Ayton so much., waaaaa i miss great ayton so much,2020-12-29 21:43:27+00:00,None,1,Positive
4946,4946,interesting onion colour choice,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.9789486346703792,False,@OmgItsTania Interesting! Is red always your onion colour of choice?, interesting is red always your onion colour of choice,2020-12-29 21:46:17+00:00,None,1,Positive
4947,4947,home christmas,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.9143418056818792,False,@doc_matt_jacko @rapha @Strava “Riding Home for Christmas” 🚴,   riding home for christmas ,2020-12-29 21:50:09+00:00,None,0,None
4948,4948,sister whale,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.7480469404087875,False,@voteforhani My sister wanted to buy this super-sized whale. She held off because it was £35 but I feel like it’d have potential to brighten up the worst of days. Love to you 💛 https://t.co/6b0cKJ7LwQ, my sister wanted to buy this supersized whale she held off because it was  but i feel like it’d have potential to brighten up the worst of days love to you  ,2020-12-29 22:18:12+00:00,None,1,Positive
4949,4949,school tory power,4,4_tory_party_vote_election,tory - party - vote - election - voter - people - corbyn - voting - labour - candidate,0.8164081657873744,False,Close the schools kick the Tories out of power,close the schools kick the tories out of power,2020-12-29 22:56:48+00:00,Life,0,None
4950,4950,analysis catastrophe,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,0.0,False,Too tired for further analysis of this catastrophe,too tired for further analysis of this catastrophe,2020-12-29 22:57:44+00:00,None,2,Negative
4951,4951,amount people health pandemic hell,-1,-1_people_time_patient_year,people - time - patient - year - thing - work - doctor - today - week - thank,1.0,False,Except the amount of people dying / relapsing with mental ill health due to this pandemic is scary as hell,except the amount of people dying  relapsing with mental ill health due to this pandemic is scary as hell,2020-12-29 22:58:51+00:00,None,2,Negative
