,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
46338,46338,glad company female musician,2,2_woman_trans_gender_misogynist,woman - trans - gender - misogynist - right - abortion - people - argument - violence - misogyny,0.8813206671145359,False,Glad to be in the company of these great female musicians 😊🎶❤️ https://t.co/5CtDFEHq0n
38241,38241,predator woman access space woman feeling,2,2_woman_trans_gender_misogynist,woman - trans - gender - misogynist - right - abortion - people - argument - violence - misogyny,1.0,False,"@Urbanskylark @CiaranOHallora1 @OwenJones84 And how about predators who identify as women to gain access to women's spaces? Do you want this ""woman's"" feelings accommodated? https://t.co/w3XM7IkHUV Because this never happens? https://t.co/LldQO0QOX8"
59681,59681,space irony game problem problem life female male,2,2_woman_trans_gender_misogynist,woman - trans - gender - misogynist - right - abortion - people - argument - violence - misogyny,0.8191770088747038,False,"@G4TV @Froskurinn what 'space' ? you mean the universe? #PlanetEarth #humans #culture irony IS - many games have caused AND NURTURED this problem. it IS a problem. life is hard enough, females shouldn't have to fight just to be seen, heard treated as a human being by (some) males."
38170,38170,woman violence place need people place voice demand kindness discussion safety,2,2_woman_trans_gender_misogynist,woman - trans - gender - misogynist - right - abortion - people - argument - violence - misogyny,1.0,False,"@Wolvodave @SoniaPoulton Women are not guinea pigs. Most of us have experienced abuse violence from men. It's men's place to deal with those those men, the different needs of all male bodied people. It isn't men's place to police women's voices, demand ""kindness"" in discussions on our safety."
46048,46048,thanks quack state plan child right fuss right woman merit attention,2,2_woman_trans_gender_misogynist,woman - trans - gender - misogynist - right - abortion - people - argument - violence - misogyny,0.8736265680325801,False,"@SoundofSpitfire @v65ify @Delerium65 Many thanks! ""While quacks of State must each produce his plan, And even children lisp the Rights of Man; Amid this mighty fuss just let me mention, The Rights of Woman merit some attention."" #BurnsNight 🥃🏴󠁧󠁢󠁳󠁣󠁴󠁿🎶❤️"
38258,38258,idea woman people penis wish argument argument,2,2_woman_trans_gender_misogynist,woman - trans - gender - misogynist - right - abortion - people - argument - violence - misogyny,0.9856059187176724,False,"@CiaranOHallora1 @OwenJones84 Ideas I don't like? Like vulnerable women being forced to accommodate people with penises against their wishes? What you ""feel"" my argument is, and what my argument actually is, are very different. Which is odd, given that I've been incredibly clear."
38059,38059,nothing position gender expert woman patriarchy,2,2_woman_trans_gender_misogynist,woman - trans - gender - misogynist - right - abortion - people - argument - violence - misogyny,1.0,False,"Because nothing endorses your position as a professional academic gender expert more, than declaring women are to blame for the patriarchy. https://t.co/VoDL0Go8TR"
10933,10933,trans people identity,2,2_woman_trans_gender_misogynist,woman - trans - gender - misogynist - right - abortion - people - argument - violence - misogyny,1.0,False,@lillenoir @millihill How wonderful they are being inclusive of trans men and non binary people and not assuming anyone's identity
8667,8667,internet argument issue,2,2_woman_trans_gender_misogynist,woman - trans - gender - misogynist - right - abortion - people - argument - violence - misogyny,0.8583429739468469,False,"@CPIZZAIA I don’t think the internet helps with this either. Seems like every day, there’s a new argument that never solves any issues and it’s so exhausting"
42708,42708,article site legend zelda gender goal place,2,2_woman_trans_gender_misogynist,woman - trans - gender - misogynist - right - abortion - people - argument - violence - misogyny,0.8502584215117153,False,New article on the site! @QSOsalford writes about playing The Legend of Zelda as a kid and finding gender goals in unlikely places 🏳️‍⚧️🧚‍♂️ https://t.co/D5uo1vI95M
81212,81212,please trans woman colour wait,2,2_woman_trans_gender_misogynist,woman - trans - gender - misogynist - right - abortion - people - argument - violence - misogyny,1.0,False,"Please tell me about how trans and women of colour have it ""easy"". I`ll wait. https://t.co/FANeTZB7WT"
37853,37853,hehims woman legitimate concern violence fuck,2,2_woman_trans_gender_misogynist,woman - trans - gender - misogynist - right - abortion - people - argument - violence - misogyny,0.7985215769281734,False,"@pssd_off_pupil Let me make this super clear to you before I mute you: He/Him's do NOT get to tell women how to voice their legitimate, evidenced, universally acknowledged concerns over male violence abuse. Sit the fuck down. We're done."
81544,81544,music woman music industry woman music dont label release term,2,2_woman_trans_gender_misogynist,woman - trans - gender - misogynist - right - abortion - people - argument - violence - misogyny,1.0,False,"@AriLennox Lady, not true. We cant do without your music. Take it from an (older) woman in music industry. What they do to you they did to P.O.E in the 90s. They still do it to many women in music. Dont give up. Fight your label for release and come back. On your terms."
73151,73151,monitoring activity potential violence state government,2,2_woman_trans_gender_misogynist,woman - trans - gender - misogynist - right - abortion - people - argument - violence - misogyny,0.6223468354930726,False,@RonFilipkowski Hope @DHSgov @cia @TheJusticeDept @FBI and @ODNIgov are all monitoring @MarkMeadows and his nefarious activities and the potential for violence against the federal and state government.
69810,69810,tomorrow newcastle promoter tonne allegation sexism mistreatment woman people event people,2,2_woman_trans_gender_misogynist,woman - trans - gender - misogynist - right - abortion - people - argument - violence - misogyny,1.0,False,"This Is Tomorrow in Newcastle is ran by a promoter with a tonne of negative allegations regarding poor pay, sexism and mistreatment of women. People are boycotting their events, let’s not include them in this. People are choosing to not support them 🚨🚨🚨 https://t.co/qwokK0eJGU"
38226,38226,woman idea right space bandwidth woman male individual,2,2_woman_trans_gender_misogynist,woman - trans - gender - misogynist - right - abortion - people - argument - violence - misogyny,1.0,False,"@hettilovespizza @M_S_Kill_Me @james44090700 @OwenJones84 Absolutely that. But yes, same old same old - women always expected to come up with the ideas, relinquish their rights spaces, and find ways to ""expand the bandwidth of what it is to be a woman"" to accommodate male bodied individuals. But never men."
37942,37942,woman news westwood misconduct,2,2_woman_trans_gender_misogynist,woman - trans - gender - misogynist - right - abortion - people - argument - violence - misogyny,1.0,False,"It's taken far too long, but at last these women are being taken seriously. BBC News - DJ Tim Westwood accused of sexual misconduct https://t.co/cmuvrRjiVw"
37437,37437,woman internet reason individual exception violence woman,2,2_woman_trans_gender_misogynist,woman - trans - gender - misogynist - right - abortion - people - argument - violence - misogyny,1.0,False,@Sentenren @WillieMohan @CountDeadWomen @AVintenAuthor He's too busy harassing women on the internet to do that. There are reasons why this individual has taken such an exception to violence against women being reported. I've had to block him.
4431,4431,family hypocrisy,2,2_woman_trans_gender_misogynist,woman - trans - gender - misogynist - right - abortion - people - argument - violence - misogyny,1.0,False,The Family of Hypocrisy #LockThemAllUp https://t.co/3yCc73SJGC
65231,65231,sabotage partner woman,2,2_woman_trans_gender_misogynist,woman - trans - gender - misogynist - right - abortion - people - argument - violence - misogyny,1.0,False,@ToastFundraiser Un/subconscious sabotage? Men betraying that they don't think their female partners work is important/to be respected. You never see women do it.
56237,56237,departure circumstance master grad sussex action bully clarity reasoning,2,2_woman_trans_gender_misogynist,woman - trans - gender - misogynist - right - abortion - people - argument - violence - misogyny,0.9341913894363516,False,@Docstockk very sad to hear of your departure and the circumstances. As a Masters Grad of Sussex I deplore the actions of bullies and those lacking intellectual clarity and reasoning
48657,48657,anyone abuse person question hapless moylan,2,2_woman_trans_gender_misogynist,woman - trans - gender - misogynist - right - abortion - people - argument - violence - misogyny,1.0,True,"@Mlabus5 @danielmgmoylan @brexitblog_info @BorisJohnson Do you like anyone who covers up sexual abuse, or just this particular person? Same question to the hapless Moylan."
