,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
6300,6300,barrowlands hydro glasgow,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,0.8826124230202949,False,@CC59 I was lucky enough to DJ for them at Barrowlands and Hydro in Glasgow in 2015
7133,7133,test trace scotland people unsure securityprivacy detail people,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,1.0,False,"I’ve just downloaded the Test and Trace Scotland app and would recommend as many people as possible do the same. If you’re unsure about security/privacy, they have details about that here. The more people who use this, the more effective it will be 😷 https://t.co/kWUu2xO2j6"
19145,19145,probability something scottish national,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,1.0,False,"@nickgoff79 @Ad_Iudicium_ @gondorffhenry @gamblinglamb @gerryjmurray Therefore we will never know if it’s just probability that it would happen eventually - or, more likely, something that we will now see happen far more frequently, as we do in the Irish Scottish Nationals."
12290,12290,maidstone studio thats charles,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,0.1033956481299786,False,This former Maidstone TV studios warm-up man has come a long way (that’s Andrew not Charles)... https://t.co/1uqoH7tnLZ
38153,38153,person music glasgow show,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,1.0,False,hi i’m a photo person who loves capturing live music and showing how incredible glasgow is for shows &lt;3 https://t.co/MganE6U0SX #PortfolioDay https://t.co/lai32GK2q3
59536,59536,composer line piece line part writing process,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,0.7395694551049016,False,@JWHallBaritone I can't believe these composers ever actually sing their own lines! (I won't release a choral piece until I've sung through every single line of it at least twice - might change octave if needed but it's an essential part of the writing process)
46575,46575,templar sort guilt association exercise know reason templar racist anyone century king france money,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,0.2621419192262393,False,"@FewArePict ...attributed to the Templars, in a sort of retrospective guilt by association exercise. I don't know of any reason to think the Templars were any more racist than anyone else in the 14th Century, it's certainly not why they got suppressed. The King of France wanted their money."
66441,66441,change roster month playoff series situation boone need,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,0.0790293063859339,False,"@mipolitico Also, they made more changes to the roster than I probably would have been comfortable making two months before playoffs and the series. They are in a must-win situation for the WS now. If they cannot, I think Boone needs to go."
7710,7710,academy glasgow glasgow kingdom,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,1.0,True,"I might go to @VOLBEAT at O2 Academy Glasgow in Glasgow, United Kingdom - Sep 24 https://t.co/GIBH8Xof6D"
9686,9686,scotland today sake boyfriend,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,0.4347661678475795,False,I need Scotland to do well today for the sake of my boyfriends happiness lmao
56344,56344,independence everyone india diaspora hind,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,1.0,True,Happy Independence Day to everyone in India and to the vast Indian diaspora everywhere! Jai Hind! 🇮🇳
2302,2302,station scotland,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,0.2800639084226251,False,"Coming to polling stations in Scotland soon, Yoonited versus Indy Yes. https://t.co/dgYRQ0Am2O"
46568,46568,people answer independence year,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,1.0,True,@keithalexander @gordon_struth @FewArePict It continues still. Some people seem to find it very hard to take no for an answer. But Bruce's independence lasted four hundred years. I'd be happy with that. 😊
31538,31538,primavera lineup thought lorde charli field weekend,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,0.710144437667533,False,"Good god that primavera lineup is unreal, the thought of seeing Pavement, Lorde, Charli, Meg and Mag Fields in the same weekend is just. Amazing."
7892,7892,slash doctor glasgow,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,0.4478491884843628,False,"Slash- Doctor Alibi @ SEC, Glasgow https://t.co/HGGtyIOUjk via @YouTube"
7463,7463,tuts glasgow kingdom,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,1.0,False,"I might go to @thexcerts at King Tuts Wah Wah Hut in Glasgow, United Kingdom - Dec 6 https://t.co/Bv4y9lPUgv"
37720,37720,glasgow show,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,0.895841774451363,False,so buzzin to watch since i missed the glasgow show 😢 https://t.co/6f8Ss7pXJr
57537,57537,masterpiece genius composer people theyre,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,0.380481520465349,False,Me: Listen to this masterpiece by a genius composer. Most people: bUt I d0nT uNdErStAnD wHaT tHeYre SiNgiNg -- https://t.co/C5uSkliw99 -- #mozart #nickiminaj #countrypop #CardiB #classical #choral #maximbet https://t.co/p7gTLSdHjx
7505,7505,hydro glasgow kingdom,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,1.0,True,"I might go to @slipknot at The SSE Hydro in Glasgow, United Kingdom - Jan 18 https://t.co/J6mHWJdVpL"
37515,37515,glasgow state,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,1.0,True,walked past this earlier glasgow is a fkn state rn :))) https://t.co/2i4wWiv2YY
7853,7853,relation view representative scotland time msps question past,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,0.6478533160236574,False,@Deadend_Friend They can ask what the FM is doing in relation to Brexit/her views since she’s an MSP but is still the representative for Scotland. There’s been a few times where MSPs have asked questions about it in the past
7871,7871,wall glasgow,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,1.0,False,"While She Sleeps- Four Walls @ SWG3, Glasgow https://t.co/GbYiaURCkk via @YouTube"
28497,28497,point composer reference century,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,0.7522947059356856,False,@WesFlinn @mirandacello HAHAHAHA! Double points for double composer reference in multiple centuries!
806,806,list bother thank glasgow,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,0.8204138129911206,False,"@jeffrosser One of my favourite gigs of theirs, the set list really was outstanding! So glad you got there with no bother and thank you, can’t wait for Glasgow now 🖤"
34203,34203,sleep hope result world scotland westminster,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,0.9002697628101705,False,Loved that extra hour's sleep and waking up to #SaltireSunday Let's hope #COP26Glasgow produces the results we need and shows the world how different Scotland is to the 'UK' run by Westminster. 🏴󠁧󠁢󠁳󠁣󠁴󠁿👍💙 https://t.co/uvBCqldlLv
46926,46926,people support independence form nationalism think image island,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,1.0,True,@_Ungagged People who say support for Scottish independence is 'just like any other form of nationalism' probably ought to have a bit of a think about this image. Historically Scotland has always prospered when we've had close ties to Europe. Less so when we've been isolated on this island.
37791,37791,photo month scotland,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,0.2557665208936261,False,trying to hype myself up for 2022 so here’s some of my favourite photos i took in that 4 month window gigs were back in scotland. pt I ft. @Misplaceduk @scunnurt @WRTHLESSmusic @TrashBoatUK https://t.co/ZfnA1hLIo3
33896,33896,tomorrow morning scotland music culture scotland join,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,1.0,False,I'm looking forward to chatting with @HunterNorrie on @CaledonRadio tomorrow morning about 'romantic Scotland' in music culture. How does it fit in to modern Scotland? Join us from about 10.30 am. 🎶🏴󠁧󠁢󠁳󠁣󠁴󠁿❤️
16931,16931,glasgow centre song collection,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,1.0,False,"@profdanhicks @BookishEmma Glasgow Uni has a centre for political song, or a collection relating to it. I'd need to find out more ..."
12855,12855,scotland english,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,0.3543179329554262,False,"@Tweeterings_ @briangross2504 @Ianblackford_MP @theSNP No I’m talking about Scotland being better of in the EU , I’m English"
