,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
38951,38951,morning twitter today yesterday,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,0.8911819901113162,False,"Good morning, Twitter. Let’s hope today will be less chaotic then yesterday 🙏🏼"
62538,62538,share audience target follower,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,0.7026458328105615,False,"@IzzyBizu Can you help? I need to share this with a larger audience, as we only need another £249 to reach our target. we would really appreciate it if you could #share to your followers for us? https://t.co/LoogehOtPh"
2641,2641,tweet thanks,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,0.9114630028704368,False,"@thedan_jones Bookmarked this tweet, thanks Dan 👍"
15143,15143,work timeline,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,0.2425935662911949,False,@WannasWorld a lot of spec work on the timeline 😂
62593,62593,thanks retweet,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,1.0,True,@WudRecords Thanks for the retweet
52654,52654,like follower,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,1.0,True,"@Rick_OSheay @RWTaylors @cinemacoswansea Grow up son. Likes? Who gives? Only you, Rich with the loveliest of followers. Cough."
10324,10324,faffs twitter system total nightmare,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,0.6188434978297632,False,@katmcgoldrick I’ve had such faffs with twitters blocking system - total nightmare
5387,5387,post timeline,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,1.0,True,Me not being able to relate to these how it started posts all over my timeline https://t.co/n0hRuaBf7I
6916,6916,health tweet selfimportant preachy attention timing appointment,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,0.5555898199947806,False,Been wanting to make a personal mental health related tweet for a while but didn’t want to come across as self-important or preachy or trying to get attention. The timing of me getting my appointment on #MentalHealthAwarenessWeek makes me feel like I should tweet about it though.
19124,19124,pundit twitter claim level support audience market correction,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,1.0,False,"@BohemiaStable There were a lot of pundits on Twitter making false claims about the level of support for Le Pen among younger audiences, so probably more of a market correction."
40891,40891,something account return,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,1.0,True,@boohoo_cshelp need to return something but I don’t think I have an account so can’t get to returns portal?
11251,11251,twitter account year,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,0.548029162610336,False,Can’t believe I’ve had this twitter account for 10 years!! That’s mad. #MyTwitterAnniversary https://t.co/dCZ6S6gzqn
50662,50662,james idea twitter workaway partner farmer catalunya,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,0.6008543167899283,False,"@LostGoneRoaming Hi James. Good to hear from you. I've no idea how you managed to to track me down on Twitter from Workaway. Happy to help but you'd probably be better off chatting to my partner, Selina - she's the farmer. Where in Catalunya are you thinking of settling?"
40917,40917,anyone anything lucy size,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,1.0,False,Anyone brought anything from ‘Lucy and Yak’ and know how their sizes come up?
8563,8563,imagine composer tweet,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,0.2146227008146821,False,Imagine being the composer of this tweet. Just imagine. https://t.co/GTwsYSSZHg
4196,4196,pointless tweet please courtesy name,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,0.5737662435866467,False,"@EstherMcVey1 As an MP you really should know better. What a spiteful, nasty and yet utterly pointless tweet, and please at least have the courtesy to spell her name correctly."
34994,34994,depression alistair campbell depression book purpose lens relation illness,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,1.0,True,"Living Better: How I Learned to Survive Depression by Alistair Campbell. “It is about how I survived depression… I also hope the book serves a broader purpose, to help change the lens on the way we think, speak and act in relation to mental illness.” https://t.co/mjAJKtTYCW"
51816,51816,follower register weigh,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,0.8129537074158362,False,One for all my #Transport #Travel followers … @swalesmetroprof etc pls register weigh in. RT https://t.co/mq8GkyoaKg
39477,39477,thank music tweet,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,0.2797823226474016,False,"Thank god live music is back. That’s it, that’s the tweet."
63535,63535,family contact tweet,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,1.0,False,@markdavyd I have family in Ukraine and we still dont have any contact with them. Seeing such tweets is horrendous to even comprehend.
23804,23804,tweet music therapy,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,0.491588294223915,False,Bookmarking this tweet for potential use in future music therapy essays https://t.co/x28S3v2UFI
23969,23969,tweet washing airer saturday load,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,0.7265277273345986,False,"@PopcornBambino This tweet just made me go and take the washing off my airer from Saturday, and then put another load on."
2639,2639,tweet year,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,1.0,True,@KennyDOfficial My most successful tweet this year was nonsense about sportswear 😑😂
46255,46255,tweet idea care,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,0.7852705999306387,False,@kalyvas4055dp @RRahmaagaza @ClaireNixson @drobertshaw01 @eggiebear @funkiechicken @Hrryh_ @calum_smith26 @simisimpson @RobMcD @heg_wah @lauramcc66 @rojertb The tweet is unavailable and I have no idea why I'm tagged here. Care to enlighten me?
46672,46672,someone shit dont connection towards people tweet mention nationality,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,0.542603284199104,False,"@CHACHIECOCO Seems you have confused me with someone who gives a shit (I don't), has some connection to the SNP (I don't), or possibly you're just being generally racist towards Scottish people (although the original tweet made no mention of my nationality). You know #bbcqt goes out UK-wide?"
17656,17656,button cant pitch finger note,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,1.0,True,"Use the transposing button, they said. I can't. I have perfect pitch. My fingers can't play different notes to what I hear! But I have become quite good at transposing!"
25245,25245,instagram series thought tweet guess,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,1.0,False,@whatlyddid @sewingbee @BBCCiN This is very random but I just saw on Rebecca's Instagram that she'd been sent all her makes from the series and thought of this tweet! So now we know I guess...
48021,48021,twitter tweet hour bloody,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,0.5951075561109599,False,@deemadigan @parnellpalme Why does twitter always send me your latest tweets... 24 feckin' hours later!?!? What bloody use is that @Twitter
49220,49220,biopics biopics button,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,1.0,False,@mattmansfield_ Definitely hits my ‘biopics that are not actually biopics’ button.
2809,2809,wanna post people someone twitter,0,0_tweet_twitter_account_follower,tweet - twitter - account - follower - timeline - anxiety - feed - parody - audience - thing,0.4209107232954617,False,"I don't wanna see posts from people just because someone I follow, follows them... Fuck off, Twitter"
