,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
60706,60706,matter focus face,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,1.0,False,@ThreatNotation No matter how I focus or unfocus my eyes I can't see whose face this is meant to be
53782,53782,hmmm answer question thing tory,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,0.8644105873413037,False,"@VintiquesMark Hmmm I think you’ll find the answer in the question… do the decent thing… he’s a Tory so, no."
44001,44001,tory callaghan,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,0.294227948523168,False,@huxley06 @danieljyates Anyways the Tories breaking the NHS was no Jim Callaghan breaking the NHS 😜
6787,6787,anyone time labour dems gain tory conservative time election,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,0.4055605624821633,False,Anyone who knows me well knows I don’t have much time for Labour or Lib Dems in the UK but it has been SO worth their gains to see the Tories (and respective unionist conservatives in NI) have an absolutely terrible time in these elections 🥳 https://t.co/thpb2abZao
51536,51536,tory money topic contract pension centre query response comms,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,0.5731540290426033,False,Can the Tories STOP stealing public money already? Would any #journo working this topic like to talk to me about Gfk NOP in 2011 having a contract to call pension centres to check their ans to queries not receive valid responses * thus it allowed Avenue/time to send COMMs https://t.co/lcFDCKkDLu
1849,1849,world obama president corbyn minister,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,1.0,False,Imagine a world where Obama was President and Corbyn was Prime Minister. We could have had it all.
18518,18518,tory charge year,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,0.3103259464739827,False,And there’s me thinking it was the Tories who have been in charge for the last 13 years…?! 🤔 https://t.co/RkuI0azSp8
32370,32370,game bluster tory bastard,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,0.7998343226563909,False,@AngelaRayner it’s all just a game of bluster to you isn’t it? Imagine not being able to separate yourself from those malignant Tory bastards
52870,52870,marketing company contract staff pension centre pension change answer auto pension letter standard,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,0.7490856057093642,False,If the Gov could afford to pay a marketing company (gfk nop 2011 how much £ contract?) to have staff lie and call pension centres to check pension change answers - they can afford to send out auto pension letters not being done to a legal standard @GeraintDaviesMP why not? https://t.co/J8x1dzDQdk
35828,35828,hello policy idea everyone policy please matter urgency,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,1.0,False,"Hello, @UKLabour ???? 👇👇👇 some simple policy ideas for you that (almost) everyone could get behind. We'd like to hear some more actual practical policy please, as a matter of extreme urgency https://t.co/2Y4sgxRfhz"
49061,49061,leadership race,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,1.0,False,This Tory leadership race really is dire.
62906,62906,supporter tory blair time membership lone voice,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,0.2803628185547845,False,"@Keir_Starmer Just build on what @jeremycorbyn started and most Labour supporters will back you. Go back to the 'virtual Tory' Blair times, and many will be cancelling their Labour memberships. Be warned, I am NOT a lone voice."
47376,47376,union organisation voter,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,0.939392483111181,False,#QandA Unions are democratic organisations. And the voters can't be wrong. Can they?
45878,45878,tory assumption,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,1.0,False,"@jeremyiwhite @TiceRichard He’s a tory, so he makes foolish assumptions 😡"
51636,51636,illegal tory home office friend right utter action effect,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,0.4382341048611587,False,It’s incomprehensible and frankly illegal but what do these rookie Tories care …. The same Home Office refused to deport my friends after right to remain declined - they’re now both dead! Utter shambles all of it. Deplorable. HO actions see ill effects. https://t.co/zF4timPy60
36057,36057,swathe south city opposition tory territory,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,0.7375363545712339,False,@ewangibbs Especially in swathes of the south / south west outside cities where they are the de facto opposition . Tory / Whig territory .
15943,15943,tory vacuum time,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,0.5645753802373877,False,The Tories knew and they didn't care. He is their utter moral vacuum made bumbling yet billious flesh. Time to put them all out to pasture https://t.co/V5jHU9Sa7v
16105,16105,tory government troll philistine,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,0.4675411658262616,False,"And that's why the Tories want to do it. A government of trolls and philistines, that's all we have now https://t.co/KX9VfvI6ZJ"
60462,60462,onlooker pension payouts reason,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,1.0,False,"@CHavergalTHE @UniversitiesUK @ucu Hey @UniversitiesUK , I'm a reasonable onlooker and have concluded that cutting pension payouts by a third or more is a perfectly good reason for striking."
8419,8419,councillor knifecarrying tory politician,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,0.4987187460448022,False,"This is the ex-tory councillor (now of #ResistanceGB), caught berating @Keir_Starmer recently. A knife-carrying tory politician. https://t.co/6jF4HmYC27"
56872,56872,tory wikipedia source sadam power president year control,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,0.3881598355331812,False,@CarlMalkin6 @nadhimzahawi Not keen on tories myself but first it's Wikipedia not a always an accurate source and though Sadam was technically deputy he was the real power. He had the president killed within a year of that then assumed official control.
47486,47486,rate adjustment policy government pensioner,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,0.4745682652965741,False,"#TheDrum The deeming rate does need adjustment, but as with every policy this government ever has, this one on its own will be regressive - it will benefit the better off pensioners the most, and the worst off not at all."
53629,53629,medium tory money corbyn spread government world place corbyn heart party rejoin others,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,0.4908873999253059,False,"@Daniel_Grigg @UKLabour @trussliz If Starmer, the media, the Tories and the big money hadn’t undermined Mr Corbyn and spread lies about him, we’d have a Labour government now AND the world would be a much better place. We need Mr Corbyn back in the heart of the party, then I’ll rejoin along with many others."
19051,19051,despair road thatcher nothing change matter majority right people vote,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,0.3126837377918887,False,"@keiththecamel Don’t despair. I grew up just down the road surrounded by them in the Thatcher era. Nothing changes. There are some that will always vote Tory, no matter what. It’s in their DNA. You just have to trust that there’s a sufficient majority of right minded people to swing the vote."
55467,55467,time something tyranny truss,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,0.7118107196047605,False,I know it probably will be but I need a little more time to be delusional and pretend that something can still save us from the tyranny of Truss
44270,44270,policy input state discourse,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,0.757667625953665,False,"@auscouncilCEO EXCELLENT! AUSTRALIA'S #ARTS POLICIES/#FUNDING 🌏 PUBLIC INPUT DUE 22 AUG 2022 #AUSGOV https://t.co/l55NEeVjNH #townhall mtgs, each state + national, unified discourse REF 2013 @JuliaGillard/@SimonCrean_MP #CreativeAustralia National #CulturalPolicy PDF:https://t.co/Z3Oo6xFkmD https://t.co/okyEepAcOH"
21933,21933,people tory backside thursday vote hope wakefield,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,0.4890922483381106,False,"It worries me that 8,000 people in Wakefield think the tories are doing that good a job, it’s worth getting off their backsides on a Thursday and go and vote for them. There’s no hope for some, I guess. Wakefield, JFC."
54141,54141,applies tory,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,0.2936427490651872,False,Same applies to the Tories. https://t.co/32SKN6mN8t
3382,3382,flag thatand alot flag,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,1.0,False,@JoeReddington @MartinSmithVln That a man without a car is a red flag?! Literally never heard that…and I’ve seen ALOT of red flags. 🤣
