,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
47178,47178,infrastructure base time technology,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,0.5093053183986846,False,"#TheDrum It's never going to add up for us, we don't have the infrastructure or the skill base, and at a time when other technologies are still getting cheaper - nuh!"
49341,49341,time obsessive show,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,0.7786550398810118,False,"@commanderwhitby Many times, but not as many as the wealthiest obsessives! Maybe 10-11 shows."
57305,57305,public time time,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,0.964077934937298,False,@JamesCleverly Erm no. You take the British public for idiots. Time and time again you do so.
49740,49740,part crowd track time people variation right island show reaction,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,0.5253086222295629,False,I really enjoyed being part of a large crowd again - I lost track of how many times I heard people say variations of “I’m so happy right now!” And I was also very touched by how moved Future Islands seemed to be by playing such a big show and getting such a warm reaction.
50414,50414,number leap time time,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,0.411771205253657,False,"I missed this but am listening to @kathwilliamsuk Little Black Numbers right now. I'd forgotten how much I love it. I reminds me of driving to Orkney. And, along with Dog Leap Stairs, it reminds of my time in Newcastle (even though I'd left by the time it came out). https://t.co/DX3ZW4RYuQ"
56623,56623,scheme universe time everything,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,0.8954061663040673,False,"In the grand scheme of the universe and time and everything, we will have effectively never existed. So just do what the f*ck you like and be happy"
32123,32123,land time,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,0.6385532955870427,False,It felt great to be back in the theatre land💖 I can't believe the last time I went was March 2020 😭💔 #theatre #musicaltheatre #andrewlloydwebber #gillianlynnetheatre #westend #cinderella #music #musical
939,939,time people single,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,0.794027815186023,False,@rushworth_peter @tenaka66 Could you let me know next time you see it? I’d like to kick off with the relevant people about that! I know singles were available for this one
14369,14369,type time brudda,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,1.0,False,@AdesWords on a similar type of time brudda let’s get it
44908,44908,breathe breathe ground,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,1.0,False,"Breathe, breathe in the air Don't be afraid to care Leave but don't leave me Look around, choose your own ground 🌬️"
69630,69630,trigger time india,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,1.0,False,#CoupKluxKlan: Don triggers mob rob bid - Times of India https://t.co/6Ma5ijSkjd
59240,59240,blockchain time others,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,1.0,False,its a blockchain and it works most of the time. if you dont like it there are SO SO many others i dont get it.
67715,67715,time error,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,0.8770653513070925,False,@Nd9Nick 4 mins stoppage time because it took so long to review and I'm supposed to believe it was a clear and obvious error 😭
47814,47814,bishop gillard time didnt,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,1.0,False,"@KafkaVoltaire @cscviews @deemadigan I agree. I'm reasonably sure there hasn't been one before though. Bishop, and Gillard too, could have claimed it at various times, but didn't."
46348,46348,history time matter time,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,0.4434125021329872,False,"@magic_rico03 @ScottishCup Don't know about that, the history would make it very interesting. Anyway, if it doesn't happen this time, it's only a matter of time, because we are coming!"
5523,5523,time tree production,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,0.6040846382066721,False,Thinking bout that time I played ‘tree’ in my school’s production of Adam Eve https://t.co/AznuYnGNMw
30460,30460,setlist time gonna,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,0.5922240370195249,False,i've hand-written a setlist for the first time in forever so you know it's gonna be good https://t.co/NnCD9yzyXk
16046,16046,jeeves time manosphere,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,0.5348678219529576,False,@agnesfrim I'm afraid Ask Jeeves has been spending time in the manosphere and has been radicalised
22162,22162,breathe heat soleros,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,1.0,False,Oh my god. Literally can’t breathe in this heat. Send Soleros.
59329,59329,time high,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,1.0,False,@asemota why do it at all time highs though?
20927,20927,time limit,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,1.0,False,"@Sal333 @StudioTeaBreak I love this 😃 There's no time limit, do them whenever you like 👍"
39776,39776,pearl harbor time,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,0.9181674860376752,False,Watched Pearl Harbor for the first time and I am not okay.
13944,13944,time water company something time spell pleasure outcome,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,0.4466312345020121,False,"@EnvAgencySE They have been prosecuted multiple times and are one of the most fined water companies in the U.K., yet they still carry on. If I'd been prosecuted for something multiple times I'm pretty sure a spell at Her Majesty's pleasure would be the outcome..... 😡"
44735,44735,something breathe breathe world,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,1.0,False,"@cgouskos well now. that's quite something! @Froskurinn - breathe, take a bow breathe again 🙏 every #female in the world bows before you 🙇‍♀️ #waytouseyourvoice #platformlimitedthough #branchout;)"
3205,3205,people time behavior,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,1.0,False,"@pureplexed @djpain1 @tlburt17 People will waste your time without a 2nd thought, selfish behavior"
25965,25965,time dare,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,0.4160858032785828,False,@CliffRohrer @WendyJFisher @_katiearchibald The time to delete this was just after you wrote it. How dare you.
54371,54371,time pride people,7,7_time_breath_breathe_people,time - breath - breathe - people - thing - something - place - yeah - change - everything,0.6487536806262396,False,"Also my first time at london pride was actually very fab, such a lovely day with some lush people 🙌🏻"
