,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
36372,36372,anyone london jazz festival thurs,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,1.0,False,If anyone is around (or even wants to review it!) This South East London female-led jazz festival Gals Fest runs from Thurs 10th to Saturday 12th https://t.co/vkqD7Y9TB5 https://t.co/vkqD7Y9TB5
41490,41490,wonder glastonbury [jamie],8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,1.0,False,@schmiddi090 Watching Stevie Wonder at Glastonbury oh and @BoyGeorge [Jamie] I'm guessing @misterminchie would be @prince
53177,53177,point decade,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,1.0,False,@bruces Seems to have missed the point that the war's been ongoing for a decade or more.
51966,51966,event july talgarth part coleridge festival wale,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,1.0,False,@claireindubai I put on an event July 2016 in Talgarth as part of the Coleridge festival in Wales.
10322,10322,follower festival time,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,1.0,False,Welcome new followers from the @Beer52HQ festival! So glad you are enjoying our set. We had a great time recording it! X
4525,4525,evasion face decade,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,1.0,True,@Homeoffree61 Tax Evasion It’s standing right in the #IRS FACE for DECADES!!! https://t.co/iKGnPy8UcL
49328,49328,goodness herbie hancock stage glastonbury,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,0.8608851553690271,False,Goodness - Herbie Hancock on the Pyramid Stage at Glastonbury! https://t.co/r34unKr04n
36531,36531,apropos nothing link desperate dispatch london jazz festival cuddlier youth,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,1.0,False,"Apropos of nothing, here's the link if you're desperate to look at my amusing dispatches from the London and Berlin jazz festivals including me calling Yo La Tengo ""A cuddlier Sonic Youth"" https://t.co/6vRsLNlceu #wearejazz"
17117,17117,thing jazz week,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,1.0,False,Tell me the one singular thing that defines you. I have 1700-odd jazz CDs to catalogue before I retire. I'm counting the weeks!
45240,45240,summer street jazz,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,1.0,False,Summer Sunday street jazz. 🎷🎺🎵🎶🎼💃 https://t.co/TycBNbSF5C
62107,62107,site iplayer legend glastonbury hell mention year,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,0.2310575135298192,False,"If you go onto the BBC #Glastonbury site Iplayer, you will see what 'they' believe to be the great legends of Glastonbury. But where the hell is the BOSS? No mention anywhere as far as I can see, of one of the best sets of recent years @Springsteen #TheEStreetBand"
17062,17062,grass cutting chap,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,1.0,False,Hope the grass cutting chaps behind me don't cut these! https://t.co/l5ZRAhfJCb
41265,41265,interview toilet glastonbury,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,1.0,False,@fluxmusicuk @Drcbones @Mike1inFive Check out the last interview back in May 2019 with #NMS and @MrJamieJamal live from a disabled toilet in Glastonbury! https://t.co/Dh12ZbeOkR
7646,7646,trial tribulation download year festival worth band weekend year,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,1.0,False,"Despite all the trials and tribulations of Download this year (some of it because of the festival itself, some of it not), it was all worth it to see so many bands I love this weekend. I just hope it’s dry next year 😶 https://t.co/1tP2T68zCc"
19289,19289,cyclone celebration mauritius,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,1.0,False,@Scarey605 Same happened to me after being hit by a cyclone on my 50th birthday celebrations in Mauritius. https://t.co/VRNJkK8hv7 no more!
11789,11789,review chickenstock music festival heart kent,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,0.6457059212915176,False,REVIEW: Chickenstock - an eggs-traordinary music festival in the heart of Kent @lekiddo @chickenstockuk https://t.co/Wpub9Z761u
36576,36576,berlin germany,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,1.0,True,"🎃 @ Berlin, Germany https://t.co/r60UqGZhFI"
66212,66212,estate agent thank goodness parent people care people interest heart,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,1.0,False,"Still Dealing with estate agent, thank goodness we have another parent who knows what she’s doing! This is how I know young people in care shouldn’t be left at such young ages. So many dodgy people out there that don’t have their best interests at heart 💔"
34126,34126,friend album song jazz setting friend home,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,1.0,False,"Happy St Andrew's Day to all my #IndyScot friends! I invite you to listen to my album of old Scottish songs, reimagined in contemporary, jazz settings. Also available as a CD (easily posted to friends fam at home abroad 😊) 🎶❤️🏴󠁧󠁢󠁳󠁣󠁴󠁿 https://t.co/zWffeIDSUF"
43389,43389,election pledge plant tree,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,0.7564937136346187,False,"@julianjohnson @MayorofLondon Well he cancelled his election pledge to plant 2 million trees, if that helps? 🙄"
55672,55672,jazz innovator iyer music pitchfork,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,0.5427988399230687,False,Jazz Innovator Vijay Iyer on the Music That Made Him | Pitchfork https://t.co/T3xJeU8Ef2
69518,69518,cleveland watkiss alchemy summer festival,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,1.0,False,‘Mantra Cleveland Watkiss @ Alchemy Summer Festival 2021’ on #SoundCloud #np @mantra_dj @CleveWatkiss @Alchemy_LDN @SoundCloud https://t.co/AsgrgNYqXq
33634,33634,home town jazz standard,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,1.0,False,"Looking forward to this gig in my home town, performing some mellow jazz standards. Come and join us...😎🎶 https://t.co/8nbLXERhiI"
13329,13329,quality family time tree festival,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,1.0,False,Having quality family time at larmer tree larmertreefest #larmertreefestival #larmertreefestival2019 #dorset @ Larmer Tree Festival https://t.co/m0DgP5TGnR
8056,8056,plant tree tory,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,1.0,False,Clean the Seas. Save the Bees. Plant more Trees. Threaten Tories.
7639,7639,lamb download festival,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,1.0,False,Lamb of God- 512 @ Download Festival 2019 https://t.co/OXJuwJygdD via @YouTube
10234,10234,photo festival year festival photo festival photographer photo second,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,0.6303549022765066,False,"Why is it that I'm never in any photos from festivals? What's going on? I go to so many. One year I played 12 festivals and wasn't in a single photo. Why?? Festival photographers, why do you hate me? Kelburn just shared a photo and for a hot second I thought I was in it, but no"
67353,67353,mariam batsachvilli lahiry quartet aris feast,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,0.7453480133615852,False,"@susanstewart20 @BBCFOUR4 @MannGeorgia Mariam Batsachvilli and Ema Nicolovska, Kunal Lahiry also wonderful. And now this amazing young quartet. The Aris. This is a feast!"
36913,36913,indication someone board tree,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,1.0,False,"No indication as to how someone got these boards so high in the tree, or why https://t.co/mZyd40FYjC"
51356,51356,warren afternoon steve land notice board water glasbury board llynfi people,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,0.2677610189722945,False,Warren Hay on Wye last Friday afternoon - ? @NatResWales I’m aware Steve has now logged his dead dog with you! Private land - any notice boards do say don’t let your dogs in the water …. 🤷‍♀️ not that the Glasbury boards were used after Llynfi polluted last to warn people. https://t.co/BAG3ixD9nu
