id,created_at,edit_history_tweet_ids,text,withheld,clean_text,non_english
1.5501827633235968e+18,2022-07-21 18:15:46+00:00,['1550182763323596800'],Is anyone starting to wonder if this #BoozyJohnson Thrown out of the Tory Party is a massive hoax. So everyone will feel sorry for the useless tosspot and try win next election with him as PM using the zombie #redwall voters and no doubt they will for it #LeadershipDebate,,anyone starting wonder thrown tory party massive hoax everyone feel sorry useless tosspot try win next election pm using zombie voter doubt,False
1.54936573424921e+18,2022-07-19 12:09:11+00:00,['1549365734249209857'],@xxx_kimbo_xxx Didn’t see this pic till now. That looks deadly,,didnt see pic till look deadly,False
1.549365174859088e+18,2022-07-19 12:06:58+00:00,['1549365174859087879'],@xxx_kimbo_xxx Wow Kim it’s hotter then me in doors hope your mothers ok in it. I do have a slight breeze. My 2 dogs was fighting me for the fans and they won 😂,,wow kim hotter door hope mother ok slight breeze dog wa fighting fan,False
1.5493638489221366e+18,2022-07-19 12:01:42+00:00,['1549363848922136578'],@xxx_kimbo_xxx Heard your temp in and around London is a lot worse then me. My temp inside the house as hot 28.9c right now. Not sure what in door temp you have but people reporting it’s a lot higher. Hope your and family ok. You should have free electric today with fans going,,heard temp around london lot worse temp inside house hot c right sure door temp people reporting lot higher hope family ok free electric today fan going,False
1.5491679849119908e+18,2022-07-18 23:03:24+00:00,['1549167984911990784'],"Tried watching a bit of the #NoConfidence vote but had to turn it off because they booted him and then backing him again. 🤕 

I’ve started talking to myself. Won’t belong before I start answering myself back soon. Then someone will have to book me in fast #OffToThePaddedRoom4me",,tried watching bit vote turn booted backing ive started talking wont belong start answering back soon someone book fast,False
1.5490553155173458e+18,2022-07-18 15:35:41+00:00,['1549055315517345793'],Oh dear the future criminal PM  @RishiSunak and is too scared to face #SkyNews so glad I never voted Tory on my life #NeverTrustAnyTory https://t.co/nnCBD5SRRC,,oh dear future criminal pm scared face glad never voted tory life,False
1.5487698069330207e+18,2022-07-17 20:41:11+00:00,['1548769806933020675'],@jacqui703 Night night and sweet dreams,,night night sweet dream,False
1.548768994697642e+18,2022-07-17 20:37:57+00:00,['1548768994697641989'],Going by the all the tweets about #itvdebate Glad I didn’t watch it 😂 #DontWatchTheToryShit #PutFootThroughTheTV #BoyCottAllTheToriesShite,,going tweet glad didnt watch,False
1.54876677227017e+18,2022-07-17 20:29:07+00:00,['1548766772270170112'],@AngelaBennatt guess The pervert Prince will be sweating more this week and it’s got nothing to do with the heatwave 😂 #PervyAndrew #SickVideofAndrew #AndrewPrivertVideoCollection https://t.co/JX5htIopFd,,guess pervert prince sweating week got nothing heatwave,False
1.5487397211986985e+18,2022-07-17 18:41:38+00:00,['1548739721198698504'],@AngelaBennatt Hope we not the only two that can’t sleep thinking what it could be 😂,,hope two cant sleep thinking could,False
1.5487130064979397e+18,2022-07-17 16:55:29+00:00,['1548713006497939457'],@AngelaBennatt Just typed about this after seeing daily mirror comment. You are right what could have he done that’s so shocking. Wish someone would leak the image sooner like tonight,,typed seeing daily mirror comment right could done thats shocking wish someone would leak image sooner like tonight,False
1.5487122270033715e+18,2022-07-17 16:52:23+00:00,['1548712227003371522'],#PrinceAndrew scandal is picking away at the walls of the castle bit by bit. How long will it take. That the scandals of #PervyAndrew and #MoneyBagsCharlie come crumbling down #RoyalScandals https://t.co/s6O6H2lntO,,scandal picking away wall castle bit bit long take scandal come crumbling,False
1.5487075687758438e+18,2022-07-17 16:33:52+00:00,['1548707568775843842'],Sat here rubbing my eyes like crazy looking at the words &gt; Eco-Friendly War 😂they talk a load of bollocks https://t.co/YlsZbR7tcz,,sat rubbing eye like crazy looking word gt ecofriendly war talk load bollock,False
1.5483848774514934e+18,2022-07-16 19:11:37+00:00,['1548384877451493379'],@MirrorPolitics @laffterman Party before peoples lives #LetTheBodiesPileHigh,,party people life,False
1.5483843124157522e+18,2022-07-16 19:09:22+00:00,['1548384312415752192'],@mo04933471 @PippaCrerar Won’t be by him,,wont,False
1.548384177296253e+18,2022-07-16 19:08:50+00:00,['1548384177296252935'],@PippaCrerar FFS this idiot Alcoholic doesn’t know when to stop drinking and this fruit cake was voted in by the zombie red wall voters,,ffs idiot alcoholic doesnt know stop drinking fruit cake wa voted zombie red wall voter,False
1.548364127466246e+18,2022-07-16 17:49:09+00:00,['1548364127466246144'],@FishGirls23 Think I read somewhere yesterday the leadershit contender’s was scratching each other’s eyes out 😂 I can’t watch this shitshow I don’t know to feel sorry for the useless bstrds or just laugh at the all,,think read somewhere yesterday leadershit contender wa scratching others eye cant watch shitshow dont know feel sorry useless bstrds laugh,False
1.548271030166102e+18,2022-07-16 11:39:13+00:00,['1548271030166102017'],@RhonddaBryant @TomTugendhat He still a Tory none of them can’t tell the truth at anything they all full of shite,,still tory none cant tell truth anything full shite,False
1.5480054267125514e+18,2022-07-15 18:03:48+00:00,['1548005426712551424'],With the #heatwave about to get worse. Can anyone give any good advice to #BorisJohnson on how to cure his red raw arsehole #JohnsonSweatyBumHole #ToryLeadershipRace #ToryFascists #ToryCorruption #JohnsonTheSquatter https://t.co/sec3Tm2cYS,,get worse anyone give good advice cure red raw arsehole,False
1.547656117034951e+18,2022-07-14 18:55:47+00:00,['1547656117034950658'],@PippaCrerar Delivery of what. Cheese 🧀 Yorkshire Tea ☕️,,delivery cheese yorkshire tea,False
1.5476554464916316e+18,2022-07-14 18:53:07+00:00,['1547655446491631616'],"@RealNatalieRowe Looks like all them that’s left to run No10 is trying to conjure up the spirit of Thatcher. 

Not a election we need. 

It’s a exorcism we need to boot them out of the door #PossessionOfThatcher #CastHerOut  &lt; This isn’t a movie I don’t want to star in",,look like thats left run trying conjure spirit thatcher election need exorcism need boot door lt isnt movie dont want star,False
1.547261163171451e+18,2022-07-13 16:46:22+00:00,['1547261163171450882'],@PippaCrerar Two bad smelly eggs down. Six bad smelly eggs to go. #NeverTrustAnyTory,,two bad smelly egg six bad smelly egg go,False
1.5466310859032005e+18,2022-07-11 23:02:40+00:00,['1546631085903200256'],@TrishUnkowm FFS Trish just seen a Video in Twitter of a fight in Brisbane shopping mall with knife attack if you watch news later watch it on that. Don’t view the Twitter version it’s really bad,,ffs trish seen video twitter fight brisbane shopping mall knife attack watch news later watch dont view twitter version really bad,False
1.5466205445687542e+18,2022-07-11 22:20:47+00:00,['1546620544568754176'],Anyone who talks about #KenClark like he some sort of a different Tory MP then all the rest should slap themselves on the head a few times. He still a Tory no different then all the rest. Any one who doesn’t remember him in 1980s look up his budgets he was one cruel bstrd,,anyone talk like sort different tory mp rest slap head time still tory different rest one doesnt remember look budget wa one cruel bstrd,False
1.546618325966508e+18,2022-07-11 22:11:58+00:00,['1546618325966508035'],Some of us remembers his stealth taxes and laughing at it while drinking whiskeys and smoking cigars during his budgets #OnceAtoryAlwaysAtory #NeverTrustAnyTories https://t.co/tWnnI3FZfe,,u remembers stealth tax laughing drinking whiskey smoking cigar budget,False
1.5466151404219638e+18,2022-07-11 21:59:18+00:00,['1546615140421963779'],"@PippaCrerar I really hope that this doesn’t cause the Tories to reunite to stop this.
They all power freaks and I can see this backfiring on labour",,really hope doesnt cause tory reunite stop power freak see backfiring labour,False
1.546599897675305e+18,2022-07-11 20:58:44+00:00,['1546599897675304960'],@lorraine_teuten There goes my supper 😂,,go supper,False
1.5465916059137516e+18,2022-07-11 20:25:47+00:00,['1546591605913751559'],@JujuliaGrace All 😂,,,False
1.546591334559015e+18,2022-07-11 20:24:43+00:00,['1546591334559014918'],@RealNatalieRowe @BorisJohnson Not just that thing who abuses women. But the rest of them as well. They all frauds Crooked idiots to ever walk on this planet. Sooner the better we will see the backs of them #NeverTrustAnyTory #ShutDownEton it breeds #ToryManiacs and #ToryPowerFreaks,,thing abuse woman rest well fraud crooked idiot ever walk planet sooner better see back breed,False
1.5465799038475633e+18,2022-07-11 19:39:17+00:00,['1546579903847563265'],@Peston Don’t you just love this type of reporting. Tories scared to death because all of ripping off Britain and the taxpayer will come to a end 😂,,dont love type reporting tory scared death ripping britain taxpayer come end,False
1.5465717015631462e+18,2022-07-11 19:06:42+00:00,['1546571701563146240'],Way too fcking long https://t.co/smpXqrOZrG,,way fcking long,False
1.5465698920942182e+18,2022-07-11 18:59:30+00:00,['1546569892094218242'],@EtonOldBoys Bloody press cutting out the carrier bags full of cash again lol,,bloody press cutting carrier bag full cash lol,False
1.546569127267111e+18,2022-07-11 18:56:28+00:00,['1546569127267110912'],@Peston Thanks for letting all know way in advance so I can throw my tv out of the windows Saturday night #ToryTurnOffSunday7PM start the tory #tag #ITVboycott7PM #ToryLeadershipContest #ToryFascists #Toryleadership #ToryCriminals #ToryTraitors #ToryCostOfLivingCrisis,,thanks letting know way advance throw tv window saturday night start tory,False
1.546566826687185e+18,2022-07-11 18:47:19+00:00,['1546566826687184898'],@irisstylosa Have a few now with mad colours all over the place lol https://t.co/CLa2gbM4o5,,mad colour place lol,False
1.5465510267271414e+18,2022-07-11 17:44:32+00:00,['1546551026727141377'],Oh no not more hush hush nothing to see here 😂 😂 @grantshapps And his name “Rt-Hon” 😂 😂 😂 https://t.co/kRAS2TXVRR,,oh hush hush nothing see name rthon,False
1.5465499192254546e+18,2022-07-11 17:40:08+00:00,['1546549919225454594'],@xxx_kimbo_xxx I just got a prawn cocktail with bit of salad and even that was a struggle to eat in this heat,,got prawn cocktail bit salad even wa struggle eat heat,False
1.5464834268988703e+18,2022-07-11 13:15:55+00:00,['1546483426898870272'],@josie1964 Good way to do it Josie all them #redwall voters I hope they tearing the hair out. Let them idiots do all the shouting and screaming,,good way josie voter hope tearing hair let idiot shouting screaming,False
1.5457875314799452e+18,2022-07-09 15:10:41+00:00,['1545787531479945216'],@SCore2018 @AndrewJ53438249 @Conservatives And sadly this is the best nutter the Tories have to put in as education minister. Could you imagine if they got the dimwit Gavin Williamson again or even more frightening Nadine Dorries,,sadly best nutter tory put education minister could imagine got dimwit gavin williamson even frightening nadine dorries,False
1.5454967780819845e+18,2022-07-08 19:55:20+00:00,['1545496778081984516'],Oh dear this isn’t a good start. Like the old saying &gt; You learn something everyday lol https://t.co/YxUDCHCHIA,,oh dear isnt good start like old saying gt learn something everyday lol,False
1.5454935809654497e+18,2022-07-08 19:42:38+00:00,['1545493580965449729'],#GoNads Stopppp. Can you imagine it. If she leader and anyone live on TV asks about her daughters getting taxpayers money. #GoNads Will punch the teeth out at anyone who asks to many questions. And nail his NADS to the floor using his own front teeth. #GoodLuck with her being PM,,stopppp imagine leader anyone live tv asks daughter getting taxpayer money punch teeth anyone asks many question nail nad floor using front teeth pm,False
1.545470284978946e+18,2022-07-08 18:10:04+00:00,['1545470284978946048'],@OwenJones84 @RishiSunak He has a criminal record for breaking covid rules he can sod off and his filthy wife bathing in a bath tube filled with Russian money and where did all the billions go. He knows the answer to it,,ha criminal record breaking covid rule sod filthy wife bathing bath tube filled russian money billion go know answer,False
1.545469330913108e+18,2022-07-08 18:06:16+00:00,['1545469330913107969'],@PaulMaynardUK Tell me this is a joke he had a FPN in other words he got a police record for breaking covid rules while everyone else was suffering. No thanks he won’t get my vote #FishiRusi4TheSack,,tell joke fpn word got police record breaking covid rule everyone else wa suffering thanks wont get vote,False
1.5453976247186473e+18,2022-07-08 13:21:20+00:00,['1545397624718647296'],@irisstylosa @hewitson10 @THemingford Our outside toilet looked better then that in the 60s lol,,outside toilet looked better lol,False
1.545396099917222e+18,2022-07-08 13:15:16+00:00,['1545396099917221888'],"Waiting for the Daily Puke 🤮 Mail @DailyMailUK to print Starmer and Rayner No FPN in its morning front page. 

Don’t worry I won’t buy it. I will wait for @chunkymark to buy it And read it for me 😂 😂",,waiting daily puke mail print starmer rayner fpn morning front page dont worry wont buy wait buy read,False
1.5453944200984248e+18,2022-07-08 13:08:36+00:00,['1545394420098424834'],@supertanskiii @AdamBienkov The Tories all power freaks even the criminals like Part time Boozy Johnson. And Sunak with his dodgy wife. That’s not including his band of merry brain dead MPs,,tory power freak even criminal like part time boozy johnson sunak dodgy wife thats including band merry brain dead mp,False
1.5453777343057142e+18,2022-07-08 12:02:18+00:00,['1545377734305714177'],@MimiJ9 Good that Starmer and Rayner found not of broken the rules. For me this partygate isn’t over. Reason being that all them Tories who broken the rules and all got FPN should all resign because people was suffering while they was partying on @Conservatives #SickoTories,,good starmer rayner found broken rule partygate isnt reason tory broken rule got fpn resign people wa suffering wa partying,False
1.5453005893110497e+18,2022-07-08 06:55:45+00:00,['1545300589311049728'],@DeeMeanz Happy Birthday Sare. Have a great day,,happy birthday sare great day,False
1.5451919938021048e+18,2022-07-07 23:44:14+00:00,['1545191993802104832'],@TrishUnkowm here you go 😂 https://t.co/6d9W2wwTlI,,go,False
1.5451190545368023e+18,2022-07-07 18:54:24+00:00,['1545119054536802306'],R.I.P #JamesCaan many years ago 1980s when betamax machines came out I payed 30 pound for a movie with #Caan in it called #FreebieAndTheBean that was my very first 30pound movie I payed for my father and me watched that movie twice in one night after the pub closed 😂,,rip many year ago betamax machine came payed pound movie called wa first pound movie payed father watched movie twice one night pub closed,False
1.5450313306515784e+18,2022-07-07 13:05:49+00:00,['1545031330651578369'],@nadhimzahawi Here we have a so called minister who lied with Johnson day in day out. Now acting like he cares and gets Johnson to resign. NO Mr Zahawl needs to go with him and Raab . Time to face the music and sack yourself from the party #SackZahawl #SackRaab #SackAllOfTheTories,,called minister lied johnson day day acting like care get johnson resign mr zahawl need go raab time face music sack party,False
1.5450076394065633e+18,2022-07-07 11:31:40+00:00,['1545007639406563330'],Message to @Ianblackford_MP It’s great news that this lying corrupted so called PM as finally come to a end. But the worse could yet to come from the Filthy party. Not one of them is any good coming out of @Conservatives @10DowningStreet sooner the better all of the Tories go,,message great news lying corrupted called pm finally come end worse could yet come filthy party one good coming sooner better tory go,False
1.544680829087015e+18,2022-07-06 13:53:03+00:00,['1544680829087014914'],@PippaCrerar possibly in the toilets with his white powder,,possibly toilet white powder,False
1.5444742373977784e+18,2022-07-06 00:12:07+00:00,['1544474237397778432'],@RishiSunak Will you be off to USA now with our stolen Billions you robbed from us #SunakGone,,usa stolen billion robbed u,False
1.5443887732569334e+18,2022-07-05 18:32:31+00:00,['1544388773256933376'],@RishiSunak here is a message for the criminal #Sunak we will never forget and never forgive. Just resign as a useless MP that you are https://t.co/QoLctuTzcW,,message criminal never forget never forgive resign useless mp,False
1.5443793220221256e+18,2022-07-05 17:54:58+00:00,['1544379322022125570'],@BorisJohnson just resign and take the filthy party with you @Conservatives,,resign take filthy party,False
1.5431948132810424e+18,2022-07-02 11:28:09+00:00,['1543194813281042432'],@Gjw1953 @EtonOldBoys Beauty is only a light switch away. Or add a paper bag just as a backup incase a Tory rushes in and flicks on the light switch lol,,beauty light switch away add paper bag backup incase tory rush flick light switch lol,False
1.542517085363769e+18,2022-06-30 14:35:06+00:00,['1542517085363769351'],@BorisJohnson Never mind this rubbish fake news. What about the private eye news today. That isn’t a good read is it,,never mind rubbish fake news private eye news today isnt good read,False
1.5424635297139016e+18,2022-06-30 11:02:17+00:00,['1542463529713901568'],Anyone like my garden rose taken today lol https://t.co/YxT3EyECvj,,anyone like garden rose taken today lol,False
1.542220329833177e+18,2022-06-29 18:55:54+00:00,['1542220329833177090'],@RaggedTP I really hope this is true lol @Ianblackford_MP extend the Scottish boundary line asp we will help Scotland vote for it,,really hope true lol extend scottish boundary line asp help scotland vote,False
1.5419099955365396e+18,2022-06-28 22:22:44+00:00,['1541909995536539648'],@DeeMeanz 😂 no hope now for our younger generations with that idiot in charge 😂,,hope younger generation idiot charge,False
1.541173238629294e+18,2022-06-26 21:35:08+00:00,['1541173238629294082'],@Babble____ @PippaCrerar @DavidLammy doesn’t like this sort of reality check 😂,,doesnt like sort reality check,False
1.5411725180310815e+18,2022-06-26 21:32:16+00:00,['1541172518031081472'],@Lashesxx Labour been on a backwards trend now for years. It’s bad enough now and I can only see it getting worse for the future ahead. I keep thinking I hope I’m wrong,,labour backwards trend year bad enough see getting worse future ahead keep thinking hope im wrong,False
1.5411382855227146e+18,2022-06-26 19:16:14+00:00,['1541138285522714627'],@Gordon29 I need to move to Scotland asp. Or Scotland move it’s boundary line down to Chester to hull and make me proud to be a converted Scot and even better. It will make William Wallis  party in his grave 😂,,need move scotland asp scotland move boundary line chester hull make proud converted scot even better make william wallis party grave,False
1.5411355248612516e+18,2022-06-26 19:05:16+00:00,['1541135524861251587'],@JodieSweetin just seen some shocking images of Jodie being thrown about by a bunch of cops hope she was hurt in all of that,,seen shocking image jodie thrown bunch cop hope wa hurt,False
1.5411346270034002e+18,2022-06-26 19:01:42+00:00,['1541134627003400195'],@Kevin_Maguire Should we all start to question should he be next in line to the throne. @ClarenceHouse #DodgyMoney State of the royals now must be a big strain on the Queen to keep them under control,,start question next line throne state royal must big strain queen keep control,False
1.5403057670808945e+18,2022-06-24 12:08:07+00:00,['1540305767080894470'],@ExcludedbyLA7 @RishiSunak @OliverDowden He probably do a better job at that 😂,,probably better job,False
1.540305607261143e+18,2022-06-24 12:07:28+00:00,['1540305607261143040'],@RishiSunak @OliverDowden Breaking News The Criminal speaks #RishiSunak #NeverTrustAnyTory #SackFishiSunak #VoteThemAllToTheGutter #NeverTrustAcriminalTory,,breaking news criminal speaks,False
1.5402749612936397e+18,2022-06-24 10:05:42+00:00,['1540274961293639685'],@scullyp doing his round spouting the Tory shite about helping poorest in society like Carers on 67pound let’s see that idiot live on that money and carers won’t get help at all. And this idiot still backing #BoozyJohnson #SackIdiotScullyMP,,round spouting tory shite helping poorest society like carers pound let see idiot live money carers wont get help idiot still backing,False
1.5402647680948388e+18,2022-06-24 09:25:12+00:00,['1540264768094838786'],@Kevin_Maguire Maybe #ToryBoy should watch this video before spouting his Puke 🤮 over his mobile device 😂 @toryboypierce https://t.co/LETlJeHELA,,maybe watch video spouting puke mobile device,False
1.5399881943846502e+18,2022-06-23 15:06:11+00:00,['1539988194384650240'],Yesss we have some more fantastic news for the useless pass the buck to labour. @grantshapps . Is now for more trouble as #BritishAirways going on strike 😂 hope they ruin the 1% hoping to go on luxury Holidays #ShutDownTheCountry #BringDownTheBoozyParty,,yes fantastic news useless pas buck labour trouble going strike hope ruin hoping go luxury holiday,False
1.539638288847618e+18,2022-06-22 15:55:47+00:00,['1539638288847618048'],@RealNatalieRowe @RealStephenKerr Don’t bother Natalie he only on his high horse because @Ianblackford_MP speaks his mind about this idiot #BoozyJohnson party #NeverBelieveAtory #NeverTrustAtory #NeverVoteForAnyTory #SendTheBoozyPartyPacking,,dont bother natalie high horse speaks mind idiot party,False
1.5396372037179963e+18,2022-06-22 15:51:29+00:00,['1539637203717996546'],@TrishUnkowm had to look twice to make sure she isn’t from a member of my family 😂 https://t.co/TgW0NQnhJg,,look twice make sure isnt member family,False
1.5396346391738204e+18,2022-06-22 15:41:17+00:00,['1539634639173820416'],@DeeMeanz Can’t wait 😂,,cant wait,False
1.5395921268367442e+18,2022-06-22 12:52:21+00:00,['1539592126836744194'],@BorisJohnson Breaking news. Tory Victorian Diseases is back with a vengeance. #Poliio is spreading fast since nearly 40 years under the other filthy Tory called Thatcher #Protect #Families #NeverVoteTory,,breaking news tory victorian disease back vengeance spreading fast since nearly year filthy tory called thatcher,False
1.539574135340286e+18,2022-06-22 11:40:52+00:00,['1539574135340285953'],@TheMendozaWoman Let’s hope so,,let hope,False
1.5395120335231386e+18,2022-06-22 07:34:06+00:00,['1539512033523138562'],@GNev2 @Conservatives The daily vomit at it again,,daily vomit,False
1.5395111122863145e+18,2022-06-22 07:30:26+00:00,['1539511112286314496'],@supertanskiii And is he a pathetic little backbencher at that spouting shite day after day but laughs well when attacking poor with his policies #ToryTossBag,,pathetic little backbencher spouting shite day day laugh well attacking poor policy,False
1.539216697789399e+18,2022-06-21 12:00:32+00:00,['1539216697789399044'],@TrishUnkowm at lime street https://t.co/YUopTvazJH,,lime street,False
1.5389862815391908e+18,2022-06-20 20:44:57+00:00,['1538986281539190790'],@Wisdom20181 Signed and retweeted,,signed retweeted,False
1.5389862090699612e+18,2022-06-20 20:44:39+00:00,['1538986209069961216'],Signed and Retweeted. Help the #disabled and people on #pip https://t.co/kAi63jzL52,,signed retweeted help people,False
