Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,created_at,edit_history_tweet_ids,text,clean_text,non_english
30,30,30,1.56488219589811e+18,2022-08-31 07:46:04+00:00,['1564882195898109955'],"@JeremyVineOn5 @channel5_tv @Keir_Starmer Why are you accepting donations from bankers &amp; hedge funders who are also private health care profiteers? Why won't you renationalise the NHS? 
https://t.co/pngDXSP7lG","   why are you accepting donations from bankers amp hedge funders who are also private health care profiteers why won't you renationalise the nhs 
",False
31,31,31,1.5648795246256292e+18,2022-08-31 07:35:27+00:00,['1564879524625629184'],@MarinaPurkiss @JeremyVineOn5 Can't imagine Malone zipping it.,  can't imagine malone zipping it,False
32,32,32,1.5647225309921526e+18,2022-08-30 21:11:37+00:00,['1564722530992152578'],"@reece_dinsdale @MelissaMorrigan My gran, her kids incl my dad spent time in workhouses. Food shelter warmth. Happier times.",  my gran her kids incl my dad spent time in workhouses food shelter warmth happier times,False
33,33,33,1.564699430632276e+18,2022-08-30 19:39:49+00:00,['1564699430632275971'],@I_amMukhtar Her vitriol will turn her blood toxic., her vitriol will turn her blood toxic,False
34,34,34,1.5646991031996416e+18,2022-08-30 19:38:31+00:00,['1564699103199641600'],@danielgoyal Difficult to know how to escape from the grasp of the 1% who dictate what crumbs are allowed to fall from the master's table. The wealth divide is jaw dropping but MSM moguls gaslight to such an extent that most are unaware of the power they wield, difficult to know how to escape from the grasp of the  who dictate what crumbs are allowed to fall from the master's table the wealth divide is jaw dropping but msm moguls gaslight to such an extent that most are unaware of the power they wield,False
35,35,35,1.5646853980428943e+18,2022-08-30 18:44:03+00:00,['1564685398042894337'],"@Lowkey0nline My friend Hilary is fundraising for MAP. Could you please share the fundraiser? 
https://t.co/YJAceouCNU"," my friend hilary is fundraising for map could you please share the fundraiser 
",False
36,36,36,1.564665399488176e+18,2022-08-30 17:24:35+00:00,['1564665399488176130'],My friend Hilary Chuter is fundraising for Medical Aid for Palestinians. Check out their @JustGiving page and please donate if you can. Thank you! #JustGiving https://t.co/PsYa6vswT1,my friend hilary chuter is fundraising for medical aid for palestinians check out their  page and please donate if you can thank you  ,False
37,37,37,1.564652135454761e+18,2022-08-30 16:31:53+00:00,['1564652135454760961'],@EmergMedDr 'Journalist' whose sole contribution to news is overt sycophancy towards a dysfunctional billionaire entitled establishment soap opera, 'journalist' whose sole contribution to news is overt sycophancy towards a dysfunctional billionaire entitled establishment soap opera,False
38,38,38,1.564651212745724e+18,2022-08-30 16:28:13+00:00,['1564651212745723904'],The only gas storage we have now sits on the current front benches #ToryCostOfGreedCrisis https://t.co/pfpcfYoOng,the only gas storage we have now sits on the current front benches  ,False
41,41,41,1.5646016627145687e+18,2022-08-30 13:11:19+00:00,['1564601662714568705'],@LBC @SangitaMyska Thanet had the world’s only UKIP council. Thanet had a love fest with Farage. They voted #Brexit   #BrexitHasFailed,  thanet had the worlds only ukip council thanet had a love fest with farage they voted    ,False
42,42,42,1.5646010740314112e+18,2022-08-30 13:08:59+00:00,['1564601074031411202'],@EmergMedDr Sliding towards fascism. History repeats, sliding towards fascism history repeats,False
43,43,43,1.5645866323801293e+18,2022-08-30 12:11:36+00:00,['1564586632380129282'],@curtisstigers Depressing that MSM moguls were so successful in their gaslighting onslaught. https://t.co/TgvX87nlOB, depressing that msm moguls were so successful in their gaslighting onslaught ,False
45,45,45,1.564585319697158e+18,2022-08-30 12:06:23+00:00,['1564585319697158144'],@JeremyVineOn5 @Keir_Starmer @theJeremyVine My Question:-  CWU RMT ASLEF Barristers Journalists etc taking industrial action. How will they (@UKLabour core voters) judge you for not supporting them on their picket lines? You seemed to have joined picket lines before you were elected LOTO! Why abandon them now?,   my question  cwu rmt aslef barristers journalists etc taking industrial action how will they  core voters judge you for not supporting them on their picket lines you seemed to have joined picket lines before you were elected loto why abandon them now,False
56,56,56,1.5645264507153654e+18,2022-08-30 08:12:28+00:00,['1564526450715365377'],https://t.co/PdotvE09gi,,False
58,58,58,1.5645096210537103e+18,2022-08-30 07:05:35+00:00,['1564509621053710336'],@reece_dinsdale @SangitaMyska ‘Anna’ has been gaslighted by MSM who created an out group for simple minds to blame for their situation to deflect from the government’s indifference. Farage &amp; Johnson bigged themselves as messiahs for the gullible,  anna has been gaslighted by msm who created an out group for simple minds to blame for their situation to deflect from the governments indifference farage amp johnson bigged themselves as messiahs for the gullible,False
59,59,59,1.5645068377849733e+18,2022-08-30 06:54:31+00:00,['1564506837784973313'],@DrAmirKhanGP @honeyball_trish I gave up suffering. It induced depression. Stopped me running. Didn’t want to socialise Vagifem is a life saver &amp; will be doing park runs again soon.,  i gave up suffering it induced depression stopped me running didnt want to socialise vagifem is a life saver amp will be doing park runs again soon,False
60,60,60,1.5645045688216945e+18,2022-08-30 06:45:30+00:00,['1564504568821694464'],@LBC @NickFerrariLBC Destitution creates heated emotions. Wondering if @NickFerrariLBC voted for the #ToriesDestroyingOurCountry #ToryCriminalsUnfitToGovern ?,  destitution creates heated emotions wondering if  voted for the   ,False
63,63,63,1.564494081610457e+18,2022-08-30 06:03:50+00:00,['1564494081610457088'],"@TonyM70 @Properbaitmate @danielgoyal And if you’d watched the videos, you would have known where that spending goes.  Not to direct patient care",   and if youd watched the videos you would have known where that spending goes  not to direct patient care,False
64,64,64,1.5644936881636884e+18,2022-08-30 06:02:16+00:00,['1564493688163688449'],WHERE’S THE HEALTH SECRETARY? https://t.co/0qbbx642ge,wheres the health secretary ,False
66,66,66,1.5643619670826353e+18,2022-08-29 21:18:52+00:00,['1564361967082635264'],@PapaG52011224 @SamanthaTaghoy I’m assuming it’s hypocrisy,  im assuming its hypocrisy,False
68,68,68,1.5643382234841784e+18,2022-08-29 19:44:31+00:00,['1564338223484178441'],"@TonyM70 @danielgoyal If you are sincerely interested in what’s happening maybe watch The Great NHS Heist or Groundswell or The Dirty War on the NHS or SickoUK. All on YouTube and made by concerned medics, journalists, academics etc.",  if you are sincerely interested in whats happening maybe watch the great nhs heist or groundswell or the dirty war on the nhs or sickouk all on youtube and made by concerned medics journalists academics etc,False
69,69,69,1.5643345015846666e+18,2022-08-29 19:29:43+00:00,['1564334501584666630'],@TonyM70 @danielgoyal Excruciatingly rude! Maybe research how our NHS is being destroyed or try working in a health care system that is being pilloried by successive governments.,  excruciatingly rude maybe research how our nhs is being destroyed or try working in a health care system that is being pilloried by successive governments,False
70,70,70,1.564327349251973e+18,2022-08-29 19:01:18+00:00,['1564327349251973122'],https://t.co/wpKjxKZcgi,,False
71,71,71,1.5642719735884022e+18,2022-08-29 15:21:15+00:00,['1564271973588402177'],"@LBC @SangitaMyska ‘Anna’ is a spiteful, hate fuelled xenophobic verbally violent amoeba. Words hurt and have consequences. Hopefully your producers have her number so her race hate crime can be reported",  anna is a spiteful hate fuelled xenophobic verbally violent amoeba words hurt and have consequences hopefully your producers have her number so her race hate crime can be reported,False
72,72,72,1.5642702967937434e+18,2022-08-29 15:14:36+00:00,['1564270296793743361'],@Sillyshib @SangitaMyska Your response to ‘Anna’ was excellent. Fascism is on the rise here sadly fuelled by our incumbent PM &amp; other right wing capitalists who need to create an ‘out group’ for the impoverished Stockholm syndrome victims to blame. Kinder political systems &amp; MSM desperately needed.,  your response to anna was excellent fascism is on the rise here sadly fuelled by our incumbent pm amp other right wing capitalists who need to create an out group for the impoverished stockholm syndrome victims to blame kinder political systems amp msm desperately needed,False
73,73,73,1.5642266054630031e+18,2022-08-29 12:20:59+00:00,['1564226605463003142'],@adilray @GMB But @adilray   The bodies aren’t piled high enough yet!  The cull is far from over. #ToryCostOfGreedCrisis,  but    the bodies arent piled high enough yet  the cull is far from over ,False
74,74,74,1.5642159553534405e+18,2022-08-29 11:38:40+00:00,['1564215955353440259'],@Bandraidoir @Ollie4TheMany @AmunRa1h Can you address your pomposity at some stage. It’s alienating,   can you address your pomposity at some stage its alienating,False
76,76,76,1.564202856894419e+18,2022-08-29 10:46:37+00:00,['1564202856894418949'],@simonmaginn John remains in his bubble of deceit, john remains in his bubble of deceit,False
77,77,77,1.5641974508978422e+18,2022-08-29 10:25:08+00:00,['1564197450897842176'],https://t.co/UxjcnTgx0A,,False
79,79,79,1.5641937046588457e+18,2022-08-29 10:10:15+00:00,['1564193704658845697'],@ANeuroDdude @davidagoodland @PeteM1809 @rslicker59 @dannypowell67 @BThroughParty @unitetheunion @UKLabour It's those responsible as exposed in the #LabourLeaks who are OK with the Tories continuing. Vent your anger with them,        it's those responsible as exposed in the  who are ok with the tories continuing vent your anger with them,False
80,80,80,1.564193432259756e+18,2022-08-29 10:09:10+00:00,['1564193432259756032'],"@ANeuroDdude @davidagoodland @PeteM1809 @rslicker59 @dannypowell67 @BThroughParty @unitetheunion @UKLabour I don't see any difference between Starmer's party &amp; Tories. Both corrupt. Neither will renationalise. Both capitalist parties. Johnson suggested NHS workers get 1% pay rise, Starmer said they should get 2%. PRB said 3%. Starmer perpetuates lies &amp; obfuscates as does Johnson",        i don't see any difference between starmer's party amp tories both corrupt neither will renationalise both capitalist parties johnson suggested nhs workers get  pay rise starmer said they should get  prb said  starmer perpetuates lies amp obfuscates as does johnson,False
81,81,81,1.5641868976347873e+18,2022-08-29 09:43:12+00:00,['1564186897634787330'],"@LBC @Matthew_Wright MSM &amp; the media moguls wouldn't accept a socialist government, hence the full on &amp; very successful gaslighting. The smears went unoppossed to appease the capitalist paylords. Everyone needs to be very careful were they get their 'news' from &amp; maybe do their own research in future",  msm amp the media moguls wouldn't accept a socialist government hence the full on amp very successful gaslighting the smears went unoppossed to appease the capitalist paylords everyone needs to be very careful were they get their 'news' from amp maybe do their own research in future,False
82,82,82,1.5641851559960904e+18,2022-08-29 09:36:17+00:00,['1564185155996090369'],"@ANeuroDdude @davidagoodland @PeteM1809 @rslicker59 @dannypowell67 @BThroughParty @unitetheunion I refuse to vote for @UKLabour as is, having seen their behaviours towards their [former] most loyal campaigners. Starmer has purged RNs, doctors, solicitors, social workers, postmen, lecturers, teachers, members with 60 &amp; 40 years service etc &amp; that's just locally!",       i refuse to vote for  as is having seen their behaviours towards their former most loyal campaigners starmer has purged rns doctors solicitors social workers postmen lecturers teachers members with  amp  years service etc amp that's just locally,False
83,83,83,1.5641845235788882e+18,2022-08-29 09:33:46+00:00,['1564184523578888192'],@PeteM1809 @rslicker59 @dannypowell67 @BThroughParty @unitetheunion Exceedingly rude reply. The only 'Tory Enablers' are those who prop up @UKLabour who deceived &amp; worked against the CLPs &amp; conspired with MSM. All this is evidenced in the #LabourLeaks. Votes need to be earned. Starmer's new party isn't worthy of my vote,     exceedingly rude reply the only 'tory enablers' are those who prop up  who deceived amp worked against the clps amp conspired with msm all this is evidenced in the  votes need to be earned starmer's new party isn't worthy of my vote,False
85,85,85,1.564176730914431e+18,2022-08-29 09:02:48+00:00,['1564176730914430978'],@jeremycorbyn @Lowkey0nline Great campaigner! World getting expelled from @UKLabour for liking his posts,  great campaigner world getting expelled from  for liking his posts,False
86,86,86,1.5641764726209083e+18,2022-08-29 09:01:46+00:00,['1564176472620908544'],https://t.co/HJrd4waROR,,False
89,89,89,1.5639514572542116e+18,2022-08-28 18:07:38+00:00,['1563951457254211584'],@JSkeaping @respeak_uk Indeed. Murdoch chooses our government,  indeed murdoch chooses our government,False
90,90,90,1.5639232418523546e+18,2022-08-28 16:15:31+00:00,['1563923241852354562'],Agree. @UKLabour has become a hostile environment for those with a social conscience. Why do they think smearing decent people with vile allegations like this is acceptable behaviour? #ItWasAScam https://t.co/c3E7wXO0vU,agree  has become a hostile environment for those with a social conscience why do they think smearing decent people with vile allegations like this is acceptable behaviour  ,False
91,91,91,1.5638583622022636e+18,2022-08-28 11:57:43+00:00,['1563858362202263552'],@stephensroad10 @CWUnews @jeremycorbyn Are you insinuating Mr Corbyn is anti Semitic?  In which case you will need to prove your case otherwise retract,   are you insinuating mr corbyn is anti semitic  in which case you will need to prove your case otherwise retract,False
92,92,92,1.5638495017057485e+18,2022-08-28 11:22:30+00:00,['1563849501705748480'],"@DMinghella I don't believe they want to get'us' out of it. The plight of the poor, elderly &amp; vulnerable is beyond their scope of consideration. They will continue to plough ahead lining their pockets before rejoicing in their distant 'sunlit uplands' tax havens", i don't believe they want to get'us' out of it the plight of the poor elderly amp vulnerable is beyond their scope of consideration they will continue to plough ahead lining their pockets before rejoicing in their distant 'sunlit uplands' tax havens,False
93,93,93,1.5638486716907192e+18,2022-08-28 11:19:12+00:00,['1563848671690719242'],@DrSelvarajah Farage's love child?, farage's love child,False
94,94,94,1.5638199511395738e+18,2022-08-28 09:25:05+00:00,['1563819951139573761'],@GaryHattgary1 Sorry to hear you're poorly. Hope you're better soon., sorry to hear you're poorly hope you're better soon,False
96,96,96,1.563600575987536e+18,2022-08-27 18:53:22+00:00,['1563600575987535873'],@simonmaginn @simomaginn @simonmaggin Reported &amp; blocked,   reported amp blocked,False
98,98,98,1.563419151858688e+18,2022-08-27 06:52:27+00:00,['1563419151858688000'],@mancunianmedic Health first!  Hope you’re feeling better soon, health first  hope youre feeling better soon,False
103,103,103,1.5632440127937782e+18,2022-08-26 19:16:30+00:00,['1563244012793778176'],@publicoutcast45 @danielgoyal My union @RCN are balloting for industrial action next month. I will happily vote yes as this government needs to value ALL workers,  my union  are balloting for industrial action next month i will happily vote yes as this government needs to value all workers,False
104,104,104,1.56322886741828e+18,2022-08-26 18:16:20+00:00,['1563228867418279939'],@publicoutcast45 @danielgoyal Anyone can join another union picket line.  Myself &amp; others have been doing it for RMT Aslef CWU on days off etc,  anyone can join another union picket line  myself amp others have been doing it for rmt aslef cwu on days off etc,False
105,105,105,1.5632281874918523e+18,2022-08-26 18:13:37+00:00,['1563228187491852288'],@danielgoyal All HCPs need to stand together for industrial action. Maintaining essential life care is a given but we’ve done it in the past successfully., all hcps need to stand together for industrial action maintaining essential life care is a given but weve done it in the past successfully,False
107,107,107,1.563158644144763e+18,2022-08-26 13:37:17+00:00,['1563158644144762889'],@DerbyChrisW Let them eat cake while lining the weapons manufacturers pockets #ToryCostOfGreedCrisis, let them eat cake while lining the weapons manufacturers pockets ,False
108,108,108,1.5630774265107087e+18,2022-08-26 08:14:33+00:00,['1563077426510708738'],Please circulate this to those who don't understand this simple concept https://t.co/Ysojybg9g0,please circulate this to those who don't understand this simple concept ,False
109,109,109,1.5630549509090918e+18,2022-08-26 06:45:15+00:00,['1563054950909091840'],@PeterStefanovi2 Tories prefer their own fascist lawyers, tories prefer their own fascist lawyers,False
110,110,110,1.5630538568081367e+18,2022-08-26 06:40:54+00:00,['1563053856808136704'],@Chrisitv Crumbs from the master’s table, crumbs from the masters table,False
111,111,111,1.5630527625226117e+18,2022-08-26 06:36:33+00:00,['1563052762522611713'],@gavinesler She’s going to declare war with France isn’t she., shes going to declare war with france isnt she,False
112,112,112,1.5630508745737708e+18,2022-08-26 06:29:03+00:00,['1563050874573770753'],"@h0llywaddell I was a @UKLabour councillor until they decided hard working registered nurses with social consciences &amp; humanity weren’t welcome. Now independent. Like 1000s of others, they don’t deserve my vote", i was a  councillor until they decided hard working registered nurses with social consciences amp humanity werent welcome now independent like s of others they dont deserve my vote,False
113,113,113,1.562918608728121e+18,2022-08-25 21:43:28+00:00,['1562918608728121344'],@jrc1921 Very unpleasant but typical of the abhorrent behaviour of those not purged by Starmer &amp; what is left of @UKLabour, very unpleasant but typical of the abhorrent behaviour of those not purged by starmer amp what is left of ,False
114,114,114,1.562884744773509e+18,2022-08-25 19:28:54+00:00,['1562884744773509121'],@DavidLammy You may know the influence of Robbie Gibb who is saviour of the Jewish Chronicle. He’s now BBCs man. Media moguls used flagrant AS gaslighting to enable a Tory win. With help from @UKLabour of course. Unforgivable. #ItWasAScam, you may know the influence of robbie gibb who is saviour of the jewish chronicle hes now bbcs man media moguls used flagrant as gaslighting to enable a tory win with help from  of course unforgivable ,False
116,116,116,1.562857114493563e+18,2022-08-25 17:39:07+00:00,['1562857114493562881'],And his connection with the Jewish Chronicle rag ensured the AS smears went unopposed in MSM. #ItWasAScam https://t.co/ytl8cWHoAy,and his connection with the jewish chronicle rag ensured the as smears went unopposed in msm  ,False
117,117,117,1.5628564362162668e+18,2022-08-25 17:36:25+00:00,['1562856436216266753'],@ParisDaguerre He was so rude. “Will you go”. Thankfully she stood her ground but water off an arrogant elitist’s back, he was so rude will you go thankfully she stood her ground but water off an arrogant elitists back,False
118,118,118,1.562855164108624e+18,2022-08-25 17:31:22+00:00,['1562855164108623872'],@DMinghella What an arrogant man! “Will you go”. This is the SOS for health. She speaks for me, what an arrogant man will you go this is the sos for health she speaks for me,False
119,119,119,1.562827187790553e+18,2022-08-25 15:40:12+00:00,['1562827187790553088'],"@Lowkey0nline Just wondering if the gaslighting was so successful &amp; irreversible that those that were duped &amp; believe to, this day, the abhorrent AS smears can ever be convinced otherwise now.", just wondering if the gaslighting was so successful amp irreversible that those that were duped amp believe to this day the abhorrent as smears can ever be convinced otherwise now,False
120,120,120,1.562826214687273e+18,2022-08-25 15:36:20+00:00,['1562826214687272961'],"@Themoonitwaslow The media moguls just wouldn't tolerate an equal, fair &amp; just society. The gaslighting onslaught was formidable &amp; highly successful. #ItWasAScam", the media moguls just wouldn't tolerate an equal fair amp just society the gaslighting onslaught was formidable amp highly successful ,False
121,121,121,1.562823687635538e+18,2022-08-25 15:26:17+00:00,['1562823687635537921'],@gavinmit @stuartsimon6 Beyond inhumane. The callous indifference blended with the vile AS lies whilst stating he's a 'christian' is an abhorrence. However he is welcomed by Starmer's @UKLabour while compassionate people with a social conscience are purged.,  beyond inhumane the callous indifference blended with the vile as lies whilst stating he's a 'christian' is an abhorrence however he is welcomed by starmer's  while compassionate people with a social conscience are purged,False
122,122,122,1.5628157197245768e+18,2022-08-25 14:54:37+00:00,['1562815719724576769'],"@Matthew_Wright Robbie Gibbs of Jewish Chronicle. Now BBC. Now wonder the vile Anti Semitism smears were so successful. #ItWasAScam 
https://t.co/nOn341Jk3x"," robbie gibbs of jewish chronicle now bbc now wonder the vile anti semitism smears were so successful  
",False
123,123,123,1.5627340392448737e+18,2022-08-25 09:30:03+00:00,['1562734039244873728'],@EmergMedDr @JeremyVineOn5 Stunned how so many accept this government induced chaos.,  stunned how so many accept this government induced chaos,False
124,124,124,1.5627217832324424e+18,2022-08-25 08:41:21+00:00,['1562721783232442369'],@the4th_J @Lowkey0nline They'll do what the puppet masters tell them to do. The taxpayers are not the puppet masters,  they'll do what the puppet masters tell them to do the taxpayers are not the puppet masters,False
125,125,125,1.5627214188018442e+18,2022-08-25 08:39:54+00:00,['1562721418801844226'],"@Lowkey0nline With Robbie Gibb of the JC, the BBC has developed a culture of corruption &amp; sleaze. Shame on any journalist who has sold their soul to spread propaganda", with robbie gibb of the jc the bbc has developed a culture of corruption amp sleaze shame on any journalist who has sold their soul to spread propaganda,False
126,126,126,1.562708430468526e+18,2022-08-25 07:48:18+00:00,['1562708430468526080'],@Jackiew80333500 Absolutely sickening. Taxpayers money abused for media moguls dictate., absolutely sickening taxpayers money abused for media moguls dictate,False
127,127,127,1.5627064157222994e+18,2022-08-25 07:40:17+00:00,['1562706415722299392'],@T1968Queen @JeremyVineOn5 Hardly rising at the rate they are now. Compare how other countries are managing and then look at our inflation rate. Eye watering,  hardly rising at the rate they are now compare how other countries are managing and then look at our inflation rate eye watering,False
128,128,128,1.5627053547476296e+18,2022-08-25 07:36:04+00:00,['1562705354747629568'],"Cooper, Lammy attend junket sponsored by Grenfell cladding firm https://t.co/2tgjMoO0jB via @skwawkbox",cooper lammy attend junket sponsored by grenfell cladding firm  via ,False
129,129,129,1.5627047498454303e+18,2022-08-25 07:33:40+00:00,['1562704749845430272'],Good luck to all who are taking industrial action https://t.co/XJ247QliuP,good luck to all who are taking industrial action ,False
130,130,130,1.5627019699236454e+18,2022-08-25 07:22:37+00:00,['1562701969923645440'],@joncoop194 @rocko8111 @JeremyVineOn5 This will be a program on the #CostOfLivingCrisis   Hence the opportunity to give a voice to those at the heart of the problem rather than the megamouths,   this will be a program on the    hence the opportunity to give a voice to those at the heart of the problem rather than the megamouths,False
131,131,131,1.5627015185703977e+18,2022-08-25 07:20:50+00:00,['1562701518570397697'],@Lukedishwasher @PeterStefanovi2 And appointments like Robbie Gibb of the JC. No surprises the public were gaslighted with AS smears to ensure a Tory government,  and appointments like robbie gibb of the jc no surprises the public were gaslighted with as smears to ensure a tory government,False
133,133,133,1.5626976170749747e+18,2022-08-25 07:05:20+00:00,['1562697617074974721'],@rocko8111 @JeremyVineOn5 Definitely,  definitely,False
134,134,134,1.5626975419504558e+18,2022-08-25 07:05:02+00:00,['1562697541950455813'],"@JeremyVineOn5 Invite union bosses on. @theRCN @RMTunion @CWUnews Invite frontline workers @JujuliaGrace. Give Parry, Malone &amp; Lowry a week off https://t.co/sYKZ6OEd4k", invite union bosses on    invite frontline workers  give parry malone amp lowry a week off ,False
