id,created_at,edit_history_tweet_ids,text,withheld,clean_text,non_english
1.5019233400800625e+18,2022-03-10 14:10:03+00:00,['1501923340080062464'],@calanrutherford Thank you ❤️,,thank,False
1.5017294721475666e+18,2022-03-10 01:19:41+00:00,['1501729472147566595'],"2021 took my mom and my best friend. 2022 is about to take my dog. 

I am UNWELL and about to snap I think.",,took mom best friend take dog unwell snap think,False
1.5017281985890468e+18,2022-03-10 01:14:37+00:00,['1501728198589046785'],"I would be the literal WORST SAHM or trophy wife because I cannot stand laundry, hate fucking cooking and dishes, look like a bridge troll 100% of the time and my fitness is uh, subpar 🥴",,would literal worst sahm trophy wife cannot stand laundry hate fucking cooking dish look like bridge troll time fitness uh subpar,False
1.5013259274936484e+18,2022-03-08 22:36:09+00:00,['1501325927493648389'],Not me SOBBING over the vet keeping my baby over night,,sobbing vet keeping baby night,False
1.5002433578886513e+18,2022-03-05 22:54:24+00:00,['1500243357888651266'],"@ colin ferrell as the penguin

shook https://t.co/vnRPW98e0h",,colin ferrell penguin shook,False
1.500242791515005e+18,2022-03-05 22:52:09+00:00,['1500242791515004932'],Divorce feels like Michael Myers 😂😂 https://t.co/2stwV84l4p,,divorce feel like michael myers,False
1.5001592873514107e+18,2022-03-05 17:20:20+00:00,['1500159287351410690'],"I’m currently OUTRAGED because my dustpan isn’t in my house anywhere 

WHERE ELSE WOULD IT BE BESIDES IN MY UTILITY ROOM WITH MY BROOM 

GOD",,im currently outraged dustpan isnt house anywhere else would besides utility room broom god,False
1.4987656729979167e+18,2022-03-01 21:02:36+00:00,['1498765672997916691'],Hi I’m Kathryn and this is the second day in a row I’ve cried over Tony Stark,,hi im kathryn second day row ive cried tony stark,False
1.4981221828697948e+18,2022-02-28 02:25:36+00:00,['1498122182869794817'],I’m freaking outttttt,,im freaking outttttt,False
1.4981196930429133e+18,2022-02-28 02:15:43+00:00,['1498119693042913280'],I hope that brick wall knocked some sense into Cassie’s crazy ass,,hope brick wall knocked sense cassie crazy,False
1.4981101487320965e+18,2022-02-28 01:37:47+00:00,['1498110148732096512'],Romy &amp; Michele at the SAG awards is giving me life,,romy amp michele sag award giving life,False
1.4977851463507026e+18,2022-02-27 04:06:21+00:00,['1497785146350702594'],"Every time I step out without @chris_rolen11, it’s so heavy",,every time step without heavy,False
1.4975686180405453e+18,2022-02-26 13:45:56+00:00,['1497568618040545281'],@alex_baisden has the cutest dood out there (not counting my Watson) ❤️ https://t.co/VmKiNprtTI,,ha cutest dood counting watson,False
1.497568306278064e+18,2022-02-26 13:44:42+00:00,['1497568306278064129'],@codylee168 LOL true 😅😅😅,,lol true,False
1.497399805668176e+18,2022-02-26 02:35:08+00:00,['1497399805668175874'],"Went to the mall in Lex to find some cute spring tops &amp; went in EVERY store and couldn’t find ONE thing that wasn’t either ugly AF or a crop top 🙄

Am I just severely out of style or what cause 95% of that stuff I wouldn’t have worn in the 90s when it was popular the first time",,went mall lex find cute spring top amp went every store couldnt find one thing wasnt either ugly af crop top severely style cause stuff wouldnt worn wa popular first time,False
1.4952584616633385e+18,2022-02-20 04:46:12+00:00,['1495258461663338497'],"I am drunk in the bar right now so just ignore this if you’ve not lost anyone, but if you HAVE…

Yall still text them right? Cause uh.. I do 🥴",,drunk bar right ignore youve lost anyone yall still text right cause uh,False
1.4952537579863163e+18,2022-02-20 04:27:31+00:00,['1495253757986316290'],I miss @chris_rolen11,,miss,False
1.494833608078635e+18,2022-02-19 00:37:59+00:00,['1494833608078635014'],@KayceLester That place has a GOLD mine of great employees and they’re just like “ok bye” its sad,,place ha gold mine great employee theyre like ok bye sad,False
1.494507999494353e+18,2022-02-18 03:04:08+00:00,['1494507999494352897'],@darvins_room I like how the second one wrote in a whisper,,like second one wrote whisper,False
1.493045056894382e+18,2022-02-14 02:10:55+00:00,['1493045056894382083'],"All y’all making fun of 50 Cent KNOW you’d look the exact same hanging there, myself included 😂",,yall making fun cent know youd look exact hanging included,False
1.4926068215169516e+18,2022-02-12 21:09:32+00:00,['1492606821516951552'],@SydBirdd Omg I know HOW,,omg know,False
1.4924743673511322e+18,2022-02-12 12:23:12+00:00,['1492474367351132163'],Imagine being @sydney_sweeney 🥵🥵,,imagine,False
1.4915538791416218e+18,2022-02-09 23:25:31+00:00,['1491553879141621765'],@ashleyntate Hahaha right??,,hahaha right,False
1.49147566784589e+18,2022-02-09 18:14:44+00:00,['1491475667845890054'],"Listen I love my job and I love doing anesthesia but

I just got called a GD MFer by a patient like, 9 times before I was able to get IV access on her and uh let’s just say today ain’t it",,listen love job love anesthesia got called gd mfer patient like time wa able get iv access uh let say today aint,False
1.4901295172807352e+18,2022-02-06 01:05:36+00:00,['1490129517280735239'],God I miss my mom so bad,,god miss mom bad,False
1.4898055993532785e+18,2022-02-05 03:38:28+00:00,['1489805599353278468'],Happy birthday to the love of my life @ZLMaynard,,happy birthday love life,False
1.48966881765564e+18,2022-02-04 18:34:57+00:00,['1489668817655640068'],"It’s Friday, I’m getting gas &amp; I just had the thought, “Ill text Mom to see if she’s working &amp; go get some beers for this evening.” 

My mom’s been gone for 8 months. 
Grief is so hard that apparently, sometimes, my brain makes me forget that I am actually living in a nightmare.",,friday im getting gas amp thought ill text mom see shes working amp go get beer evening mom gone month grief hard apparently sometimes brain make forget actually living nightmare,False
1.4894586591554028e+18,2022-02-04 04:39:51+00:00,['1489458659155402759'],@TNC16 😂😂😂 I know. But it’s really satire kinda. Like Scary Movie making fun of horror films. They’re movies called The Woman in the Window &amp; The Girl on the Train that it supposed to be a parody of.,,know really satire kinda like scary movie making fun horror film theyre movie called woman window amp girl train supposed parody,False
1.488246084468097e+18,2022-01-31 20:21:31+00:00,['1488246084468097032'],2.5 hours leftttttt 🤪,,hour leftttttt,False
1.4879846677269176e+18,2022-01-31 03:02:44+00:00,['1487984667726917632'],"@ZLMaynard It’s called ✨ strength ✨ 

WHY YOU TRYNA PEER PRESSURE ME THIS IS WHY IM FAT",,called strength tryna peer pressure im fat,False
1.4879692718756209e+18,2022-01-31 02:01:34+00:00,['1487969271875620864'],3 hours into a 24hr fast and I’m craving something sweeeet 😂😅,,hour hr fast im craving something sweeeet,False
1.484113876555817e+18,2022-01-20 10:41:36+00:00,['1484113876555816960'],I’d really like to make the trek to work not fearing for my life JANUARY 😑😑,,id really like make trek work fearing life january,False
1.483624479691522e+18,2022-01-19 02:16:55+00:00,['1483624479691522050'],My daily chaos is: drinking coffee all day and making preworkout and then popping 3 melly’s at night,,daily chaos drinking coffee day making preworkout popping mellys night,False
1.483597697152131e+18,2022-01-19 00:30:29+00:00,['1483597697152131073'],@codylee168 IM SO PROUD AND HAPPY FOR YOU https://t.co/BHlRlRKyPv,,im proud happy,False
1.4816509287551754e+18,2022-01-13 15:34:43+00:00,['1481650928755175432'],It’s ✨quarantine✨ season,,quarantine season,False
1.4810804812360663e+18,2022-01-12 01:47:58+00:00,['1481080481236066306'],@EWELLSxo Yes and also Alfie 🥵😮‍💨,,yes also alfie,False
1.4810789895276997e+18,2022-01-12 01:42:02+00:00,['1481078989527699456'],@EWELLSxo I can’t believe it ended like that!!!! I gotta know,,cant believe ended like gotta know,False
1.4810786661006295e+18,2022-01-12 01:40:45+00:00,['1481078666100629505'],Emily in Paris got me shook up,,emily paris got shook,False
1.4801983656777728e+18,2022-01-09 15:22:45+00:00,['1480198365677772804'],HAHAHAHAHHAA damnit,,hahahahahhaa damnit,False
1.4800470112608788e+18,2022-01-09 05:21:20+00:00,['1480047011260878849'],I just wanna spin you round and round this dance floor @ZLMaynard https://t.co/6y9RvTj2ad,,wanna spin round round dance floor,False
1.479442817470677e+18,2022-01-07 13:20:29+00:00,['1479442817470676994'],@codylee168 Every timeeeeeeee,,every timeeeeeeee,False
1.4780736156943237e+18,2022-01-03 18:39:45+00:00,['1478073615694323716'],The Lord is way too good to me 🥺,,lord way good,False
1.4777751445045002e+18,2022-01-02 22:53:44+00:00,['1477775144504500230'],"Flood cleanup ✅

So thankful for my family and friends ❤️❤️",,flood cleanup thankful family friend,False
1.4774522898288722e+18,2022-01-02 01:30:50+00:00,['1477452289828872198'],@Jaclynhill @jaclyncosmetics Beautifulllllll ❤️,,beautifulllllll,False
1.4774315655337288e+18,2022-01-02 00:08:29+00:00,['1477431565533728770'],Drunk Taverns strikes again 😂😂 I have no memory of this https://t.co/CRp9atDOPo,,drunk tavern strike memory,False
1.4771525024160358e+18,2022-01-01 05:39:35+00:00,['1477152502416035840'],"This girl beside me in the bathroom is on speaker phone with Dominos 

I should’ve kissed her at midnight",,girl beside bathroom speaker phone domino shouldve kissed midnight,False
1.4771521030805463e+18,2022-01-01 05:38:00+00:00,['1477152103080546304'],@RyanTroutSays Offended,,offended,False
1.4771519655073792e+18,2022-01-01 05:37:27+00:00,['1477151965507379201'],Holidays are super fucking hard and if you’re not grieving someone during them you should be super fucking thankful,,holiday super fucking hard youre grieving someone super fucking thankful,False
1.4771471100553298e+18,2022-01-01 05:18:09+00:00,['1477147110055329793'],I miss Betty,,miss betty,False
1.4771444788090102e+18,2022-01-01 05:07:42+00:00,['1477144478809010176'],Hahahahahaha jk https://t.co/BnQPxXr4RS,,hahahahahaha jk,False
1.4771428925022986e+18,2022-01-01 05:01:24+00:00,['1477142892502298626'],"Did you kiss your favorite person at midnight? I did 

Me and Jenny made out",,kiss favorite person midnight jenny made,False
1.476618260976124e+18,2021-12-30 18:16:42+00:00,['1476618260976123912'],Not me scouring Ross 30 minutes ago https://t.co/yMrdjnNM3J,,scouring ross minute ago,False
1.4766163846626757e+18,2021-12-30 18:09:14+00:00,['1476616384662675458'],I’m not ready for 2022. I want to stay in 2021 forever. I dread being able to say “I lost my mom and my best friend last year”.,,im ready want stay forever dread able say lost mom best friend last year,False
1.4737755309777756e+18,2021-12-22 22:00:42+00:00,['1473775530977775625'],"I really need to do stuff on my laptop but… there’s videos of my mom on there. 

And I really don’t trust myself to not watch them. 

And I really really REALLY do NOT need watch them.",,really need stuff laptop video mom really dont trust watch really really really need watch,False
1.4727635338762404e+18,2021-12-20 02:59:23+00:00,['1472763533876240386'],@jess_sanger It was so good!,,wa good,False
1.472218874963796e+18,2021-12-18 14:55:06+00:00,['1472218874963795968'],How much does a new life cost,,much doe new life cost,False
1.4720345172590633e+18,2021-12-18 02:42:32+00:00,['1472034517259063303'],"When a VERY social person marries an antisocial one 

Aka @ZLMaynard &amp; I",,social person marries antisocial one aka amp,False
1.470879879310807e+18,2021-12-14 22:14:25+00:00,['1470879879310807043'],Yes with @ZLMaynard https://t.co/pixwCMVme6,,yes,False
1.4685952334326866e+18,2021-12-08 14:56:03+00:00,['1468595233432686596'],Anyone else think this is starting to feel a little Purdue Pharma-y 🥴 https://t.co/aJBCK0YHUf,,anyone else think starting feel little purdue pharmay,False
1.468319560075985e+18,2021-12-07 20:40:37+00:00,['1468319560075984902'],Hi I’m Kathryn and I’m obsessed with @DojaCat,,hi im kathryn im obsessed,False
1.4658897413002445e+18,2021-12-01 03:45:23+00:00,['1465889741300244485'],brb on my animal crossing island,,brb animal crossing island,False
1.4650370837399224e+18,2021-11-28 19:17:14+00:00,['1465037083739922438'],The level of (completely warranted) petty I’m on today,,level completely warranted petty im today,False
1.4642734226876457e+18,2021-11-26 16:42:43+00:00,['1464273422687645699'],@DocJ2015 YES MAAM 🙏🏼,,yes maam,False
1.464229411494969e+18,2021-11-26 13:47:50+00:00,['1464229411494969349'],"Surgeon cancelled my super unstable post-Covid patient 

🎄🎄🎅🏻🎅🏻❤️❤️🔔🔔🎁🎁
ITS A CHRISTMAS MIRACLE",,surgeon cancelled super unstable postcovid patient christmas miracle,False
1.4634953684197212e+18,2021-11-24 13:11:00+00:00,['1463495368419721221'],Every day. https://t.co/1J4uImDUe2,,every day,False
1.4634952446038671e+18,2021-11-24 13:10:31+00:00,['1463495244603867137'],"Me: *gives my granny patient Versed, does the spinal and starts the sedation*

Patient: *slurs* “I would love it if you girls would come eat with me tomorrow for Thanksgiving”

🥺🥺🥺🥺",,give granny patient versed doe spinal start sedation patient slur would love girl would come eat tomorrow thanksgiving,False
1.462993720492671e+18,2021-11-23 03:57:38+00:00,['1462993720492670977'],Not me and Zack in the SAME bed sending Tik Toks to each other both of us WHEEZING laughing at them,,zack bed sending tik toks u wheezing laughing,False
1.4627829294619935e+18,2021-11-22 14:00:02+00:00,['1462782929461993475'],@JeremyKeithWV 😩😩😩 Just gonna live vicariously through you,,gonna live vicariously,False
1.462772060552319e+18,2021-11-22 13:16:50+00:00,['1462772060552318978'],Getting healthier starts TODAY.,,getting healthier start today,False
1.4621027687438582e+18,2021-11-20 16:57:19+00:00,['1462102768743858184'],@EWELLSxo Oh My God is 👌🏼👌🏼👌🏼👌🏼,,oh god,False
1.4592177300417946e+18,2021-11-12 17:53:12+00:00,['1459217730041794565'],@caleb_mb I know so many people that feel this way.,,know many people feel way,False
1.4589981676519916e+18,2021-11-12 03:20:44+00:00,['1458998167651991557'],"Taylor Swift is re-releasing the album that single-handedly got me through my first divorce tomorrow 

ALL IM SAYING is Zack better be on his A-game because that version of me didn’t need NOR want NO MAN 

@taylorswift13",,taylor swift rereleasing album singlehandedly got first divorce tomorrow im saying zack better agame version didnt need want man,False
1.458809648652374e+18,2021-11-11 14:51:38+00:00,['1458809648652374018'],Just made my last ever payment on my Jeep 😎😎😎,,made last ever payment jeep,False
1.4585382858574438e+18,2021-11-10 20:53:20+00:00,['1458538285857443844'],Today was only my 2nd day of work this week but damn it feels like my 6th.,,today wa nd day work week damn feel like th,False
1.4585071831177175e+18,2021-11-10 18:49:44+00:00,['1458507183117717504'],@EWELLSxo TULAAAA me and @alex_baisden love it,,tulaaaa love,False
1.4577063708248678e+18,2021-11-08 13:47:36+00:00,['1457706370824867843'],YALL GO TELL @alex_baisden HAPPY BIRTHDAY RN https://t.co/baPW6BAHEu,,yall go tell happy birthday rn,False
1.4571666930510766e+18,2021-11-07 02:03:07+00:00,['1457166693051076612'],5 months without my momma today.,,month without momma today,False
1.4567005965605396e+18,2021-11-05 19:11:01+00:00,['1456700596560539650'],There’s something going on with the birds today..,,something going bird today,False
1.4545709213359557e+18,2021-10-30 22:08:26+00:00,['1454570921335955459'],@AshleySturgell @TheDailyHPotter LETS GO NEXT YEAR,,let go next year,False
1.4542719405171098e+18,2021-10-30 02:20:24+00:00,['1454271940517109760'],"Justin in Bank;

Let’s start The Wave",,justin bank let start wave,False
1.4535058154453893e+18,2021-10-27 23:36:05+00:00,['1453505815445389316'],"I just, really miss my mom.",,really miss mom,False
1.4527131157334057e+18,2021-10-25 19:06:11+00:00,['1452713115733405703'],#Noodle2024,,,False
1.452089107207889e+18,2021-10-24 01:46:36+00:00,['1452089107207888900'],@ZLMaynard @steveaustinBSR Yes! This would make his life! He loves you ❤️❤️,,yes would make life love,False
1.4517510183671603e+18,2021-10-23 03:23:09+00:00,['1451751018367160321'],@codylee168 It’s shitty,,shitty,False
1.4517353753203343e+18,2021-10-23 02:21:00+00:00,['1451735375320334341'],@EWELLSxo I don’t even wanna be here without him,,dont even wanna without,False
1.4517333005030564e+18,2021-10-23 02:12:45+00:00,['1451733300503056390'],Starters without Chris just ain’t it,,starter without chris aint,False
1.4502648341976635e+18,2021-10-19 00:57:35+00:00,['1450264834197663749'],@RyanTroutSays They stay in mine and no headphones EVER do,,stay mine headphone ever,False
1.4493819524029604e+18,2021-10-16 14:29:20+00:00,['1449381952402960387'],@codylee168 Love you honey 💕💕💕💕,,love honey,False
1.4493809370751508e+18,2021-10-16 14:25:18+00:00,['1449380937075150852'],@brookemattison Jeez 🥵🥵🥵🥵,,jeez,False
1.4491718586544824e+18,2021-10-16 00:34:30+00:00,['1449171858654482432'],I miss you more than life. https://t.co/odt5HcbaD7,,miss life,False
1.4490620849148436e+18,2021-10-15 17:18:17+00:00,['1449062084914843654'],Man. I never thought a Justin Bieber song could bring me to my knees but… Ghost sure as hell does.,,man never thought justin bieber song could bring knee ghost sure hell doe,False
1.4479370295227392e+18,2021-10-12 14:47:43+00:00,['1447937029522739202'],@KayceLester It ain’t 29 either,,aint either,False
1.4477416487551017e+18,2021-10-12 01:51:21+00:00,['1447741648755101700'],Sheesh I am TANKED 🥱🥱,,sheesh tanked,False
1.4472587840663798e+18,2021-10-10 17:52:37+00:00,['1447258784066379776'],"Not me hammered drunk at @ 1300

Who dey? Go pack! Or whatever idk",,hammered drunk dey go pack whatever idk,False
1.4465223267245875e+18,2021-10-08 17:06:12+00:00,['1446522326724587527'],Go call your moms.,,go call mom,False
1.4444374657214136e+18,2021-10-02 23:01:42+00:00,['1444437465721413633'],"I don’t know how people “drink their pain away” because for me, alcohol only makes it worse.",,dont know people drink pain away alcohol make worse,False
1.4421921116887736e+18,2021-09-26 18:19:28+00:00,['1442192111688773638'],2021 America is serving me veryyy 1774 America vibes.,,america serving veryyy america vibe,False
1.442010407254872e+18,2021-09-26 06:17:27+00:00,['1442010407254872069'],Everyone posting for National Daughter’s Day… I know my mom would’ve been blowing my socials up.,,everyone posting national daughter day know mom wouldve blowing social,False
1.4414082850646548e+18,2021-09-24 14:24:49+00:00,['1441408285064654856'],"@JeromeCline One time I gave it to my patient and they said “Like, I can see you. I can SEE YOU. But… you’re vibrating. And you’re over there 👉🏼” and pointed across the room 😂😂😂",,one time gave patient said like see see youre vibrating youre pointed across room,False
1.4412253069000294e+18,2021-09-24 02:17:44+00:00,['1441225306900029440'],Being disappointed in life has become my new constant.,,disappointed life ha become new constant,False
1.4386503618337956e+18,2021-09-16 23:45:49+00:00,['1438650361833795584'],"Not the WHOLE department today deciding to be like 

“Remember that time in 2015 Kathryn got drunk at the Halloween party, locked herself out of her hotel room in only a tshirt and she went to the elevator with her ✨ass cheeks ✨out &amp; used the help button to get into her room.”",,whole department today deciding like remember time kathryn got drunk halloween party locked hotel room tshirt went elevator cheek amp used help button get room,False
