Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,created_at,edit_history_tweet_ids,text,clean_text,non_english
81,81,81,1.3180934104949842e+18,2020-10-19 07:35:32+00:00,['1318093410494984193'],"13 week med surg LPN  contract in Lewistown Pennsylvania $1642/week gross @ Lewistown, Pennsylvania https://t.co/dYuHUmRYfl", week med surg lpn  contract in lewistown pennsylvania week gross  lewistown pennsylvania ,False
83,83,83,1.318057577255596e+18,2020-10-19 05:13:09+00:00,['1318057577255596032'],"Check your student loan balances, details, dispersement amounts and dates, check the school they have listed that received the money. @ Houston, Texas https://t.co/uOlUHlRFPw",check your student loan balances details dispersement amounts and dates check the school they have listed that received the money  houston texas ,False
90,90,90,1.316046504059175e+18,2020-10-13 16:01:52+00:00,['1316046504059174918'],"@JillianBerman i too have major issues with validity and accuracy of my student loans with an additional 55,000 in loans with listed dispersements on dates that I was never in school and schools listed that I never attended yet I encounter a ""how dare you suggest we made errors.", i too have major issues with validity and accuracy of my student loans with an additional  in loans with listed dispersements on dates that i was never in school and schools listed that i never attended yet i encounter a how dare you suggest we made errors,False
144,144,144,1.3007402848804332e+18,2020-09-01 10:20:25+00:00,['1300740284880433152'],"I just signed a @workingwa petition: Instacart: Here's our 22 cents — no more tip theft, low pay, and black-box pay algorithms. Sign here: https://t.co/qdFzVQzy3i",i just signed a  petition instacart here's our  cents  no more tip theft low pay and blackbox pay algorithms sign here ,False
147,147,147,1.2998095234531e+18,2020-08-29 20:41:54+00:00,['1299809523453100038'],"I just signed a @workingwa petition: Instacart: Here's our 22 cents — no more tip theft, low pay, and black-box pay algorithms. Sign here: https://t.co/qdFzVQzy3i",i just signed a  petition instacart here's our  cents  no more tip theft low pay and blackbox pay algorithms sign here ,False
148,148,148,1.2997189846575145e+18,2020-08-29 14:42:08+00:00,['1299718984657514497'],"#clinicRN
#texasRNjobs
#relocationassistance
#MadeWithRipl via https://t.co/Y5l6ob1mr3 https://t.co/T8k8Be6znV","


 via  ",False
155,155,155,1.2995018667289928e+18,2020-08-29 00:19:23+00:00,['1299501866728992770'],#MadeWithRipl via https://t.co/Y5l6ob1mr3 https://t.co/wp3kwWM1fv, via  ,False
157,157,157,1.2994871083699692e+18,2020-08-28 23:20:44+00:00,['1299487108369969152'],"#DirectorQuality
#kissimmee
#MadeWithRipl via https://t.co/Y5l6ob1mr3 https://t.co/NTISn14ZGX","

 via  ",False
158,158,158,1.2994833548202066e+18,2020-08-28 23:05:49+00:00,['1299483354820206595'],"#DirectorQuality
#kissimmee
#MadeWithRipl via https://t.co/Y5l6ob1mr3 https://t.co/nE0jTUBlZe","

 via  ",False
159,159,159,1.2888893914239345e+18,2020-07-30 17:29:11+00:00,['1288889391423934469'],#SignOnBonuses #Relocation #TexasJobs #MadeWithRipl via https://t.co/Y5l6ob1mr3 https://t.co/Lmv4BbMrG1,    via  ,False
160,160,160,1.2888868172411494e+18,2020-07-30 17:18:58+00:00,['1288886817241149441'],#NextDayPay #HoustonJobs #RNjobs #MadeWithRipl via https://t.co/Y5l6ob1mr3 https://t.co/qoZxOzroI7,    via  ,False
161,161,161,1.2888862736508887e+18,2020-07-30 17:16:48+00:00,['1288886273650888704'],#TexasRNjobs #DirectorJobs #RNjobs #ERjobs #Leadership #MadeWithRipl via https://t.co/Y5l6ob1mr3 https://t.co/06VDQlxK9i,      via  ,False
163,163,163,1.2888837437306716e+18,2020-07-30 17:06:45+00:00,['1288883743730671616'],#blackhistorymonth #yvetteclarke #MadeWithRipl via https://t.co/Y5l6ob1mr3 #TexasTravelRNs #TexasJobs https://t.co/Dxe4LS3z0E,   via    ,False
164,164,164,1.219634850203947e+18,2020-01-21 14:56:22+00:00,['1219634850203947016'],Open a new account in the next 24 hours | Robinhood https://t.co/gftXs289d7,open a new account in the next  hours  robinhood ,False
165,165,165,1.2192579260886344e+18,2020-01-20 13:58:36+00:00,['1219257926088634370'],Open a new account in the next 24 hours | Robinhood https://t.co/gftXs289d7,open a new account in the next  hours  robinhood ,False
166,166,166,1.2191631484119e+18,2020-01-20 07:42:00+00:00,['1219163148411899904'],https://t.co/eg5p03lzHX,,False
167,167,167,1.2191630309336433e+18,2020-01-20 07:41:32+00:00,['1219163030933643265'],Texas Couple Married for 62 Years Passes Away While Holding Hands https://t.co/vWOQMmLB7p,texas couple married for  years passes away while holding hands ,False
168,168,168,1.2185483064748646e+18,2020-01-18 14:58:50+00:00,['1218548306474864642'],https://t.co/Q5NHfEXkyV,,False
169,169,169,1.21854816485845e+18,2020-01-18 14:58:16+00:00,['1218548164858449920'],https://t.co/Ty86QKPleo,,False
170,170,170,1.2185481264511508e+18,2020-01-18 14:58:07+00:00,['1218548126451150848'],https://t.co/beCUEc7uzv,,False
171,171,171,1.218548053839417e+18,2020-01-18 14:57:50+00:00,['1218548053839417345'],https://t.co/4gubdcIvaA,,False
172,172,172,1.2185479894946202e+18,2020-01-18 14:57:34+00:00,['1218547989494620160'],https://t.co/Oo9WPEIYDM,,False
173,173,173,1.2185479205905736e+18,2020-01-18 14:57:18+00:00,['1218547920590573569'],https://t.co/ooNzpr9SgW,,False
174,174,174,1.218547774628737e+18,2020-01-18 14:56:43+00:00,['1218547774628737025'],https://t.co/Ev1PolaRf7,,False
175,175,175,1.2183876036507648e+18,2020-01-18 04:20:15+00:00,['1218387603650764801'],https://t.co/KY6Ai9b9Mv,,False
176,176,176,1.218387461048537e+18,2020-01-18 04:19:41+00:00,['1218387461048537090'],https://t.co/T2n8RPAYht,,False
177,177,177,1.2183873933356564e+18,2020-01-18 04:19:25+00:00,['1218387393335656453'],https://t.co/wUIdhlBYMa,,False
178,178,178,1.2183873566690918e+18,2020-01-18 04:19:17+00:00,['1218387356669091841'],https://t.co/G5SGh52IGb,,False
179,179,179,1.2183872512830546e+18,2020-01-18 04:18:51+00:00,['1218387251283054592'],https://t.co/raaGw0drbB,,False
180,180,180,1.2183872219270758e+18,2020-01-18 04:18:44+00:00,['1218387221927075840'],https://t.co/ZMAkCrCgYu,,False
181,181,181,1.218387142029824e+18,2020-01-18 04:18:25+00:00,['1218387142029824001'],https://t.co/Cb8Vf7nBFP,,False
182,182,182,1.2183871003132273e+18,2020-01-18 04:18:15+00:00,['1218387100313227266'],https://t.co/eAvK2z8ld6,,False
183,183,183,1.2183869912487608e+18,2020-01-18 04:17:49+00:00,['1218386991248760832'],https://t.co/cXjN4RAXWJ,,False
184,184,184,1.2183869314590024e+18,2020-01-18 04:17:35+00:00,['1218386931459002368'],https://t.co/jLlyfxAdNy,,False
185,185,185,1.2182729503332352e+18,2020-01-17 20:44:40+00:00,['1218272950333235200'],For all of my contacts 8-) https://t.co/OgsUWIuvqi,for all of my contacts  ,False
186,186,186,1.2182323110466888e+18,2020-01-17 18:03:11+00:00,['1218232311046688768'],https://t.co/8vAVcNcipT,,False
187,187,187,1.2180045406052393e+18,2020-01-17 02:58:06+00:00,['1218004540605239296'],https://t.co/C40wuvV81y,,False
189,189,189,1.2179926187449303e+18,2020-01-17 02:10:44+00:00,['1217992618744930304'],There is going to be a special place in heaven for this incredible woman that now more than ever makes calling her my friend a true honor!! Bless you Tabitha and prayers for a speedy recovery!!! https://t.co/J6X40rreEQ,there is going to be a special place in heaven for this incredible woman that now more than ever makes calling her my friend a true honor bless you tabitha and prayers for a speedy recovery ,False
190,190,190,1.216459566914982e+18,2020-01-12 20:38:56+00:00,['1216459566914981888'],https://t.co/6FqjzwKosZ,,False
191,191,191,1.2161842389255823e+18,2020-01-12 02:24:52+00:00,['1216184238925582337'],No matter how bad you think things are just remember they could always be worse!! #keeppushin,no matter how bad you think things are just remember they could always be worse ,False
192,192,192,1.2161825143200727e+18,2020-01-12 02:18:01+00:00,['1216182514320072704'],https://t.co/rDvW6G25S6,,False
193,193,193,1.2161824736478904e+18,2020-01-12 02:17:51+00:00,['1216182473647890443'],https://t.co/oA2MOSMOVg,,False
194,194,194,1.2161824454747668e+18,2020-01-12 02:17:45+00:00,['1216182445474766848'],https://t.co/Zs9HFRFUxp,,False
195,195,195,1.2161823237309522e+18,2020-01-12 02:17:16+00:00,['1216182323730952192'],https://t.co/e6G5xzVCI0,,False
196,196,196,1.2161818708005806e+18,2020-01-12 02:15:28+00:00,['1216181870800580610'],https://t.co/Rp5oUT665D,,False
197,197,197,1.2161818086703473e+18,2020-01-12 02:15:13+00:00,['1216181808670347265'],https://t.co/0lLzt2zibG,,False
198,198,198,1.2161816400803471e+18,2020-01-12 02:14:33+00:00,['1216181640080347136'],https://t.co/VXF4ultT4M,,False
199,199,199,1.216181371674202e+18,2020-01-12 02:13:29+00:00,['1216181371674202112'],https://t.co/XYjTtdtmMr,,False
200,200,200,1.2161813174166487e+18,2020-01-12 02:13:16+00:00,['1216181317416648705'],https://t.co/s1nPyS6l4i,,False
201,201,201,1.2161770386730437e+18,2020-01-12 01:56:16+00:00,['1216177038673043459'],https://t.co/v6tFBDswrS,,False
202,202,202,1.2161769256239473e+18,2020-01-12 01:55:49+00:00,['1216176925623947265'],https://t.co/3WuNswaM5R,,False
203,203,203,1.2161764385309696e+18,2020-01-12 01:53:53+00:00,['1216176438530969602'],https://t.co/8BaeGtCkZU,,False
204,204,204,1.2156643779128648e+18,2020-01-10 15:59:08+00:00,['1215664377912864768'],https://t.co/mHamvDOkH2,,False
205,205,205,1.2156643335621837e+18,2020-01-10 15:58:57+00:00,['1215664333562183682'],https://t.co/JHHSGlIk8f,,False
206,206,206,1.215663154782507e+18,2020-01-10 15:54:16+00:00,['1215663154782507008'],"Move Over Flowers, Beef Jerky Bouquets Are Taking Over This Valentines! https://t.co/V8ebljJYpr",move over flowers beef jerky bouquets are taking over this valentines ,False
207,207,207,1.2156630880217088e+18,2020-01-10 15:54:00+00:00,['1215663088021708800'],https://t.co/40jTHcm2FD,,False
208,208,208,1.2154635149633126e+18,2020-01-10 02:40:58+00:00,['1215463514963312645'],https://t.co/iftGX6Bf8B,,False
209,209,209,1.2147918431137874e+18,2020-01-08 06:11:59+00:00,['1214791843113787392'],https://t.co/mn16d3ibXH,,False
210,210,210,1.2147913090824645e+18,2020-01-08 06:09:52+00:00,['1214791309082464261'],https://t.co/TbYj0NYzZx,,False
211,211,211,1.214791091326767e+18,2020-01-08 06:09:00+00:00,['1214791091326767104'],https://t.co/apKflfpMxD,,False
212,212,212,1.214791029829882e+18,2020-01-08 06:08:45+00:00,['1214791029829881856'],So cute thought i would share again 8-) https://t.co/AUweTbsW5d,so cute thought i would share again  ,False
213,213,213,1.2144342178636636e+18,2020-01-07 06:30:55+00:00,['1214434217863663616'],https://t.co/bopIUjhmSO,,False
214,214,214,1.2139602494739292e+18,2020-01-05 23:07:32+00:00,['1213960249473929218'],https://t.co/s6bOtH4gai,,False
215,215,215,1.212688186985603e+18,2020-01-02 10:52:49+00:00,['1212688186985603072'],https://t.co/oEAy5t1jxE,,False
216,216,216,1.2126880865110303e+18,2020-01-02 10:52:25+00:00,['1212688086511030279'],"Associates Degree required
2 to 5 years experience 
Local candidates only","associates degree required
 to  years experience 
local candidates only",False
217,217,217,1.2121830198486835e+18,2020-01-01 01:25:27+00:00,['1212183019848683522'],https://t.co/v5EmgSK793,,False
218,218,218,1.2121825423480996e+18,2020-01-01 01:23:34+00:00,['1212182542348099585'],https://t.co/r5vAS6YVKS,,False
219,219,219,1.2121803733434778e+18,2020-01-01 01:14:56+00:00,['1212180373343477760'],https://t.co/YWL3a5s86i,,False
220,220,220,1.2121801928961393e+18,2020-01-01 01:14:13+00:00,['1212180192896139264'],https://t.co/1pgDtDsFwT,,False
221,221,221,1.2121801510915195e+18,2020-01-01 01:14:03+00:00,['1212180151091519488'],https://t.co/v2D5lrCkae,,False
222,222,222,1.2121800670628864e+18,2020-01-01 01:13:43+00:00,['1212180067062886400'],https://t.co/B9NYSwCIoH,,False
223,223,223,1.212179995621286e+18,2020-01-01 01:13:26+00:00,['1212179995621285888'],https://t.co/jFPpCgU0ev,,False
224,224,224,1.2118638092850668e+18,2019-12-31 04:17:02+00:00,['1211863809285066753'],https://t.co/6zTVtsv30C,,False
225,225,225,1.2107395402703012e+18,2019-12-28 01:49:35+00:00,['1210739540270301185'],😎 how long has it been? https://t.co/Dt30D5husv, how long has it been ,False
226,226,226,1.210739352428413e+18,2019-12-28 01:48:50+00:00,['1210739352428412935'],https://t.co/UYYAhqohyT,,False
227,227,227,1.210739318307713e+18,2019-12-28 01:48:42+00:00,['1210739318307713025'],I loved this apt in Dallas 8-) https://t.co/42sVv5xysL,i loved this apt in dallas  ,False
228,228,228,1.2107386000541204e+18,2019-12-28 01:45:51+00:00,['1210738600054120448'],https://t.co/yab75JO9uU,,False
229,229,229,1.2107382869409997e+18,2019-12-28 01:44:36+00:00,['1210738286940999680'],https://t.co/fJe9hfD4qg,,False
230,230,230,1.2100339550235443e+18,2019-12-26 03:05:50+00:00,['1210033955023544322'],https://t.co/islTvYDjWH,,False
231,231,231,1.2100338024766996e+18,2019-12-26 03:05:14+00:00,['1210033802476699648'],https://t.co/fQhwDqeBhO,,False
232,232,232,1.2100337031011164e+18,2019-12-26 03:04:50+00:00,['1210033703101116418'],https://t.co/o6XPqSVP3e,,False
233,233,233,1.210033652668805e+18,2019-12-26 03:04:38+00:00,['1210033652668805120'],https://t.co/QEQNxif9rq,,False
234,234,234,1.21003287259537e+18,2019-12-26 03:01:32+00:00,['1210032872595369984'],https://t.co/Y7mEnnzGxy,,False
235,235,235,1.2100328034648596e+18,2019-12-26 03:01:16+00:00,['1210032803464859648'],https://t.co/Gms501sK5X,,False
236,236,236,1.2100327634931425e+18,2019-12-26 03:01:06+00:00,['1210032763493142529'],https://t.co/8Ik0JVNkJW,,False
237,237,237,1.2100099365850194e+18,2019-12-26 01:30:24+00:00,['1210009936585019393'],https://t.co/8ntAMevbBW,,False
238,238,238,1.209550711345832e+18,2019-12-24 19:05:36+00:00,['1209550711345831937'],The favorite pic of 2016,the favorite pic of ,False
239,239,239,1.2092271046105866e+18,2019-12-23 21:39:42+00:00,['1209227104610586626'],Merry Christmas everyone 8-),merry christmas everyone ,False
240,240,240,1.209109744398545e+18,2019-12-23 13:53:21+00:00,['1209109744398544896'],I have been doing this for almost a month now because they really did give me a great price on our insurance. We saved 50% from what we were paying the bigger names. Try it out!! https://t.co/1TYavfAEpZ,i have been doing this for almost a month now because they really did give me a great price on our insurance we saved  from what we were paying the bigger names try it out ,False
241,241,241,1.2046415547003494e+18,2019-12-11 05:58:22+00:00,['1204641554700349440'],https://t.co/ZA39mmiwo7,,False
242,242,242,1.20460848369544e+18,2019-12-11 03:46:57+00:00,['1204608483695439873'],https://t.co/YOemSmXDMU,,False
243,243,243,1.2024216066577244e+18,2019-12-05 02:57:05+00:00,['1202421606657724416'],I posted a new video to Facebook https://t.co/ZwM0klxywp,i posted a new video to facebook ,False
244,244,244,1.2024212691715154e+18,2019-12-05 02:55:45+00:00,['1202421269171515392'],https://t.co/nyRz1tgR4E,,False
245,245,245,1.2020392049702052e+18,2019-12-04 01:37:33+00:00,['1202039204970205185'],Worth sharing again 8-) https://t.co/nCJqZnyLLr,worth sharing again  ,False
246,246,246,1.201522460505657e+18,2019-12-02 15:24:12+00:00,['1201522460505657344'],I posted a new video to Facebook https://t.co/cjaEjNv9ZK,i posted a new video to facebook ,False
247,247,247,1.2014435869124772e+18,2019-12-02 10:10:47+00:00,['1201443586912477184'],The Woman Who Cared for Hundreds of Abandoned Gay Men Dying of AIDS https://t.co/bteR86Xo9G,the woman who cared for hundreds of abandoned gay men dying of aids ,False
248,248,248,1.2013320360798945e+18,2019-12-02 02:47:31+00:00,['1201332036079894529'],Man found dead in the backseat of car on Aldine Bender Rd. https://t.co/sU3WuifrcR,man found dead in the backseat of car on aldine bender rd ,False
249,249,249,1.2012897821497016e+18,2019-12-01 23:59:37+00:00,['1201289782149701639'],You Should Be Drinking Sugar Cookie Martinis All December Long https://t.co/6ZSWSgGCZg,you should be drinking sugar cookie martinis all december long ,False
250,250,250,1.2011589648068485e+18,2019-12-01 15:19:48+00:00,['1201158964806848514'],Little late in the season but super cute 😎 good morning 8-),little late in the season but super cute  good morning ,False
251,251,251,1.2011366284016722e+18,2019-12-01 13:51:02+00:00,['1201136628401672192'],https://t.co/SadOC8U7vN,,False
252,252,252,1.2011364857282437e+18,2019-12-01 13:50:28+00:00,['1201136485728243714'],https://t.co/AkW6SGVCNK,,False
253,253,253,1.2011353697287905e+18,2019-12-01 13:46:02+00:00,['1201135369728790529'],https://t.co/eLhCv1GyRf,,False
254,254,254,1.2007890340475412e+18,2019-11-30 14:49:49+00:00,['1200789034047541248'],https://t.co/sT0QNY9GZW,,False
255,255,255,1.2004463622755246e+18,2019-11-29 16:08:10+00:00,['1200446362275524608'],https://t.co/s6FX3rpvUF,,False
256,256,256,1.200445297706578e+18,2019-11-29 16:03:56+00:00,['1200445297706577920'],https://t.co/vTqbP3dGOU,,False
257,257,257,1.2004446797681705e+18,2019-11-29 16:01:29+00:00,['1200444679768170496'],Texas Nurse Kills 5 Patients After Injecting Bleach Into Their Dialysis Tubes https://t.co/jThcfdn6Az,texas nurse kills  patients after injecting bleach into their dialysis tubes ,False
258,258,258,1.2004011774998528e+18,2019-11-29 13:08:37+00:00,['1200401177499852800'],https://t.co/sLZ3HDeUDK,,False
259,259,259,1.2002626559168717e+18,2019-11-29 03:58:11+00:00,['1200262655916871680'],She attends gay weddings as a ‘stand-in mom.’ Now they’re making a movie about her. https://t.co/5Lzee8tUzW,she attends gay weddings as a standin mom now theyre making a movie about her ,False
260,260,260,1.200229335300485e+18,2019-11-29 01:45:47+00:00,['1200229335300485121'],Marijuana Chewing Gum is Said to Relieve Fibromyalgia Pain https://t.co/CrHU3k2Au8,marijuana chewing gum is said to relieve fibromyalgia pain ,False
261,261,261,1.2002292264289772e+18,2019-11-29 01:45:21+00:00,['1200229226428977152'],https://t.co/JbJxKgKW1n,,False
262,262,262,1.2002290284242452e+18,2019-11-29 01:44:34+00:00,['1200229028424245248'],https://t.co/8uNmOQXHJH,,False
263,263,263,1.200224784057094e+18,2019-11-29 01:27:42+00:00,['1200224784057094144'],Dolly Parton Says Christians Should Stop Judging Gay People And Love More https://t.co/FSKdVErvmj,dolly parton says christians should stop judging gay people and love more ,False
264,264,264,1.2002172163624346e+18,2019-11-29 00:57:37+00:00,['1200217216362434562'],A woman with a transplanted uterus from a deceased donor gave birth — for the first time in the US and the second time in the world https://t.co/m07Ud48poo,a woman with a transplanted uterus from a deceased donor gave birth  for the first time in the us and the second time in the world ,False
265,265,265,1.2001515618775654e+18,2019-11-28 20:36:44+00:00,['1200151561877565448'],Always a positive experience,always a positive experience,False
266,266,266,1.2001404049114194e+18,2019-11-28 19:52:24+00:00,['1200140404911419392'],https://t.co/XT9Unz7VQL,,False
267,267,267,1.2001384629696512e+18,2019-11-28 19:44:41+00:00,['1200138462969651201'],https://t.co/reJrAZpedm,,False
268,268,268,1.2001383274097746e+18,2019-11-28 19:44:09+00:00,['1200138327409774592'],https://t.co/U0xtCXkffd,,False
269,269,269,1.200132869231915e+18,2019-11-28 19:22:28+00:00,['1200132869231915009'],Someone was having a tantrum — at H-E-B https://t.co/MN9Z7qel6J,someone was having a tantrum  at heb ,False
270,270,270,1.200084289435644e+18,2019-11-28 16:09:25+00:00,['1200084289435643909'],https://t.co/Q0nHLamUn8,,False
271,271,271,1.2000842013259448e+18,2019-11-28 16:09:04+00:00,['1200084201325944840'],https://t.co/m3x8v8FVhk,,False
272,272,272,1.200084167834374e+18,2019-11-28 16:08:56+00:00,['1200084167834374145'],https://t.co/LGijvzBCHV,,False
273,273,273,1.199980943626449e+18,2019-11-28 09:18:46+00:00,['1199980943626448896'],https://t.co/VL8CwvUnYX,,False
274,274,274,1.199980776378585e+18,2019-11-28 09:18:06+00:00,['1199980776378585089'],https://t.co/D3GMpljnQB,,False
275,275,275,1.199888099150639e+18,2019-11-28 03:09:50+00:00,['1199888099150639105'],https://t.co/e56FOspFYH,,False
276,276,276,1.199783769831596e+18,2019-11-27 20:15:16+00:00,['1199783769831596032'],Happy thanksgiving Bill ... missed every day!!,happy thanksgiving bill  missed every day,False
277,277,277,1.1997722922403635e+18,2019-11-27 19:29:39+00:00,['1199772292240363521'],https://t.co/bY5Danwkht,,False
278,278,278,1.1997585858545992e+18,2019-11-27 18:35:11+00:00,['1199758585854599168'],https://t.co/jbBb0qUBo8,,False
279,279,279,1.1997401127388938e+18,2019-11-27 17:21:47+00:00,['1199740112738893825'],Just happy to be home 8-) — at Houston Zoo https://t.co/67ZMqu9qqS,just happy to be home   at houston zoo ,False
280,280,280,1.199739073990189e+18,2019-11-27 17:17:39+00:00,['1199739073990189057'],Haha he needed help getting back up #chunkytrunks — at Japanese Garden at Hermann Park https://t.co/TiS4JPBedE,haha he needed help getting back up   at japanese garden at hermann park ,False
281,281,281,1.1997387234931876e+18,2019-11-27 17:16:16+00:00,['1199738723493187589'],Eric Scorsolini get out of that water!! — at Japanese Garden at Hermann Park https://t.co/rWIIPdmGt6,eric scorsolini get out of that water  at japanese garden at hermann park ,False
282,282,282,1.1997385280721633e+18,2019-11-27 17:15:29+00:00,['1199738528072163336'],at Japanese Garden at Hermann Park https://t.co/pMPAgR00r4,at japanese garden at hermann park ,False
283,283,283,1.1996852027774607e+18,2019-11-27 13:43:36+00:00,['1199685202777460737'],https://t.co/lWgWFgZsYv,,False
