id,created_at,edit_history_tweet_ids,text,withheld,clean_text,non_english
1.5605814316712673e+18,2022-08-19 10:56:22+00:00,['1560581431671267328'],"@AllyFogg The scale of sheer fuckery in this country, let alone the world …",,scale sheer fuckery country let alone world,False
1.560580124378108e+18,2022-08-19 10:51:10+00:00,['1560580124378107904'],@workersliberty @chakrabortty Unite’s strategy would seem to be much more effective than yours is - which would seem to be one that would keep workers begging for help from the Labour Party.,,unites strategy would seem much effective would seem one would keep worker begging help labour party,False
1.5605753848733082e+18,2022-08-19 10:32:20+00:00,['1560575384873308162'],"@mattwbayliss @Golf_Ninja @lmharpin If you think Labour under the likes of Starmer, Reeves and Akehurst will protect the NHS you’re delusional. As supporters of free-market capitalism they’re opposed to its founding principles.",,think labour like starmer reef akehurst protect nh youre delusional supporter freemarket capitalism theyre opposed founding principle,False
1.560574973093286e+18,2022-08-19 10:30:42+00:00,['1560574973093285888'],"@mattwbayliss @Golf_Ninja @lmharpin Ownership is inherently relevant because private ownership will lead to a series of hierarchies within the service as ways are found to make a profit. The NHS will become a charity for the poor, destroying the universalism at its heart and wrecking any redistributive function.",,ownership inherently relevant private ownership lead series hierarchy within service way found make profit nh become charity poor destroying universalism heart wrecking redistributive function,False
1.560408520830423e+18,2022-08-18 23:29:17+00:00,['1560408520830423042'],@Khan25Billy @AlexOsb39191212 @greenbirmingham @MustBeAWeasly Your insults and attempts to bully people who disagree with you will surely bring Starmer romping into office.,,insult attempt bully people disagree surely bring starmer romping office,False
1.5604070186488832e+18,2022-08-18 23:23:18+00:00,['1560407018648883201'],@Andrew_Steward9 @MustBeAWeasly @Maelil5 B should do something that prevents people abandoning them with disgust then.,,b something prevents people abandoning disgust,False
1.5603826761373983e+18,2022-08-18 21:46:35+00:00,['1560382676137398272'],"@xenogothic Great, thanks.",,great thanks,False
1.5602291076229734e+18,2022-08-18 11:36:21+00:00,['1560229107622973441'],@xenogothic What is this?,,,False
1.5596666959245844e+18,2022-08-16 22:21:32+00:00,['1559666695924584449'],5 people followed me and 2 people unfollowed me // automatically checked by https://t.co/PgQIQww86C,,people followed people unfollowed automatically checked,False
1.5589575034545357e+18,2022-08-14 23:23:27+00:00,['1558957503454535680'],This is an important thread. https://t.co/0Dv3Kl6qbX,,important thread,False
1.5589573984921231e+18,2022-08-14 23:23:02+00:00,['1558957398492123136'],@naomicfisher @_MissingTheMark Thank you for this.,,thank,False
1.5589543996443935e+18,2022-08-14 23:11:07+00:00,['1558954399644393475'],@thegarypayne @NicDakin55 It’s certainly a thoroughly substantiated truth that Starmer is a liar and also that he was on holiday as the cost of living crisis worsened.,,certainly thoroughly substantiated truth starmer liar also wa holiday cost living crisis worsened,False
1.558621559123845e+18,2022-08-14 01:08:32+00:00,['1558621559123845122'],8 people followed me // automatically checked by https://t.co/PgQIQww86C,,people followed automatically checked,False
1.5584024731105075e+18,2022-08-13 10:37:57+00:00,['1558402473110507522'],@peterkyle @UKLabour @RachelReevesMP Are you taking the piss?,,taking piss,False
1.558398693648261e+18,2022-08-13 10:22:56+00:00,['1558398693648261122'],@altkrelb The Waves is amazing.,,wave amazing,False
1.5581337783794074e+18,2022-08-12 16:50:16+00:00,['1558133778379407362'],@shaunwriting @RMTunion You’re a disgraceful bootlicker.,,youre disgraceful bootlicker,False
1.558078736062419e+18,2022-08-12 13:11:33+00:00,['1558078736062418944'],"@ElmerGumtree @AyoCaesar You can insult her all you want, it won’t make the policy or the politicking less shit.",,insult want wont make policy politicking le shit,False
1.5580703027389768e+18,2022-08-12 12:38:02+00:00,['1558070302738976769'],@Keir_Starmer @UKLabour £46 a year. Well done.,,year well done,False
1.5577271861065933e+18,2022-08-11 13:54:36+00:00,['1557727186106593287'],"The idea of targeting help during the cost of living crisis misses the point that it’s not just a problem for the poorest but for the vast majority of us. All our lives will get shitter. That’s why it’s not about charity, it has to be about structural change.",,idea targeting help cost living crisis miss point problem poorest vast majority u life get shitter thats charity ha structural change,False
1.557520846327087e+18,2022-08-11 00:14:41+00:00,['1557520846327087107'],2 people followed me and one person unfollowed me // automatically checked by https://t.co/PgQIQww86C,,people followed one person unfollowed automatically checked,False
1.5572849352155955e+18,2022-08-10 08:37:16+00:00,['1557284935215595520'],@TimAshby7 @jrc1921 They’re the opposition but they’re not opposing.,,theyre opposition theyre opposing,False
1.5570535831069983e+18,2022-08-09 17:17:57+00:00,['1557053583106998280'],@Effiedeans Yes and it’s the right way to go.,,yes right way go,False
1.556422973590016e+18,2022-08-07 23:32:08+00:00,['1556422973590016000'],3 people followed me // automatically checked by https://t.co/PgQIQww86C,,people followed automatically checked,False
1.556339023161049e+18,2022-08-07 17:58:33+00:00,['1556339023161049096'],@CiaranR70988912 @windygas @Stuart72407626 @RMTunion @trussliz We are all involved.,,involved,False
1.5561867358512783e+18,2022-08-07 07:53:25+00:00,['1556186735851278336'],@PaulFitz58 @ToryFibs Starmer’s got no more decency or integrity than Johnson.,,starmers got decency integrity johnson,False
1.555899992530887e+18,2022-08-06 12:54:00+00:00,['1555899992530886657'],"It’s the “militant trade unions” who’re standing up to the bosses and the tories, not the other way round.",,militant trade union whore standing boss tory way round,False
1.5553604263256924e+18,2022-08-05 01:09:57+00:00,['1555360426325692416'],3 people followed me and one person unfollowed me // automatically checked by https://t.co/PgQIQww86C,,people followed one person unfollowed automatically checked,False
1.5551348392124498e+18,2022-08-04 10:13:33+00:00,['1555134839212449796'],"@timfarron Liberals sucking up to the fascist worship of death, as usual then, is it Tim?",,liberal sucking fascist worship death usual tim,False
1.554960230768853e+18,2022-08-03 22:39:43+00:00,['1554960230768852993'],"@kfingers @RMTunion @ASLEFunion Yes, nurses should strike as well if they don’t get a decent inflation-beating pay offer.",,yes nurse strike well dont get decent inflationbeating pay offer,False
1.5544062818254684e+18,2022-08-02 09:58:31+00:00,['1554406281825468416'],@JohnErskineShef @lucy_navi @jeremycorbyn @UKLabour @Keir_Starmer This is possibly the most delusional tweet I’ve read today and that’s saying something.,,possibly delusional tweet ive read today thats saying something,False
1.5543931481677087e+18,2022-08-02 09:06:20+00:00,['1554393148167708672'],@GrantSceptic @n_dorries @FE_business @afneil You mean you have to work harder while they take a large proportion of what you actually earn to pay themselves vastly more than you’ll ever get.,,mean work harder take large proportion actually earn pay vastly youll ever get,False
1.554392201064579e+18,2022-08-02 09:02:34+00:00,['1554392201064579078'],"@ellowecks88 @AyoCaesar I don’t care where they make the profit, they’re still making it. They’re ripping us off and will only be stopped by a mass campaign of non-payment.",,dont care make profit theyre still making theyre ripping u stopped mass campaign nonpayment,False
1.554388903188222e+18,2022-08-02 08:49:28+00:00,['1554388903188221954'],@Iamyoz @RMTunion They don’t want the job on that money but they need a job of some sort so they apply anyway because they have to sell their  labour to survive. Then they have a job with shit money and poor conditions and their life is miserable. That’s the mess that’s been left.,,dont want job money need job sort apply anyway sell labour survive job shit money poor condition life miserable thats mess thats left,False
1.5543801315144376e+18,2022-08-02 08:14:36+00:00,['1554380131514437632'],"@unhappynow @mrrudeforth @FakeGucciSlider @LBC @NickFerrariLBC Yes, you can - council housing should be universally available. The issue is that there’s not enough of it. That’s not Dempsey’s fault.  He and his family are members of that community and should stay where they are if they want to.",,yes council housing universally available issue enough thats dempsey fault family member community stay want,False
1.5543659511807672e+18,2022-08-02 07:18:16+00:00,['1554365951180767233'],"@Brendan0031 @JumpinJackz @IanBFAWU @Agitate4Change No. He’s already told us who he is. Apart from the lying, this is someone who went out of his way to deport a suicidal young man with Autism Spectrum Disorder for embarrassing the US. He was furious when Theresa May stopped it (she had more compassion than him!).",,already told u apart lying someone went way deport suicidal young man autism spectrum disorder embarrassing u wa furious theresa may stopped compassion,False
1.55436391405346e+18,2022-08-02 07:10:10+00:00,['1554363914053459968'],"@AndySands7 @IanBFAWU Voting Tory, Labour or Lib Dem will cement the status quo in place.",,voting tory labour lib dem cement status quo place,False
1.554363443658064e+18,2022-08-02 07:08:18+00:00,['1554363443658063872'],@benonebeach1962 @IanBFAWU Every business steals wealth from it’s workers. That’s capitalism.,,every business steal wealth worker thats capitalism,False
1.5543630823438418e+18,2022-08-02 07:06:52+00:00,['1554363082343841792'],@martinwwhite72 @IanBFAWU I would place the Tories at about 7 and Labour at about 5.,,would place tory labour,False
1.5543616753813504e+18,2022-08-02 07:01:16+00:00,['1554361675381350400'],@DeniseW70894137 @IanBFAWU @LaurieH42303896 The broader establishment thanks you for yours.,,broader establishment thanks,False
1.5543572811055186e+18,2022-08-02 06:43:49+00:00,['1554357281105518592'],"@WFPunk @AbiWilks Voting for Starmer - a reactionary, self-serving, vindictive liar who supports the establishment to the hilt - would also have consequences.",,voting starmer reactionary selfserving vindictive liar support establishment hilt would also consequence,False
1.5542536031912673e+18,2022-08-01 23:51:50+00:00,['1554253603191267330'],@Kayjr @drjanaway He’s very clearly a liar.,,clearly liar,False
